Modulos com termos enriquecidos	Termos GO utilizados para enriquecimento neste modulo
233	GO:0032502,GO:0071554,GO:0015979,GO:0009768,GO:0048284,GO:0090407,GO:0010051,GO:0015980,GO:0032501,GO:0006508,GO:0006950,GO:0007017,GO:0051128,GO:0071702,GO:0006325,GO:0009605,GO:0009607,GO:0032259,GO:0090305,GO:0006996,GO:0044262,GO:0036211,GO:0006413,GO:0031329,GO:0031324,GO:0006629,GO:1901570,GO:0048519,GO:0006310,GO:0044419,GO:0015074,GO:0006396,GO:0051189,GO:0065009,GO:0046835,GO:1901615,GO:0009628,GO:0042221,GO:1901616,GO:0048827,GO:0006468,GO:0006260,GO:0055086,GO:0032774,GO:0035556,GO:0018205,GO:0006338,GO:0044085,GO:0005996,GO:0032787,GO:0009056,GO:0009308,GO:0045229,GO:0016053,GO:0034220,GO:0032196,GO:0007049,GO:0042440,GO:0022900,GO:0010053,GO:0065008,GO:0019748,GO:0048518,GO:0016192,GO:0044248,GO:0033013,GO:0009451,GO:0006457,GO:0033554,GO:0042886,GO:0007275,GO:0000003,GO:0033036,GO:0009854,GO:0070178,GO:0009069,GO:0006414,GO:0006099,GO:0006107,GO:0022613,GO:0048532,GO:0009555,GO:1990542,GO:0035493,GO:0006790,GO:0034660,GO:0008037,GO:1901605,GO:0071897,GO:0042273,GO:0043648,GO:0006357,GO:0030029,GO:0051301,GO:1904951,GO:0051302,GO:0090501,GO:0051640,GO:0070297,GO:0006812
234	GO:0036211,GO:0052781,GO:0006357,GO:0071554,GO:0044262,GO:0071669,GO:0015980,GO:0006414,GO:0016053,GO:0070085,GO:0006413,GO:0006950,GO:0044085,GO:0071702,GO:0008643,GO:0006974,GO:0009056,GO:0042221,GO:0009651,GO:0006468,GO:0005996,GO:0018193,GO:0033013,GO:0033043,GO:0034660,GO:0071897,GO:0015074,GO:0007166,GO:0032774,GO:0016042,GO:0032196,GO:0009607,GO:0009605,GO:0051276,GO:0006260,GO:0006310,GO:0033554,GO:0008037,GO:0006753,GO:0009117,GO:0006396,GO:0022900,GO:0055086,GO:0006790,GO:0048519,GO:0006629,GO:0033511,GO:0090407,GO:0006508,GO:0030258,GO:1900458,GO:1900457,GO:0065008,GO:0051641,GO:0006325,GO:0090305,GO:0070727,GO:0032259,GO:0009409,GO:0048518,GO:0097035,GO:0010876,GO:0061024,GO:0042908,GO:0009451,GO:0006996,GO:0048437,GO:0044419,GO:0035556,GO:0034220,GO:0001522,GO:1901575,GO:0006820,GO:0030001,GO:0006812,GO:0033036,GO:0051649,GO:0016311,GO:0016071,GO:0016192,GO:0043007,GO:0009083,GO:0030186,GO:0006766,GO:0007017,GO:0042946,GO:0034219,GO:0043414,GO:1901615,GO:0033108,GO:0019748,GO:0071705,GO:0006457,GO:0030705,GO:0070647,GO:0009698,GO:0006470,GO:0097354,GO:0045489,GO:0042886,GO:0032502,GO:0065009,GO:0098655,GO:0006108,GO:0048583,GO:0006302,GO:0007049,GO:0006739,GO:0015979,GO:0044743,GO:0043574,GO:1901137,GO:0042592
235	GO:0006400,GO:0009056,GO:0008033,GO:0042221,GO:0048827,GO:0048731,GO:0006396,GO:0006950,GO:0032502,GO:0036211,GO:0044085,GO:0071702,GO:0050832,GO:0009620,GO:0005996,GO:0006508,GO:0055086,GO:0015074,GO:0034220,GO:0051235,GO:0006816,GO:0007017,GO:0048518,GO:0065009,GO:0090305,GO:0043933,GO:0009266,GO:0032774,GO:0070647,GO:0031407,GO:0030029,GO:0070085,GO:0006766,GO:0009451,GO:0006629,GO:0044262,GO:0009607,GO:0072521,GO:0034660,GO:0007049,GO:0048519,GO:0045944,GO:0016042,GO:0006399,GO:0006419,GO:0043038,GO:0022613,GO:0009606,GO:0048025,GO:0010941,GO:0047484,GO:0032446,GO:0042044,GO:0006366,GO:0006413,GO:1990542,GO:0050776,GO:0032787,GO:0006790,GO:0033036,GO:0009892,GO:0006325,GO:0032259,GO:0006996,GO:0009894,GO:0033388,GO:0006457,GO:0090407,GO:0002181,GO:0016053,GO:0140053,GO:0051641,GO:0006638,GO:0062012,GO:0006470,GO:0009605
236	GO:0032259,GO:0006508,GO:0036211,GO:0048519,GO:0007049,GO:0065009,GO:0006950,GO:0031347,GO:0006629,GO:0042221,GO:0009791,GO:0071702,GO:0009056,GO:0032502,GO:0007017,GO:0042908,GO:0090305,GO:0007186,GO:0032774,GO:0071705,GO:0071554,GO:0044262,GO:0034660,GO:0032870,GO:0007010,GO:0006996,GO:0006436,GO:0015074,GO:0006325,GO:0034220,GO:0065008,GO:0006457,GO:0006396,GO:0009451,GO:0032196,GO:0006468,GO:0048518,GO:0055086,GO:0044085,GO:0071941,GO:0090407,GO:0007166,GO:0006063,GO:0070887,GO:0016053,GO:0098732,GO:0009605,GO:0009607,GO:0006357,GO:0070085,GO:0019748,GO:0051056,GO:0044248,GO:0016441,GO:1901565,GO:0006414,GO:0042886,GO:0006413,GO:0005996,GO:0071897,GO:1901137,GO:0006952,GO:0043414,GO:0042044,GO:0070727,GO:0048583,GO:0032787,GO:0010817,GO:0015979,GO:0015980,GO:0003006,GO:0034219,GO:0042592,GO:0030029,GO:0051641,GO:1901605,GO:0006399,GO:0016192,GO:0070525,GO:1901575,GO:0035556,GO:0022900,GO:0006302
237	GO:0046189,GO:0042537,GO:0071554,GO:0045489,GO:0044550,GO:0009801,GO:1990937,GO:0045492,GO:0044262,GO:0032502,GO:0050793,GO:0036211,GO:0006468,GO:0008643,GO:0016311,GO:0048519,GO:0006950,GO:0016042,GO:1901137,GO:0071702,GO:0070085,GO:0044248,GO:0009056,GO:0044085,GO:0006820,GO:0098717,GO:0006396,GO:0009627,GO:0006508,GO:0000003,GO:0015074,GO:0009451,GO:0090305,GO:0018212,GO:0071103,GO:0051276,GO:0006996,GO:1901575,GO:0070887,GO:0032196,GO:0009699,GO:0009698,GO:0006812,GO:0065008,GO:0019760,GO:0000160,GO:0035556,GO:0090407,GO:0006753,GO:0042180,GO:0009605,GO:0010876,GO:0006629,GO:1900459,GO:0032259,GO:0042908,GO:0034660,GO:0033036,GO:0071705,GO:0006952,GO:0065009,GO:0032774,GO:0009607,GO:0006816,GO:0030001,GO:0006325,GO:0072330,GO:0042221,GO:0006552,GO:0016053,GO:0044265,GO:0051169,GO:0006108,GO:0007017,GO:0008037,GO:0022411,GO:0032790,GO:0006413,GO:0016071,GO:0098655,GO:0071897,GO:0006397,GO:0048518,GO:0006734,GO:0009057,GO:0048583,GO:0071806,GO:0055086,GO:0006638,GO:0046683,GO:0006260,GO:0006284,GO:0015979,GO:0009628,GO:0006470,GO:0019748,GO:0022900,GO:0006310,GO:0034220,GO:0005996,GO:0006304,GO:0016051,GO:0032963,GO:0042752,GO:0009658,GO:0040008,GO:0045053,GO:0061025,GO:0006511,GO:0006457
238	GO:0018193,GO:0000003,GO:0036211,GO:0007010,GO:0006996,GO:0006629,GO:0016053,GO:0006508,GO:0009605,GO:0006950,GO:0055086,GO:1901293,GO:0003006,GO:0090407,GO:0034220,GO:0046368,GO:0071702,GO:0065009,GO:0030029,GO:0032259,GO:0009056,GO:1901575,GO:0007275,GO:0009791,GO:0044262,GO:0065008,GO:0070940,GO:0032879,GO:0032774,GO:0008037,GO:0000025,GO:0006396,GO:0044085,GO:0042221,GO:0016192,GO:0006325,GO:0035556,GO:0032502,GO:0006820,GO:0016042,GO:0090305,GO:0046322,GO:0009888,GO:0006468,GO:0010363,GO:0006399,GO:0015980,GO:0015074,GO:0034660,GO:0044042,GO:0009657,GO:0019693,GO:0006310,GO:0048583,GO:0032196,GO:0071669,GO:0008202,GO:0006812,GO:0007017,GO:0051641,GO:0048518,GO:0032012,GO:0036473,GO:1904821,GO:0022607,GO:0033013,GO:0042180,GO:0005996,GO:0006457,GO:0070085,GO:0022900,GO:0070727,GO:0070887,GO:0051640,GO:0022613,GO:0006260,GO:0071705
239	GO:0006468,GO:0006950,GO:1901333,GO:0036211,GO:1901575,GO:0009056,GO:0009057,GO:0006357,GO:0032259,GO:1901137,GO:0007049,GO:0065009,GO:0009833,GO:0044262,GO:0006629,GO:0071554,GO:0090407,GO:1902806,GO:0006996,GO:0033036,GO:0006260,GO:0090501,GO:0090305,GO:0046835,GO:0032774,GO:0042221,GO:0044550,GO:0019760,GO:0044085,GO:0035556,GO:0097306,GO:0070647,GO:0006396,GO:1900871,GO:0071702,GO:0016053,GO:0071897,GO:0032502,GO:0032501,GO:0055086,GO:0034660,GO:0007010,GO:0051013,GO:0034220,GO:0006508,GO:0009605,GO:0015074,GO:0051049,GO:1901701,GO:0044275,GO:0016052,GO:0009607,GO:0051189,GO:0006790,GO:0043007,GO:0042742,GO:0019932,GO:0019722,GO:0009620,GO:0048519,GO:0009451,GO:1990542,GO:0044248,GO:1901615,GO:0048518,GO:0048284,GO:0044272,GO:0007034,GO:0015031,GO:0070085,GO:0005996,GO:0007017,GO:0042908,GO:0006457,GO:0071985,GO:0051641,GO:0007005,GO:0042886,GO:0015846,GO:0043650,GO:0044419,GO:0051726,GO:0006325,GO:2000112,GO:0031407,GO:0006766,GO:0051174,GO:0006638,GO:0010928,GO:0065008,GO:0022900,GO:0019748,GO:0042592
240	GO:0036211,GO:0016053,GO:0051128,GO:0042221,GO:0015979,GO:0071702,GO:0006950,GO:0009605,GO:0006790,GO:0006629,GO:0005996,GO:0006396,GO:0032259,GO:0006753,GO:0008033,GO:0006399,GO:0055086,GO:0009056,GO:0032774,GO:0006508,GO:0071897,GO:0006278,GO:0044550,GO:0034660,GO:0032502,GO:0006109,GO:0006310,GO:0032196,GO:0006996,GO:0070918,GO:0010033,GO:1901700,GO:0015074,GO:0034220,GO:0048518,GO:0006766,GO:0042886,GO:0071705,GO:0006468,GO:0009628,GO:0072593,GO:0006081,GO:0044262,GO:0006730,GO:0043572,GO:0044085,GO:0006457,GO:0090407,GO:0044248,GO:1901137,GO:0009739,GO:0009755,GO:0006325,GO:0051246,GO:0042752,GO:0007049,GO:0007186,GO:0000003,GO:0044419,GO:0048519,GO:0065009,GO:0009607,GO:0090305,GO:0000122,GO:0007017,GO:0065008,GO:0046416,GO:0070646,GO:0015980,GO:0006413,GO:0006260,GO:0009894,GO:0051641,GO:0009156
241	GO:0065008,GO:1901575,GO:0009605,GO:0036211,GO:0006950,GO:0009607,GO:0006413,GO:0009812,GO:0006325,GO:0016134,GO:0071453,GO:0048519,GO:0007186,GO:0022900,GO:2001233,GO:0033036,GO:0016053,GO:0071702,GO:0006468,GO:0006629,GO:1905392,GO:0003006,GO:0099402,GO:0048731,GO:0009653,GO:0090567,GO:0051239,GO:0048437,GO:0048580,GO:0000003,GO:0090696,GO:2000026,GO:0090698,GO:0010033,GO:1901615,GO:0032787,GO:0090407,GO:0002833,GO:0042221,GO:0044262,GO:0010411,GO:0010383,GO:0006952,GO:0009225,GO:0048229,GO:0002831,GO:0032101,GO:0080134,GO:0031347,GO:0048878,GO:0030149,GO:0016139,GO:0005976,GO:0042546,GO:0098717,GO:0006820,GO:0048583,GO:0065009,GO:0062012,GO:0046283,GO:0034285,GO:0050793,GO:0044085,GO:0071554,GO:0048509,GO:0009648,GO:0048856,GO:0007275,GO:1905183,GO:0009451,GO:0031425,GO:0048507,GO:0006508,GO:0006396,GO:0006996,GO:0002239,GO:0035556,GO:0033013,GO:0009719,GO:0009755,GO:0051301,GO:0007010,GO:0016072,GO:0006766,GO:0042742,GO:0009617,GO:0008610,GO:0016101,GO:0090305,GO:0010605,GO:0009892,GO:0010629,GO:0090501,GO:0044419,GO:0034220,GO:0030001,GO:0010014,GO:0071705,GO:0032502,GO:0070887,GO:0009056,GO:0060320,GO:0055086,GO:0048511,GO:0006812,GO:0009628,GO:0006970,GO:0006357,GO:0009826,GO:0034660,GO:0032259,GO:0071669,GO:0006353,GO:0032774,GO:0010256,GO:0042558,GO:0048466,GO:0090502,GO:1901001,GO:0048585,GO:1901000,GO:0047484,GO:0044248,GO:0008213,GO:0018205,GO:0008219,GO:0072594,GO:0051649,GO:1900087,GO:0014910,GO:1901565,GO:0016192,GO:0072593,GO:0042743,GO:0006790,GO:1990937,GO:0070647,GO:0008652,GO:0006720,GO:0009966,GO:0023051,GO:0016042,GO:0009642,GO:0009644,GO:0007017,GO:0009308,GO:0071897,GO:0015074,GO:0006108,GO:0043648,GO:0010080,GO:0010015,GO:0009639,GO:0010075,GO:0005996,GO:0042773,GO:0006753,GO:0120009,GO:0015748,GO:0061024,GO:0043038,GO:0140053,GO:1903825,GO:0046942,GO:0015711,GO:0015718,GO:0006575,GO:0010224,GO:0009620,GO:0018193,GO:0018208,GO:0009888,GO:0009314,GO:0048518,GO:0002943,GO:0007162,GO:0009791,GO:0006310,GO:0008037,GO:2000142,GO:0071478,GO:0006665,GO:0042180,GO:0044255,GO:0046519,GO:0001676,GO:0006631,GO:0010143,GO:0070212,GO:0006471,GO:0035195,GO:2000112,GO:0006417,GO:0006816,GO:0009261,GO:0015938,GO:0034034,GO:0044282,GO:0043631,GO:0032196,GO:0072598,GO:0051291,GO:0051093,GO:0006278,GO:0016071,GO:1901292,GO:0046386,GO:0009262,GO:0006195,GO:0009166,GO:0032200,GO:0022402,GO:0046777,GO:0006457,GO:0009657,GO:0040008,GO:0016554,GO:0031407,GO:0006633,GO:0016311,GO:0009636,GO:0051246,GO:0070925,GO:0070727,GO:0070525,GO:0009078,GO:0051641,GO:0032446,GO:0006260,GO:0043414,GO:0097305,GO:0015996,GO:0043207,GO:0061919,GO:1903046,GO:0098813,GO:0009404,GO:0006749,GO:0009407,GO:0042537,GO:0030422,GO:0031930,GO:0071215,GO:2000034,GO:2000033,GO:0055075,GO:0042398,GO:0046940,GO:0023041,GO:0051169,GO:0007005,GO:0046487,GO:0007166,GO:0070988,GO:0016570,GO:0006414,GO:0010941,GO:0006672,GO:0055081,GO:0009063,GO:1901259,GO:0016131,GO:0009737,GO:1901605,GO:0060147,GO:0016051,GO:0006338,GO:0016032,GO:0070542,GO:0009311,GO:0009266,GO:0071555,GO:0045229,GO:0044264,GO:0009733,GO:0015979,GO:0042886,GO:0008202,GO:0030029,GO:0034976,GO:0038146,GO:0035672,GO:0010053,GO:1900150,GO:0042157,GO:0022411,GO:0062125,GO:0048467,GO:0006351,GO:0009553,GO:0000741,GO:0098655,GO:0016553,GO:0098542,GO:0070192,GO:0015980,GO:0016180,GO:0043628,GO:0071482,GO:0104004,GO:0007049,GO:0002097,GO:0006399,GO:1901700,GO:0070085,GO:1901361,GO:0033354,GO:0006537,GO:0019058,GO:0034605,GO:0006730,GO:0033313,GO:0042796,GO:0061077,GO:0034337,GO:1990542,GO:0051983,GO:0000272,GO:1902679,GO:0006857,GO:0048316,GO:0032042,GO:0032970,GO:0030163,GO:0051128,GO:0002181,GO:0042908,GO:0009134,GO:0010193,GO:0043933,GO:0043161,GO:0006511,GO:0009141,GO:0019748,GO:0000160,GO:0006284,GO:0098732,GO:0042440,GO:0051726,GO:0031667,GO:0006289,GO:0009698,GO:0048584,GO:0030258,GO:0009808,GO:0055080,GO:0072524,GO:0044275,GO:0009064,GO:0046365,GO:0071941,GO:0006081,GO:0009749,GO:0055088,GO:0015846,GO:0030186,GO:0010119,GO:0010154,GO:0009820,GO:0006003,GO:0009942,GO:0046686,GO:0008380,GO:0009411,GO:0000028,GO:0072523,GO:0035303,GO:0042044,GO:0062197,GO:0051604,GO:0006302,GO:0034470,GO:0006363,GO:0031325,GO:1901293,GO:0046322,GO:0010082,GO:0044270
242	GO:0036211,GO:0044085,GO:0032259,GO:0006357,GO:0006950,GO:0090696,GO:0034308,GO:0090305,GO:0019748,GO:0006629,GO:0009056,GO:0042221,GO:0044419,GO:0009605,GO:0009607,GO:0006952,GO:0006508,GO:0006396,GO:0016134,GO:0010501,GO:0048366,GO:0099402,GO:0033554,GO:0009628,GO:0006290,GO:0010154,GO:0055086,GO:0016311,GO:0070085,GO:0071554,GO:0019760,GO:0009451,GO:0007049,GO:0032774,GO:0022900,GO:0009833,GO:0071702,GO:0019932,GO:0016053,GO:1901137,GO:0006468,GO:0009914,GO:0051301,GO:0006304,GO:0006974,GO:0006996,GO:0048856,GO:0033036,GO:0009416,GO:0104004,GO:0009791,GO:0090351,GO:0071478,GO:0030001,GO:0016036,GO:0070482,GO:0015979,GO:0032502,GO:0044275,GO:0034220,GO:0097306,GO:0090567,GO:0016042,GO:0033500,GO:0055082,GO:1901701,GO:0009134,GO:0048437,GO:2000060,GO:0046434,GO:0009132,GO:0090407,GO:0032787,GO:1901615,GO:0042537,GO:0006414,GO:0015074,GO:0043933,GO:0006970,GO:0000302,GO:0071705,GO:0090229,GO:0090227,GO:0009057,GO:0006413,GO:0051641,GO:0032501,GO:0007017,GO:0007389,GO:0000373,GO:0046337,GO:0016071,GO:0065009,GO:0048519,GO:0007166,GO:0016072,GO:0042254,GO:0042214,GO:0120252,GO:0016119,GO:0050793,GO:1901568,GO:0033559,GO:0000738,GO:0009768,GO:1901998,GO:0006457,GO:0042908,GO:0006890,GO:0006891,GO:0051302,GO:0005996,GO:0070291,GO:0044262,GO:0010033,GO:0051604,GO:0042592,GO:0090087,GO:0008654,GO:0009225,GO:0006081,GO:0016051,GO:0045229,GO:0006310,GO:0009888,GO:0009314,GO:0048731,GO:0071482,GO:0006766,GO:0032196,GO:0006694,GO:0048583,GO:0002239,GO:2000683,GO:0006260,GO:0033013,GO:0120127,GO:1990641,GO:0034224,GO:0070727,GO:0045184,GO:0009698,GO:0098655,GO:0006325,GO:0009636,GO:0140115,GO:0007010,GO:0016192,GO:0007275,GO:0006812,GO:0009081,GO:0048518,GO:0071897,GO:0065008,GO:0070887,GO:0034660,GO:0051865,GO:0006338,GO:0098732,GO:0000720,GO:0008037,GO:1902221,GO:0006302,GO:0006399,GO:0008033,GO:0035556,GO:0008202,GO:0030258,GO:1902652,GO:0015980,GO:0010035,GO:0000388,GO:0042793,GO:0009657,GO:0009308,GO:0006820,GO:0008643,GO:0010304,GO:0015996,GO:0034976,GO:0080119,GO:0044248,GO:1990966,GO:0006857,GO:0032870,GO:0032879,GO:0009611,GO:0006720,GO:1901575,GO:0006879,GO:0009409,GO:0010876,GO:0000398,GO:0010310,GO:0010332,GO:0009411,GO:0018212,GO:0006400,GO:0007186,GO:0051246,GO:0000184,GO:0070647,GO:0015849,GO:0042180,GO:0006790,GO:0031047,GO:0043648,GO:0006734,GO:0048827,GO:0006753,GO:0072524,GO:0002758,GO:0006979,GO:0051668,GO:0019374,GO:0009808,GO:0009699,GO:0072348,GO:1901006,GO:0042148,GO:0006644,GO:0007031,GO:0006470,GO:0034728,GO:0006401,GO:0016052,GO:0031667,GO:0043038,GO:0031930,GO:0035825,GO:0070192,GO:0045143,GO:0010114,GO:0008610,GO:0000375,GO:0015994,GO:0010288,GO:0050832,GO:0048507,GO:0071396,GO:0033993,GO:0034484,GO:0010921,GO:0071310,GO:0097305,GO:0018193,GO:0006278,GO:0042168,GO:0006783,GO:0046501,GO:1901605,GO:0098662,GO:0006268,GO:1901654,GO:0031146,GO:0006281,GO:0042538,GO:0015846,GO:0098542,GO:0051239,GO:0043455,GO:0009894,GO:0016441,GO:0060627,GO:1990937,GO:0090480,GO:0045116,GO:1900864,GO:0055081,GO:0043484,GO:0015713,GO:0009893,GO:0010162,GO:0007059,GO:0006563,GO:0030029,GO:0044255,GO:0090501,GO:0009934,GO:0033483,GO:2000142,GO:0000272,GO:0046470,GO:0006656,GO:0071103,GO:0051274,GO:0044264,GO:0030149,GO:0000226,GO:0000160,GO:0022411,GO:0015698,GO:0016101,GO:0006289,GO:0043007,GO:0051452,GO:0048511,GO:0051726,GO:0022607,GO:0010431,GO:1903311,GO:0051128,GO:0042273,GO:0031534,GO:0051647,GO:0048584,GO:0003006,GO:0022622,GO:0006995,GO:0070525,GO:0015748,GO:0052865,GO:0051649,GO:0016485,GO:0071985,GO:0044743,GO:0043574,GO:0006360,GO:0046368,GO:0009304,GO:0009644,GO:0031400,GO:0051026,GO:0031407
243	GO:0006396,GO:0006950,GO:0042221,GO:0080113,GO:0036211,GO:0090567,GO:0009056,GO:0006508,GO:0044262,GO:0035556,GO:0009991,GO:2000026,GO:0071702,GO:0006974,GO:0009628,GO:0033554,GO:0042180,GO:0021575,GO:0022037,GO:0009403,GO:0006721,GO:0016101,GO:0016042,GO:0055086,GO:1901137,GO:0048518,GO:0044419,GO:0010033,GO:1901700,GO:0007186,GO:0016192,GO:0009607,GO:0009615,GO:0006629,GO:0009791,GO:0032504,GO:0032502,GO:0003006,GO:0065009,GO:0034660,GO:0016053,GO:0022607,GO:0032787,GO:1901615,GO:0000165,GO:0007019,GO:0007017,GO:0006996,GO:0009650,GO:0006290,GO:0000719,GO:0015979,GO:0048519,GO:0009605,GO:0032774,GO:0009698,GO:0009809,GO:0044085,GO:0090305,GO:0006468,GO:0006457,GO:0007010,GO:0030029,GO:0015074,GO:0010305,GO:0006310,GO:0010498,GO:0032196,GO:0071554,GO:0090407,GO:0006413,GO:0043244,GO:0032879,GO:0006357,GO:0051276,GO:0006260,GO:0010228,GO:0050793,GO:0008037,GO:0030048,GO:0010817,GO:0050776,GO:1901575,GO:0019748,GO:0006812,GO:0006325,GO:0008610,GO:0007049,GO:0090698,GO:0034220,GO:0051235,GO:0009308,GO:0008643,GO:0032259,GO:0051641,GO:0048316,GO:0009962,GO:0042780,GO:0033036,GO:0140115,GO:0140352,GO:0098655,GO:0006790,GO:0007166,GO:0005996,GO:0044275,GO:0031145,GO:0010564,GO:0006820,GO:0007275,GO:0009451,GO:0000911,GO:0042908,GO:0042762,GO:0140285,GO:0030041,GO:0006313,GO:0048284,GO:0048229,GO:0071897,GO:0065008,GO:0048856,GO:0006397,GO:0016071,GO:0051129,GO:0051052,GO:0009415,GO:0048581,GO:0015669,GO:0009314,GO:0022613,GO:0051173,GO:0031325,GO:0010270,GO:0061458,GO:0016553,GO:0009790,GO:0006753,GO:1901401,GO:0048193,GO:0016570,GO:0071669,GO:0104004,GO:0048583,GO:0046208,GO:0031930,GO:0071215,GO:0006678,GO:0015711,GO:0030258,GO:0009739,GO:0042254,GO:2000142,GO:0033013,GO:0006081,GO:0015805,GO:0051246,GO:0009807,GO:0032392,GO:0071103,GO:0046839,GO:0051983,GO:0071555,GO:0000003,GO:0071705,GO:0009733,GO:0007167,GO:0009719,GO:0006734,GO:0034219,GO:0023041,GO:0051493,GO:0000097,GO:0009066,GO:0044272,GO:0000096,GO:0046653,GO:0018205,GO:0009773,GO:0070647,GO:0006952,GO:0006631,GO:0072330,GO:0006351,GO:0006828,GO:0000041,GO:0050790,GO:0002181,GO:0009266,GO:0009892,GO:0042357,GO:0009850,GO:0006638,GO:0009100,GO:0007005,GO:0016485,GO:0043620,GO:0006304,GO:0070592,GO:0015980,GO:0043038,GO:0051301,GO:0006643,GO:0016311,GO:0034728,GO:0071824,GO:0006775,GO:0090501,GO:0043207,GO:0008033,GO:0006575,GO:0002831,GO:0080134,GO:0043632,GO:0042537,GO:0070085,GO:0048869,GO:0070646,GO:1901565,GO:0009063,GO:0043455,GO:0048564,GO:0006766,GO:0044550,GO:0061919,GO:0090414,GO:0034486,GO:0018208,GO:0009888,GO:0051128,GO:0032781,GO:0061024,GO:0000160,GO:0090503,GO:0000738,GO:0010136,GO:0045005,GO:0060966,GO:0031123,GO:0009657,GO:0099515,GO:0051640,GO:0006289,GO:0006298,GO:0071216,GO:0005984,GO:0046683,GO:0045905,GO:0018126,GO:0044248,GO:0009636,GO:0018206,GO:0033619,GO:0001676,GO:0006414,GO:0097577,GO:0006400,GO:0009310,GO:0010496,GO:0006003,GO:0022900,GO:0006730,GO:0006399,GO:0006366,GO:0044403,GO:0043631,GO:0031425,GO:0006124,GO:0035825,GO:0070887,GO:1901334,GO:0051649,GO:0000481,GO:0009751,GO:0070297,GO:0033750,GO:0044255,GO:0018193,GO:0060147,GO:0032465,GO:0016052,GO:1903311,GO:1901293,GO:0043647,GO:0009225,GO:0009311,GO:0009117,GO:0032103,GO:0071941,GO:0000280,GO:0008213,GO:0006431,GO:0016556,GO:0044265,GO:0043414,GO:0044839,GO:0009737,GO:0006720,GO:0042793,GO:0022616,GO:0048522,GO:0006979,GO:0035459,GO:0090110,GO:0045053,GO:0043933,GO:0032970,GO:0009126,GO:0046390,GO:0072531,GO:0040008,GO:0019684,GO:0006888,GO:0002097,GO:0006353,GO:0051726,GO:0006591,GO:0009081,GO:0009439,GO:0006470,GO:0009156
