Modulos com termos enriquecidos	Termos GO utilizados para enriquecimento neste modulo
185	GO:0071702,GO:0055070
186	GO:0000003,GO:0036211,GO:0042221,GO:0009791,GO:0055086,GO:1901293,GO:0009056,GO:0071702,GO:0006950,GO:0016192,GO:0044085,GO:0006399,GO:0015074,GO:0006508,GO:0006629,GO:0034220,GO:0032787,GO:0035556
187	GO:0006950,GO:0070940,GO:0036211,GO:0071702,GO:0016192,GO:0034220,GO:0032259,GO:0042221
188	GO:0048519,GO:0036211,GO:0048518,GO:0032774,GO:0034220,GO:0016052,GO:0006950,GO:0032259,GO:0007010,GO:0006468,GO:0006952,GO:0042592,GO:0006396
189	GO:0006950,GO:0031347,GO:0007017,GO:0036211,GO:0009451,GO:0006325,GO:0006396,GO:0032774,GO:0007049,GO:0071702,GO:0016053,GO:0006508
190	GO:0006812,GO:0019725,GO:0036211,GO:0071702,GO:0006950,GO:0015074,GO:0032774,GO:0006886,GO:0044085,GO:0032259,GO:0009451,GO:0006468,GO:0006396,GO:0009056,GO:0034220,GO:0035556,GO:0065009,GO:0033013
191	GO:0071702,GO:0006950,GO:0044419,GO:0009607,GO:0006436,GO:0034660,GO:0036211,GO:0032774,GO:0032196,GO:0016053,GO:0006260,GO:0032259,GO:0022613,GO:0006396,GO:0015074,GO:0015980,GO:0006508
192	GO:0009056,GO:0032501,GO:0006508,GO:0006950,GO:1901565,GO:0006457,GO:0006325,GO:0006996,GO:0035556,GO:0009651,GO:0042221,GO:0006952,GO:0036211,GO:0007049,GO:0065009,GO:0022900,GO:0034660,GO:0033036,GO:0034220,GO:0016053,GO:0006310,GO:0006396,GO:0090407,GO:1904951,GO:0032259
193	GO:0032774,GO:0044248,GO:0009451,GO:0019748,GO:0036211,GO:0032259,GO:0009739,GO:0006950,GO:0006396,GO:0016053,GO:0071702,GO:0015074,GO:0006790,GO:0042221,GO:0034220,GO:0044262,GO:0009308,GO:0035556
194	GO:0006950,GO:0044085,GO:0032196,GO:0042908,GO:0034220,GO:0036211,GO:0006508,GO:0006325,GO:0071702,GO:0006396,GO:0009657,GO:0032544,GO:0009056,GO:0044282,GO:0008213,GO:0009308,GO:0034470,GO:0031930,GO:0055086,GO:0065009,GO:0006996,GO:0032774,GO:0016053,GO:0006629,GO:0006753,GO:0006720,GO:1905821,GO:0007275,GO:0090407,GO:0006413,GO:0051641,GO:0006979,GO:0040008,GO:0048518,GO:0042221,GO:0034660
195	GO:0036211,GO:0019748,GO:0023051,GO:0006629,GO:0044085,GO:0006950,GO:0006508,GO:0071702,GO:0051301,GO:0071897,GO:0016051,GO:0071554,GO:0016192,GO:0034220,GO:0006996,GO:0042221,GO:0009056,GO:0009451,GO:0002218,GO:0002758,GO:0140546,GO:0006396,GO:1901293,GO:0009124,GO:0007178,GO:0032502,GO:0016053,GO:0070085,GO:0006650,GO:0032259,GO:0009791,GO:0090407,GO:0034660,GO:0007017,GO:0044262,GO:0006790,GO:0016311,GO:0065008
196	GO:0090407,GO:0036211,GO:0032196,GO:0090305,GO:0006952,GO:0006468,GO:0034220,GO:0098655,GO:0044706,GO:0042939,GO:0071941,GO:0071702,GO:0042221,GO:0006790,GO:0006950,GO:0006457,GO:0032502,GO:0032259,GO:0006396,GO:0048519,GO:0016192,GO:0055086,GO:0006508,GO:0043933,GO:0044262,GO:0051169,GO:0022900,GO:0044085,GO:0042886,GO:0009056,GO:0065009,GO:0006996,GO:0044248,GO:0009856,GO:0009451,GO:0015074,GO:0006260,GO:0051640,GO:0016311
197	GO:0006629,GO:0009056,GO:0055086,GO:0048519,GO:0071702,GO:0006313,GO:0006950,GO:0051641,GO:0036211,GO:0051301,GO:0044085,GO:0006399,GO:0009451,GO:0042221,GO:0044262,GO:0006325,GO:0006457,GO:0055070,GO:0016053,GO:0032774,GO:0006357,GO:0005996,GO:0032784,GO:0035556,GO:0015074,GO:0042274,GO:0006820,GO:0015980,GO:1901293,GO:0051276,GO:0006413,GO:0006396,GO:0090305
198	GO:0032259,GO:0032502,GO:0006471,GO:0036211,GO:0071702,GO:0006950,GO:0044085,GO:0034660,GO:0032774,GO:0051649,GO:0090407,GO:0006629,GO:0008610,GO:0034220,GO:0090558,GO:0006996,GO:1901605,GO:0009056,GO:0071897,GO:0006310,GO:0033036
199	GO:0019748,GO:0009698,GO:0036211,GO:0034220,GO:0044262,GO:0071702,GO:0006950,GO:0071897,GO:0006952,GO:0045229,GO:0006468,GO:0008037,GO:0006996,GO:0006820,GO:0016053,GO:0009308,GO:0006457,GO:0009854,GO:0006260,GO:0006325,GO:0006396,GO:0033044,GO:0048519,GO:0034660,GO:0032196,GO:0016192,GO:0140053,GO:0009056
200	GO:0071897,GO:0015074,GO:0006261,GO:0006996,GO:0006260,GO:0006950,GO:0033015,GO:0071702,GO:0048519,GO:0055080,GO:0050801,GO:0055076,GO:0000226,GO:0000278,GO:0044248,GO:0044275,GO:0055086,GO:0034220,GO:0016053,GO:1901605,GO:0046394,GO:0009605,GO:0006974,GO:0006281,GO:0042221,GO:0006734,GO:0006081,GO:0006629,GO:0006396,GO:0036211,GO:0006468,GO:0006457,GO:0010033,GO:0006508,GO:0044085,GO:0009607,GO:0048523,GO:0090305,GO:0005996,GO:0015979,GO:0009056,GO:0034660,GO:0006357,GO:0006790,GO:0043631,GO:0043632,GO:0032774,GO:0033013,GO:0006605,GO:0051052,GO:0016071,GO:0015980,GO:0051174,GO:1900060,GO:0033036,GO:0090407,GO:0006353
201	GO:0044262,GO:0071554,GO:0071669,GO:0009056,GO:0009607,GO:0006950,GO:0009605,GO:0006413,GO:0071702,GO:0009914,GO:2000241,GO:0042221,GO:0034220,GO:0055086,GO:0016051,GO:0006996,GO:0070647,GO:0070646,GO:0036211,GO:0016311,GO:0048523,GO:0032774,GO:0065009,GO:0044282,GO:0006766,GO:0008037,GO:0070887
202	GO:0009808,GO:0019748,GO:0009698,GO:0090229,GO:0090227,GO:0006950,GO:0006396,GO:0090567,GO:0042221,GO:0036211,GO:0006468,GO:0006457,GO:0071310,GO:0033013,GO:0009056,GO:1901575,GO:0070647,GO:0065009,GO:0006629,GO:0006996,GO:0090305,GO:0032259,GO:0033036,GO:0071702,GO:0043933,GO:0044085,GO:0006413,GO:0009607,GO:0006817,GO:0006349
203	GO:0009812,GO:0006950,GO:0032774,GO:0036211,GO:0016311,GO:0044085,GO:0009056,GO:0010608,GO:0006996,GO:0006508,GO:0006629,GO:0008610,GO:0055086,GO:0043933,GO:0032259,GO:0042221,GO:0071702,GO:0034220,GO:0090407,GO:0006468,GO:0048767,GO:1901575,GO:0009308,GO:0032502,GO:0061982,GO:0006396,GO:0009117
204	GO:0071702,GO:0009056,GO:0007017,GO:0034660,GO:0006950,GO:0009605,GO:0032259,GO:0016053,GO:0009607,GO:0006812,GO:0006996,GO:0036211,GO:0006508,GO:0032502,GO:0071705,GO:0006396,GO:0007049,GO:0016192,GO:0043648,GO:0080036,GO:0006468,GO:0042908,GO:0007166,GO:0009739,GO:0010363
205	GO:0006950,GO:0009605,GO:0036211,GO:0007017,GO:0044248,GO:0042181,GO:1901565,GO:0006413,GO:0019748,GO:0055086,GO:0071702,GO:0035556,GO:0034660,GO:0009056,GO:0065009,GO:0006812,GO:0032774,GO:0006996,GO:0032259,GO:0048519,GO:0006396,GO:0007186,GO:0006468,GO:0008037,GO:0018126,GO:0018401,GO:0065008,GO:0042873,GO:0006629,GO:0070085,GO:0022900,GO:0006325,GO:0034284
206	GO:0006950,GO:0009056,GO:0044248,GO:0010229,GO:0006260,GO:0048519,GO:0009605,GO:0036211,GO:0043414,GO:0032259,GO:0006629,GO:0055086,GO:0000278,GO:0006820,GO:0015711,GO:0071702,GO:0009620,GO:0006734,GO:0009607,GO:0048518,GO:0048229,GO:0022900,GO:0032392,GO:0065008,GO:0016053,GO:0042908,GO:0006338,GO:0006508,GO:0006468,GO:0006396,GO:0051641,GO:0006457,GO:0034220,GO:0032774
207	GO:0006260,GO:0071702,GO:0042221,GO:0033036,GO:0071705,GO:0051641,GO:0006950,GO:0036211,GO:0022622,GO:0006457,GO:0034220,GO:0016051,GO:0006629,GO:0006996,GO:0006325,GO:0005976,GO:0034660,GO:0006414,GO:0098660,GO:0006812,GO:0044085,GO:0015074,GO:0044262,GO:0048518,GO:0006508,GO:0006396,GO:0032886
208	GO:2000026,GO:0044085,GO:0006457,GO:1901700,GO:0006950,GO:0065009,GO:0048518,GO:0042221,GO:0006790,GO:0009056,GO:0019748,GO:0009451,GO:0016051,GO:0043648,GO:0055086,GO:0042908,GO:0036211,GO:0006629,GO:0048519,GO:0070085,GO:0044262,GO:0032774,GO:0071702,GO:0006310,GO:0009628,GO:0042180,GO:0009745,GO:0000226,GO:0007275,GO:0006396,GO:0034220,GO:0016053,GO:0015980,GO:0006260
209	GO:0022622,GO:0090407,GO:0048588,GO:0036211,GO:0005996,GO:0016053,GO:0048518,GO:0006950,GO:0044248,GO:0034220,GO:0009605,GO:0006508,GO:0071897,GO:0006996,GO:0009451,GO:0006414,GO:0006468,GO:0007017,GO:0006396,GO:0044085,GO:0065009,GO:0016051
210	GO:0007049,GO:0048519,GO:0036211,GO:0016053,GO:0016571,GO:0006457,GO:0071702,GO:0098655,GO:0030001,GO:0032774,GO:0006950,GO:0006396,GO:0044085,GO:0006508,GO:0009607,GO:0009605,GO:0015074,GO:0015980,GO:0044262,GO:0009056,GO:0048731,GO:0034220,GO:0006413,GO:0042221,GO:0051301,GO:0042149,GO:0090305,GO:0006629
211	GO:0006812,GO:0019725,GO:0009451,GO:0006950,GO:0009605,GO:0009607,GO:0055086,GO:0009056,GO:0006357,GO:0090305,GO:0071702,GO:0006508,GO:0044085,GO:0090407,GO:0048519,GO:0043648,GO:0035556,GO:0007127,GO:0036211,GO:0034220,GO:0006629
212	GO:0032259,GO:0070887,GO:0042221,GO:0036211,GO:0071705,GO:0015074,GO:0044085,GO:0009628,GO:0006950,GO:0005996,GO:0071554,GO:0090407,GO:0071702,GO:0048519,GO:0030187,GO:0009056,GO:0048518,GO:0065009,GO:0035556,GO:0032774,GO:0051276,GO:0006629,GO:0035303,GO:0034660,GO:0051649,GO:0016192
213	GO:0032502,GO:0010136,GO:0006644,GO:0008654,GO:0071702,GO:0016053,GO:0009414,GO:0009056,GO:0006996,GO:0051641,GO:0071554,GO:0044262,GO:0007049,GO:0009451,GO:0034220,GO:0032774,GO:0036211,GO:0006396,GO:0006790,GO:0032259,GO:0044085
214	GO:0006629,GO:0071705,GO:0006950,GO:0009628,GO:0071702,GO:0032502,GO:0006996,GO:0034220,GO:0071897,GO:0009056,GO:0036211,GO:0042221,GO:0006396,GO:0070534,GO:0032774,GO:0090407,GO:0098732,GO:0006357,GO:0006508,GO:0048519,GO:0006820,GO:0003006
215	GO:0032502,GO:0006950,GO:0090305,GO:0043933,GO:0051261,GO:0065009,GO:0006396,GO:0016571,GO:0051235,GO:0016071,GO:0006508,GO:0036211,GO:0055086,GO:0044085,GO:0006399,GO:0006419,GO:0043038,GO:0016192,GO:0043648,GO:0071702,GO:0042221,GO:0015748,GO:0070085,GO:0006468,GO:0032259,GO:0090501,GO:0006629
216	GO:0006996,GO:0036211,GO:0034220,GO:0006396,GO:0044085,GO:0006468,GO:0065008,GO:0061024,GO:0006325,GO:0071702,GO:0044262,GO:0015074,GO:0042221,GO:0007166,GO:0070887,GO:0015980,GO:0006950,GO:0051641,GO:0065009,GO:0005996,GO:0055086
217	GO:0044262,GO:0015979,GO:0009768,GO:0015980,GO:0016134,GO:0006325,GO:0006468,GO:0048544,GO:0006812,GO:0036211,GO:0006950,GO:0044085,GO:0071702,GO:0006508,GO:0045229,GO:0071554,GO:0006629,GO:0051641,GO:0032774
219	GO:0034308,GO:0009719,GO:0016131,GO:0016311,GO:0036211,GO:0022900,GO:0048856,GO:0033036,GO:0006950,GO:0030001,GO:0044275,GO:0006629,GO:0009056,GO:0009134,GO:0006468,GO:0006952,GO:0071702,GO:0055086,GO:0051641,GO:0032501,GO:0007017,GO:0006508,GO:0042214,GO:0120252,GO:0016119,GO:0042221,GO:0016053,GO:0070291,GO:0016051,GO:0032774,GO:0090407,GO:0048583,GO:0070727,GO:0045184,GO:0006357,GO:0006996,GO:0007010,GO:0006396,GO:0034220,GO:0065008,GO:0019932,GO:0048519,GO:0032259,GO:0032502,GO:0035556,GO:0009451,GO:0044262,GO:0006325,GO:0065009,GO:0044419,GO:0015979,GO:0072348,GO:0042148,GO:0006753,GO:0006790,GO:0016192,GO:0071705,GO:0006720,GO:0048518,GO:0032196,GO:0007166,GO:0051246,GO:0044085,GO:0006413,GO:0009605,GO:0090305,GO:0009657,GO:0006766,GO:0010304,GO:0015074,GO:0006457,GO:0051301,GO:0000160,GO:0071554,GO:0015698,GO:0042908,GO:0009308,GO:0007059,GO:0052865,GO:0019748,GO:0015669,GO:0006260,GO:0009304
220	GO:0006357,GO:0090696,GO:0010501,GO:0009451,GO:0036211,GO:0006974,GO:0006996,GO:0055086,GO:0090407,GO:0006952,GO:0006950,GO:0090229,GO:0090227,GO:0071702,GO:0044085,GO:0016071,GO:0065009,GO:0048519,GO:0015979,GO:0009768,GO:0009605,GO:0006766,GO:0006304,GO:0009056,GO:0006508,GO:0033013,GO:0006629,GO:0065008,GO:0042221,GO:0006302,GO:0005996,GO:0008202,GO:0009607,GO:0034976,GO:0032870,GO:0006325,GO:1901575,GO:0006879,GO:0018212,GO:0051246,GO:0006413,GO:0006260,GO:0043648,GO:0032259,GO:0090305,GO:0016053,GO:0006396,GO:0015980,GO:0006820,GO:0035556,GO:0007166,GO:0006457,GO:0016192,GO:0022900,GO:0070291,GO:0050832,GO:0034220,GO:0034660,GO:0032774,GO:0032502,GO:0033036,GO:0015074,GO:1900864,GO:0048518,GO:0009893,GO:0044262,GO:0051641,GO:0006812,GO:0051128,GO:0048584,GO:0007059,GO:0006310
221	GO:0006396,GO:0009056,GO:0071702,GO:0016192,GO:0032504,GO:0006950,GO:0032787,GO:0006629,GO:1901615,GO:0007019,GO:0007017,GO:0036211,GO:0006996,GO:0007010,GO:0030029,GO:0006413,GO:0030048,GO:0019748,GO:0006468,GO:0044262,GO:0065009,GO:0033036,GO:0006508,GO:0032259,GO:0016053,GO:0034660,GO:0044085,GO:0055086,GO:0042221,GO:0008610,GO:1901575,GO:0009719,GO:0090407,GO:0015074,GO:0005996,GO:0015980,GO:0043038,GO:0048519,GO:0032774,GO:0051246,GO:0048869,GO:0048518,GO:0060966,GO:0031123,GO:0006289,GO:0009607,GO:0015979,GO:0009308,GO:0022900,GO:0043631,GO:0009451,GO:0035825,GO:0007049,GO:0032502,GO:0022607,GO:0044255,GO:0007166,GO:0032970,GO:0006753,GO:0016071,GO:0015669,GO:0071897,GO:0032196
222	GO:0006396,GO:0032502,GO:0003006,GO:0065009,GO:0006950,GO:0036211,GO:0006468,GO:0006457,GO:0006996,GO:0009056,GO:0009962,GO:0019748,GO:0032196,GO:0048581,GO:0006325,GO:0071702,GO:0035556,GO:0042221,GO:0009451,GO:0090407,GO:0006081,GO:0051246,GO:0065008,GO:0032259,GO:0009733,GO:0006508,GO:0044262,GO:0016053,GO:0016071,GO:0034660,GO:0043572,GO:0006629,GO:0006638,GO:0034220,GO:0007275,GO:0048583,GO:0033036,GO:0006775,GO:0042180,GO:0008033,GO:0043632,GO:0005996,GO:0007049,GO:0006812,GO:0032392,GO:0015074,GO:0009607,GO:0045905,GO:0010033,GO:0032787,GO:0048518,GO:0006124,GO:1901137,GO:0033750,GO:0071897,GO:0042908,GO:0032465,GO:0051649,GO:1901293,GO:0006753,GO:0006414,GO:0006413,GO:0044265,GO:0032774,GO:0006575,GO:0044085,GO:0007017,GO:0006353,GO:0048519,GO:0009439,GO:0051641
223	GO:0044262,GO:1900457,GO:0036211,GO:0009605,GO:0006950,GO:0009607,GO:0006396,GO:0022900,GO:0055086,GO:0090305,GO:0048519,GO:0000902,GO:0009908,GO:0006357,GO:0006952,GO:0006468,GO:0044085,GO:0009791,GO:0010229,GO:0071495,GO:0071702,GO:0006887,GO:0007017,GO:0042908,GO:0033036,GO:0032259,GO:0006575,GO:0048511,GO:0009628,GO:0048571,GO:0048518,GO:0032502,GO:0065008,GO:0034220,GO:0015074,GO:0016053,GO:0006508,GO:0032774,GO:0006996,GO:0006402,GO:0007005,GO:0071554,GO:0031537,GO:0009056,GO:0022402,GO:0009892,GO:0035556,GO:0006629,GO:0006281,GO:0000003,GO:0009451,GO:1901293,GO:0072524,GO:0051246,GO:0010648
224	GO:0006790,GO:0034035,GO:0009970,GO:0036211,GO:0009908,GO:0009888,GO:0006629,GO:0006950,GO:0006508,GO:0035672,GO:0071702,GO:0009056,GO:0033013,GO:0032502,GO:0070647,GO:0042908,GO:0010044,GO:0044262,GO:0060548,GO:0042221,GO:0034220,GO:0006304,GO:0034660,GO:0055086,GO:0065009,GO:0016053,GO:0009081,GO:0002218,GO:0002758,GO:0046368,GO:0098662,GO:0032259,GO:0006996,GO:0035556,GO:0006396,GO:0009607,GO:0016192,GO:1901607,GO:1901605,GO:0044248,GO:0044085,GO:0051017,GO:0061572,GO:0009451,GO:0090407,GO:0006357,GO:0032774,GO:0008037,GO:0005996,GO:0030001,GO:0051641,GO:0015074,GO:0005982,GO:0090305,GO:0006511,GO:0015979,GO:0065008
225	GO:0042221,GO:0006950,GO:0043207,GO:0009607,GO:0030186,GO:0051641,GO:0009636,GO:0090305,GO:0036211,GO:0009056,GO:0055086,GO:0071702,GO:0019760,GO:0044085,GO:0080134,GO:0044419,GO:0016053,GO:0032502,GO:0032774,GO:0006996,GO:0006396,GO:1901292,GO:0070085,GO:0006275,GO:0006260,GO:0006629,GO:0009451,GO:0006468,GO:0009628,GO:0044262,GO:0071897,GO:0006357,GO:0070647,GO:0034220,GO:0006325,GO:0046835,GO:1901615,GO:0034660,GO:0006399,GO:0009082,GO:0006720,GO:0006882,GO:0055069,GO:0032196,GO:0015074,GO:0016051,GO:0000959,GO:0006400,GO:0070899,GO:0035556,GO:0006820,GO:0048519,GO:0018193,GO:0098732,GO:0043632,GO:0032879,GO:0015979,GO:0006605,GO:0048518,GO:0006413,GO:0006508,GO:0032259,GO:0006414,GO:0051246,GO:0033013,GO:0065008
226	GO:0051641,GO:0065009,GO:1903227,GO:0044085,GO:0006950,GO:0009607,GO:0009653,GO:0032502,GO:0006290,GO:0006508,GO:0042221,GO:0036211,GO:0009056,GO:0006325,GO:0048466,GO:0006629,GO:0032196,GO:0016053,GO:0055086,GO:0006413,GO:0009451,GO:1900368,GO:0051189,GO:0033506,GO:0071702,GO:0006396,GO:0034220,GO:0015980,GO:0070085,GO:0032259,GO:0007059,GO:0032774,GO:0090407,GO:0006470,GO:0048584,GO:0048518,GO:0044262,GO:0044255,GO:0044275,GO:0006357,GO:0070647,GO:0071705,GO:0006996,GO:0043631,GO:0016192,GO:0007017,GO:0006886,GO:0048519,GO:0006468,GO:0022900,GO:0005996,GO:0006457
227	GO:0006950,GO:0044085,GO:0006366,GO:0032774,GO:0036211,GO:0030163,GO:0051603,GO:0010498,GO:0046470,GO:0006657,GO:0071702,GO:0006629,GO:0034220,GO:0055086,GO:0071705,GO:0090407,GO:0009451,GO:1900865,GO:0044262,GO:0034470,GO:0006396,GO:0033135,GO:0048519,GO:0009658,GO:0070647,GO:0090305,GO:0009056,GO:0071554,GO:0006508,GO:0016053,GO:0032259,GO:0008610,GO:0006413,GO:0006402,GO:0043628,GO:0006275,GO:0051172,GO:0043111,GO:0051276,GO:0032196,GO:0006325,GO:0070716
228	GO:0034220,GO:0033036,GO:0036211,GO:0006468,GO:0006396,GO:0006950,GO:0006629,GO:0055086,GO:0050793,GO:0090305,GO:0044248,GO:0006281,GO:0009914,GO:0009056,GO:0006457,GO:0007166,GO:0065009,GO:0015074,GO:1901575,GO:0048519,GO:0045944,GO:0032774,GO:0071482,GO:0071702,GO:0044085,GO:0051502,GO:0052314,GO:0006047,GO:0009311,GO:0033013,GO:0009117,GO:0032259,GO:2000024,GO:0010119,GO:0009057,GO:0006790,GO:0007017,GO:0070647,GO:0010200,GO:0071705,GO:0006357,GO:0034660,GO:0016192,GO:0033388,GO:0006508,GO:0009892,GO:0016053,GO:0051641,GO:0140115,GO:0009615,GO:0006638
229	GO:0009451,GO:0044085,GO:0009965,GO:0032502,GO:0034220,GO:0006996,GO:0006357,GO:0009056,GO:0006950,GO:0035556,GO:0036211,GO:0090407,GO:0048588,GO:0006629,GO:0006633,GO:0009854,GO:0032196,GO:0071897,GO:0055086,GO:0016053,GO:0006508,GO:0048518,GO:0051246,GO:0007275,GO:0034660,GO:0006396,GO:0090305,GO:0071702,GO:0008643,GO:0043933,GO:0051261,GO:0015074,GO:0044262,GO:0009833,GO:0044706,GO:0070887,GO:0042221,GO:0006952,GO:0005996,GO:0032259,GO:0046394,GO:0010425,GO:0006304,GO:1901984,GO:0016567,GO:0032774,GO:0006325,GO:0065009,GO:0072598,GO:0006812,GO:0071705,GO:0006820,GO:0016571,GO:0016192,GO:0006310,GO:0006457,GO:0051235,GO:0016071,GO:0098655,GO:0044419,GO:0006575,GO:0019748,GO:0048519,GO:0032879,GO:0044282,GO:0044248,GO:0048583,GO:0009313,GO:0010430,GO:0006468,GO:0015979,GO:0034470,GO:0061024,GO:0016051,GO:0071554,GO:0000025,GO:0009605,GO:0000003,GO:0009311,GO:0031930,GO:0010648,GO:0055081,GO:0065008,GO:0006790,GO:1901293,GO:0009124,GO:0009657,GO:0009751,GO:0007166,GO:0019216,GO:0007017,GO:1901575,GO:0015980,GO:0043648,GO:0010876,GO:0008037,GO:0051641,GO:0080111,GO:0009134,GO:0015748,GO:0007186,GO:0042886,GO:0006414,GO:0033013,GO:0070085,GO:1990481,GO:0006402,GO:0043628,GO:0003006,GO:0055065,GO:0080036,GO:0051726,GO:0009308,GO:1990542,GO:0019988,GO:0022900,GO:0070716,GO:0006413,GO:0006383,GO:0035303,GO:0072332,GO:0072523,GO:0006260,GO:0008033,GO:0006399,GO:0046185,GO:0007049,GO:0140053,GO:0033036,GO:0090503
230	GO:0032259,GO:0030186,GO:0044085,GO:0009056,GO:0036211,GO:0006950,GO:1900865,GO:0009719,GO:0010033,GO:0008214,GO:0031325,GO:0010604,GO:2000026,GO:0009725,GO:0098717,GO:0006820,GO:0071702,GO:0048825,GO:0035556,GO:0009607,GO:0042221,GO:0006996,GO:0034660,GO:0007019,GO:0007017,GO:0006629,GO:1903900,GO:0045069,GO:0006468,GO:0003006,GO:0048437,GO:1901615,GO:0090305,GO:0007049,GO:0009820,GO:0006508,GO:0051641,GO:0015074,GO:0006396,GO:0034220,GO:0072593,GO:0009308,GO:0009451,GO:1901575,GO:0015979,GO:0090407,GO:0055086,GO:0009225,GO:0048519,GO:0048518,GO:0032774,GO:0009605,GO:0030473,GO:0099402,GO:0032196,GO:0051726,GO:0015711,GO:0033036,GO:0009078,GO:0030488,GO:0006413,GO:0065009,GO:0006260,GO:0016053,GO:0010193,GO:0000959,GO:0033013,GO:0007166,GO:0006678,GO:0048583,GO:0047484,GO:0009720,GO:0048653,GO:0022900,GO:0070887,GO:0008033,GO:0065008,GO:0016192,GO:0071554,GO:0006457,GO:0048229,GO:0070301,GO:0070925,GO:0006325,GO:0070647,GO:0009636,GO:0030029,GO:0006970,GO:0009751,GO:0071446,GO:0006304,GO:0006310,GO:0042908,GO:0032502,GO:0071482,GO:0104004,GO:0071897,GO:1901137,GO:0090501,GO:0022411,GO:0032790,GO:0042752,GO:0016051,GO:0097306,GO:0006414,GO:0018193,GO:0040007,GO:0006357,GO:0044262,GO:0005996,GO:0009057,GO:0042352,GO:0043414,GO:0007275,GO:0071398,GO:0006952,GO:0040008,GO:0097305,GO:0071396,GO:0006470,GO:0022607,GO:0070071,GO:0044550,GO:0009637,GO:0032970,GO:0006812,GO:0043455,GO:1901605,GO:0019321,GO:0006790,GO:0015980,GO:0009617,GO:0051604,GO:0007186,GO:0009628,GO:0010941
231	GO:0032502,GO:1901575,GO:0006629,GO:0009056,GO:0048519,GO:0006508,GO:0016053,GO:0044262,GO:0006950,GO:0015979,GO:0015980,GO:0007049,GO:0044255,GO:0016102,GO:0016101,GO:0008610,GO:0016114,GO:0044248,GO:0036211,GO:0005996,GO:0044085,GO:0009607,GO:0006468,GO:0010229,GO:0016134,GO:0007275,GO:0009314,GO:0032259,GO:0010817,GO:0006325,GO:0006817,GO:0006396,GO:0051052,GO:0036261,GO:0008037,GO:0032196,GO:0009894,GO:0065008,GO:0032774,GO:0009698,GO:0044550,GO:0019748,GO:0090407,GO:0009699,GO:0071702,GO:0098655,GO:0030001,GO:0048544,GO:0006631,GO:0006812,GO:0055086,GO:0034660,GO:0010075,GO:0010015,GO:0006996,GO:0071554,GO:0035266,GO:0010449,GO:0015074,GO:0006268,GO:0006281,GO:0006357,GO:0016311,GO:0042221,GO:0009628,GO:0031930,GO:0033036,GO:0006790,GO:0048193,GO:0044419,GO:0009605,GO:0044282,GO:0006081,GO:0006260,GO:0051641,GO:0043648,GO:0009225,GO:1901137,GO:0007010,GO:0034220,GO:0030187,GO:0090305,GO:0048518,GO:0061919,GO:0065009,GO:0009451,GO:0006425,GO:0045229,GO:0002181,GO:0070918,GO:0006413,GO:1901700,GO:0071705,GO:0071897,GO:0006820,GO:0010190,GO:0044087,GO:0035556,GO:0055070,GO:1901605,GO:0010876,GO:0048522,GO:0042592,GO:0051301,GO:0046165,GO:0048584,GO:0022900,GO:0006310,GO:0046185,GO:0022402,GO:0007166,GO:0042886,GO:0042939,GO:0035303,GO:0016192,GO:0006353,GO:0006457,GO:0010033,GO:0033197,GO:0034394
232	GO:0065008,GO:0036211,GO:0006325,GO:0052781,GO:0006629,GO:1901615,GO:0032787,GO:0071702,GO:0009719,GO:0016131,GO:0016311,GO:0006952,GO:0009056,GO:0006996,GO:0006950,GO:0065009,GO:0048583,GO:0042221,GO:0006790,GO:0044262,GO:0009628,GO:0016053,GO:0009314,GO:0006396,GO:0071554,GO:0046505,GO:0044085,GO:0032259,GO:0070085,GO:0051026,GO:1903046,GO:0031047,GO:0010629,GO:0055086,GO:0009605,GO:0009607,GO:0098542,GO:0090407,GO:0010101,GO:0034728,GO:0043933,GO:0006812,GO:0090305,GO:0070212,GO:0090501,GO:0009308,GO:0010817,GO:0019693,GO:0035556,GO:0000160,GO:0006508,GO:0032774,GO:1901264,GO:0090480,GO:0015780,GO:0032502,GO:0009888,GO:0048731,GO:0015074,GO:0048367,GO:0001763,GO:0006470,GO:0006665,GO:0006310,GO:0032196,GO:0044598,GO:0006468,GO:0008037,GO:0019748,GO:0009657,GO:0034220,GO:0009451,GO:0018022,GO:0016571,GO:0035652,GO:0009834,GO:0034660,GO:0071897,GO:0048026,GO:0015979,GO:0070887,GO:0048519,GO:0043455,GO:0048518,GO:0006145,GO:0043605,GO:0010136,GO:0070647,GO:0005996,GO:0006260,GO:0006081,GO:0034756,GO:0015980,GO:0018282,GO:0042274,GO:0051641,GO:0007017,GO:0033013,GO:0009620,GO:0044255,GO:0044248,GO:0000272,GO:0007186,GO:0006413,GO:0018193,GO:0006457,GO:0035825,GO:0006290,GO:0043038,GO:0006820,GO:0030029,GO:0006753,GO:2000112,GO:0015846,GO:0070071,GO:0097305,GO:0006423,GO:0062197,GO:0015669,GO:0048193,GO:0006278,GO:0070192,GO:0050793
