Module	Genes	Genes_coding	Genes_ncRNA	Genes_lncRNA
14942	115	62	14	39
14943	70	48	12	10
14944	74	54	8	12
14945	57	24	3	30
14946	47	19	18	10
14947	96	42	20	34
14948	34	7	15	12
14949	56	36	7	13
14950	108	100	2	6
14951	72	44	13	15
14952	69	39	16	14
14953	51	25	16	10
14954	77	53	21	3
14955	52	31	7	14
14956	170	130	11	29
14957	49	19	11	19
14958	109	58	14	37
14959	86	12	24	50
14960	56	50	2	4
14961	77	52	15	10
14962	131	70	21	40
14963	43	24	17	2
14964	62	38	10	14
14965	31	19	11	1
14967	60	27	18	15
14968	40	25	8	7
14969	49	17	10	22
14970	33	20	6	7
14971	74	71	0	3
14972	109	75	23	11
14973	67	26	31	10
14974	61	55	2	4
14975	43	23	4	16
14976	32	19	7	6
14977	89	70	10	9
14978	64	42	7	15
14979	90	44	28	18
14980	50	38	9	3
14981	37	23	9	5
14982	64	50	9	5
14983	70	61	5	4
14984	60	23	8	29
14985	52	36	8	8
14986	51	38	6	7
14987	44	29	7	8
14988	44	16	16	12
14989	75	60	7	8
14990	56	39	13	4
14991	40	27	6	7
14992	44	23	14	7
14993	63	34	11	18
14994	52	47	2	3
14995	26	13	5	8
14996	42	21	2	19
14997	43	23	9	11
14998	47	29	16	2
14999	34	23	8	3
15000	64	40	5	19
15001	61	53	4	4
15002	31	7	5	19
15003	44	14	16	14
15004	36	28	0	8
15005	22	12	8	2
15006	25	6	18	1
15007	36	30	3	3
15008	46	37	5	4
15009	46	32	13	1
15010	48	32	4	12
15011	42	34	2	6
15012	24	17	1	6
15013	39	20	6	13
15014	55	37	14	4
15015	28	10	6	12
15016	45	35	6	4
15017	64	49	0	15
15018	113	89	20	4
15019	40	3	23	14
15020	87	79	3	5
15021	52	34	8	10
15022	46	16	6	24
15023	118	93	13	12
15024	85	72	2	11
15025	119	113	0	6
15027	25	11	5	9
15028	29	21	2	6
15029	89	80	7	2
15030	59	52	3	4
15031	53	33	11	9
15032	115	62	14	39
15033	42	12	11	19
15034	27	6	6	15
15035	66	53	9	4
15036	71	61	7	3
15037	19	6	2	11
15038	36	16	10	10
15039	37	19	5	13
15040	79	50	6	23
15041	10	3	4	3
15043	36	20	3	13
15046	111	54	25	32
15048	19	7	2	10
15051	982	497	250	235
15052	786	401	217	168
15053	687	402	202	83
15054	574	348	99	127
15055	629	352	183	94
15056	578	303	143	132
15057	435	286	79	70
15058	484	323	63	98
15059	374	269	54	51
15060	328	233	33	62
15061	252	142	54	56
15062	141	93	30	18
15063	181	70	68	43
15064	151	106	31	14
15065	102	65	29	8
15066	132	85	21	26
15067	89	50	28	11
15068	83	41	29	13
15069	88	83	0	5
15070	61	33	13	15
15071	28	17	10	1
15080	7	4	1	2
15112	247	107	87	53
15113	254	191	33	30
15114	347	234	55	58
15115	301	190	55	56
15127	166	70	47	49
15140	209	132	50	27
15149	200	104	68	28
15152	161	69	34	58
15156	189	111	36	42
15169	161	83	38	40
15171	238	190	24	24
15174	252	170	60	22
15186	283	187	60	36
15187	166	112	34	20
15192	210	139	21	50
15193	222	126	27	69
15206	166	79	35	52
15217	36	29	5	2
15218	98	51	24	23
15224	79	65	0	14
15234	208	153	29	26
15239	34	4	16	14
15243	50	13	7	30
15264	302	188	73	41
15271	156	81	48	27
15272	36	16	10	10
15278	35	22	6	7
15283	20	10	3	7
15291	199	149	22	28
15293	186	97	43	46
15298	47	39	6	2
15300	301	181	77	43
15302	132	89	27	16
15308	30	17	10	3
15311	16	5	10	1
15321	171	103	42	26
15323	18	15	0	3
15335	166	111	34	21
15337	329	188	89	52
15345	534	423	49	62
15350	245	124	55	66
15353	12	8	0	4
15354	287	192	61	34
15357	132	51	44	37
15376	32	14	8	10
15377	301	179	79	43
15379	344	223	53	68
15384	255	136	72	47
15387	151	95	18	38
15391	175	108	35	32
15392	408	319	45	44
15408	241	154	33	54
15418	304	160	103	41
15420	276	141	55	80
15421	66	52	10	4
15424	310	222	46	42
15426	246	172	43	31
15427	202	124	42	36
15435	165	90	45	30
15440	161	90	44	27
15445	336	209	67	60
15447	236	176	17	43
15450	236	141	52	43
15465	291	176	70	45
15485	163	81	48	34
15487	226	134	49	43
15489	43	31	11	1
15490	343	209	67	67
15491	37	6	15	16
15494	30	7	6	17
15495	72	47	18	7
15504	26	14	7	5
15508	64	32	16	16
15511	229	149	42	38
15512	76	68	4	4
15513	28	6	6	16
15514	43	28	7	8
15516	215	112	56	47
15519	203	104	43	56
15522	322	181	60	81
15523	25	17	3	5
15524	299	215	48	36
15525	37	32	3	2
15527	206	104	54	48
15530	28	25	0	3
15532	29	23	0	6
15535	411	202	126	83
15536	46	38	3	5
15539	297	186	52	59
15540	268	182	52	34
15541	66	46	12	8
15542	50	34	5	11
15544	59	46	8	5
15545	30	15	8	7
15550	40	19	10	11
15553	211	131	34	46
15554	57	23	21	13
15555	68	48	0	20
15556	18	16	0	2
15564	9	5	3	1
15570	415	288	84	43
15571	204	125	46	33
15575	253	154	42	57
15577	64	58	3	3
15579	43	24	7	12
15580	371	231	66	74
15582	302	193	63	46
15583	258	174	37	47
15590	363	251	80	32
15592	249	156	35	58
15593	9	4	1	4
15597	437	239	111	87
15598	36	33	2	1
15599	241	150	34	57
15600	370	262	69	39
15606	299	211	46	42
15609	387	251	69	67
15610	284	134	78	72
15613	291	162	61	68
15617	568	369	87	112
15633	49	27	8	14
15655	25	20	0	5
15663	25	16	8	1
15680	21	14	3	4
15682	25	18	0	7
15694	426	236	105	85
15695	16	13	0	3
15698	25	20	0	5
15706	265	145	50	70
15711	18	11	3	4
15717	30	17	10	3
15719	44	43	0	1
15721	52	11	10	31
15723	319	207	36	76
15729	36	13	15	8
15731	45	21	21	3
15734	36	20	9	7
15735	269	129	75	65
15741	37	17	10	10
15744	304	231	46	27
15749	279	165	28	86
15755	39	22	9	8
15757	282	150	51	81
15760	32	5	18	9
15762	394	274	59	61
15763	374	219	104	51
15769	34	10	12	12
15770	34	10	12	12
15774	49	32	16	1
15781	369	241	71	57
15792	42	35	0	7
15794	320	190	44	86
15802	460	291	92	77
15805	18	15	0	3
15806	340	213	57	70
15809	49	30	14	5
15821	417	280	87	50
15824	27	21	2	4
15827	592	372	112	108
15828	359	233	72	54
15832	316	196	60	60
15833	342	193	71	78
15841	92	71	1	20
15843	311	184	55	72
15844	407	255	100	52
15845	477	321	74	82
15847	58	46	0	12
15849	351	231	76	44
15853	286	146	74	66
15856	301	180	64	57
15861	369	268	65	36
15862	75	74	0	1
15864	14	6	4	4
15866	85	66	5	14
15867	483	310	112	61
15869	58	23	21	14
15870	435	214	116	105
15871	52	35	0	17
15873	346	150	100	96
15874	548	429	72	47
15875	21	3	9	9
15876	16	6	4	6
15877	189	96	88	5
15879	429	236	107	86
15880	358	204	100	54
15881	349	270	40	39
15882	279	149	73	57
15887	370	223	78	69
15888	547	302	161	84
15889	329	208	75	46
15890	278	146	91	41
15891	311	200	49	62
15892	30	13	16	1
15895	381	241	75	65
15897	394	293	48	53
15898	498	368	86	44
15900	350	222	65	63
15902	562	352	114	96
15905	322	177	88	57
15906	361	237	58	66
15907	507	312	135	60
15911	350	244	46	60
15912	73	52	4	17
15914	669	447	103	119
15915	42	22	15	5
15916	399	265	74	60
15918	647	425	105	117
15919	60	32	8	20
15921	331	180	76	75
15922	8	3	1	4
15923	65	35	4	26
15924	28	27	0	1
15925	28	27	0	1
15926	37	23	8	6
15928	500	314	87	99
15929	61	47	4	10
15930	48	28	10	10
15931	359	247	79	33
15932	428	248	105	75
15934	438	282	100	56
15935	549	369	75	105
15937	475	324	74	77
15939	615	359	185	71
15941	539	377	90	72
15942	415	284	58	73
15943	84	70	2	12
15944	497	303	79	115
15945	63	36	8	19
15947	484	315	91	78
15948	23	21	0	2
15949	431	256	85	90
15950	531	330	110	91
15952	573	392	76	105
15953	531	294	118	119
15954	34	14	6	14
15955	580	294	163	123
15956	723	529	80	114
15957	61	36	9	16
15958	638	432	115	91
15960	858	499	218	141
15961	587	404	111	72
15962	608	409	104	95
15963	712	460	101	151
15964	837	550	152	135
15965	561	369	84	108
15966	484	271	91	122
15967	592	368	113	111
15970	829	476	227	126
15971	884	574	188	122
15972	60	47	5	8
15973	614	416	76	122
15974	717	471	145	101
15975	1021	644	209	168
15976	858	503	164	191
15977	1112	781	158	173
15978	761	408	180	173
15979	1318	923	195	200
15980	913	552	217	144
15982	950	579	181	190
15983	944	643	138	163
15984	1046	727	181	138
15985	1183	791	226	166
15986	964	652	155	157
15987	1592	1144	278	170
15988	1446	932	238	276
15989	1425	913	273	239
15990	2544	1744	423	377
15991	37	16	11	10
15992	203783	178260	7496	18027
15993	28	26	0	2
15994	66	43	0	23
15995	75	58	15	2
15999	83	58	11	14
16003	100	71	12	17
16004	17	4	11	2
16007	62	46	9	7
16008	52	25	26	1
16009	85	45	28	12
16010	96	54	28	14
16012	26	17	6	3
16013	57	27	22	8
16014	43	25	14	4
16016	85	34	25	26
16017	61	29	8	24
16018	47	22	10	15
16020	48	33	0	15
16022	7	3	3	1
16023	90	66	12	12
16026	25	22	0	3
16027	77	46	29	2
16031	72	36	19	17
16033	42	24	6	12
16036	50	28	15	7
16038	66	41	7	18
16040	104	78	16	10
16041	49	33	11	5
16043	52	40	4	8
16044	49	40	6	3
16046	61	53	2	6
16047	19	11	0	8
16055	64	50	13	1
16057	75	48	8	19
16058	63	40	15	8
16063	84	59	22	3
16064	44	14	18	12
16066	81	52	8	21
16067	73	33	20	20
16068	102	56	33	13
16071	31	28	1	2
16072	70	46	12	12
16073	113	90	20	3
16074	66	44	7	15
16075	53	37	12	4
16076	51	17	19	15
16079	94	71	2	21
16080	52	33	1	18
16082	37	23	8	6
16084	73	61	3	9
16086	56	39	11	6
16087	52	33	9	10
16089	91	55	22	14
16090	64	32	29	3
16092	8	5	2	1
16094	55	21	19	15
16096	46	30	4	12
16102	24	22	0	2
16104	66	58	5	3
16108	55	28	25	2
16109	50	39	2	9
16110	72	39	26	7
16111	45	29	5	11
16112	59	24	15	20
16114	56	29	19	8
16117	60	29	17	14
16118	62	36	10	16
16120	77	26	21	30
16124	101	53	22	26
16125	49	13	24	12
16126	67	28	22	17
16127	83	47	21	15
16131	107	76	24	7
16132	99	72	23	4
16134	93	84	2	7
16135	85	67	8	10
16136	71	30	15	26
16137	10	5	2	3
16138	49	41	4	4
16139	45	18	20	7
16140	80	43	14	23
16141	38	8	25	5
16142	41	24	10	7
16143	47	18	6	23
16144	123	89	22	12
16147	90	32	29	29
16148	88	59	10	19
16149	55	34	10	11
16150	81	53	13	15
16154	54	32	8	14
16155	114	47	38	29
16157	56	38	12	6
16158	20	19	0	1
16159	40	38	0	2
16160	18	8	2	8
16162	48	33	6	9
16163	65	52	6	7
16164	16	14	0	2
16165	106	42	42	22
16168	59	17	31	11
16173	108	98	6	4
16174	104	55	20	29
16178	72	52	7	13
16182	78	37	29	12
16184	95	54	25	16
16189	84	32	17	35
16190	25	11	6	8
16192	21	17	3	1
16196	62	40	14	8
16197	27	24	0	3
16198	66	38	4	24
16199	126	90	18	18
16200	60	44	5	11
16201	124	102	13	9
16206	79	71	7	1
16207	119	69	36	14
16208	67	25	19	23
16209	53	30	4	19
16210	103	46	29	28
16211	115	70	30	15
16216	72	45	12	15
16220	130	70	42	18
16223	98	73	7	18
16230	59	26	24	9
16232	24	19	1	4
16233	51	24	9	18
16243	46	29	5	12
16246	62	34	21	7
16254	57	32	11	14
16256	111	42	35	34
16257	20	8	0	12
16262	55	22	18	15
16270	52	25	15	12
16271	66	30	24	12
16274	83	35	13	35
16276	73	60	3	10
16277	59	23	11	25
16280	54	34	8	12
16281	83	60	18	5
16282	51	19	19	13
16285	74	34	21	19
16286	100	61	30	9
16287	44	35	0	9
16290	102	72	28	2
16294	74	37	11	26
16295	151	92	26	33
16296	103	71	11	21
16298	127	108	14	5
16300	25	14	5	6
16304	34	7	0	27
16305	99	69	20	10
16313	54	20	23	11
16316	83	54	13	16
16325	76	35	17	24
16326	128	102	9	17
16327	80	48	17	15
16336	10	2	7	1
16339	19	11	6	2
16340	136	105	19	12
16341	28	22	0	6
16342	77	48	13	16
16344	69	41	20	8
16345	81	53	20	8
16347	77	39	10	28
16352	54	32	7	15
16353	65	44	12	9
16354	41	19	11	11
16360	210	184	17	9
16365	88	51	28	9
16367	114	89	13	12
16369	68	41	16	11
16370	119	90	28	1
16371	64	26	30	8
16372	73	30	19	24
16373	125	60	37	28
16374	56	26	19	11
16375	43	42	0	1
16376	52	32	4	16
16377	93	49	18	26
16379	133	110	0	23
16381	76	52	9	15
16383	19	9	6	4
16384	58	35	14	9
16385	99	69	2	28
16386	96	62	23	11
16387	44	42	0	2
16388	67	61	4	2
16389	99	80	16	3
16390	23	3	7	13
16391	57	41	10	6
16393	8	2	0	6
16395	52	40	10	2
16397	61	26	20	15
16398	90	45	18	27
16399	61	15	22	24
16400	132	93	23	16
16401	106	46	35	25
16402	30	24	0	6
16403	49	45	0	4
16405	89	63	19	7
16406	103	49	28	26
16407	64	27	25	12
16408	15	9	1	5
16409	9	4	0	5
16411	134	86	23	25
16412	163	148	5	10
16413	59	36	7	16
16414	12	3	4	5
16415	92	48	25	19
16418	49	26	8	15
16419	22	13	2	7
16421	94	35	32	27
16423	20	7	12	1
16424	44	19	12	13
16425	13	4	5	4
16426	35	31	3	1
16428	107	91	0	16
16430	79	42	10	27
16431	103	79	13	11
16432	163	92	30	41
16434	92	53	13	26
16435	91	76	5	10
16436	5	1	3	1
16438	93	60	4	29
16440	173	99	30	44
16441	112	66	12	34
16443	30	28	1	1
16444	120	77	8	35
16445	62	31	9	22
16447	98	69	10	19
16450	65	28	24	13
16452	96	62	6	28
16455	59	49	3	7
16460	100	76	12	12
16462	26	12	12	2
16463	39	37	1	1
16464	23	19	1	3
16466	39	28	0	11
16468	15	6	8	1
16469	33	21	0	12
16470	85	71	5	9
16474	21	3	9	9
16475	122	64	38	20
16476	61	31	11	19
16478	24	14	9	1
16480	115	83	17	15
16481	228	149	45	34
16482	121	86	18	17
16483	16	3	0	13
16485	114	76	24	14
16488	54	19	22	13
16489	22	15	6	1
16490	19	12	5	2
16491	16	6	8	2
16492	28	22	5	1
16495	10	8	0	2
16496	20	4	12	4
16497	70	34	21	15
16500	17	3	0	14
16501	17	8	8	1
16503	99	65	13	21
16504	188	135	35	18
16506	29	16	0	13
16507	86	57	9	20
16508	27	24	1	2
16510	92	41	21	30
16512	36	32	2	2
16513	36	28	5	3
16514	11	9	0	2
16520	102	55	21	26
16521	77	43	19	15
16524	93	52	21	20
16526	6	1	2	3
16528	57	39	12	6
16529	13	12	0	1
16530	15	9	1	5
16532	88	58	22	8
16535	11	6	4	1
16536	112	98	9	5
16537	76	43	18	15
16539	25	11	2	12
16541	107	38	48	21
16542	16	12	2	2
16544	19	5	13	1
16546	21	14	5	2
16547	122	92	17	13
16549	13	2	8	3
16550	18	4	11	3
16553	185	156	7	22
16555	92	56	10	26
16557	108	54	39	15
16560	117	76	16	25
16563	137	74	30	33
16567	29	15	3	11
16569	21	16	3	2
16570	140	109	16	15
16571	131	94	25	12
16572	29	24	0	5
16576	96	52	14	30
16577	41	33	6	2
16579	75	37	14	24
16580	125	86	20	19
16581	91	61	22	8
16582	31	26	3	2
16583	106	86	11	9
16584	73	43	13	17
16586	23	8	10	5
16588	13	4	8	1
16592	104	63	24	17
16593	116	47	39	30
16595	9	5	2	2
16596	23	16	0	7
16599	13	7	5	1
16600	113	36	51	26
16602	102	45	30	27
16608	26	25	0	1
16609	85	61	14	10
16611	12	10	1	1
16615	115	58	44	13
16616	82	61	8	13
16618	133	103	10	20
16619	11	7	2	2
16620	34	27	1	6
16621	85	52	16	17
16622	242	195	23	24
16623	181	151	18	12
16624	112	61	22	29
16626	147	92	37	18
16632	237	191	37	9
16635	136	92	18	26
16636	13	8	2	3
16640	26	11	8	7
16641	24	10	9	5
16642	22	15	0	7
16644	168	61	56	51
16648	96	44	39	13
16650	15	4	9	2
16651	15	11	2	2
16659	16	10	1	5
16664	37	17	0	20
16667	28	25	0	3
16670	25	17	4	4
16671	21	11	3	7
16672	186	106	43	37
16675	216	102	54	60
16676	110	44	23	43
16677	23	20	0	3
16679	190	127	51	12
16681	88	30	42	16
16682	43	32	6	5
16686	82	55	4	23
16688	108	79	6	23
16695	137	74	44	19
16696	134	118	9	7
16697	16	13	1	2
16700	48	25	8	15
16703	115	72	11	32
16704	229	197	10	22
16706	113	76	21	16
16707	112	68	35	9
16708	97	55	21	21
16709	153	117	10	26
16712	97	30	31	36
16713	209	152	32	25
16714	213	187	13	13
16715	110	74	11	25
16717	200	127	45	28
16718	208	140	30	38
16720	128	83	12	33
16721	162	84	44	34
16723	203	111	40	52
16724	127	66	11	50
16729	131	20	68	43
16731	44	29	0	15
16732	122	79	12	31
16734	28	13	13	2
16735	105	65	20	20
16736	106	63	18	25
16737	139	93	24	22
16740	19	15	1	3
16742	102	58	24	20
16743	31	30	0	1
16744	34	18	13	3
16745	105	52	37	16
16747	21	16	4	1
16749	42	21	12	9
16751	134	80	16	38
16752	38	3	33	2
16755	54	38	8	8
16758	32	10	7	15
16759	202	132	42	28
16760	111	53	26	32
16761	15	9	0	6
16762	22	4	17	1
16764	34	9	23	2
16766	15	6	1	8
16767	127	82	21	24
16770	122	55	31	36
16771	10	8	0	2
16773	153	97	21	35
16774	116	60	14	42
16778	134	55	36	43
16780	132	78	19	35
16782	208	143	36	29
16784	286	176	61	49
16786	16	12	2	2
16790	21	12	7	2
16792	120	68	25	27
16793	239	165	25	49
16794	114	62	27	25
16795	181	105	46	30
16796	102	63	12	27
16799	138	91	21	26
16800	52	34	17	1
16802	129	80	29	20
16803	30	13	9	8
16804	151	86	19	46
16805	210	93	82	35
16806	91	87	2	2
16808	20	17	2	1
16809	28	12	7	9
16811	145	104	12	29
16812	21	14	6	1
16813	23	8	13	2
16819	36	25	8	3
16820	241	138	41	62
16821	143	106	16	21
16822	125	79	21	25
16823	144	73	35	36
16824	63	46	5	12
16825	16	5	2	9
16826	34	8	20	6
16827	206	148	37	21
16828	34	13	13	8
16830	15	12	1	2
16832	135	89	16	30
16833	28	25	0	3
16834	141	57	66	18
16839	175	120	23	32
16840	15	9	0	6
16841	70	59	5	6
16842	245	161	43	41
16844	33	27	4	2
16845	37	21	0	16
16846	132	96	23	13
16848	33	19	6	8
16849	16	10	0	6
16850	17	4	6	7
16851	188	140	7	41
16852	13	6	3	4
16854	163	91	57	15
16855	14	7	3	4
16856	146	98	30	18
16857	206	102	48	56
16858	28	11	0	17
16859	16	10	3	3
16860	203	127	47	29
16861	209	127	39	43
16862	17	11	5	1
16867	13	3	4	6
16868	27	24	0	3
16869	25	17	2	6
16870	29	8	14	7
16871	186	144	11	31
16872	18	6	8	4
16874	109	66	20	23
16878	145	89	36	20
16879	24	20	0	4
16880	183	129	20	34
16881	44	33	8	3
16882	12	6	3	3
16883	29	23	2	4
16884	187	95	32	60
16885	25	24	0	1
16887	21	19	0	2
16888	132	56	43	33
16889	16	11	0	5
16890	24	6	8	10
16891	11	9	1	1
16892	11	9	1	1
16893	25	6	12	7
16894	18	15	0	3
16895	18	15	0	3
16898	22	12	8	2
16899	22	12	8	2
16900	19	10	4	5
16902	14	8	4	2
16903	14	4	5	5
16904	31	25	3	3
16905	154	93	29	32
16906	16	11	4	1
16907	11	1	3	7
16908	74	48	15	11
16909	11	7	3	1
16910	19	10	8	1
16911	155	50	57	48
16912	14	5	5	4
16913	17	11	1	5
16914	15	7	1	7
16916	21	7	8	6
16917	36	9	8	19
16918	44	40	0	4
16919	14	12	0	2
16921	30	18	9	3
16923	17	16	0	1
16924	21	16	0	5
16926	35	10	0	25
16927	19	12	2	5
16928	53	37	4	12
16929	38	26	8	4
16930	42	31	7	4
16931	18	11	3	4
16932	44	11	23	10
16933	69	51	0	18
16934	25	4	14	7
16935	62	53	6	3
16936	29	17	11	1
16937	43	40	0	3
16938	49	35	11	3
16939	12	2	1	9
16940	31	12	17	2
16941	22	4	6	12
16945	233	171	34	28
16947	31	13	5	13
16950	21	11	8	2
16952	23	15	7	1
16953	40	35	3	2
16954	35	14	2	19
16955	24	5	10	9
16961	16	13	2	1
16962	31	21	5	5
16966	20	13	2	5
16968	47	29	9	9
16970	13	3	5	5
16972	58	50	7	1
16974	62	28	14	20
16975	44	8	12	24
16977	20	10	0	10
16978	13	2	4	7
16981	27	17	7	3
16984	29	24	2	3
16990	48	22	0	26
16991	32	26	4	2
17006	19	9	4	6
17007	44	11	15	18
17011	37	26	7	4
17014	28	12	2	14
17018	22	15	0	7
17022	55	44	4	7
17038	25	17	7	1
17039	34	21	6	7
17049	41	29	7	5
17050	29	5	8	16
17051	41	31	5	5
17052	22	20	0	2
17055	25	6	15	4
17056	21	11	6	4
17057	30	3	19	8
17058	28	14	7	7
17059	22	18	0	4
17060	81	71	0	10
17061	33	15	9	9
17063	36	20	3	13
17064	23	8	10	5
17065	19	3	9	7
17066	21	10	8	3
17067	37	23	13	1
17068	22	16	0	6
17069	30	18	4	8
17070	28	3	8	17
17071	25	20	2	3
17072	29	23	5	1
17073	56	39	13	4
17074	38	23	6	9
17076	16	6	8	2
17078	29	10	3	16
17079	17	5	6	6
17080	45	34	4	7
17081	62	59	1	2
17082	58	44	12	2
17083	20	8	9	3
17084	31	20	10	1
17085	12	3	4	5
17086	31	19	10	2
17087	24	14	4	6
17088	61	59	0	2
17089	57	49	6	2
17090	54	41	12	1
17092	25	7	10	8
17094	17	5	8	4
17096	39	24	10	5
17097	66	60	4	2
17099	28	11	12	5
17100	35	17	8	10
17101	18	1	12	5
17102	35	24	10	1
17103	16	4	5	7
17104	19	10	2	7
17105	29	19	5	5
17106	34	23	2	9
17108	26	10	15	1
17109	16	7	0	9
17110	55	28	18	9
17111	31	23	0	8
17112	68	39	27	2
17113	24	16	5	3
17114	45	17	16	12
17115	35	14	16	5
17118	27	20	3	4
17119	26	8	16	2
17120	30	17	7	6
17121	41	27	9	5
17123	11	4	4	3
17126	36	26	2	8
17127	44	35	4	5
17128	24	12	1	11
17129	31	22	4	5
17130	62	43	12	7
17131	21	2	2	17
17132	33	16	7	10
17133	39	22	7	10
17134	38	25	0	13
17135	19	9	6	4
17136	37	15	17	5
17137	45	30	10	5
17138	22	6	2	14
17139	44	31	8	5
17140	41	9	25	7
17142	52	25	12	15
17143	45	40	4	1
17145	37	27	7	3
17146	36	25	7	4
17147	37	22	2	13
17148	22	17	0	5
17149	51	28	2	21
17150	50	37	11	2
17151	51	41	2	8
17152	14	7	2	5
17153	32	31	0	1
17154	77	44	32	1
17155	34	19	8	7
17157	38	30	5	3
17158	26	14	4	8
17159	24	6	10	8
17161	20	7	7	6
17162	23	2	13	8
17163	80	73	0	7
17164	36	27	5	4
17165	38	33	0	5
17166	24	16	5	3
17167	47	17	10	20
17168	37	13	10	14
17169	71	67	0	4
17170	39	15	22	2
17171	57	38	7	12
17172	32	20	4	8
17173	39	20	13	6
17174	33	13	6	14
17175	29	10	11	8
17176	38	32	4	2
17177	59	50	6	3
17178	44	34	4	6
17179	68	60	0	8
17180	47	40	0	7
17181	56	26	13	17
17182	34	19	13	2
17183	16	5	8	3
17184	81	67	13	1
17185	63	33	14	16
17186	34	21	9	4
17187	49	21	17	11
17188	26	13	9	4
17190	49	32	9	8
17191	26	8	9	9
17192	56	29	6	21
17193	40	28	11	1
17194	35	28	1	6
17197	50	31	8	11
17198	129	106	18	5
17199	48	41	6	1
17200	121	110	8	3
17201	54	26	18	10
17202	23	9	2	12
17203	26	8	12	6
17204	32	24	0	8
17205	38	25	7	6
17206	23	12	2	9
17207	27	12	11	4
17208	45	22	2	21
17209	45	22	2	21
17211	61	36	12	13
17212	69	67	0	2
17213	69	66	1	2
17214	80	68	0	12
17215	48	29	10	9
17217	63	52	9	2
17218	62	51	4	7
17219	59	37	11	11
17220	64	22	6	36
17221	29	23	3	3
17222	23	13	6	4
17224	54	47	6	1
17225	37	27	4	6
17226	29	23	2	4
17227	31	8	19	4
17228	36	30	3	3
17229	74	34	27	13
17230	33	17	8	8
17231	37	17	14	6
17232	62	51	7	4
17233	64	43	19	2
17234	37	12	22	3
17236	35	28	2	5
17237	87	78	8	1
17238	29	19	6	4
17239	63	37	5	21
17240	48	7	32	9
17241	33	12	14	7
17242	44	18	4	22
17243	44	42	0	2
17244	21	3	17	1
17245	51	37	6	8
17246	38	27	9	2
17247	52	32	16	4
17248	25	12	5	8
17253	48	32	0	16
17259	14	10	0	4
17283	32	21	10	1
17308	10	4	2	4
17314	34	23	8	3
17324	16	10	0	6
17332	25	11	12	2
17342	13	5	4	4
17419	11	6	2	3
17426	30	26	1	3
17462	20	17	2	1
17478	99	91	5	3
17569	17	7	9	1
17618	14	13	0	1
17626	39	18	16	5
17717	29	28	0	1
17778	83	50	11	22
17781	10	2	3	5
17825	12	2	4	6
18004	15	3	1	11
18008	42	28	4	10
18012	24	5	14	5
18018	22	4	0	18
18020	14	13	0	1
18021	133	87	32	14
18024	140	97	16	27
18025	138	69	55	14
18031	53	42	9	2
18032	28	20	2	6
18033	101	79	17	5
18034	45	31	5	9
18035	36	23	6	7
18036	25	7	4	14
18037	41	33	7	1
18038	69	53	6	10
18039	234	160	51	23
18042	53	30	15	8
18049	122	79	24	19
18053	162	91	29	42
18054	127	98	17	12
18055	10	5	0	5
18057	40	15	20	5
18059	61	59	0	2
18060	71	43	16	12
18061	221	142	49	30
18065	134	63	26	45
18067	18	14	3	1
18068	41	33	1	7
18070	146	97	25	24
18071	146	120	18	8
18074	161	67	56	38
18075	146	116	13	17
18078	21	3	17	1
18079	137	86	21	30
18084	117	77	30	10
18085	114	56	24	34
18091	136	75	34	27
18092	71	48	13	10
18096	243	156	46	41
18097	48	42	3	3
18098	30	11	6	13
18099	38	16	10	12
18100	206	169	12	25
18106	28	24	2	2
18108	225	138	46	41
18114	47	34	7	6
18116	204	157	33	14
18117	230	123	69	38
18124	190	72	33	85
18126	20	14	5	1
18129	185	111	29	45
18130	41	26	4	11
18134	219	153	41	25
18137	49	22	7	20
18138	207	122	45	40
18139	30	19	7	4
18142	40	34	0	6
18155	218	156	37	25
18156	27	9	7	11
18157	18	12	5	1
18159	61	33	18	10
18160	175	89	49	37
18161	154	95	32	27
18164	194	98	45	51
18165	29	25	0	4
18166	28	21	0	7
18169	237	145	60	32
18172	109	103	4	2
18175	280	156	47	77
18180	28	23	0	5
18183	26	19	1	6
18186	86	59	4	23
18188	60	38	9	13
18191	52	47	3	2
18192	257	170	58	29
18205	17	9	4	4
18206	43	37	2	4
18207	27	9	12	6
18211	154	75	43	36
18220	202	165	14	23
18221	32	16	13	3
18222	77	49	21	7
18223	19	5	1	13
18228	33	19	11	3
18230	93	66	9	18
18232	223	165	26	32
18234	52	32	16	4
18235	122	84	25	13
18242	292	179	71	42
18243	167	135	19	13
18244	161	80	24	57
18246	167	86	36	45
18248	325	220	67	38
18253	38	18	8	12
18255	179	120	36	23
18259	30	26	0	4
18260	58	42	9	7
18262	237	155	53	29
18266	254	188	35	31
18267	31	14	4	13
18268	56	39	14	3
18270	90	55	21	14
18272	192	125	31	36
18278	271	197	51	23
18280	302	194	53	55
18284	236	161	28	47
18285	36	18	1	17
18292	128	88	25	15
18295	19	7	2	10
18296	65	46	0	19
18297	355	242	77	36
18298	89	55	19	15
18304	14	4	1	9
18305	32	21	5	6
18310	46	43	2	1
18313	37	12	19	6
18315	32	26	3	3
18318	123	73	32	18
18319	160	118	23	19
18322	74	32	25	17
18324	39	29	6	4
18328	22	8	5	9
18329	46	30	9	7
18335	140	121	11	8
18340	220	80	52	88
18341	28	13	0	15
18342	110	66	30	14
18343	86	49	29	8
18346	94	50	14	30
18351	323	227	45	51
18353	81	48	15	18
18357	93	57	13	23
