Module	Genes	Genes_coding	Genes_ncRNA	Genes_lncRNA
10669	140	99	28	13
10673	23	12	3	8
10680	247	188	4	55
10684	42	12	24	6
10689	357	294	25	38
10696	27	16	6	5
10699	7	5	0	2
10703	28	11	0	17
10710	46	35	5	6
10716	196	83	59	54
10718	10	2	0	8
10719	62	53	2	7
10720	165	100	30	35
10721	13	6	0	7
10740	18	14	0	4
10748	174	115	36	23
10749	38	32	1	5
10753	7	3	1	3
10755	20	12	5	3
10766	10	9	0	1
10772	25	15	3	7
10774	15	13	0	2
10789	40	23	16	1
10797	76	65	7	4
10803	325	260	41	24
10807	31	27	0	4
10817	298	225	52	21
10820	85	54	8	23
10822	66	48	12	6
10827	28	10	13	5
10832	43	34	2	7
10842	22	16	0	6
10846	143	88	45	10
10847	118	77	31	10
10854	466	274	115	77
10860	24	11	3	10
10861	34	31	0	3
10865	30	16	6	8
10877	94	68	0	26
10878	65	48	0	17
10880	29	8	0	21
10887	27	20	2	5
10893	46	37	0	9
10897	46	20	25	1
10902	372	264	58	50
10913	35	11	11	13
10922	15	13	1	1
10925	10	2	6	2
10926	561	311	143	107
10933	30	21	0	9
10936	842	612	131	99
10941	43	39	0	4
10955	28	14	6	8
10958	27	16	1	10
10960	24	20	1	3
10963	106	88	10	8
10981	19	15	0	4
10982	100	99	0	1
10989	129	121	0	8
10991	130	128	0	2
10992	39	34	0	5
10993	21	18	1	2
10997	73	48	10	15
11021	22	20	0	2
11027	103	60	16	27
11028	48	44	1	3
11029	34	27	0	7
11031	45	32	10	3
11033	38	29	3	6
11044	49	41	3	5
11045	13	11	0	2
11056	16	15	0	1
11060	55	39	0	16
11061	19	16	2	1
11062	32	25	4	3
11063	74	55	1	18
11066	53	17	20	16
11070	58	40	6	12
11075	24	8	11	5
11079	149	133	4	12
11081	38	14	14	10
11083	53	27	4	22
11085	25	8	16	1
11101	81	52	13	16
11103	50	25	8	17
11106	41	14	18	9
11107	43	9	27	7
11116	67	48	12	7
11117	71	43	16	12
11120	12	9	0	3
11122	30	18	7	5
11124	125	118	4	3
11125	96	89	4	3
11129	50	41	0	9
11135	68	39	12	17
11136	57	38	2	17
11141	68	60	1	7
11143	39	36	0	3
11144	23	20	0	3
11147	66	41	18	7
11157	82	58	0	24
11160	44	16	5	23
11165	38	33	2	3
11166	33	24	1	8
11168	77	57	12	8
11169	25	22	0	3
11170	102	83	0	19
11174	70	47	18	5
11184	52	16	26	10
11188	138	134	0	4
11191	114	51	29	34
11194	41	37	0	4
11200	22	6	10	6
11201	145	79	25	41
11212	139	107	11	21
11216	159	77	48	34
11220	29	25	0	4
11224	29	26	0	3
11225	86	80	0	6
11227	11	7	0	4
11229	56	37	15	4
11233	28	8	11	9
11241	128	124	0	4
11242	38	36	0	2
11243	31	8	15	8
11246	70	50	17	3
11247	28	10	5	13
11250	36	19	0	17
11251	68	59	3	6
11257	204	148	4	52
11258	186	142	3	41
11261	58	56	0	2
11263	251	196	17	38
11264	20	16	0	4
11269	271	177	33	61
11270	235	145	49	41
11271	73	64	1	8
11273	21	17	0	4
11278	52	39	8	5
11279	38	37	0	1
11282	46	45	0	1
11285	28	21	1	6
11287	454	274	86	94
11290	107	106	0	1
11292	36	28	4	4
11301	502	315	99	88
11312	88	70	0	18
11313	59	28	7	24
11314	24	14	4	6
11319	260728	225982	10498	24248
11322	131	126	0	5
11323	76	75	0	1
11326	54	50	0	4
11328	42	36	0	6
11334	16	11	1	4
11335	121	101	11	9
11336	72	70	0	2
11337	32	23	3	6
11342	12	6	2	4
11347	38	19	13	6
11349	11	10	0	1
11362	25	21	3	1
11363	192	170	2	20
11371	82	65	0	17
11373	49	43	3	3
11374	52	46	3	3
11376	25	23	0	2
11379	37	13	7	17
11381	52	43	4	5
11390	51	42	0	9
11391	62	55	5	2
11392	45	34	9	2
11396	53	43	6	4
11404	55	24	9	22
11411	16	9	2	5
11413	14	4	7	3
11415	73	70	0	3
11418	24	16	5	3
11420	25	19	3	3
11422	23	16	0	7
11423	19	5	6	8
11424	13	12	0	1
11425	23	12	4	7
11426	36	31	0	5
11428	75	73	1	1
11429	107	86	14	7
11430	30	22	5	3
11432	14	12	0	2
11435	17	11	3	3
11438	71	47	22	2
11444	47	35	11	1
11445	42	32	9	1
11446	175	157	6	12
11447	177	128	20	29
11448	14	11	2	1
11449	24	12	8	4
11462	24	13	4	7
11473	56	52	0	4
11475	32	20	4	8
11476	61	50	5	6
11503	36	26	0	10
11505	50	43	5	2
11507	29	22	3	4
11513	43	28	12	3
11520	195	189	4	2
11532	112	91	14	7
11533	87	58	19	10
11534	45	36	6	3
11537	64	33	0	31
11540	60	50	0	10
11541	39	31	6	2
11544	30	18	0	12
11545	116	92	5	19
11547	74	52	0	22
11548	52	48	2	2
11550	37	29	0	8
11552	31	30	0	1
11554	48	35	7	6
11563	54	30	0	24
11565	43	27	7	9
11566	20	1	13	6
11567	88	84	0	4
11568	64	60	0	4
11569	55	48	0	7
11571	58	44	8	6
11574	47	32	0	15
11575	33	24	7	2
11576	97	73	8	16
11586	41	31	7	3
11587	15	6	1	8
11593	18	6	2	10
11605	75	70	3	2
11606	170	168	0	2
11608	76	49	11	16
11611	17	7	1	9
11612	86	65	1	20
11616	21	18	0	3
11620	19	5	2	12
11621	129	123	5	1
11625	89	87	1	1
11630	105	80	21	4
11632	50	38	9	3
11633	45	38	3	4
11639	97	68	3	26
11643	50	46	1	3
11646	103	99	1	3
11647	118	114	1	3
11650	20	4	4	12
11651	70	49	7	14
11656	36	34	0	2
11657	44	23	4	17
11658	113	73	0	40
11661	59	39	4	16
11662	53	42	2	9
11663	98	86	0	12
11665	54	44	8	2
11666	100	4	82	14
11668	21	8	11	2
11669	63	42	1	20
11673	46	40	2	4
11674	23	10	10	3
11676	93	79	10	4
11678	49	39	6	4
11685	47	24	18	5
11687	42	19	13	10
11693	132	97	29	6
11695	38	14	9	15
11698	42	41	0	1
11699	29	26	2	1
11700	24	13	2	9
11701	36	22	2	12
11705	31	27	1	3
11707	117	109	3	5
11708	97	92	0	5
11711	18	6	10	2
11712	42	25	10	7
11719	71	51	3	17
11727	115	71	17	27
11728	153	132	12	9
11729	34	11	22	1
11734	75	45	16	14
11736	82	77	3	2
11738	34	13	13	8
11744	52	33	0	19
11760	27	19	2	6
11768	141	111	11	19
11803	134	120	2	12
11808	42	32	7	3
11833	38	15	8	15
11849	24	17	4	3
11860	73	66	6	1
11867	144	89	40	15
11881	22	12	8	2
11914	134	125	6	3
11945	115	112	0	3
11964	111	76	9	26
11965	145	132	5	8
11966	97	89	1	7
11968	124	11	84	29
11969	48	38	7	3
11976	75	58	11	6
11981	118	104	7	7
11983	77	51	14	12
11992	123	103	14	6
11999	221	213	3	5
12001	89	79	9	1
12002	93	58	19	16
12004	83	58	16	9
12007	109	91	8	10
12008	100	84	7	9
12012	92	52	1	39
12017	75	52	12	11
12018	81	57	8	16
12020	58	44	11	3
12041	37	16	13	8
12044	54	42	1	11
12046	59	52	0	7
12047	72	63	7	2
12056	51	37	2	12
12057	53	18	15	20
12059	42	29	5	8
12065	44	26	4	14
12066	68	41	8	19
12069	30	20	4	6
12071	39	16	0	23
12075	115	102	6	7
12079	72	71	0	1
12087	21	8	8	5
12093	25	15	7	3
12094	54	42	0	12
12096	28	9	3	16
12097	123	112	4	7
12098	12	5	6	1
12104	199	170	6	23
12105	38	2	16	20
12107	94	81	11	2
12108	82	72	8	2
12112	111	74	27	10
12115	135	88	19	28
12117	137	123	0	14
12126	100	93	2	5
12130	96	49	32	15
12133	103	88	3	12
12134	48	44	2	2
12146	205	169	8	28
12149	142	123	11	8
12156	240	198	4	38
12166	296	243	20	33
12174	328	290	5	33
12175	271	257	5	9
12176	77	53	22	2
12182	36	35	0	1
12194	36	5	13	18
12224	43	27	12	4
12253	62	57	4	1
12255	63	32	12	19
12256	60	29	12	19
12259	19	15	1	3
12262	111	65	12	34
12267	29	4	13	12
12268	199	151	25	23
12269	73	31	9	33
12270	165	113	14	38
12274	22	14	7	1
12282	215	89	35	91
12283	597	360	134	103
12288	49	42	5	2
12291	20	9	7	4
12292	25	16	1	8
12293	24	12	9	3
12295	84	73	5	6
12297	80	77	0	3
12298	242	214	12	16
12299	481	388	18	75
12300	91	35	35	21
12302	148	103	13	32
12304	54	48	1	5
12305	29	4	13	12
12306	19	16	0	3
12310	138	60	16	62
12315	18	4	13	1
12320	91	51	27	13
12322	12	2	6	4
12326	144	94	31	19
12333	146	117	10	19
12334	107	44	42	21
12338	294	131	46	117
12343	23	12	2	9
12348	20	13	0	7
12349	120	103	8	9
12351	112	71	15	26
12355	174	121	31	22
12368	142	99	18	25
12369	30	13	5	12
12370	135	88	19	28
12372	89	82	1	6
12373	67	60	1	6
12374	79	19	41	19
12377	91	89	1	1
12379	31	29	0	2
12383	20	13	1	6
12385	28	17	1	10
12386	28	17	1	10
12387	72	36	0	36
12389	102	64	7	31
12390	28	25	2	1
12391	120	78	30	12
12393	103	71	26	6
12396	57	51	1	5
12397	103	95	2	6
12400	19	13	3	3
12403	165	141	21	3
12407	68	48	3	17
12408	22	17	1	4
12409	53	46	0	7
12411	119	81	7	31
12413	37	29	3	5
12414	187	109	30	48
12416	59	49	4	6
12417	131	77	27	27
12420	31	10	19	2
12427	14	12	1	1
12431	148	126	9	13
12432	59	56	0	3
12434	155	93	44	18
12435	129	89	24	16
12437	83	54	18	11
12441	77	30	39	8
12444	97	45	24	28
12445	143	82	31	30
12449	125	92	17	16
12452	80	56	9	15
12454	24	16	5	3
12455	177	164	3	10
12457	37	28	7	2
12458	38	36	0	2
12459	48	40	3	5
12468	104	44	36	24
12471	101	58	19	24
12473	171	156	7	8
12482	24	18	0	6
12485	72	44	7	21
12489	53	36	8	9
12496	95	63	27	5
12497	194	172	5	17
12498	119	98	11	10
12500	188	159	3	26
12504	110	66	25	19
12510	159	102	27	30
12512	75	33	24	18
12514	107	63	31	13
12515	84	34	40	10
12519	47	41	3	3
12523	76	42	4	30
12527	50	30	0	20
12530	92	53	29	10
12532	47	25	19	3
12536	42	14	13	15
12541	118	101	2	15
12546	93	74	4	15
12552	61	41	9	11
12554	80	35	19	26
12555	45	19	14	12
12556	236	212	5	19
12560	87	67	17	3
12561	40	3	17	20
12562	126	70	32	24
12568	10	6	0	4
12574	54	43	4	7
12575	27	21	1	5
12576	38	13	3	22
12577	63	44	8	11
12578	134	111	3	20
12579	89	43	21	25
12580	53	42	10	1
12581	151	94	6	51
12582	108	57	0	51
12585	64	30	15	19
12586	44	22	3	19
12587	55	34	7	14
12590	104	63	27	14
12592	70	45	11	14
12593	20	4	1	15
12596	49	32	7	10
12600	34	27	3	4
12601	62	27	12	23
12603	203	178	15	10
12604	145	103	10	32
12606	29	12	14	3
12607	64	29	23	12
12610	96	67	4	25
12611	114	87	22	5
12615	69	44	9	16
12616	53	50	0	3
12627	80	75	0	5
12628	55	45	6	4
12638	108	89	4	15
12639	35	29	3	3
12641	63	48	9	6
12643	51	40	6	5
12645	91	31	45	15
12646	34	30	3	1
12648	61	33	23	5
12649	90	58	20	12
12650	28	14	7	7
12653	59	45	12	2
12654	109	87	12	10
12660	64	50	4	10
12661	21	13	1	7
12663	56	36	3	17
12664	29	17	2	10
12665	48	15	7	26
12667	89	83	4	2
12668	62	24	19	19
12669	45	35	4	6
12671	91	35	35	21
12675	61	55	5	1
12678	137	120	13	4
12679	72	46	18	8
12682	33	27	0	6
12683	34	20	10	4
12685	51	47	0	4
12691	39	38	0	1
12692	74	62	0	12
12693	66	52	6	8
12695	121	111	4	6
12699	38	16	11	11
12700	29	17	5	7
12703	45	22	10	13
12704	24	17	3	4
12706	36	19	16	1
12707	45	36	1	8
12708	27	4	13	10
12710	44	20	19	5
12711	55	39	12	4
12712	16	12	0	4
12714	108	63	12	33
12719	36	34	0	2
12722	55	29	6	20
12723	23	13	1	9
12724	54	23	13	18
12725	88	78	8	2
12726	54	31	8	15
12727	32	12	11	9
12729	38	18	16	4
12730	89	72	0	17
12731	37	31	0	6
12735	41	14	16	11
12736	17	7	5	5
12738	107	96	7	4
12739	38	18	10	10
12743	25	16	1	8
12744	40	15	9	16
12746	36	16	7	13
12747	27	16	2	9
12749	54	35	11	8
12751	24	13	4	7
12752	25	23	0	2
12753	40	31	1	8
12756	33	10	13	10
12760	50	16	27	7
12762	31	30	0	1
12764	27	15	11	1
12765	48	15	24	9
12767	26	20	1	5
12768	51	39	2	10
12769	55	40	12	3
12771	103	80	16	7
12772	88	74	10	4
12773	14	2	9	3
12774	54	36	9	9
12779	104	67	26	11
12781	42	17	5	20
12783	43	27	14	2
12784	42	30	3	9
12785	52	32	6	14
12788	39	6	30	3
12789	36	14	14	8
12791	61	53	1	7
12792	84	66	12	6
12793	27	21	1	5
12794	87	66	0	21
12805	25	18	3	4
12808	34	19	7	8
12816	67	51	15	1
12818	15	9	4	2
12819	23	13	4	6
12822	65	41	17	7
12826	21	13	6	2
12828	84	69	13	2
12829	55	44	9	2
12831	60	36	22	2
12833	34	24	9	1
12835	34	24	0	10
12836	72	63	0	9
12837	46	30	11	5
12838	58	47	10	1
12839	13	4	0	9
12843	42	37	3	2
12846	39	22	3	14
12849	37	31	0	6
12850	26	20	5	1
12851	69	68	0	1
12852	37	25	10	2
12856	65	27	14	24
12857	25	8	5	12
12858	43	29	5	9
12859	80	69	9	2
12860	16	12	2	2
12861	60	44	5	11
12862	59	54	2	3
12863	26	20	5	1
12865	70	32	25	13
12869	43	33	1	9
12871	36	24	10	2
12876	50	22	23	5
12879	59	21	28	10
12883	47	35	1	11
12886	42	29	10	3
12888	39	21	13	5
12889	27	11	13	3
12890	36	28	0	8
12891	15	8	4	3
12892	46	19	0	27
12894	24	7	12	5
12896	32	31	0	1
12897	17	8	5	4
12900	41	33	0	8
12905	226	187	4	35
12907	31	9	9	13
12908	62	53	1	8
12910	37	23	10	4
12913	64	31	12	21
12915	16	11	2	3
12918	100	86	8	6
12919	23	15	7	1
12921	49	40	5	4
12922	32	10	10	12
12928	36	34	1	1
12930	33	19	8	6
12931	71	51	15	5
12932	19	5	12	2
12936	27	13	10	4
12938	19	15	2	2
12940	27	10	6	11
12941	32	19	10	3
12947	39	31	4	4
12949	19	3	1	15
12951	69	54	11	4
12952	63	48	11	4
12954	20	10	3	7
12955	58	48	5	5
12956	62	58	1	3
12962	63	33	25	5
12963	91	83	3	5
12964	55	40	13	2
12965	104	93	0	11
12967	72	49	14	9
12968	21	12	5	4
12970	49	42	3	4
12971	47	21	7	19
12972	112	32	2	78
12973	93	77	9	7
12974	92	59	14	19
12975	45	41	2	2
12977	121	97	1	23
12978	90	67	17	6
12984	66	56	0	10
12991	13	5	3	5
12992	24	7	9	8
12999	60	44	14	2
13004	37	34	0	3
13007	29	26	0	3
13008	17	13	0	4
13012	12	8	1	3
13013	22	20	1	1
13017	17	6	9	2
13019	24	22	0	2
13027	44	22	9	13
13033	189	121	10	58
13046	10	2	3	5
13048	35	22	1	12
13052	65	58	0	7
13054	36	17	5	14
13057	42	36	4	2
13071	19	18	0	1
13079	36	10	6	20
13096	81	48	10	23
13098	66	59	4	3
13111	21	12	5	4
13113	43	40	0	3
13118	41	15	0	26
13119	48	31	0	17
13121	40	36	0	4
13122	19	18	0	1
13126	26	13	4	9
13127	25	15	6	4
13131	66	62	0	4
13133	31	19	6	6
13138	20	10	8	2
13144	39	29	4	6
13147	54	46	6	2
13149	12	7	2	3
13151	63	46	8	9
13162	13	6	4	3
13163	23	19	0	4
13166	14	5	0	9
13172	74	44	13	17
13175	42	20	0	22
13177	27	21	4	2
13179	28	27	0	1
13181	15	4	8	3
13186	49	32	12	5
13189	32	28	0	4
13191	25	16	2	7
13194	30	7	8	15
13201	65	54	9	2
13203	21	10	4	7
13205	81	72	2	7
13206	56	53	1	2
13207	27	13	9	5
13208	21	14	0	7
13209	9	5	2	2
13213	36	35	0	1
13214	22	4	4	14
13216	11	6	3	2
13220	20	13	5	2
13221	20	17	1	2
13223	44	42	0	2
13224	25	20	2	3
13231	9	1	6	2
13232	34	22	2	10
13234	19	15	0	4
13236	16	8	7	1
13238	9	5	3	1
13239	34	22	2	10
13240	24	23	0	1
13248	19	12	0	7
13250	19	13	2	4
13252	21	3	12	6
13253	44	24	0	20
13260	14	1	9	4
13261	14	13	0	1
13267	10	7	1	2
13272	29	8	6	15
13275	28	22	5	1
13278	29	27	0	2
13279	19	17	0	2
13280	21	19	0	2
13282	63	60	0	3
13284	19	17	0	2
13285	23	12	4	7
13289	16	13	1	2
13290	32	28	3	1
13292	14	9	0	5
13295	41	34	0	7
13299	18	6	8	4
13300	44	43	0	1
13308	16	15	0	1
13309	10	9	0	1
13312	21	10	10	1
13321	42	25	0	17
13324	52	44	0	8
13326	30	25	0	5
13327	35	4	27	4
13328	25	18	0	7
13329	26	21	3	2
13335	54	41	5	8
13336	19	10	1	8
13337	23	17	3	3
13340	14	3	9	2
13342	10	7	1	2
13343	11	5	0	6
13345	10	7	1	2
13346	27	19	7	1
13347	15	7	6	2
13352	30	25	3	2
13353	20	15	1	4
13354	18	9	7	2
13358	21	11	8	2
13360	7	1	0	6
13361	23	22	0	1
13365	20	11	2	7
13366	10	6	3	1
13368	42	34	7	1
13370	17	15	1	1
13371	17	10	0	7
13372	45	40	0	5
13373	28	25	1	2
13374	15	7	5	3
13375	15	6	5	4
13379	88	67	13	8
13382	86	37	29	20
13383	135	90	6	39
13384	103	70	22	11
13385	124	47	34	43
13386	162	124	19	19
13387	147	101	21	25
13388	148	95	40	13
13389	159	73	64	22
13390	194	116	55	23
13391	204	163	22	19
13392	354	313	5	36
13393	190	135	37	18
13394	406	382	4	20
13396	249	186	33	30
13397	197	125	18	54
13398	152	80	29	43
13399	244	119	65	60
13400	304	234	42	28
13401	295	140	92	63
13402	311	232	28	51
13403	294	172	85	37
13404	322	193	62	67
13405	551	484	22	45
13406	866	579	165	122
13407	1168	789	197	182
13618	12	8	1	3
13628	299	185	45	69
13640	920	537	164	219
13641	866	515	148	203
13650	13	8	4	1
13657	16	10	5	1
13660	15	12	2	1
13671	55	36	18	1
13672	22	19	1	2
13673	20	7	6	7
13678	47	23	13	11
13684	60	27	25	8
13688	63	16	32	15
13692	72	52	8	12
13693	113	39	25	49
13694	77	36	22	19
13695	117	49	35	33
13697	117	65	16	36
13701	172	125	29	18
13706	188	110	32	46
13709	241	170	34	37
13710	167	90	20	57
13720	1352	894	234	224
13757	32	21	10	1
13840	21	19	1	1
13845	30	3	9	18
13846	30	21	8	1
13847	35	14	16	5
13848	99	83	11	5
13852	11345	9065	1010	1270
13854	754	456	111	187
13855	1024	417	424	183
13856	1289	834	246	209
13858	48	45	1	2
13859	24	7	9	8
13864	15	6	6	3
13865	22	3	13	6
13866	149	60	49	40
13867	31	16	3	12
13868	25	20	0	5
13870	29	11	3	15
13871	29	16	8	5
13873	54	39	9	6
13874	38	18	15	5
13875	71	58	9	4
13876	49	36	10	3
13877	48	43	0	5
13878	37	28	8	1
13879	106	85	13	8
13880	19	12	0	7
13881	38	27	8	3
13882	69	59	5	5
13883	22	16	4	2
13887	15	9	4	2
13888	16	11	1	4
13889	27	21	5	1
13890	37	23	11	3
13892	26	13	10	3
13894	40	16	18	6
13895	37	28	3	6
13897	31	20	5	6
13898	31	25	1	5
13899	44	39	2	3
13900	34	22	10	2
13901	48	36	11	1
13902	28	18	5	5
13903	41	22	8	11
13904	28	19	6	3
13905	30	18	3	9
13906	25	4	7	14
13907	21	8	2	11
13908	27	26	0	1
13909	33	25	3	5
13910	35	29	4	2
13911	31	13	12	6
13912	36	8	9	19
13913	74	73	0	1
13914	24	14	0	10
13916	58	49	1	8
13917	41	31	0	10
13918	39	22	6	11
13919	19	3	13	3
13921	37	9	18	10
13922	54	45	5	4
13923	47	42	2	3
13924	28	21	4	3
13927	37	9	18	10
13929	18	7	0	11
13930	30	15	9	6
13934	20	16	3	1
13935	50	43	3	4
13936	79	66	9	4
13937	36	16	17	3
13938	36	17	5	14
13939	23	19	1	3
13941	15	9	3	3
13942	56	40	10	6
13943	20	10	4	6
13944	97	52	9	36
13945	30	15	10	5
13946	36	18	3	15
13948	32	17	7	8
13949	18	10	7	1
13950	21	17	3	1
13951	27	12	2	13
13952	19	10	3	6
13953	37	31	2	4
13954	18	7	3	8
13955	24	18	2	4
13956	41	34	1	6
13957	49	31	14	4
13958	31	18	2	11
13961	35	30	0	5
13962	19	9	9	1
13963	56	27	17	12
13964	44	25	7	12
13965	32	16	4	12
13966	53	47	1	5
13967	51	37	6	8
13968	53	34	14	5
13969	24	9	11	4
13970	22	11	8	3
13971	38	24	2	12
13973	42	14	14	14
13974	75	66	7	2
13979	17	10	6	1
13980	18	3	5	10
13981	20	17	0	3
13982	24	21	0	3
13983	20	13	1	6
13985	29	24	3	2
13986	43	17	8	18
13987	31	22	4	5
13989	15	1	2	12
13991	67	62	0	5
13992	16	3	12	1
13993	32	20	11	1
13994	20	8	9	3
13995	46	42	3	1
13996	22	12	9	1
13998	43	17	8	18
14000	72	61	5	6
14001	16	6	3	7
14002	33	26	5	2
14003	28	14	9	5
14004	21	12	8	1
14005	32	22	8	2
14006	23	7	15	1
14008	33	28	0	5
14009	40	30	6	4
14010	52	36	8	8
14018	15	1	4	10
14020	60	55	0	5
14021	40	16	3	21
14022	24	9	6	9
14023	36	22	7	7
14024	37	35	1	1
14025	17	7	2	8
14026	61	55	0	6
14027	14	6	1	7
14028	21	3	10	8
14030	28	10	2	16
14032	23	8	10	5
14033	25	14	1	10
14034	38	35	2	1
14036	24	20	2	2
14039	18	15	0	3
14040	43	31	0	12
14041	33	27	0	6
14042	24	9	3	12
14043	17	15	0	2
14044	11	3	4	4
14045	19	6	9	4
14046	35	30	0	5
14049	31	27	3	1
14050	10	1	0	9
14051	35	32	0	3
14052	22	13	8	1
14053	36	35	0	1
14056	13	6	5	2
14057	14	11	0	3
14058	35	14	14	7
14059	19	11	4	4
14060	37	12	19	6
14062	22	17	4	1
14063	25	16	2	7
14064	24	14	8	2
14066	33	10	11	12
14067	22	16	3	3
14068	21	8	2	11
14069	36	31	4	1
14072	38	11	14	13
14073	21	4	16	1
14074	13	5	4	4
14075	49	34	12	3
14076	21	12	4	5
14077	37	12	19	6
14081	51	40	4	7
14083	65	62	0	3
14086	44	42	0	2
14087	34	9	0	25
14089	11	2	4	5
14090	116	115	0	1
14092	117	94	6	17
14095	31	24	0	7
14098	13	7	1	5
14103	31	26	3	2
14104	20	12	0	8
14106	11	6	3	2
14111	25	6	12	7
14112	20	11	8	1
14113	87	82	0	5
14114	17	10	3	4
14115	7	2	4	1
14116	23	6	15	2
14119	15	6	5	4
14122	49	42	5	2
14124	17	14	1	2
14125	15	6	6	3
14130	13	8	4	1
14131	15	8	4	3
14133	25	12	2	11
14135	10	6	1	3
14138	11	7	1	3
14139	10	3	6	1
14141	21	14	0	7
14142	15	10	4	1
14143	15	14	0	1
14144	9	6	2	1
14147	19	11	3	5
14148	20	14	5	1
14150	19	3	0	16
14151	14	9	4	1
14152	12	3	0	9
14154	26	13	12	1
14155	10	8	1	1
14157	20	4	7	9
14158	34	12	11	11
14159	8	7	0	1
14160	8	4	0	4
14162	34	12	11	11
14163	47	20	15	12
14166	149	105	22	22
14167	90	62	14	14
14170	28	17	0	11
14173	54	34	7	13
14176	10	9	0	1
14184	12	10	0	2
14185	12	10	0	2
14187	54	42	3	9
14190	20	12	7	1
14191	26	19	0	7
14197	21	14	5	2
14203	11	5	2	4
14206	30	18	1	11
14217	9	1	2	6
14220	13	12	0	1
14225	29	18	5	6
14228	24	19	3	2
14229	98	82	11	5
14230	22	17	4	1
14236	35	14	15	6
14239	21	7	6	8
14244	23	20	2	1
14245	48	43	3	2
14250	14	2	1	11
14251	47	40	6	1
14252	21	12	6	3
14261	18	11	3	4
14265	12	1	5	6
14271	17	12	3	2
14274	90	86	1	3
14292	12	10	0	2
14295	21	7	13	1
14305	68	54	12	2
14306	14	5	8	1
14311	55	39	7	9
14312	24	15	0	9
14314	23	17	2	4
14338	20	15	0	5
14343	33	25	5	3
14349	20	15	0	5
14376	12	5	4	3
14382	14	7	0	7
14408	14	3	3	8
14422	55	32	10	13
14424	70	51	9	10
14746	93	78	8	7
14766	51	25	11	15
14780	9850	7805	888	1157
14781	1220	795	229	196
14782	763	351	281	131
14783	766	476	152	138
14784	764	524	142	98
14785	935	606	186	143
14786	533	407	75	51
14787	533	426	55	52
14788	436	274	90	72
14789	618	444	96	78
14790	685	471	126	88
14791	64	29	21	14
14792	566	401	73	92
14793	378	228	92	58
14794	682	429	81	172
14795	649	382	127	140
14796	324	195	54	75
14797	464	314	67	83
14798	393	255	75	63
14799	424	274	72	78
14800	759	554	105	100
14801	565	391	94	80
14802	283	163	70	50
14803	401	258	73	70
14804	346	226	41	79
14805	617	447	92	78
14806	311	214	46	51
14807	402	255	54	93
14808	370	167	113	90
14809	229	88	90	51
14810	311	229	48	34
14811	265	189	46	30
14812	346	237	48	61
14813	524	381	72	71
14814	316	200	71	45
14815	396	332	33	31
14816	265	168	41	56
14817	460	352	64	44
14818	263	187	42	34
14819	183	118	42	23
14820	384	291	25	68
14821	311	203	47	61
14822	213	137	43	33
14823	287	167	74	46
14824	174	91	34	49
14825	231	124	57	50
14826	332	164	111	57
14827	364	264	49	51
14828	335	183	87	65
14829	286	143	103	40
14830	202	109	52	41
14831	187	105	51	31
14832	161	85	55	21
14833	233	125	55	53
14834	250	155	50	45
14835	352	237	49	66
14836	161	93	39	29
14837	282	167	74	41
14838	291	145	55	91
14839	161	101	20	40
14840	203	117	55	31
14841	269	60	132	77
14842	188	98	42	48
14843	178	93	42	43
14844	161	113	23	25
14845	193	139	29	25
14846	231	158	30	43
14847	173	90	43	40
14848	213	161	31	21
14849	317	172	93	52
14850	138	73	25	40
14851	311	232	36	43
14852	134	77	23	34
14853	115	59	40	16
14854	169	111	27	31
14855	175	89	63	23
14856	114	86	10	18
14857	109	43	23	43
14858	123	92	15	16
14859	83	28	39	16
14860	266	183	59	24
14861	147	65	48	34
14862	110	73	26	11
14863	219	180	25	14
14864	117	69	27	21
14865	100	55	27	18
14866	147	100	25	22
14867	149	90	38	21
14868	99	62	15	22
14869	131	77	27	27
14870	125	47	32	46
14871	212	173	23	16
14872	102	64	15	23
14873	135	101	28	6
14874	141	78	35	28
14875	110	77	21	12
14876	159	134	9	16
14877	205	145	37	23
14878	256	196	40	20
14879	96	48	28	20
14880	144	117	10	17
14881	110	74	11	25
14882	142	71	42	29
14883	123	87	16	20
14884	102	77	8	17
14885	138	116	5	17
14886	159	107	28	24
14887	168	74	43	51
14888	119	102	1	16
14889	79	46	12	21
14890	120	95	15	10
14891	111	63	19	29
14892	112	76	21	15
14893	87	50	18	19
14894	85	49	19	17
14895	74	53	8	13
14896	168	151	5	12
14897	175	105	61	9
14898	88	43	20	25
14899	61	32	20	9
14900	116	89	16	11
14901	121	100	17	4
14902	76	49	18	9
14903	132	79	35	18
14904	66	25	21	20
14905	116	74	27	15
14906	87	36	19	32
14907	123	90	13	20
14908	158	82	40	36
14909	64	29	6	29
14910	91	68	8	15
14911	63	32	6	25
14912	120	97	12	11
14913	95	57	11	27
14914	202	147	13	42
14915	104	75	8	21
14916	81	61	11	9
14917	96	68	19	9
14918	95	59	27	9
14919	60	42	9	9
14920	80	65	13	2
14921	79	47	14	18
14922	88	54	19	15
14923	102	57	33	12
14924	115	93	18	4
14925	148	117	18	13
14926	97	56	29	12
14927	132	57	50	25
14928	103	63	7	33
14929	102	59	28	15
14930	108	62	25	21
14931	146	119	6	21
14932	84	68	2	14
14933	51	23	18	10
14934	57	27	4	26
14935	67	36	19	12
14936	73	33	22	18
14937	69	42	7	20
14938	56	17	27	12
14939	80	72	3	5
14940	81	55	9	17
14941	40	21	12	7
