Module	Genes	Genes_coding	Genes_ncRNA	Genes_lncRNA
11422	5	1	0	4
11435	5	3	1	1
11447	42	23	8	11
11448	5	3	1	1
11449	5	1	2	2
11475	10	4	2	4
11507	10	7	1	2
11563	6	4	0	2
11586	8	4	2	2
11587	6	3	1	2
11593	8	2	1	5
11620	9	3	2	4
11632	7	5	1	1
11650	6	2	1	3
11657	9	4	2	3
11665	13	8	3	2
11669	12	6	1	5
11673	10	7	1	2
11678	8	4	3	1
11687	16	4	6	6
11693	3	1	1	1
11699	8	6	1	1
11700	9	4	1	4
11705	8	6	1	1
11707	10	8	0	2
11712	16	7	5	4
11719	9	5	2	2
11729	6	2	3	1
11736	7	4	2	1
11760	9	5	1	3
11808	12	6	4	2
11867	18	6	9	3
11964	32	19	2	11
11969	16	9	5	2
11981	8	4	3	1
11983	27	11	8	8
12007	23	13	4	6
12008	17	12	2	3
12012	14	10	1	3
12020	4	2	1	1
12041	15	7	4	4
12044	15	8	1	6
12059	15	10	3	2
12071	13	6	0	7
12093	11	6	3	2
12096	12	3	2	7
12098	5	2	2	1
12105	13	2	6	5
12174	31	27	1	3
12182	9	8	0	1
12194	8	1	4	3
12224	10	5	4	1
12253	12	8	3	1
12255	16	8	4	4
12268	29	17	6	6
12270	26	16	5	5
12274	8	4	3	1
12293	5	2	1	2
12295	5	2	1	2
12298	6	5	0	1
12299	54	46	3	5
12306	5	3	0	2
12320	4	1	2	1
12343	7	3	1	3
12351	34	20	5	9
12369	7	3	1	3
12383	6	2	1	3
12385	7	2	1	4
12387	7	5	0	2
12390	6	4	1	1
12408	6	3	1	2
12411	6	3	0	3
12416	2	1	0	1
12420	10	2	6	2
12427	6	4	1	1
12435	29	19	6	4
12444	19	5	4	10
12449	27	17	7	3
12455	28	21	2	5
12468	5	1	2	2
12471	24	11	7	6
12485	3	2	0	1
12514	14	7	4	3
12519	10	7	1	2
12536	23	7	6	10
12546	14	9	0	5
12552	19	11	3	5
12554	21	11	4	6
12555	13	7	4	2
12561	20	1	8	11
12568	6	4	0	2
12577	19	10	4	5
12579	17	7	4	6
12585	22	7	5	10
12587	22	12	4	6
12590	19	9	5	5
12592	19	9	4	6
12601	19	9	5	5
12607	8	2	1	5
12627	16	15	0	1
12638	19	10	3	6
12641	16	9	4	3
12643	15	9	3	3
12653	17	12	4	1
12654	19	15	1	3
12663	10	5	1	4
12683	9	3	3	3
12685	9	8	0	1
12693	9	5	2	2
12695	6	5	0	1
12703	16	6	3	7
12712	4	2	0	2
12722	14	6	3	5
12724	2	1	0	1
12726	12	4	3	5
12735	14	3	5	6
12736	5	1	2	2
12739	13	4	6	3
12744	14	6	3	5
12747	8	5	1	2
12749	17	10	4	3
12768	13	9	1	3
12773	7	1	4	2
12774	16	9	4	3
12783	13	6	6	1
12784	8	5	1	2
12792	13	6	4	3
12805	14	9	2	3
12808	4	2	1	1
12818	6	2	2	2
12826	9	5	3	1
12831	11	5	5	1
12839	6	1	0	5
12850	7	4	2	1
12857	8	2	4	2
12858	4	1	1	2
12861	10	5	1	4
12863	7	4	2	1
12871	8	4	2	2
12879	14	5	6	3
12890	7	6	0	1
12892	8	6	0	2
12896	8	7	0	1
12918	11	3	4	4
12919	8	3	4	1
12936	5	2	2	1
12940	8	3	3	2
12947	7	4	1	2
12949	3	1	1	1
12951	3	1	1	1
12968	8	4	2	2
12970	6	4	0	2
12972	3	2	0	1
12977	4	2	1	1
12999	8	4	3	1
13012	5	2	1	2
13046	6	1	2	3
13054	7	2	1	4
13071	4	3	0	1
13098	13	10	1	2
13127	8	4	3	1
13133	2	1	0	1
13147	11	9	1	1
13177	4	2	1	1
13181	6	1	4	1
13191	8	3	1	4
13194	7	1	3	3
13208	3	2	0	1
13209	6	2	2	2
13213	6	5	0	1
13214	6	2	1	3
13216	6	2	3	1
13220	6	4	1	1
13236	5	2	2	1
13238	6	3	2	1
13267	5	3	1	1
13272	6	1	2	3
13278	9	7	0	2
13284	5	4	0	1
13285	3	1	1	1
13289	5	3	1	1
13290	6	4	1	1
13312	6	2	3	1
13336	4	1	1	2
13337	5	3	1	1
13346	5	3	1	1
13352	5	3	1	1
13360	5	1	0	4
13361	5	4	0	1
13365	5	1	1	3
13368	5	3	1	1
13370	4	3	0	1
13373	8	6	1	1
13374	5	2	1	2
13379	13	6	4	3
13382	23	7	8	8
13385	45	16	15	14
13386	45	25	11	9
13391	32	25	4	3
13394	60	49	3	8
13396	8	5	1	2
13399	69	17	24	28
13401	73	29	28	16
13402	45	31	3	11
13405	91	68	9	14
13628	5	2	0	3
13640	34	19	7	8
13650	5	2	2	1
13660	6	3	2	1
13671	11	5	5	1
13672	9	6	1	2
13673	9	2	3	4
13678	12	6	3	3
13684	13	5	3	5
13688	12	4	3	5
13692	25	14	5	6
13693	27	8	10	9
13694	17	4	8	5
13695	28	9	7	12
13697	38	17	9	12
13701	34	20	9	5
13706	38	16	9	13
13709	47	22	11	14
13710	61	24	7	30
13720	219	109	60	50
13757	8	4	3	1
13840	5	3	1	1
13845	8	1	2	5
13847	14	6	4	4
13848	20	14	4	2
13864	5	1	3	1
13866	41	15	10	16
13867	9	5	1	3
13874	13	5	6	2
13883	10	7	1	2
13889	9	5	3	1
13895	12	9	2	1
13899	9	5	1	3
13900	8	4	3	1
13903	9	4	2	3
13904	9	4	3	2
13906	8	1	3	4
13911	9	2	6	1
13913	7	6	0	1
13917	9	6	0	3
13918	9	4	2	3
13923	7	5	1	1
13929	8	4	0	4
13930	5	1	1	3
13935	10	7	2	1
13939	2	1	0	1
13941	8	4	3	1
13944	11	5	3	3
13946	6	3	1	2
13949	7	4	2	1
13950	3	1	1	1
13954	7	3	1	3
13955	8	4	1	3
13958	8	3	1	4
13963	5	3	1	1
13965	7	2	2	3
13967	8	4	2	2
13969	8	3	4	1
13970	8	2	3	3
13979	5	2	2	1
13980	7	1	3	3
13982	7	5	0	2
13983	9	5	1	3
13985	8	5	1	2
13987	7	5	1	1
13991	8	6	0	2
14001	6	2	3	1
14004	7	2	4	1
14022	6	3	1	2
14025	6	2	1	3
14027	4	2	1	1
14043	6	5	0	1
14044	6	1	2	3
14045	5	2	1	2
14046	6	5	0	1
14049	6	4	1	1
14050	6	1	0	5
14051	6	5	0	1
14059	6	4	1	1
14062	6	3	2	1
14067	6	3	2	1
14073	6	2	3	1
14087	5	2	0	3
14089	4	1	0	3
14098	5	3	1	1
14103	3	1	1	1
14104	5	4	0	1
14114	6	3	2	1
14116	6	2	2	2
14130	3	2	0	1
14133	5	4	0	1
14138	5	1	1	3
14139	6	1	4	1
14141	5	2	0	3
14143	4	3	0	1
14148	5	3	1	1
14150	5	1	0	4
14159	5	4	0	1
14160	5	2	0	3
14166	17	9	5	3
14176	2	1	0	1
14184	4	3	0	1
14190	4	2	1	1
14191	3	1	0	2
14197	5	1	3	1
14220	6	5	0	1
14225	5	2	2	1
14230	4	3	0	1
14236	5	2	1	2
14239	6	1	3	2
14245	7	3	3	1
14250	2	1	0	1
14252	5	3	1	1
14261	4	2	1	1
14793	116	70	25	21
14802	92	47	22	23
14806	9	4	1	4
14807	85	36	19	30
14808	135	52	40	43
14817	107	67	20	20
14819	70	36	20	14
14822	69	34	17	18
14825	13	5	3	5
14835	22	12	5	5
14836	6	1	2	3
14838	6	4	1	1
14842	53	21	15	17
14843	6	1	2	3
14844	3	1	1	1
14846	47	22	9	16
14848	47	26	11	10
14852	39	19	8	12
14854	45	19	13	13
14856	41	19	9	13
14857	38	9	9	20
14858	35	23	6	6
14861	43	15	14	14
14862	33	16	12	5
14863	5	2	2	1
14866	40	20	10	10
14868	4	2	1	1
14870	17	2	8	7
14872	19	13	2	4
14873	34	24	5	5
14874	36	12	12	12
14875	22	9	5	8
14880	30	19	5	6
14882	25	7	10	8
14883	17	9	2	6
14889	28	10	8	10
14890	27	15	6	6
14891	30	14	6	10
14895	23	15	5	3
14898	27	12	5	10
14899	23	13	5	5
14901	26	19	5	2
14902	17	8	7	2
14904	24	9	7	8
14905	27	18	6	3
14907	25	15	3	7
14909	24	9	2	13
14911	24	10	3	11
14915	24	13	3	8
14916	16	13	0	3
14917	6	4	0	2
14919	19	13	1	5
14921	19	12	2	5
14922	24	12	5	7
14924	22	18	3	1
14925	13	9	2	2
14926	23	11	11	1
14929	25	11	8	6
14931	3	2	0	1
14932	18	13	1	4
14933	20	5	8	7
14934	16	6	2	8
14935	9	4	4	1
14937	19	9	3	7
14938	17	3	8	6
14939	18	12	1	5
14940	18	9	4	5
14941	8	5	2	1
14942	34	11	6	17
14944	17	13	1	3
14945	19	9	2	8
14948	17	2	6	9
14951	17	9	4	4
14953	12	7	2	3
14954	6	2	3	1
14955	13	7	3	3
14956	20	10	2	8
14957	16	6	5	5
14960	3	1	0	2
14961	8	3	4	1
14965	15	8	6	1
14967	16	7	4	5
14971	14	13	0	1
14974	15	12	1	2
14978	15	9	4	2
14981	13	7	3	3
14983	9	5	2	2
14984	10	5	1	4
14985	12	6	3	3
14989	15	8	3	4
14990	15	7	5	3
14991	12	7	2	3
14994	13	9	1	3
14998	12	5	6	1
15000	12	6	3	3
15001	11	6	3	2
15002	12	2	4	6
15003	11	3	6	2
15004	11	6	0	5
15005	8	4	3	1
15006	11	3	7	1
15008	12	8	2	2
15010	13	7	1	5
15011	12	8	2	2
15012	4	3	0	1
15016	11	6	2	3
15019	9	1	4	4
15020	4	3	0	1
15021	13	8	2	3
15022	13	2	3	8
15023	11	7	3	1
15028	10	6	2	2
15030	9	7	1	1
15038	2	1	0	1
15046	24	12	7	5
15048	6	1	1	4
15051	183	82	58	43
15052	135	58	43	34
15053	128	70	42	16
15054	95	52	16	27
15055	116	55	36	25
15056	116	59	30	27
15057	88	45	18	25
15058	76	40	16	20
15059	59	29	15	15
15060	62	33	10	19
15061	52	26	12	14
15062	23	16	5	2
15063	21	5	7	9
15064	28	17	8	3
15065	32	18	9	5
15066	16	8	2	6
15067	26	9	10	7
15068	24	10	9	5
15069	21	18	0	3
15070	18	8	5	5
15071	9	4	4	1
15080	4	1	1	2
15112	47	12	20	15
15113	3	2	0	1
15114	50	24	13	13
15149	46	19	15	12
15152	7	2	2	3
15156	50	32	7	11
15171	41	28	6	7
15186	75	31	26	18
15192	43	28	5	10
15193	47	20	10	17
15206	46	16	12	18
15217	12	7	3	2
15224	5	3	0	2
15234	47	29	9	9
15239	11	2	4	5
15243	11	4	4	3
15271	47	21	13	13
15272	14	5	4	5
15283	4	1	1	2
15291	39	20	8	11
15298	11	6	3	2
15300	50	28	9	13
15302	45	24	13	8
15311	5	2	2	1
15321	51	27	13	11
15323	4	3	0	1
15335	47	27	10	10
15337	59	25	20	14
15354	54	29	15	10
15357	53	19	19	15
15379	52	23	12	17
15384	50	26	13	11
15387	54	30	6	18
15392	55	34	8	13
15408	58	21	14	23
15420	57	26	16	15
15421	11	8	2	1
15426	56	34	11	11
15435	60	26	17	17
15440	55	24	19	12
15445	54	28	15	11
15450	58	29	16	13
15465	62	25	18	19
15485	58	27	18	13
15494	11	2	3	6
15504	11	5	3	3
15511	67	41	12	14
15512	13	10	1	2
15513	11	3	3	5
15514	11	6	3	2
15516	61	26	17	18
15519	63	26	13	24
15524	63	33	16	14
15525	11	7	2	2
15527	61	26	14	21
15532	6	5	0	1
15535	66	28	19	19
15536	6	4	0	2
15540	67	33	21	13
15541	10	3	3	4
15542	11	6	1	4
15544	14	6	4	4
15545	11	4	3	4
15553	11	5	1	5
15554	11	3	4	4
15555	11	9	0	2
15556	5	4	0	1
15570	76	42	16	18
15571	66	31	17	18
15575	64	33	15	16
15577	7	5	1	1
15579	11	5	3	3
15580	62	28	19	15
15582	74	41	14	19
15583	68	38	12	18
15590	69	33	27	9
15592	14	11	1	2
15597	71	23	28	20
15598	7	5	1	1
15599	5	3	1	1
15600	76	43	20	13
15606	65	41	14	10
15655	3	2	0	1
15706	74	41	16	17
15719	5	4	0	1
15721	12	1	3	8
15741	8	3	3	2
15749	76	33	12	31
15755	11	4	4	3
15757	76	38	15	23
15760	12	3	7	2
15781	26	15	6	5
15794	83	41	15	27
15802	87	47	20	20
15805	4	2	0	2
15806	88	39	22	27
15809	13	4	6	3
15824	6	3	1	2
15828	84	36	26	22
15832	86	40	24	22
15833	83	33	26	24
15841	13	11	1	1
15843	74	33	17	24
15844	86	53	20	13
15845	97	52	19	26
15847	7	5	0	2
15849	90	52	22	16
15853	87	37	23	27
15861	82	52	19	11
15862	13	12	0	1
15866	12	9	1	2
15867	79	47	19	13
15871	14	8	0	6
15873	90	26	28	36
15874	91	55	19	17
15876	5	2	1	2
15880	97	45	28	24
15881	96	55	20	21
15882	97	47	19	31
15887	96	44	27	25
15889	96	44	29	23
15890	99	41	34	24
15891	98	56	18	24
15892	12	5	6	1
15895	98	48	27	23
15898	95	52	22	21
15900	93	46	22	25
15905	95	38	31	26
15906	97	52	19	26
15911	101	58	18	25
15918	104	46	27	31
15919	12	7	3	2
15921	102	41	30	31
15922	5	1	1	3
15923	14	9	1	4
15928	108	42	33	33
15929	12	8	2	2
15931	107	62	29	16
15934	116	62	31	23
15935	108	51	24	33
15941	113	73	22	18
15942	111	64	22	25
15945	16	8	2	6
15947	125	61	34	30
15948	6	5	0	1
15949	138	73	33	32
15950	135	73	30	32
15952	136	80	23	33
15954	13	3	3	7
15958	142	81	32	29
15961	150	88	34	28
15962	151	90	31	30
15963	142	69	27	46
15965	158	89	27	42
15967	147	62	46	39
15970	171	83	49	39
15971	173	98	47	28
15972	14	6	3	5
15973	177	98	27	52
15974	180	105	39	36
15976	203	101	42	60
15977	219	107	50	62
15979	229	132	45	52
15980	226	104	68	54
15982	249	119	58	72
15984	255	125	65	65
15985	290	158	70	62
15986	294	164	62	68
15987	342	177	93	72
15988	341	186	71	84
15989	434	241	98	95
15990	704	409	134	161
15991	14	5	6	3
16003	14	11	2	1
16004	7	2	4	1
16007	14	9	3	2
16008	12	6	5	1
16012	6	3	2	1
16014	14	5	7	2
16016	2	1	0	1
16020	15	7	0	8
16022	4	1	2	1
16023	14	9	4	1
16027	14	8	5	1
16033	12	5	2	5
16036	14	5	5	4
16038	14	6	3	5
16041	14	8	3	3
16043	14	8	3	3
16055	14	8	5	1
16058	15	7	4	4
16063	15	8	4	3
16064	15	5	3	7
16066	15	7	3	5
16068	17	8	7	2
16071	3	2	0	1
16074	17	9	5	3
16075	15	7	6	2
16076	16	5	7	4
16079	18	8	2	8
16082	14	6	4	4
16086	12	4	5	3
16087	14	7	2	5
16094	15	7	5	3
16096	15	9	2	4
16102	7	5	0	2
16104	15	12	1	2
16108	11	4	6	1
16109	9	5	1	3
16111	6	2	0	4
16112	14	4	5	5
16114	15	8	2	5
16117	9	2	3	4
16118	16	7	5	4
16124	20	11	5	4
16125	16	4	5	7
16126	14	6	4	4
16131	16	13	2	1
16134	16	10	2	4
16135	16	10	4	2
16136	18	5	7	6
16137	4	2	0	2
16138	16	11	2	3
16139	16	4	9	3
16142	16	7	4	5
16143	16	3	1	12
16144	15	8	4	3
16147	12	5	4	3
16148	17	7	5	5
16157	4	3	0	1
16159	6	4	0	2
16160	6	3	1	2
16162	17	9	2	6
16174	23	8	7	8
16178	16	9	3	4
16182	22	6	8	8
16190	6	2	1	3
16192	5	3	1	1
16196	16	7	4	5
16197	4	3	0	1
16198	18	7	2	9
16199	14	8	2	4
16200	15	8	3	4
16201	18	13	4	1
16208	23	8	6	9
16209	18	7	2	9
16211	18	7	6	5
16216	20	11	5	4
16220	18	9	4	5
16223	15	10	3	2
16230	13	3	6	4
16232	5	2	1	2
16233	10	4	2	4
16243	19	10	3	6
16246	19	11	6	2
16254	21	11	3	7
16256	19	6	7	6
16262	19	7	6	6
16270	18	8	4	6
16274	19	6	6	7
16276	19	12	3	4
16280	19	9	6	4
16285	18	7	6	5
16287	7	4	0	3
16295	20	10	5	5
16296	27	14	3	10
16298	20	12	5	3
16300	7	2	3	2
16304	3	2	0	1
16305	20	11	5	4
16313	19	4	8	7
16316	20	9	2	9
16326	19	9	3	7
16336	4	1	2	1
16340	20	13	4	3
16342	20	9	4	7
16344	19	11	4	4
16347	20	9	4	7
16352	18	4	5	9
16353	18	11	3	4
16365	20	10	8	2
16367	21	10	5	6
16369	21	11	5	5
16372	21	8	6	7
16379	21	14	0	7
16381	17	10	5	2
16383	5	3	1	1
16384	12	6	3	3
16385	26	14	2	10
16386	23	12	5	6
16388	21	18	2	1
16389	21	12	8	1
16393	5	1	0	4
16395	13	7	5	1
16398	19	9	4	6
16399	19	6	5	8
16402	5	4	0	1
16403	5	4	0	1
16414	4	2	1	1
16415	16	5	3	8
16418	22	11	4	7
16419	7	4	1	2
16424	19	3	9	7
16425	5	2	2	1
16426	5	3	1	1
16428	14	10	0	4
16430	23	9	5	9
16435	21	15	2	4
16440	27	10	10	7
16444	22	13	4	5
16445	23	9	6	8
16452	24	11	3	10
16455	6	4	1	1
16460	22	14	3	5
16462	5	2	2	1
16466	5	3	0	2
16468	5	3	1	1
16470	24	16	3	5
16474	6	1	3	2
16476	24	10	5	9
16478	7	4	2	1
16480	27	14	6	7
16481	8	6	1	1
16482	27	18	5	4
16483	5	1	0	4
16485	6	4	1	1
16489	5	1	3	1
16490	6	1	3	2
16491	6	2	3	1
16500	5	1	0	4
16501	5	1	3	1
16503	28	14	6	8
16506	5	3	0	2
16507	28	13	5	10
16508	10	8	1	1
16513	5	2	1	2
16514	5	4	0	1
16521	27	10	11	6
16524	23	13	4	6
16526	5	1	1	3
16529	5	4	0	1
16530	5	2	1	2
16532	5	4	0	1
16535	5	2	2	1
16536	27	20	4	3
16537	24	9	8	7
16541	30	10	11	9
16542	5	3	1	1
16546	5	3	1	1
16549	4	1	2	1
16550	7	1	4	2
16553	26	18	2	6
16555	27	15	4	8
16557	33	13	12	8
16560	27	13	6	8
16563	28	11	10	7
16570	31	20	4	7
16576	27	12	7	8
16577	5	2	2	1
16579	29	13	7	9
16580	24	13	6	5
16581	22	14	5	3
16582	7	4	2	1
16583	30	20	5	5
16584	15	5	4	6
16586	5	2	2	1
16593	8	3	3	2
16595	5	2	1	2
16596	5	4	0	1
16600	25	7	11	7
16602	28	13	7	8
16608	5	4	0	1
16609	20	10	4	6
16611	5	3	1	1
16615	29	12	12	5
16616	29	19	4	6
16618	28	15	5	8
16619	5	3	1	1
16621	32	15	6	11
16622	30	18	2	10
16626	30	15	8	7
16632	26	14	9	3
16640	6	1	3	2
16641	4	2	1	1
16642	3	1	0	2
16644	27	7	9	11
16648	31	14	10	7
16650	5	1	3	1
16659	3	2	0	1
16664	4	3	0	1
16667	4	2	0	2
16670	5	2	2	1
16671	5	1	2	2
16672	30	13	8	9
16676	28	9	9	10
16677	5	4	0	1
16681	30	9	15	6
16682	2	1	0	1
16686	28	17	1	10
16688	29	12	4	13
16695	32	15	8	9
16696	30	17	6	7
16697	5	3	1	1
16703	32	18	4	10
16707	29	12	11	6
16709	20	13	3	4
16712	33	10	9	14
16715	32	18	6	8
16718	32	20	8	4
16720	28	12	6	10
16721	32	14	7	11
16724	31	11	5	15
16731	6	3	0	3
16732	37	17	6	14
16734	6	4	1	1
16735	26	15	7	4
16736	33	14	11	8
16740	6	3	1	2
16742	31	16	8	7
16744	8	4	3	1
16745	35	15	11	9
16749	8	5	1	2
16752	8	1	6	1
16755	5	1	1	3
16758	10	2	4	4
16759	35	18	9	8
16760	24	8	9	7
16764	6	2	3	1
16766	6	1	1	4
16767	38	21	6	11
16770	35	13	7	15
16778	38	14	12	12
16784	34	15	9	10
16790	6	1	4	1
16792	39	16	9	14
16793	36	15	7	14
16794	37	14	13	10
16795	40	20	12	8
16796	33	17	7	9
16799	38	25	5	8
16802	43	18	10	15
16803	8	2	3	3
16808	6	3	2	1
16809	10	3	3	4
16811	13	8	2	3
16813	6	2	2	2
16820	37	17	9	11
16821	29	21	3	5
16822	35	21	5	9
16823	41	19	10	12
16825	6	2	1	3
16827	37	20	13	4
16832	44	28	7	9
16833	6	5	0	1
16834	4	1	2	1
16839	42	22	10	10
16841	3	2	0	1
16844	5	3	1	1
16846	33	17	11	5
16848	6	2	2	2
16849	6	4	0	2
16851	41	20	4	17
16852	6	2	1	3
16854	38	20	13	5
16855	6	2	2	2
16857	41	14	9	18
16858	5	1	0	4
16859	6	3	2	1
16861	44	24	9	11
16867	6	1	2	3
16868	5	3	0	2
16869	6	4	1	1
16870	2	1	0	1
16872	6	2	2	2
16874	39	22	8	9
16879	6	4	0	2
16880	39	22	8	9
16881	6	3	2	1
16883	5	2	1	2
16884	43	15	11	17
16885	5	4	0	1
16888	29	11	10	8
16889	6	2	0	4
16890	6	2	2	2
16894	6	5	0	1
16898	6	4	1	1
16900	6	2	3	1
16902	4	2	1	1
16903	6	1	3	2
16905	2	1	0	1
16909	6	3	2	1
16910	6	3	2	1
16911	50	14	16	20
16913	8	3	1	4
16914	7	4	1	2
16917	11	2	4	5
16918	7	5	0	2
16919	7	6	0	1
16930	7	5	1	1
16931	7	3	1	3
16935	7	4	2	1
16938	10	5	4	1
16939	7	1	1	5
16945	45	29	10	6
16950	7	2	3	2
16952	7	4	2	1
16953	10	6	2	2
16955	7	1	3	3
16962	11	6	2	3
16970	7	1	3	3
16975	5	2	1	2
16977	7	5	0	2
16990	7	4	0	3
17007	7	1	4	2
17011	7	4	1	2
17014	7	3	1	3
17018	7	3	0	4
17022	6	3	1	2
17038	7	3	3	1
17049	7	4	2	1
17050	7	1	3	3
17051	9	4	3	2
17052	6	5	0	1
17055	6	1	3	2
17057	6	1	2	3
17059	7	6	0	1
17060	4	2	0	2
17064	8	2	2	4
17065	8	1	3	4
17067	8	4	3	1
17069	7	5	0	2
17071	8	5	1	2
17072	8	5	2	1
17073	8	4	3	1
17074	9	2	2	5
17076	8	3	3	2
17078	8	2	1	5
17079	8	2	3	3
17080	12	8	2	2
17081	10	7	1	2
17082	14	9	4	1
17083	10	4	4	2
17085	8	2	3	3
17086	7	3	3	1
17087	7	3	3	1
17088	8	7	0	1
17089	7	4	2	1
17090	6	2	3	1
17092	8	1	2	5
17094	8	3	3	2
17100	3	1	1	1
17101	7	1	4	2
17102	4	2	1	1
17103	8	2	1	5
17108	8	2	5	1
17109	8	4	0	4
17112	8	3	4	1
17113	8	3	3	2
17118	8	4	1	3
17119	6	1	4	1
17121	8	3	2	3
17123	8	2	3	3
17127	12	8	2	2
17128	9	4	1	4
17130	12	6	4	2
17131	9	1	2	6
17132	9	4	1	4
17135	8	4	2	2
17137	10	7	2	1
17138	9	2	2	5
17139	9	5	1	3
17142	9	4	2	3
17143	9	7	1	1
17145	12	7	3	2
17146	9	4	2	3
17147	9	3	1	5
17148	9	8	0	1
17149	8	3	1	4
17151	11	5	1	5
17153	9	8	0	1
17154	10	5	4	1
17155	12	3	5	4
17158	8	1	4	3
17159	8	2	2	4
17162	9	1	4	4
17164	9	4	3	2
17165	9	7	0	2
17167	10	2	4	4
17170	11	5	4	2
17171	10	4	2	4
17173	11	4	4	3
17174	10	3	3	4
17175	11	5	2	4
17176	10	7	2	1
17177	10	5	4	1
17178	12	8	0	4
17181	10	4	3	3
17182	8	4	3	1
17184	12	6	5	1
17186	10	5	4	1
17187	10	4	1	5
17188	8	2	2	4
17191	10	3	3	4
17193	10	5	4	1
17194	10	7	1	2
17197	10	4	2	4
17199	12	9	2	1
17202	10	4	1	5
17203	9	3	3	3
17204	9	6	0	3
17205	8	7	0	1
17206	9	3	1	5
17207	7	2	3	2
17211	15	8	4	3
17212	9	7	0	2
17213	11	8	1	2
17214	8	6	0	2
17217	10	7	2	1
17218	9	5	2	2
17220	9	3	1	5
17221	10	7	1	2
17224	10	5	4	1
17227	10	3	5	2
17228	10	7	2	1
17229	10	4	3	3
17231	8	4	2	2
17234	9	5	3	1
17236	8	5	1	2
17237	11	7	3	1
17238	7	1	4	2
17239	11	4	3	4
17244	8	1	6	1
17246	5	3	1	1
17247	7	4	2	1
17248	6	3	1	2
17253	7	4	0	3
17259	6	4	0	2
17308	6	2	1	3
17314	7	3	3	1
17324	6	3	0	3
17332	4	2	1	1
17342	6	2	2	2
17419	6	3	1	2
17426	6	3	1	2
17462	6	3	2	1
17478	7	5	1	1
17569	4	1	2	1
17618	5	4	0	1
17626	8	4	2	2
17717	7	6	0	1
17778	20	10	2	8
17825	6	1	2	3
18008	12	6	3	3
18012	10	3	5	2
18018	8	2	0	6
18020	4	3	0	1
18021	38	22	10	6
18024	35	17	6	12
18025	35	14	14	7
18031	10	7	2	1
18032	7	4	1	2
18033	14	9	3	2
18034	8	4	1	3
18035	8	5	1	2
18037	7	4	2	1
18038	14	10	3	1
18039	43	21	14	8
18042	6	3	2	1
18049	34	20	6	8
18053	36	18	7	11
18054	35	23	4	8
18055	3	1	0	2
18057	16	5	7	4
18059	6	5	0	1
18060	16	4	5	7
18061	40	26	9	5
18065	34	13	12	9
18067	4	1	2	1
18068	9	6	1	2
18070	35	20	6	9
18071	33	19	8	6
18074	35	12	13	10
18075	41	28	7	6
18079	33	17	7	9
18084	31	18	9	4
18085	33	15	8	10
18091	47	23	11	13
18092	13	4	4	5
18096	44	27	9	8
18097	9	7	1	1
18098	10	2	3	5
18099	7	2	3	2
18100	42	23	7	12
18106	6	3	1	2
18108	52	27	14	11
18114	10	5	2	3
18116	40	25	12	3
18117	44	19	13	12
18124	43	12	10	21
18126	8	4	3	1
18129	35	16	6	13
18130	6	2	2	2
18134	25	11	7	7
18137	14	6	3	5
18138	52	26	14	12
18139	7	3	3	1
18142	12	9	0	3
18155	55	31	13	11
18156	11	2	5	4
18157	7	4	2	1
18159	6	3	1	2
18160	45	15	14	16
18161	49	24	12	13
18164	48	16	12	20
18166	11	6	0	5
18169	46	21	15	10
18172	9	7	0	2
18175	54	25	5	24
18180	7	6	0	1
18183	7	4	1	2
18186	17	10	2	5
18188	15	5	3	7
18191	11	8	1	2
18192	46	30	11	5
18205	5	2	1	2
18206	13	8	2	3
18207	10	4	4	2
18211	30	12	8	10
18220	27	17	3	7
18221	7	4	2	1
18222	29	13	11	5
18223	6	3	1	2
18228	10	6	3	1
18230	29	17	3	9
18232	53	30	10	13
18235	33	21	6	6
18242	54	28	16	10
18243	37	19	10	8
18244	36	19	10	7
18246	49	17	13	19
18248	59	25	18	16
18253	12	6	3	3
18255	53	32	11	10
18259	6	5	0	1
18260	11	5	4	2
18262	51	26	15	10
18266	49	33	7	9
18267	8	4	1	3
18268	7	3	2	2
18270	29	11	10	8
18272	61	32	16	13
18278	55	31	15	9
18280	57	32	14	11
18284	63	34	10	19
18285	13	6	1	6
18292	29	18	4	7
18296	13	8	0	5
18297	57	23	24	10
18298	13	7	2	4
18304	6	1	1	4
18305	10	3	2	5
18310	6	3	2	1
18313	11	4	4	3
18315	11	7	2	2
18318	29	12	6	11
18319	28	17	4	7
18322	28	11	9	8
18324	11	6	3	2
18328	10	3	3	4
18329	10	5	3	2
18335	31	21	5	5
18340	59	22	14	23
18341	10	4	0	6
18342	31	13	10	8
18343	31	13	12	6
18346	30	18	4	8
18351	59	30	11	18
18353	28	10	6	12
18357	31	16	6	9
18358	28	20	2	6
18359	35	9	14	12
18360	60	31	15	14
18365	11	5	2	4
18367	5	1	2	2
18369	11	5	3	3
18370	59	35	9	15
18374	5	4	0	1
18375	11	5	4	2
18376	11	4	3	4
18383	15	7	5	3
18384	10	2	1	7
18390	11	7	3	1
18395	5	1	0	4
18399	60	31	16	13
18402	5	4	0	1
18403	65	39	12	14
18404	5	2	1	2
18405	3	1	1	1
18406	16	6	6	4
18411	62	25	13	24
18415	61	37	13	11
18416	5	1	3	1
18417	61	20	15	26
18418	14	11	2	1
18420	15	7	3	5
18426	27	12	9	6
18435	5	1	2	2
18437	5	3	0	2
18440	65	33	13	19
18443	12	3	8	1
18446	13	6	4	3
18450	12	5	3	4
