Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
4283	1	0	1	0	0
4284	1	0	1	0	0
4291	4	1	3	0	0
4299	1	0	1	0	0
4300	16	0	12	1	3
4302	1	0	1	0	0
4307	5	0	3	1	1
4308	3	0	1	0	2
4310	9	1	7	0	1
4313	3	0	3	0	0
4318	5	0	5	0	0
4319	3	0	2	0	1
4320	8	0	8	0	0
4324	2	0	0	1	1
4326	1	0	1	0	0
4327	1	0	1	0	0
4329	12	1	9	2	0
4335	4	0	3	1	0
4344	7	0	5	1	1
4345	8	1	3	1	3
4346	5	0	3	0	2
4348	1	0	1	0	0
4351	2	0	2	0	0
4362	17	6	5	3	3
4368	1	0	0	1	0
4369	1	0	0	1	0
4373	1	0	1	0	0
4374	1	0	0	1	0
4377	4	0	3	1	0
4378	5	2	3	0	0
4381	7	1	5	0	1
4383	8	0	7	0	1
4397	6	0	4	2	0
4398	8	0	5	1	2
4402	3	0	1	0	2
4403	1	0	1	0	0
4404	3	0	1	2	0
4412	6	3	0	2	1
4414	12	0	9	0	3
4416	5	0	3	1	1
4418	19	5	8	3	3
4419	3	0	1	1	1
4422	15	2	11	1	1
4423	19	0	14	3	2
4427	12	0	8	3	1
4428	10	0	6	0	4
4431	5	1	3	1	0
4433	4	0	3	0	1
4434	3	1	2	0	0
4435	1	0	1	0	0
4438	7	1	2	2	2
4439	8	0	6	0	2
4441	1	0	1	0	0
4443	1	0	1	0	0
4450	106	5	74	14	13
4451	30	2	24	3	1
4456	20	0	14	1	5
4458	5	0	1	2	2
4459	5	1	3	1	0
4460	8	0	0	6	2
4461	9	5	1	1	2
4462	15	0	5	2	8
4463	11	1	2	2	6
4464	5	0	0	4	1
4466	13	2	4	4	3
4469	11	3	2	3	3
4470	20	7	7	5	1
4472	26	3	4	10	9
4473	18	9	5	4	0
4474	27	3	10	7	7
4475	35	23	9	2	1
4477	83	9	27	17	30
4478	76	1	15	41	19
4479	101	18	32	27	24
4480	20	0	14	2	4
4484	6	0	6	0	0
4485	8	0	5	1	2
4486	7	1	6	0	0
4487	4	0	3	1	0
4489	2	0	0	1	1
4490	1	0	1	0	0
4491	7	0	5	0	2
4492	9	1	8	0	0
4493	7	0	5	0	2
4494	5	0	3	2	0
4495	6	0	4	1	1
4496	9	0	8	0	1
4497	13	3	3	3	4
4499	10	5	2	3	0
4500	20	1	15	3	1
4502	17	1	11	0	5
4503	17	1	14	0	2
4504	4	1	3	0	0
4506	19	0	11	3	5
4507	5	0	3	0	2
4508	29	0	20	5	4
4509	28	2	20	2	4
4510	26	1	16	5	4
4514	4	0	1	2	1
4515	10	2	5	1	2
4516	7	1	6	0	0
4524	3	0	0	1	2
4530	15	0	9	2	4
4532	19	0	14	1	4
4535	24	2	18	4	0
4539	1	0	0	0	1
4541	1	0	1	0	0
4545	3	0	3	0	0
4548	1	0	1	0	0
4549	2	0	2	0	0
4555	1	0	1	0	0
4556	1	0	1	0	0
4559	4	0	4	0	0
4560	3	0	2	1	0
4564	6	0	3	3	0
4565	4	0	1	3	0
4567	1	0	1	0	0
4574	4	0	3	1	0
4576	1	0	1	0	0
4578	2	0	2	0	0
4579	4	0	1	1	2
4605	2	0	2	0	0
4609	1	0	1	0	0
6027	2	1	0	0	1
6090	5	0	1	2	2
6159	2	0	1	0	1
6197	3	0	2	0	1
6198	3	0	3	0	0
6203	4	0	4	0	0
6210	2	0	2	0	0
6211	1	0	0	0	1
6221	5	2	0	3	0
6222	5	1	1	2	1
6228	2	0	0	1	1
6232	6	3	1	2	0
6243	4	0	3	0	1
6268	4	0	3	1	0
6272	7	0	4	1	2
6291	3	0	2	0	1
6293	2	0	1	1	0
6294	2	0	2	0	0
6299	2	1	1	0	0
6312	5	1	2	1	1
6313	5	1	1	2	1
6314	6	1	1	2	2
6315	5	0	2	1	2
6316	5	0	2	2	1
6317	5	0	1	2	2
6318	5	1	1	1	2
6319	5	2	0	2	1
6320	5	0	2	2	1
6321	5	0	1	3	1
6323	5	3	0	2	0
6324	5	3	1	1	0
6325	7	2	1	2	2
6326	5	0	3	1	1
6331	5	0	2	0	3
6341	1	0	0	0	1
6350	1	0	1	0	0
6354	6	1	2	1	2
6359	3	0	3	0	0
6361	1	0	0	0	1
6362	1	0	1	0	0
6367	6	0	2	3	1
6368	6	1	3	2	0
6369	6	0	3	0	3
6370	6	0	1	4	1
6371	7	1	4	1	1
6372	6	0	1	4	1
6373	6	2	3	1	0
6374	6	0	5	0	1
6375	6	2	1	0	3
6376	1	0	0	0	1
6377	6	0	2	3	1
6379	6	3	1	1	1
6380	7	0	1	2	4
6383	5	0	3	1	1
6384	8	2	4	0	2
6386	5	0	5	0	0
6401	5	0	3	1	1
6406	6	0	4	2	0
6407	2	0	1	0	1
6408	7	1	2	1	3
6409	6	0	2	3	1
6410	7	0	2	3	2
6411	8	2	6	0	0
6415	4	0	3	1	0
6417	8	0	1	3	4
6419	1	0	0	1	0
6420	1	0	0	0	1
6424	8	1	5	2	0
6425	4	2	2	0	0
6426	9	0	5	3	1
6428	7	2	3	0	2
6429	8	3	1	3	1
6430	2	0	1	1	0
6433	8	1	1	4	2
6435	8	0	2	6	0
6436	7	0	3	1	3
6438	7	1	5	0	1
6443	10	0	7	2	1
6444	1	0	1	0	0
6446	1	0	1	0	0
6449	5	0	3	1	1
6450	4	0	3	1	0
6451	3	0	2	1	0
6453	12	1	8	1	2
6454	2	0	0	2	0
6456	9	4	2	1	2
6457	1	0	0	1	0
6459	10	1	5	3	1
6460	10	2	0	6	2
6462	9	0	1	5	3
6463	9	2	4	2	1
6464	11	1	5	3	2
6471	6	0	4	2	0
6472	4	0	4	0	0
6473	10	0	7	1	2
6475	12	2	2	2	6
6478	10	2	5	2	1
6479	11	1	3	3	4
6481	1	0	1	0	0
6485	1	0	1	0	0
6487	2	0	2	0	0
6490	3	0	2	0	1
6491	12	1	6	0	5
6493	11	3	3	2	3
6494	12	1	6	3	2
6499	3	0	3	0	0
6507	5	0	4	0	1
6508	14	2	5	3	4
6509	15	2	7	5	1
6512	1	0	1	0	0
6513	14	4	2	2	6
6514	5	1	2	0	2
6515	20	5	8	4	3
6519	3	1	2	0	0
6520	1	0	0	1	0
6526	7	0	6	0	1
6531	19	2	3	8	6
6532	14	0	12	1	1
6541	20	3	9	5	3
6543	1	0	0	1	0
6546	5	0	3	1	1
6548	20	2	6	6	6
6549	15	8	2	1	4
6554	7	0	5	2	0
6556	20	3	7	5	5
6558	24	2	10	8	4
6563	1	0	1	0	0
6566	24	3	8	6	7
6568	35	2	16	10	7
6570	36	3	12	5	16
6571	40	4	14	13	9
6572	31	3	9	11	8
6574	37	17	7	10	3
6576	45	3	10	13	19
6577	45	6	18	9	12
6579	56	26	15	7	8
6581	65	10	10	24	21
6582	73	6	31	26	10
6584	2	0	1	1	0
6621	2	0	1	1	0
6631	4	0	2	1	1
6632	1	0	1	0	0
6634	3	0	3	0	0
6635	1	0	0	1	0
6636	1	0	0	1	0
6638	6	0	3	1	2
6640	6	0	4	1	1
6642	1	0	1	0	0
6647	2	0	2	0	0
6655	4	4	0	0	0
6656	7	0	3	0	4
6657	11	2	6	2	1
6658	11	3	4	3	1
6659	9	3	2	1	3
6660	12	4	3	3	2
6661	11	1	6	2	2
6662	18	7	4	3	4
6663	17	3	6	1	7
6664	18	0	12	5	1
6665	24	3	9	8	4
6666	25	5	10	9	1
6667	27	2	11	10	4
6668	28	1	13	9	5
6669	34	5	9	11	9
6670	38	6	12	11	9
6671	40	7	19	8	6
6672	48	7	15	13	13
6673	50	7	12	13	18
6674	64	9	23	16	16
6675	71	5	31	14	21
6676	80	15	16	20	29
6677	97	10	44	22	21
6678	98	8	37	22	31
6679	107	12	41	28	26
6680	129	23	55	19	32
6681	160	24	47	51	38
6682	181	17	62	63	39
6683	185	36	49	57	43
6684	203	42	66	54	41
6685	192	27	77	43	45
6686	198	33	76	34	55
6687	265	29	88	70	78
6721	2	0	2	0	0
6728	1	0	0	0	1
6730	1	0	1	0	0
6735	1	0	1	0	0
6740	4	1	3	0	0
6741	18	1	3	6	8
6742	125	15	51	28	31
6743	5	0	3	1	1
6744	15	1	6	7	1
6745	16	1	7	4	4
6746	4	1	3	0	0
6747	22	2	10	6	4
6748	22	3	9	5	5
6750	13	2	7	3	1
6751	31	2	10	7	12
6752	30	2	25	0	3
6753	37	4	18	7	8
6754	46	7	16	14	9
6755	62	20	19	10	13
6756	70	13	33	11	13
6757	137	19	47	35	36
6758	283	30	113	72	68
6761	2	0	2	0	0
6763	3	0	3	0	0
6764	5	0	3	2	0
6767	1	0	1	0	0
6768	8	0	6	1	1
6771	3	0	1	1	1
6773	3	0	0	0	3
6774	3	0	2	0	1
6776	5	0	5	0	0
6780	3	0	1	1	1
6781	1	0	0	1	0
6785	1	0	1	0	0
6804	116	3	74	13	26
6833	37	7	12	11	7
6845	4	0	2	0	2
6854	2	0	2	0	0
6855	1	0	1	0	0
6857	4	0	3	1	0
6861	4	2	1	1	0
6864	1	0	0	0	1
6870	1	0	0	0	1
6871	7	0	5	0	2
6873	2	0	1	0	1
6884	1	0	1	0	0
6885	3	0	3	0	0
6886	2	0	1	0	1
6889	5	0	4	0	1
6903	46	1	32	6	7
6904	41	2	25	9	5
6905	26	0	20	2	4
6906	1	0	1	0	0
6910	7	1	1	3	2
6912	2	0	1	1	0
6913	5	0	5	0	0
6915	2	0	2	0	0
6916	1	0	1	0	0
6917	1	0	1	0	0
6919	8	0	6	1	1
6921	7	0	6	0	1
6922	4	0	2	1	1
6933	9	0	7	0	2
6947	4	1	0	1	2
6954	132	4	83	21	24
6955	1	0	0	1	0
6956	1	0	1	0	0
6957	78	12	29	22	15
6960	1	0	0	1	0
6961	64	13	18	13	20
6962	29	7	13	6	3
6967	22	3	7	9	3
6970	2	0	1	0	1
6971	6	0	2	3	1
6972	6	0	2	0	4
6974	5	0	3	2	0
6976	15	1	4	4	6
6977	5	1	1	2	1
6978	16	0	11	1	4
6981	12	4	3	3	2
6985	3	0	1	1	1
6986	3	0	2	1	0
6989	2	0	2	0	0
6997	11	2	1	7	1
6998	1	0	1	0	0
7000	6	0	6	0	0
7004	2	0	0	0	2
7007	1	0	0	1	0
7008	2	0	1	0	1
7010	5	1	4	0	0
7013	1	0	1	0	0
7014	5	0	2	1	2
7015	1	0	0	0	1
7016	4	0	2	1	1
7017	2	0	1	0	1
7023	3	0	1	1	1
7032	28	0	19	1	8
7034	2	0	1	0	1
7035	5	0	5	0	0
7036	1	0	1	0	0
7038	3	0	3	0	0
7039	1	0	1	0	0
7041	7	1	4	2	0
7042	1	0	1	0	0
7043	1	0	1	0	0
7044	1	0	0	0	1
7047	3	0	1	1	1
7048	2	0	2	0	0
7049	2	0	1	0	1
7050	1	0	0	1	0
7051	1	0	1	0	0
7052	3	0	1	0	2
7053	2	0	2	0	0
7054	1	0	1	0	0
7055	3	1	1	0	1
7062	4	0	4	0	0
7068	1	0	1	0	0
7070	3	0	1	1	1
7077	2	0	2	0	0
7088	2	0	1	1	0
7089	6	0	2	3	1
7122	2	0	1	0	1
7124	2	0	2	0	0
7129	372	48	146	101	77
7130	31	7	12	6	6
7131	2	0	1	0	1
7134	50	8	15	11	16
7137	1	0	1	0	0
7138	16	1	5	9	1
7139	4	0	3	0	1
7142	5	1	3	1	0
7143	11	3	4	1	3
7147	6	1	3	1	1
7149	7	2	0	3	2
7151	4	0	4	0	0
7152	5	0	5	0	0
7154	49	2	40	1	6
7155	32	0	24	3	5
7162	5	0	4	0	1
7165	1	0	1	0	0
7166	5	0	4	0	1
7167	1	0	0	0	1
7168	4	0	3	0	1
7171	5	0	4	0	1
7191	16	1	10	2	3
7192	15	2	7	3	3
7193	7	0	4	1	2
7194	4	0	4	0	0
7195	430	63	165	99	103
7196	4	0	1	1	2
7197	16	0	6	6	4
7198	13	2	3	5	3
7199	15	0	7	4	4
7201	14	1	2	3	8
7202	13	0	5	5	3
7203	1	0	1	0	0
7204	12	1	4	4	3
7205	10	2	4	3	1
7206	9	2	1	4	2
7207	11	3	1	5	2
7209	9	1	1	5	2
7210	10	1	5	3	1
7211	5	2	0	3	0
7212	1	0	0	1	0
7213	4	0	1	2	1
7214	13	1	8	2	2
7215	4	0	4	0	0
7216	6	0	5	0	1
7217	7	3	2	0	2
7218	4	0	2	0	2
7219	5	0	5	0	0
7220	2	1	1	0	0
7223	87	15	30	29	13
7224	32	3	12	9	8
7225	33	6	14	11	2
7227	29	3	6	8	12
7228	12	1	5	4	2
7230	331	62	116	68	85
7231	233	42	95	44	52
7232	160	12	75	35	38
7233	78	10	38	16	14
7234	23	8	4	6	5
7235	18	1	6	4	7
7236	20	3	6	8	3
7237	16	3	5	3	5
7238	13	3	3	5	2
7239	14	2	6	4	2
7240	13	1	4	4	4
7241	12	0	5	3	4
7242	8	1	4	0	3
7243	6	1	1	2	2
7244	5	0	3	2	0
7245	4	0	2	1	1
7246	4	0	2	2	0
7250	6	0	4	1	1
7251	1252	417	386	277	172
7253	1	0	0	0	1
7254	2	0	2	0	0
7255	104	16	28	28	32
7256	1	0	1	0	0
7261	53	5	16	13	19
7265	2	0	2	0	0
7268	39	9	8	9	13
7269	1	0	0	0	1
7282	35	5	9	7	14
7288	28	5	9	7	7
7296	1	0	0	0	1
7297	2	0	2	0	0
7299	12	0	10	1	1
7320	12	0	7	2	3
7325	18	4	9	5	0
7326	15	1	12	0	2
7332	18	3	6	4	5
7338	3	0	1	0	2
7339	1	1	0	0	0
7340	16	1	10	4	1
7346	17	2	4	5	6
7349	1	1	0	0	0
7358	1	0	1	0	0
7361	16	4	5	5	2
7363	4	1	1	1	1
7364	14	2	7	2	3
7375	13	1	3	4	5
7379	1	0	1	0	0
7386	11	3	3	5	0
7399	3	2	1	0	0
7401	12	3	3	3	3
7405	11	1	3	1	6
7410	10	1	6	2	1
7414	2	0	1	0	1
7415	9	0	7	0	2
7416	5	0	3	0	2
7417	4	1	2	1	0
7418	2	0	1	1	0
7419	1	0	1	0	0
7420	1	0	1	0	0
7421	4	0	3	0	1
7424	1	0	1	0	0
7431	1	0	0	0	1
7432	12	0	10	0	2
7435	10	1	4	2	3
7436	4	0	3	0	1
7437	8	2	5	1	0
7438	1	0	1	0	0
7442	1	0	1	0	0
7450	9	1	4	4	0
7451	10	1	2	5	2
7452	9	1	2	3	3
7453	8	1	4	1	2
7455	9	2	2	3	2
7457	3	0	2	0	1
7458	4	0	4	0	0
7459	8	2	6	0	0
7462	3	0	1	1	1
7463	1	0	0	0	1
7464	3	0	2	1	0
7467	3	0	1	1	1
7468	5	0	3	2	0
7470	1	0	1	0	0
7479	7	0	3	4	0
7480	7	4	1	2	0
7482	7	0	4	2	1
7485	7	2	2	3	0
7490	3	0	3	0	0
7491	1	0	0	0	1
7495	1	0	1	0	0
7498	1	0	1	0	0
7499	4	0	3	1	0
7500	1	0	1	0	0
7504	6	0	6	0	0
7507	6	0	6	0	0
7508	1	0	1	0	0
7509	1	0	0	0	1
7522	5	0	3	0	2
7537	6	1	1	3	1
7540	8	2	2	2	2
7541	7	0	0	4	3
7544	6	2	3	1	0
7545	1	0	1	0	0
7547	8	1	4	1	2
7550	1	0	1	0	0
7551	3	0	3	0	0
7552	3	0	3	0	0
7555	3	0	2	0	1
7558	3	0	2	1	0
7559	1	0	1	0	0
7560	1	0	0	0	1
7563	1	0	1	0	0
7565	1	0	1	0	0
7569	1	0	1	0	0
7571	2	0	2	0	0
7573	1	0	0	1	0
7575	7	0	1	3	3
7576	6	1	1	4	0
7577	5	0	4	0	1
7579	1	0	0	1	0
7580	1	0	1	0	0
7586	4	1	1	1	1
7595	5	3	2	0	0
7599	3	1	1	1	0
7603	4	2	0	1	1
7604	5	0	2	1	2
7612	6	0	3	3	0
7613	5	0	4	1	0
7615	5	0	0	3	2
7619	5	0	2	2	1
7621	5	1	2	0	2
7622	5	0	1	2	2
7623	5	1	1	2	1
7624	2	0	1	0	1
7625	4	0	2	1	1
7629	5	0	3	1	1
7631	3	0	1	2	0
7632	2	1	1	0	0
7633	1	0	1	0	0
7638	3	0	2	1	0
7645	2	0	1	1	0
7648	1	0	1	0	0
7649	1	0	1	0	0
7656	4	0	3	0	1
7657	2	0	2	0	0
7665	1	0	1	0	0
7683	1	0	1	0	0
7691	5	2	2	0	1
7699	5	1	0	3	1
7700	5	0	4	1	0
7704	2	0	2	0	0
7712	5	0	4	0	1
7718	5	1	4	0	0
7727	2	1	0	1	0
7729	5	0	2	2	1
7732	5	0	2	2	1
7740	5	1	2	0	2
7741	1	0	1	0	0
7745	5	1	3	0	1
7750	5	0	2	2	1
7756	5	0	2	2	1
7761	2	1	1	0	0
7773	1	0	1	0	0
7831	1	0	1	0	0
7841	6	0	3	0	3
7861	2	0	1	1	0
7874	1	0	1	0	0
7911	6	0	2	4	0
7942	3	1	0	2	0
7977	5	1	2	2	0
8121	2	0	2	0	0
9745	1	0	1	0	0
9746	11	4	2	1	4
9769	14	0	4	5	5
9770	12	0	4	4	4
9772	5	1	3	0	1
9785	100	11	38	25	26
9786	23	4	11	4	4
9789	2	1	0	1	0
9790	2	0	2	0	0
9791	6	0	2	2	2
9802	207	26	81	47	53
9803	32	8	11	8	5
9804	29	6	8	10	5
9805	60	7	23	11	19
9806	21	1	7	5	8
9807	41	6	12	13	10
9808	25	3	6	12	4
9809	13	1	4	6	2
9810	6	0	4	1	1
9811	9	1	5	2	1
9812	7	2	3	1	1
9813	5	0	3	2	0
9814	7	0	3	2	2
9815	6	3	0	2	1
9820	10	2	4	0	4
9821	4	0	2	0	2
9822	5	0	4	1	0
9823	2	0	1	1	0
9826	1	0	1	0	0
9858	2	0	2	0	0
9866	5	1	2	2	0
9874	1	0	0	1	0
9875	3	0	2	0	1
9877	1	0	1	0	0
9892	1	0	1	0	0
9908	5	0	2	2	1
9909	1	0	1	0	0
9914	3	0	3	0	0
9918	1	0	0	0	1
9921	3	0	3	0	0
9929	2	0	2	0	0
9930	19	2	10	6	1
9931	1	0	1	0	0
9940	11	4	3	2	2
9942	1	1	0	0	0
9943	3	0	1	1	1
9953	4	1	3	0	0
9955	3	1	1	0	1
9956	3	0	3	0	0
9963	1	0	1	0	0
9967	1	0	1	0	0
9968	2	0	2	0	0
9973	2	0	1	0	1
9981	2	0	2	0	0
9999	1	0	0	0	1
10003	12	2	3	1	6
10011	2	0	2	0	0
10018	1	1	0	0	0
10031	1	0	0	0	1
10034	33	3	13	6	11
10050	1	0	0	1	0
10062	1	0	1	0	0
10065	1	0	1	0	0
10069	5	0	4	0	1
10093	8	1	5	1	1
10105	39	0	30	5	4
10110	4	0	3	0	1
10124	1	0	1	0	0
10148	3	0	1	1	1
10149	5	0	2	1	2
10152	31	6	7	5	13
10165	4	1	2	0	1
10174	36	4	9	11	12
10176	5	0	4	0	1
10194	1	1	0	0	0
10209	4	0	3	0	1
10210	6	1	2	1	2
10211	1	0	1	0	0
10213	7	1	4	0	2
10214	1	0	1	0	0
10229	12	3	1	6	2
10230	7	0	4	3	0
10238	1	0	1	0	0
10243	5	0	0	2	3
10284	1	0	1	0	0
10293	5	0	4	0	1
10302	1	0	0	1	0
10308	5	1	1	1	2
10309	6	2	2	1	1
10316	1	0	1	0	0
10317	4	0	3	0	1
10331	1	0	1	0	0
10338	11	1	3	3	4
10346	8	0	3	2	3
10362	5	1	0	2	2
10369	12	3	4	4	1
10374	10	4	4	1	1
10378	4	1	1	2	0
10395	12	0	10	0	2
10396	15	1	8	2	4
10402	3	0	1	2	0
10440	7	0	6	1	0
10454	4	0	3	1	0
10480	41	3	13	16	9
10485	1	0	1	0	0
10492	2	0	2	0	0
10515	3	0	2	0	1
10519	5	0	2	0	3
10520	2	0	1	1	0
10522	15	5	3	5	2
10534	6	2	2	0	2
10536	2	0	2	0	0
10552	40	7	8	9	16
10571	2	0	1	0	1
10582	44	5	13	8	18
10614	1	0	1	0	0
10620	8	2	4	2	0
10632	7	1	3	0	3
10633	7	0	3	2	2
10661	2	0	1	1	0
10669	3	0	2	0	1
10673	1	0	0	0	1
10678	7	4	1	2	0
10680	27	1	13	3	10
10700	6	2	2	2	0
10703	8	0	4	0	4
10710	1	0	1	0	0
10716	1	0	0	1	0
10718	1	0	0	0	1
10720	58	4	23	15	16
10748	56	9	22	14	11
10753	5	0	2	1	2
10764	3	0	3	0	0
10766	1	0	1	0	0
10774	2	0	2	0	0
10789	1	0	1	0	0
10797	2	0	1	1	0
10807	1	1	0	0	0
10817	1	1	0	0	0
10822	22	2	13	3	4
10826	6	1	3	2	0
10835	5	3	0	2	0
10846	24	2	10	8	4
10865	7	1	1	2	3
10875	1	1	0	0	0
10880	1	0	0	0	1
10887	8	3	2	1	2
10902	1	0	1	0	0
10914	1	0	1	0	0
10922	4	1	1	1	1
10925	1	0	0	0	1
10933	3	0	3	0	0
10951	5	0	2	3	0
10955	9	0	3	2	4
10958	10	1	4	1	4
10960	6	2	2	1	1
10963	8	0	7	1	0
10981	5	1	3	0	1
10991	5	0	4	0	1
10992	2	0	2	0	0
10993	7	1	4	1	1
10997	4	3	1	0	0
11000	1	0	1	0	0
11001	3	1	2	0	0
11008	5	0	4	1	0
11020	1	0	1	0	0
11021	8	4	3	0	1
11028	8	3	2	1	2
11029	1	0	1	0	0
11031	5	1	2	2	0
11033	2	1	0	1	0
11040	1	0	1	0	0
11043	10	3	4	3	0
11044	11	2	6	1	2
11048	1	1	0	0	0
11056	1	0	1	0	0
11060	4	0	2	0	2
11061	7	2	2	2	1
11062	9	3	4	1	1
11066	12	0	1	8	3
11070	1	0	1	0	0
11075	4	1	2	1	0
11081	8	1	1	3	3
11083	13	1	5	2	5
11085	10	1	2	6	1
11096	5	0	5	0	0
11097	1	0	1	0	0
11103	15	3	2	4	6
11106	4	0	2	1	1
11107	15	1	2	9	3
11117	11	2	5	3	1
11120	1	0	1	0	0
11129	2	0	1	0	1
11143	1	0	1	0	0
11145	1	0	1	0	0
11147	3	0	1	0	2
11157	14	5	5	0	4
11160	4	0	1	0	3
11161	5	0	4	1	0
11165	1	0	1	0	0
11170	1	0	0	0	1
11174	21	1	11	6	3
11184	19	1	6	8	4
11191	28	2	10	6	10
11194	6	0	3	0	3
11200	8	1	1	3	3
11201	20	2	9	6	3
11208	3	0	3	0	0
11216	32	2	11	11	8
11225	9	0	8	0	1
11233	10	0	3	3	4
11234	1	0	1	0	0
11242	1	0	1	0	0
11261	1	0	1	0	0
11263	35	3	19	7	6
11264	2	0	1	0	1
11269	63	8	28	9	18
11270	62	3	26	13	20
11273	5	0	4	0	1
11287	113	14	38	24	37
11301	106	9	42	24	31
11302	5	2	2	1	0
11312	2	0	2	0	0
11314	1	0	1	0	0
11319	16880	451	12206	1834	2389
11334	5	1	1	1	2
11339	2	0	1	1	0
11347	11	2	2	5	2
11349	5	2	2	0	1
11363	18	0	16	1	1
11370	3	0	2	1	0
11376	5	0	3	0	2
11391	10	0	9	1	0
11392	3	0	2	0	1
11404	8	1	2	1	4
11411	5	0	1	1	3
11420	5	1	1	2	1
11422	5	1	0	0	4
11432	1	0	1	0	0
11435	5	0	3	1	1
11440	5	0	2	3	0
11447	42	4	19	8	11
11448	5	0	3	1	1
11449	5	0	1	2	2
11450	3	1	1	1	0
11469	1	0	1	0	0
11475	10	0	4	2	4
11507	10	4	3	1	2
11520	1	0	1	0	0
11522	1	0	1	0	0
11540	1	0	1	0	0
11552	1	0	1	0	0
11563	6	0	4	0	2
11586	8	1	3	2	2
11587	6	3	0	1	2
11593	8	0	2	1	5
11620	9	0	3	2	4
11632	7	1	4	1	1
11633	1	0	1	0	0
11641	9	0	6	3	0
11646	8	0	7	1	0
11650	6	0	2	1	3
11657	9	0	4	2	3
11665	13	2	6	3	2
11669	12	0	6	1	5
11673	10	5	2	1	2
11678	8	0	4	3	1
11685	1	0	0	1	0
11687	16	2	2	6	6
11689	10	4	3	3	0
11693	3	0	1	1	1
11694	1	0	1	0	0
11699	8	1	5	1	1
11700	9	2	2	1	4
11702	1	0	1	0	0
11705	8	0	6	1	1
11707	10	0	8	0	2
11712	16	1	6	5	4
11719	9	1	4	2	2
11729	6	0	2	3	1
11736	7	0	4	2	1
11760	9	0	5	1	3
11805	5	2	2	1	0
11808	12	2	4	4	2
11867	18	3	3	9	3
11964	32	1	18	2	11
11965	1	0	1	0	0
11966	1	0	1	0	0
11969	16	3	6	5	2
11976	1	0	1	0	0
11981	8	0	4	3	1
11983	27	0	11	8	8
12004	1	0	0	1	0
12007	23	4	9	4	6
12008	17	1	11	2	3
12012	14	2	8	1	3
12018	4	0	3	1	0
12020	4	0	2	1	1
12041	15	0	7	4	4
12044	15	4	4	1	6
12059	15	8	2	3	2
12065	1	0	1	0	0
12066	1	1	0	0	0
12071	13	1	5	0	7
12093	11	1	5	3	2
12094	1	0	1	0	0
12096	12	0	3	2	7
12098	5	0	2	2	1
12105	13	0	2	6	5
12107	2	0	2	0	0
12134	1	0	1	0	0
12174	31	0	27	1	3
12182	9	1	7	0	1
12194	8	0	1	4	3
12224	10	2	3	4	1
12253	12	5	3	3	1
12255	16	2	6	4	4
12268	29	5	12	6	6
12270	26	8	8	5	5
12274	8	2	2	3	1
12292	1	0	0	1	0
12293	5	0	2	1	2
12294	5	1	4	0	0
12295	5	1	1	1	2
12297	4	0	4	0	0
12298	6	1	4	0	1
12299	54	1	45	3	5
12303	2	1	0	1	0
12306	5	1	2	0	2
12320	4	0	1	2	1
12327	6	2	1	3	0
12343	7	1	2	1	3
12351	34	9	11	5	9
12369	7	2	1	1	3
12370	2	0	1	1	0
12377	3	0	3	0	0
12383	6	0	2	1	3
12385	7	1	1	1	4
12387	7	0	5	0	2
12388	1	0	0	1	0
12390	6	2	2	1	1
12407	1	0	1	0	0
12408	6	2	1	1	2
12411	6	0	3	0	3
12413	2	2	0	0	0
12416	2	0	1	0	1
12420	10	1	1	6	2
12427	6	2	2	1	1
12435	29	5	14	6	4
12444	19	0	5	4	10
12449	27	3	14	7	3
12452	1	1	0	0	0
12455	28	1	20	2	5
12459	2	0	1	1	0
12468	5	0	1	2	2
12471	24	3	8	7	6
12485	3	1	1	0	1
12489	2	0	1	1	0
12500	1	0	1	0	0
12510	2	0	0	2	0
12514	14	4	3	4	3
12515	2	0	1	1	0
12519	10	0	7	1	2
12523	2	0	0	0	2
12536	23	2	5	6	10
12538	3	0	2	1	0
12546	14	0	9	0	5
12552	19	1	10	3	5
12554	21	3	8	4	6
12555	13	0	7	4	2
12556	3	0	3	0	0
12561	20	0	1	8	11
12568	6	0	4	0	2
12577	19	2	8	4	5
12579	17	2	5	4	6
12585	22	1	6	5	10
12586	1	0	0	1	0
12587	22	2	10	4	6
12590	19	2	7	5	5
12592	19	1	8	4	6
12600	2	0	2	0	0
12601	19	5	4	5	5
12607	8	0	2	1	5
12615	1	0	1	0	0
12627	16	10	5	0	1
12638	19	0	10	3	6
12641	16	1	8	4	3
12643	15	1	8	3	3
12653	17	6	6	4	1
12654	19	5	10	1	3
12663	10	1	4	1	4
12679	1	0	1	0	0
12683	9	0	3	3	3
12685	9	0	8	0	1
12691	1	0	1	0	0
12692	1	0	1	0	0
12693	9	0	5	2	2
12695	6	0	5	0	1
12703	16	1	5	3	7
12707	1	0	1	0	0
12710	1	0	0	0	1
12712	4	1	1	0	2
12722	14	1	5	3	5
12724	2	0	1	0	1
12726	12	0	4	3	5
12735	14	1	2	5	6
12736	5	0	1	2	2
12739	13	0	4	6	3
12744	14	2	4	3	5
12746	1	1	0	0	0
12747	8	2	3	1	2
12749	17	3	7	4	3
12768	13	3	6	1	3
12773	7	0	1	4	2
12774	16	5	4	4	3
12783	13	0	6	6	1
12784	8	0	5	1	2
12787	7	2	4	1	0
12792	13	1	5	4	3
12805	14	1	8	2	3
