Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
16831	6	2	1	3	0
16832	44	8	20	7	9
16833	6	0	5	0	1
16834	4	0	1	2	1
16838	5	2	1	2	0
16839	42	7	15	10	10
16841	3	0	2	0	1
16842	1	0	1	0	0
16844	5	2	1	1	1
16846	33	2	15	11	5
16848	6	1	1	2	2
16849	6	3	1	0	2
16851	41	5	15	4	17
16852	6	0	2	1	3
16854	38	3	17	13	5
16855	6	1	1	2	2
16857	41	1	13	9	18
16858	5	1	0	0	4
16859	6	0	3	2	1
16861	44	4	20	9	11
16867	6	0	1	2	3
16868	5	0	3	0	2
16869	6	2	2	1	1
16870	2	1	0	0	1
16872	6	0	2	2	2
16874	39	5	17	8	9
16879	6	1	3	0	2
16880	39	2	20	8	9
16881	6	1	2	2	1
16882	1	0	0	1	0
16883	5	0	2	1	2
16884	43	3	12	11	17
16885	5	2	2	0	1
16886	8	3	2	3	0
16888	29	5	6	10	8
16889	6	0	2	0	4
16890	6	0	2	2	2
16894	6	3	2	0	1
16897	9	3	2	4	0
16898	6	0	4	1	1
16900	6	1	1	3	1
16902	4	1	1	1	1
16903	6	0	1	3	2
16905	2	1	0	0	1
16909	6	2	1	2	1
16910	6	2	1	2	1
16911	50	3	11	16	20
16913	8	2	1	1	4
16914	7	0	4	1	2
16917	11	0	2	4	5
16918	7	2	3	0	2
16919	7	4	2	0	1
16921	2	1	0	1	0
16930	7	1	4	1	1
16931	7	0	3	1	3
16935	7	1	3	2	1
16938	10	3	2	4	1
16939	7	0	1	1	5
16943	7	0	0	3	4
16944	7	0	0	5	2
16945	45	6	23	10	6
16950	7	0	2	3	2
16952	7	1	3	2	1
16953	10	4	2	2	2
16954	1	0	0	1	0
16955	7	0	1	3	3
16962	11	2	4	2	3
16968	3	0	2	1	0
16970	7	0	1	3	3
16972	5	1	3	1	0
16975	5	0	2	1	2
16977	7	1	4	0	2
16984	6	2	2	2	0
16990	7	1	3	0	3
17007	7	0	1	4	2
17011	7	0	4	1	2
17014	7	3	0	1	3
17016	6	1	4	1	0
17018	7	1	2	0	4
17022	6	0	3	1	2
17038	7	0	3	3	1
17049	7	0	4	2	1
17050	7	0	1	3	3
17051	9	2	2	3	2
17052	6	0	5	0	1
17053	5	0	3	2	0
17054	7	0	5	2	0
17055	6	0	1	3	2
17056	5	0	3	2	0
17057	6	0	1	2	3
17058	6	2	1	3	0
17059	7	4	2	0	1
17060	4	0	2	0	2
17061	3	0	2	1	0
17064	8	0	2	2	4
17065	8	0	1	3	4
17067	8	1	3	3	1
17069	7	1	4	0	2
17071	8	2	3	1	2
17072	8	3	2	2	1
17073	8	2	2	3	1
17074	9	2	0	2	5
17075	8	0	0	6	2
17076	8	2	1	3	2
17077	12	0	8	4	0
17078	8	0	2	1	5
17079	8	1	1	3	3
17080	12	4	4	2	2
17081	10	0	7	1	2
17082	14	3	6	4	1
17083	10	1	3	4	2
17084	1	0	0	0	1
17085	8	0	2	3	3
17086	7	1	2	3	1
17087	7	0	3	3	1
17088	8	5	2	0	1
17089	7	1	3	2	1
17090	6	0	2	3	1
17092	8	0	1	2	5
17093	8	0	5	3	0
17094	8	1	2	3	2
17097	4	2	1	1	0
17098	8	0	4	4	0
17099	1	0	0	1	0
17100	3	1	0	1	1
17101	7	0	1	4	2
17102	4	1	1	1	1
17103	8	1	1	1	5
17108	8	1	1	5	1
17109	8	1	3	0	4
17112	8	0	3	4	1
17113	8	0	3	3	2
17116	8	1	3	4	0
17118	8	1	3	1	3
17119	6	1	0	4	1
17120	1	0	1	0	0
17121	8	1	2	2	3
17122	7	1	6	0	0
17123	8	0	2	3	3
17126	2	1	1	0	0
17127	12	4	4	2	2
17128	9	2	2	1	4
17130	12	1	5	4	2
17131	9	0	1	2	6
17132	9	2	2	1	4
17135	8	1	3	2	2
17137	10	2	5	2	1
17138	9	0	2	2	5
17139	9	1	4	1	3
17142	9	2	2	2	3
17143	9	4	3	1	1
17145	12	2	5	3	2
17146	9	0	4	2	3
17147	9	1	2	1	5
17148	9	6	2	0	1
17149	8	1	2	1	4
17151	11	0	5	1	5
17152	1	0	0	0	1
17153	9	0	8	0	1
17154	10	2	3	4	1
17155	12	0	3	5	4
17156	1	1	0	0	0
17158	8	0	1	4	3
17159	8	0	2	2	4
17162	9	0	1	4	4
17164	9	0	4	3	2
17165	9	0	7	0	2
17166	1	0	1	0	0
17167	10	0	2	4	4
17170	11	2	3	4	2
17171	10	1	3	2	4
17173	11	0	4	4	3
17174	10	0	3	3	4
17175	11	1	4	2	4
17176	10	0	7	2	1
17177	10	2	3	4	1
17178	12	1	7	0	4
17179	2	0	2	0	0
17181	10	0	4	3	3
17182	8	0	4	3	1
17183	4	0	0	3	1
17184	12	3	3	5	1
17186	10	0	5	4	1
17187	10	2	2	1	5
17188	8	1	1	2	4
17189	10	1	6	3	0
17191	10	0	3	3	4
17193	10	2	3	4	1
17194	10	2	5	1	2
17197	10	0	4	2	4
17199	12	2	7	2	1
17200	12	3	4	5	0
17202	10	0	4	1	5
17203	9	1	2	3	3
17204	9	3	3	0	3
17205	8	2	5	0	1
17206	9	0	3	1	5
17207	7	0	2	3	2
17211	15	1	7	4	3
17212	9	1	6	0	2
17213	11	0	8	1	2
17214	8	2	4	0	2
17217	10	1	6	2	1
17218	9	2	3	2	2
17220	9	2	1	1	5
17221	10	3	4	1	2
17224	10	0	5	4	1
17227	10	1	2	5	2
17228	10	2	5	2	1
17229	10	0	4	3	3
17231	8	1	3	2	2
17234	9	2	3	3	1
17236	8	0	5	1	2
17237	11	6	1	3	1
17238	7	0	1	4	2
17239	11	1	3	3	4
17244	8	0	1	6	1
17245	6	4	2	0	0
17246	5	0	3	1	1
17247	7	2	2	2	1
17248	6	1	2	1	2
17253	7	0	4	0	3
17259	6	2	2	0	2
17308	6	1	1	1	3
17314	7	2	1	3	1
17324	6	0	3	0	3
17332	4	0	2	1	1
17335	5	1	3	1	0
17342	6	1	1	2	2
17419	6	2	1	1	2
17426	6	1	2	1	2
17427	6	3	1	2	0
17432	6	2	1	3	0
17462	6	2	1	2	1
17478	7	3	2	1	1
17506	4	0	4	0	0
17551	4	4	0	0	0
17569	4	0	1	2	1
17618	5	2	2	0	1
17626	8	1	3	2	2
17666	6	1	4	1	0
17677	6	3	3	0	0
17717	7	0	6	0	1
17778	20	4	6	2	8
17825	6	0	1	2	3
17832	4	0	3	1	0
17979	5	1	2	2	0
17991	6	1	3	2	0
18004	4	0	0	1	3
18008	12	2	4	3	3
18012	10	0	3	5	2
18018	8	0	2	0	6
18020	4	0	3	0	1
18021	38	12	10	10	6
18024	35	3	14	6	12
18025	35	7	7	14	7
18031	10	2	5	2	1
18032	7	0	4	1	2
18033	14	6	3	3	2
18034	8	2	2	1	3
18035	8	0	5	1	2
18036	3	0	0	1	2
18037	7	2	2	2	1
18038	14	5	5	3	1
18039	43	7	14	14	8
18042	6	0	3	2	1
18049	34	3	17	6	8
18053	36	2	16	7	11
18054	35	7	16	4	8
18055	3	0	1	0	2
18057	16	2	3	7	4
18059	6	1	4	0	1
18060	16	3	1	5	7
18061	40	6	20	9	5
18065	34	5	8	12	9
18067	4	1	0	2	1
18068	9	2	4	1	2
18070	35	7	13	6	9
18071	33	5	14	8	6
18074	35	4	8	13	10
18075	41	8	20	7	6
18079	33	3	14	7	9
18084	31	10	8	9	4
18085	33	3	12	8	10
18091	47	6	17	11	13
18092	13	2	2	4	5
18096	44	9	18	9	8
18097	9	3	4	1	1
18098	10	0	2	3	5
18099	7	1	1	3	2
18100	42	10	13	7	12
18106	6	0	3	1	2
18108	52	11	16	14	11
18114	10	0	5	2	3
18116	40	10	15	12	3
18117	44	2	17	13	12
18124	43	3	9	10	21
18126	8	2	2	3	1
18129	35	9	7	6	13
18130	6	0	2	2	2
18134	25	0	11	7	7
18135	7	0	4	3	0
18137	14	3	3	3	5
18138	52	1	25	14	12
18139	7	1	2	3	1
18142	12	3	6	0	3
18143	6	0	3	3	0
18150	13	3	8	2	0
18155	55	8	23	13	11
18156	11	0	2	5	4
18157	7	0	4	2	1
18159	6	0	3	1	2
18160	45	2	13	14	16
18161	49	4	20	12	13
18164	48	4	12	12	20
18165	4	2	2	0	0
18166	11	0	6	0	5
18169	46	8	13	15	10
18171	5	0	0	2	3
18172	9	0	7	0	2
18175	54	4	21	5	24
18180	7	0	6	0	1
18183	7	1	3	1	2
18184	6	0	5	1	0
18186	17	4	6	2	5
18188	15	0	5	3	7
18191	11	6	2	1	2
18192	46	7	23	11	5
18193	7	0	0	4	3
18201	6	0	0	2	4
18205	5	0	2	1	2
18206	13	0	8	2	3
18207	10	0	4	4	2
18211	30	3	9	8	10
18220	27	5	12	3	7
18221	7	1	3	2	1
18222	29	5	8	11	5
18223	6	0	3	1	2
18228	10	2	4	3	1
18230	29	2	15	3	9
18232	53	10	20	10	13
18235	33	10	11	6	6
18242	54	7	21	16	10
18243	37	6	13	10	8
18244	36	2	17	10	7
18246	49	4	13	13	19
18248	59	4	21	18	16
18253	12	1	5	3	3
18255	53	2	30	11	10
18259	6	0	5	0	1
18260	11	0	5	4	2
18262	51	8	18	15	10
18266	49	14	19	7	9
18267	8	2	2	1	3
18268	7	1	2	2	2
18270	29	5	6	10	8
18272	61	7	25	16	13
18278	55	13	18	15	9
18280	57	11	21	14	11
18284	63	7	27	10	19
18285	13	1	5	1	6
18292	29	8	10	4	7
18296	13	3	5	0	5
18297	57	7	16	24	10
18298	13	0	7	2	4
18303	6	0	4	2	0
18304	6	1	0	1	4
18305	10	2	1	2	5
18310	6	0	3	2	1
18313	11	1	3	4	3
18315	11	2	5	2	2
18318	29	4	8	6	11
18319	28	5	12	4	7
18322	28	4	7	9	8
18324	11	2	4	3	2
18328	10	2	1	3	4
18329	10	3	2	3	2
18335	31	6	15	5	5
18340	59	3	19	14	23
18341	10	0	4	0	6
18342	31	2	11	10	8
18343	31	3	10	12	6
18346	30	3	15	4	8
18351	59	10	20	11	18
18353	28	3	7	6	12
18357	31	3	13	6	9
18358	28	4	16	2	6
18359	35	1	8	14	12
18360	60	6	25	15	14
18363	18	0	15	3	0
18365	11	2	3	2	4
18367	5	0	1	2	2
18369	11	1	4	3	3
18370	59	11	24	9	15
18374	5	1	3	0	1
18375	11	0	5	4	2
18376	11	1	3	3	4
18382	5	2	3	0	0
18383	15	3	4	5	3
18384	10	0	2	1	7
18390	11	2	5	3	1
18391	10	7	3	0	0
18394	5	0	0	2	3
18395	5	0	1	0	4
18399	60	11	20	16	13
18402	5	0	4	0	1
18403	65	8	31	12	14
18404	5	1	1	1	2
18405	3	1	0	1	1
18406	16	0	6	6	4
18410	4	0	4	0	0
18411	62	7	18	13	24
18412	5	1	4	0	0
18413	3	0	0	2	1
18415	61	13	24	13	11
18416	5	0	1	3	1
18417	61	8	12	15	26
18418	14	4	7	2	1
18420	15	2	5	3	5
18426	27	3	9	9	6
18435	5	0	1	2	2
18437	5	1	2	0	2
18439	5	0	4	1	0
18440	65	12	21	13	19
18443	12	0	3	8	1
18446	13	1	5	4	3
18450	12	2	3	3	4
18451	5	0	0	5	0
18452	20	5	6	5	4
18456	26	4	6	4	12
18459	65	9	22	19	15
18463	26	4	9	11	2
18464	5	0	2	1	2
18468	10	0	3	5	2
18470	7	2	3	1	1
18473	4	0	3	0	1
18476	6	2	1	2	1
18481	67	12	26	17	12
18482	5	0	4	0	1
18484	14	1	4	8	1
18485	29	1	12	9	7
18486	57	7	19	21	10
18487	27	2	6	9	10
18491	5	0	3	0	2
18497	6	3	2	1	0
18499	6	4	0	2	0
18500	62	6	26	18	12
18503	34	5	13	11	5
18506	5	0	2	1	2
18507	10	0	4	2	4
18509	13	0	3	4	6
18511	7	1	0	4	2
18514	5	0	3	0	2
18515	9	1	4	3	1
18518	5	1	3	1	0
18519	15	1	7	4	3
18522	76	10	24	25	17
18523	74	4	18	27	25
18525	9	2	3	2	2
18526	76	9	20	26	21
18528	7	0	2	3	2
18531	6	1	3	1	1
18534	10	0	6	3	1
18535	5	0	3	0	2
18536	5	3	2	0	0
18538	76	14	28	18	16
18539	5	0	1	2	2
18542	6	1	1	2	2
18543	8	1	3	2	2
18545	5	0	0	3	2
18546	26	2	6	9	9
18548	8	0	3	2	3
18549	7	0	3	1	3
18560	5	0	3	2	0
18561	14	0	9	3	2
18562	6	1	4	1	0
18565	5	2	0	2	1
18566	5	0	0	1	4
18568	9	0	1	4	4
18570	26	3	8	7	8
18571	33	4	8	11	10
18574	7	2	2	1	2
18577	12	1	0	8	3
18580	5	0	3	1	1
18586	12	0	0	2	10
18587	29	5	8	7	9
18588	85	12	24	33	16
18589	75	15	23	18	19
18591	28	8	15	3	2
18592	26	2	10	7	7
18593	15	1	2	1	11
18594	13	2	3	3	5
18596	5	3	0	1	1
18597	5	0	3	2	0
18600	12	1	5	3	3
18601	5	0	3	0	2
18603	16	2	4	6	4
18605	5	1	3	1	0
18608	4	2	1	1	0
18610	12	3	2	3	4
18612	14	1	5	5	3
18613	7	0	4	1	2
18616	16	2	6	3	5
18618	6	1	5	0	0
18619	3	1	1	1	0
18620	13	2	4	3	4
18623	11	0	7	1	3
18626	12	2	4	3	3
18627	9	1	1	3	4
18628	12	1	5	4	2
18629	31	2	7	7	15
18630	21	3	5	8	5
18631	4	0	1	2	1
18632	10	0	5	3	2
18633	13	2	4	4	3
18634	10	1	3	3	3
18635	15	2	5	1	7
18636	12	0	5	5	2
18637	6	0	5	1	0
18640	5	0	0	1	4
18645	77	10	27	16	24
18647	12	0	2	4	6
18650	9	0	5	2	2
18651	78	9	19	32	18
18652	5	1	1	2	1
18653	78	12	28	15	23
18655	16	3	4	6	3
18656	5	0	4	1	0
18658	26	1	13	6	6
18660	39	14	6	6	13
18661	15	4	3	5	3
18662	8	0	5	2	1
18663	7	3	3	1	0
18664	17	1	6	7	3
18665	81	11	34	17	19
18666	15	1	5	4	5
18668	5	0	1	3	1
18669	7	0	3	0	4
18672	80	19	27	13	21
18675	24	0	8	8	8
18676	14	5	5	1	3
18678	5	2	1	2	0
18680	3	0	0	0	3
18681	5	2	0	2	1
18682	25	2	12	2	9
18684	25	3	11	3	8
18685	25	2	8	5	10
18686	11	3	3	3	2
18687	85	8	33	18	26
18688	12	1	4	4	3
18689	25	2	13	7	3
18690	27	2	8	7	10
18691	25	2	8	10	5
18692	5	1	1	0	3
18695	7	1	3	0	3
18696	5	0	1	0	4
18699	9	0	4	0	5
18700	9	2	3	1	3
18702	15	4	5	1	5
18703	3	0	2	0	1
18705	5	0	1	2	2
18707	88	10	33	20	25
18710	88	15	36	17	20
18712	6	1	0	0	5
18713	5	0	3	0	2
18714	12	1	8	1	2
18715	7	2	3	2	0
18717	10	0	1	4	5
18718	79	7	34	13	25
18719	11	0	0	11	0
18720	11	0	4	1	6
18722	6	0	2	3	1
18723	85	20	33	15	17
18725	13	4	6	1	2
18726	8	0	5	2	1
18729	17	0	4	3	10
18730	5	0	4	0	1
18731	5	0	0	0	5
18732	10	0	6	2	2
18733	15	3	7	2	3
18735	7	1	2	3	1
18736	5	0	1	3	1
18737	14	3	7	1	3
18738	93	13	45	19	16
18739	89	12	35	10	32
18742	8	1	3	3	1
18743	3	0	0	2	1
18744	85	16	40	15	14
18745	7	1	6	0	0
18748	12	1	5	2	4
18749	5	4	0	1	0
18750	11	0	7	1	3
18752	5	0	2	1	2
18753	13	3	2	5	3
18754	25	5	8	3	9
18755	87	20	37	12	18
18757	90	9	25	48	8
18759	97	13	40	21	23
18761	5	0	0	3	2
18762	24	4	4	10	6
18763	9	1	2	4	2
18764	6	1	2	2	1
18765	95	8	27	26	34
18766	30	6	13	5	6
18767	11	1	1	5	4
18768	73	7	37	14	15
18769	19	3	4	7	5
18770	16	2	6	2	6
18772	92	17	42	15	18
18773	13	0	6	5	2
18775	103	10	40	20	33
18776	17	1	5	3	8
18777	7	0	4	2	1
18779	10	1	3	3	3
18781	8	3	3	1	1
18782	9	1	7	1	0
18783	7	3	2	0	2
18784	5	1	1	1	2
18785	14	1	7	4	2
18786	92	10	32	21	29
18787	10	2	1	3	4
18789	8	0	0	6	2
18790	6	2	3	1	0
18791	7	1	3	1	2
18792	17	1	6	6	4
18793	9	4	3	1	1
18794	23	2	7	4	10
18795	9	2	1	3	3
18796	12	0	1	8	3
18797	7	1	2	1	3
18799	7	1	1	4	1
18800	5	1	3	1	0
18801	32	3	13	10	6
18802	33	1	12	12	8
18804	5	0	3	0	2
18805	6	0	3	2	1
18806	30	2	6	9	13
18808	25	2	7	6	10
18809	27	2	4	8	13
18811	18	2	8	3	5
18812	5	2	0	2	1
18813	8	3	2	2	1
18814	23	0	6	9	8
18815	23	9	8	4	2
18816	5	1	2	1	1
18818	23	4	10	1	8
18819	102	9	32	28	33
18821	97	12	31	15	39
18822	27	5	12	4	6
18823	10	0	3	5	2
18826	118	6	43	30	39
18827	13	4	7	1	1
18828	5	0	3	2	0
18829	5	2	3	0	0
18830	5	1	0	0	4
18831	11	0	4	5	2
18832	5	1	0	4	0
18833	20	3	3	6	8
18834	10	0	1	2	7
18836	102	9	38	15	40
18837	5	1	1	0	3
18839	8	4	3	0	1
18840	14	1	8	3	2
18841	6	0	4	1	1
18842	5	3	1	0	1
18844	108	12	35	19	42
18847	110	13	47	27	23
18848	15	3	9	2	1
18849	13	1	4	6	2
18850	117	16	46	22	33
18851	109	7	31	29	42
18852	6	0	0	1	5
18853	8	0	3	4	1
18856	25	2	10	8	5
18857	12	0	3	5	4
18859	11	0	5	5	1
18860	11	0	6	3	2
18861	15	4	4	4	3
18862	28	5	5	16	2
18863	13	0	4	5	4
18864	118	24	45	32	17
18865	16	4	4	5	3
18866	12	2	4	4	2
18867	118	11	44	31	32
18868	126	11	57	21	37
18869	28	4	8	3	13
18870	5	1	2	0	2
18871	22	4	8	4	6
18872	126	17	49	33	27
18874	134	15	62	27	30
18875	21	4	8	6	3
18876	139	15	62	26	36
18877	6	2	1	3	0
18878	136	31	47	29	29
18879	137	30	48	29	30
18880	144	23	53	40	28
18881	16	4	6	2	4
18882	13	1	3	6	3
18883	25	7	5	6	7
18884	142	20	35	47	40
18885	14	3	4	5	2
18887	144	24	64	31	25
18888	7	5	2	0	0
18890	146	20	48	33	45
18891	13	2	4	4	3
18892	149	13	59	34	43
18893	198	51	61	50	36
18894	152	16	65	31	40
18895	157	24	58	32	43
18896	20	2	9	5	4
18897	158	29	61	36	32
18898	159	28	68	32	31
18899	8	1	0	2	5
18900	172	16	65	44	47
18902	17	6	7	0	4
18903	169	16	51	46	56
18904	168	21	73	51	23
18905	175	18	79	44	34
18906	10	0	3	1	6
18907	184	17	68	59	40
18908	183	19	57	63	44
18909	193	48	61	41	43
18910	188	30	59	45	54
18911	198	26	75	44	53
18912	204	29	76	53	46
18913	26	3	9	9	5
18914	203	42	70	43	48
18915	14	0	5	3	6
18916	210	21	80	64	45
18917	221	17	92	50	62
18918	218	40	86	39	53
18919	217	23	87	53	54
18920	217	31	80	48	58
18921	232	40	82	57	53
18923	22	6	6	5	5
18924	233	38	89	70	36
18925	7	2	1	4	0
18926	247	47	84	52	64
18928	16	3	6	5	2
18929	257	26	104	70	57
18930	7	1	2	0	4
18931	284	49	107	64	64
18932	315	54	139	52	70
18933	330	40	122	81	87
18936	396	53	156	93	94
18939	6	1	1	1	3
18940	651	97	243	167	144
18943	655	121	226	132	176
18947	8	2	4	2	0
18948	16	2	4	3	7
18950	895	128	347	193	227
18951	21	3	7	7	4
18952	2687	1134	722	532	299
18960	6	0	1	2	3
18964	14	2	9	1	2
18965	5	0	2	0	3
18966	12	4	2	5	1
18972	21	3	8	5	5
18973	6	1	2	2	1
18974	7	0	2	3	2
18975	7	1	2	1	3
18976	9	0	5	3	1
18977	16	1	6	2	7
18981	6	1	2	3	0
18986	6	0	3	2	1
18988	25	1	13	4	7
18992	21	1	2	17	1
18993	6	1	3	1	1
18994	8	2	2	2	2
18998	5	1	0	2	2
19000	5	2	1	1	1
19001	14	2	9	2	1
19004	8	4	2	2	0
19006	8	2	2	2	2
19008	8	0	3	3	2
19011	7	5	0	2	0
19014	20	3	7	3	7
19020	6	3	2	1	0
19022	12	0	5	4	3
19026	5	0	3	0	2
19027	4	0	1	2	1
19029	4	1	3	0	0
19030	7	3	3	0	1
19031	6	1	0	2	3
19033	4	0	3	1	0
19035	4	0	1	3	0
19036	14	1	4	7	2
19037	23	2	13	4	4
19039	4	0	2	0	2
19040	15	0	4	8	3
19041	15	2	4	4	5
19043	6	1	2	2	1
19044	17	2	5	4	6
19045	20	3	2	3	12
19048	8	4	3	0	1
19050	15	1	5	5	4
19051	7	0	2	1	4
19052	7	0	1	2	4
19055	15	0	4	4	7
19058	7	0	2	2	3
19059	12	4	4	2	2
19062	15	1	6	3	5
19063	15	0	5	6	4
19065	20	2	9	1	8
19066	20	2	8	8	2
19067	8	2	3	2	1
19068	21	1	9	5	6
19069	10	3	3	2	2
19070	6	1	2	3	0
19071	15	6	7	0	2
19072	5	0	1	2	2
19073	8	0	1	4	3
19074	8	1	1	4	2
19075	5	0	3	0	2
19076	7	1	2	3	1
19077	5	1	4	0	0
19078	19	2	9	5	3
19079	8	1	2	1	4
19080	18	2	5	6	5
19081	9	1	1	2	5
19082	11	4	3	0	4
19083	10	0	5	1	4
19084	14	1	6	5	2
19086	19	0	6	5	8
19087	4	0	0	3	1
19088	7	3	2	2	0
19090	4	0	1	2	1
19091	8	0	4	1	3
19092	7	2	3	0	2
19093	8	0	2	4	2
19094	21	2	14	3	2
19095	8	2	4	1	1
19096	7	1	1	1	4
19097	15	2	2	3	8
19098	16	4	6	2	4
19099	8	1	3	1	3
19101	18	1	8	4	5
19102	19	1	7	7	4
19103	20	1	7	7	5
19104	14	0	2	3	9
19105	16	0	6	5	5
19106	16	3	5	3	5
19107	16	0	10	2	4
19108	15	1	3	5	6
19110	4	0	3	1	0
19111	19	6	6	2	5
19112	19	2	6	3	8
19113	11	3	3	3	2
19114	19	3	5	5	6
19115	5	0	1	1	3
19116	21	2	4	9	6
19117	16	3	8	1	4
19118	9	0	3	4	2
19119	9	1	4	2	2
19120	8	1	3	3	1
19121	16	0	0	14	2
19122	9	0	9	0	0
19123	20	2	7	7	4
19125	6	0	4	1	1
19126	18	3	5	2	8
19127	5	1	2	1	1
19128	23	1	8	7	7
19129	9	1	3	2	3
19130	19	5	3	8	3
19131	19	0	8	7	4
19132	22	4	6	4	8
19133	13	3	5	1	4
19134	8	0	4	2	2
19135	17	9	6	2	0
19136	17	2	6	2	7
19137	20	1	9	6	4
19138	17	1	8	4	4
19139	18	5	7	5	1
19140	21	2	10	7	2
19141	17	2	5	3	7
19142	7	2	2	2	1
19143	29	6	9	8	6
19144	16	1	5	6	4
19145	12	2	6	4	0
19146	22	2	9	7	4
19147	18	1	5	3	9
19149	18	1	9	3	5
19150	18	3	3	8	4
19151	19	4	6	4	5
19152	11	1	6	2	2
19153	18	2	5	5	6
19154	19	2	9	2	6
19155	23	3	6	6	8
19156	18	2	7	5	4
19157	22	4	7	4	7
19158	6	0	4	2	0
19159	17	0	6	8	3
19160	21	4	9	5	3
19161	22	2	12	5	3
19162	18	1	4	5	8
19163	5	2	3	0	0
19164	12	1	6	3	2
19165	9	4	2	1	2
19166	18	4	2	3	9
19167	7	0	4	1	2
19168	17	7	2	5	3
19169	6	1	0	2	3
19170	6	1	1	1	3
19171	6	1	3	1	1
19172	9	2	0	2	5
19173	6	0	1	5	0
19174	6	1	2	0	3
19176	6	0	2	0	4
19177	6	0	2	3	1
19178	6	0	1	4	1
19179	7	2	2	2	1
19180	17	2	2	7	6
19181	8	1	3	2	2
19182	6	0	3	1	2
19183	15	3	3	7	2
19184	8	0	3	0	5
19185	5	1	1	2	1
19186	11	6	4	1	0
19187	16	3	7	1	5
19188	24	3	13	4	4
19189	7	1	3	2	1
19190	22	4	9	5	4
19191	5	3	2	0	0
19192	11	1	5	2	3
19193	7	1	4	0	2
19195	13	0	7	4	2
19197	7	0	3	2	2
19198	9	2	5	1	1
19199	7	0	2	2	3
19200	9	2	0	5	2
19201	8	2	3	3	0
19202	10	2	6	1	1
19203	5	0	3	1	1
19204	5	0	2	2	1
19205	8	1	2	1	4
19206	48	3	14	13	18
19207	16	0	4	6	6
19208	8	4	3	0	1
19209	5	0	2	2	1
19210	5	0	1	2	2
19212	8	3	2	0	3
19214	6	4	2	0	0
19220	32	4	10	8	10
19222	4	0	2	1	1
19225	11	3	5	0	3
19226	10	3	2	3	2
19227	8	4	3	1	0
19228	5	1	2	2	0
19229	41	6	14	6	15
19230	4	0	0	3	1
19232	5	0	2	0	3
19233	5	1	1	1	2
19234	3	1	0	1	1
19235	18	0	12	3	3
19236	9	0	6	1	2
19237	4	0	4	0	0
19238	9	1	2	3	3
19239	9	0	2	6	1
19240	12	2	6	4	0
19241	11	1	5	3	2
19242	12	1	3	2	6
19243	6	1	2	1	2
19244	9	2	4	3	0
19245	8	5	0	3	0
19246	6	0	1	3	2
19247	9	1	4	0	4
19248	6	1	2	2	1
19249	6	1	3	0	2
19250	6	0	1	4	1
19251	8	1	2	4	1
19252	6	2	2	0	2
19253	6	0	1	2	3
19254	6	2	2	1	1
19256	9	2	0	6	1
19257	18	4	5	2	7
19258	16	2	8	2	4
19259	9	4	3	1	1
19260	37	3	8	16	10
19261	38	5	12	15	6
19263	10	1	3	2	4
19264	9	1	1	1	6
19265	38	3	17	9	9
19266	29	5	8	11	5
19267	41	5	22	8	6
19268	9	2	5	2	0
19269	38	3	17	11	7
19270	10	1	1	6	2
19271	6	0	4	1	1
19272	10	1	2	3	4
19273	6	4	1	1	0
19274	6	2	1	2	1
19275	6	1	2	2	1
19276	5	3	1	1	0
19277	6	0	2	2	2
19278	6	0	4	0	2
19279	8	1	4	1	2
19280	28	1	11	10	6
19281	40	4	13	8	15
19282	9	1	5	3	0
19283	9	1	4	2	2
19284	40	0	17	13	10
19285	6	0	1	4	1
19286	44	15	14	9	6
19287	6	2	3	1	0
19288	6	2	1	2	1
19290	42	9	12	17	4
19291	46	4	15	9	18
19292	14	3	2	7	2
19293	12	0	7	3	2
19294	9	0	1	2	6
19295	11	0	7	1	3
19296	10	0	4	2	4
19297	6	3	1	2	0
19298	6	1	1	1	3
19299	8	1	2	3	2
19300	6	0	2	2	2
19302	7	1	3	2	1
19303	6	0	6	0	0
19304	6	1	2	0	3
19305	6	0	2	1	3
19306	9	4	3	2	0
19307	6	1	1	3	1
19308	6	1	0	3	2
19309	8	4	0	2	2
19310	9	1	6	2	0
19311	12	1	3	3	5
19312	10	1	7	0	2
19313	12	1	5	1	5
19314	10	0	2	1	7
19315	9	1	3	5	0
19316	12	2	2	7	1
