Modulos com termos enriquecidos	Termos GO utilizados para enriquecimento neste modulo
1397	GO:0036211,GO:0007017
1398	GO:0036211,GO:0090305
1399	GO:0006397,GO:0036260,GO:0036211,GO:0006508,GO:0032774,GO:0071705,GO:0042221,GO:0055086
1400	GO:0036211,GO:0055086
1402	GO:0035556,GO:0071310,GO:0036211,GO:0006812,GO:0048519,GO:0016042,GO:0071702
1403	GO:0006950,GO:0006629,GO:0034220,GO:0036211,GO:0006414,GO:0034660,GO:0006508,GO:0006396,GO:0043631,GO:0034470,GO:0032259,GO:0009605,GO:0009607
1418	GO:0006114
1428	GO:0036211
1434	GO:0006950,GO:0006396
1437	GO:0006396
1439	GO:0006631,GO:0006629
1440	GO:0006721
1442	GO:0015976,GO:0009605
1445	GO:0032502,GO:0005996
1452	GO:0006413
1453	GO:0036211,GO:0006325
1454	GO:0010087,GO:0007164,GO:0006812,GO:0006996,GO:0044419,GO:0006950
1455	GO:0036211
1456	GO:0007017,GO:0006629,GO:0009056
1457	GO:0070085,GO:0006487,GO:0036211,GO:0071554,GO:0045229,GO:0071816
1458	GO:0016192,GO:0036211,GO:0006996,GO:0006950,GO:0016311
1459	GO:0007017,GO:0006629,GO:0072344,GO:0044085
1463	GO:0009056,GO:0044085
1464	GO:0007267,GO:0034660,GO:0036211,GO:0009056
1466	GO:0090407,GO:0009056,GO:0044255
1470	GO:0006468,GO:0036211,GO:0030162,GO:0009056,GO:0044242,GO:0042214,GO:0071554
1471	GO:0034220,GO:0036211
1472	GO:0032196,GO:0015979,GO:0051641,GO:0006721,GO:0036211,GO:0018193,GO:0006950,GO:0048519,GO:0006457
1473	GO:0036211,GO:0006950,GO:0006081,GO:0007164,GO:0010087,GO:0006812,GO:0060918,GO:0016053,GO:0071702,GO:0006996
1474	GO:0016192,GO:0071702,GO:0008033,GO:0006399,GO:0006950,GO:0042221,GO:0006260
1475	GO:0006629,GO:0042537,GO:0016053,GO:0044262,GO:0034220,GO:0072348,GO:0006857,GO:0042886,GO:0044085
1476	GO:0036211,GO:0009056,GO:0006950,GO:1901575,GO:0035556,GO:0006996,GO:0019919,GO:0032259
1477	GO:0006950,GO:0070647,GO:0016071,GO:0035556
1478	GO:0032502,GO:0009056,GO:0006629,GO:0016053,GO:0006413,GO:0071702,GO:0009628,GO:0006457,GO:0036211,GO:0055086
1479	GO:0007017,GO:0006950,GO:0034220,GO:0006396,GO:0016053,GO:0044262,GO:0006002,GO:0010506,GO:0051641,GO:0071702,GO:0009914
1480	GO:0065009,GO:0006508,GO:0071705,GO:0005996,GO:0032774,GO:0071702,GO:1901605,GO:0055086,GO:0006996,GO:0000278,GO:0036211,GO:0051301,GO:0007049,GO:0044085,GO:0016192,GO:0070861,GO:0006950
1481	GO:0036211,GO:0006468,GO:0048868,GO:0006396,GO:0034220,GO:0071702
1482	GO:0071554,GO:0044262,GO:0071702,GO:0032259,GO:0036211,GO:0006950,GO:0009834,GO:0090407,GO:0000959
1483	GO:0044262,GO:0036211,GO:1901575,GO:0051649,GO:0071702,GO:0016051,GO:0055086,GO:0034220,GO:0009056
1484	GO:0036211,GO:0022900,GO:0015980,GO:0032259,GO:0042221,GO:0090407,GO:0006950,GO:0055086,GO:0009056
1485	GO:0055086,GO:0006812,GO:0044085,GO:0006396,GO:0006996,GO:0044262,GO:0042221,GO:0006950,GO:0006413,GO:0034660
1486	GO:0006812,GO:0006950,GO:0006396,GO:0036211,GO:0006508,GO:0006629,GO:0070647,GO:0006413,GO:0051246,GO:0071702
1487	GO:0044275,GO:0006457,GO:0008037,GO:0048519,GO:0006396,GO:0006468,GO:0034220,GO:0055086
1488	GO:0036211,GO:0006508,GO:0009791,GO:0032774,GO:0009414,GO:0071702,GO:0006950,GO:0090407,GO:0034220,GO:0098662,GO:0015074,GO:0042743,GO:0072593,GO:0044085,GO:0090305,GO:0016053,GO:0022900
1580	GO:2000112,GO:0071702
1581	GO:2000112,GO:0071702
1591	GO:0036211,GO:0071702
1698	GO:0009056,GO:1901575
1776	GO:0035652,GO:0009056,GO:0042221,GO:0036211,GO:0055086
1783	GO:0032787,GO:0055086,GO:0090407,GO:0071702,GO:0006950,GO:0042221,GO:0006413,GO:0097354
1784	GO:0006950,GO:0006508,GO:0010506,GO:0051641,GO:0050793
1785	GO:0090305,GO:0044262,GO:0044264,GO:0016052,GO:0006950
1786	GO:0006396,GO:0044085,GO:0071705,GO:0007017
1790	GO:0006325,GO:0036211
1791	GO:0006950,GO:0065009
1793	GO:0010888,GO:0065008,GO:0044085
1797	GO:0022414,GO:0035556
1799	GO:0048518,GO:0048522,GO:0051641,GO:0035556
1804	GO:0009056,GO:0006629,GO:0046482,GO:0008153,GO:0036211,GO:0006950
1805	GO:0032502,GO:0048519
1806	GO:0042221
1807	GO:0036211,GO:0006508,GO:0009791,GO:0044085,GO:0032774,GO:0006950,GO:0090407,GO:0034220,GO:0098662,GO:0090305,GO:0016053,GO:0034470,GO:0071702,GO:0022900
1809	GO:0009605,GO:0016053,GO:0042180,GO:0006325
1814	GO:0036211,GO:0070647,GO:0006396
1815	GO:0032774
1825	GO:0006950,GO:0006396
1828	GO:0090407,GO:0006629
1852	GO:0032502
1856	GO:0044085,GO:0044248,GO:0000272,GO:1901575
1916	GO:0006950,GO:0055086,GO:0043648
1921	GO:0036211
1942	GO:0071702,GO:0090407,GO:0000959
1945	GO:0036211,GO:0042440
1946	GO:0044262
1966	GO:0009056,GO:0048825
1968	GO:0009056,GO:0033036,GO:0042873,GO:0071702
1972	GO:0009056,GO:0055086,GO:0042221,GO:0006325,GO:0006396,GO:0044085,GO:0061086,GO:0033013,GO:0036211,GO:0032774,GO:0016052,GO:0016053,GO:0006413
1998	GO:0035556
2000	GO:0048519
2005	GO:0032259
2006	GO:0006629,GO:0055086
2011	GO:0006629,GO:0098732
2014	GO:0006950,GO:0032774,GO:0006629,GO:0071702
2019	GO:0042221,GO:0036211,GO:0090407
2021	GO:0006508,GO:0044262,GO:0019748
2252	GO:0006396,GO:0032259,GO:0006508,GO:0048519,GO:0009056,GO:0044262,GO:0071554,GO:0071702,GO:0036211,GO:0035556
2296	GO:0019748,GO:0009723
2358	GO:0090407
2370	GO:0015980,GO:0036211,GO:0010506,GO:0051641,GO:0071702
2374	GO:0019748
2375	GO:0019748,GO:0009056
2376	GO:0002181,GO:0043933
2383	GO:0032502,GO:0036211,GO:0032774,GO:0006629,GO:0009062,GO:0071702,GO:0007017,GO:0097354,GO:0006508,GO:0031057
2384	GO:0032502,GO:0036211,GO:0032774,GO:0006629,GO:0009062,GO:0071702,GO:0007017,GO:0097354,GO:0006508,GO:0031057
2390	GO:0036211
2396	GO:0006396,GO:0051052,GO:0036261,GO:0044550,GO:0019748,GO:0006790,GO:0006730,GO:0022900,GO:0071702,GO:0032774,GO:0044706,GO:0034220,GO:0036211,GO:0016192,GO:0006996,GO:0009657,GO:0044085,GO:0009056,GO:1901137,GO:0000291,GO:0071027,GO:0008610,GO:0050829
2406	GO:0036211,GO:0090407,GO:0042221
2428	GO:0034220
2440	GO:0009056,GO:0045491,GO:0006508,GO:0006950,GO:0042221
2448	GO:0065009,GO:0009056
2450	GO:0055086
2451	GO:0042221,GO:0006508
2455	GO:0006457,GO:0036211
2457	GO:0016053
2458	GO:0042592,GO:0016053
2467	GO:0065009
2472	GO:0036211
2490	GO:0015074,GO:0036211,GO:0006468
2500	GO:0048519
2508	GO:0032502
2511	GO:0009620,GO:0098542,GO:0036211
2514	GO:0006468,GO:0071702,GO:0007166
2516	GO:0009737
2517	GO:0006790,GO:0042357
2518	GO:0036211
2519	GO:0006950,GO:0009605
2520	GO:0032196,GO:0055086,GO:0009063,GO:0036211
2521	GO:0044085
2524	GO:0006950
2525	GO:0006950,GO:0036211
2527	GO:0071702,GO:0006396,GO:0035556,GO:0036211
2530	GO:0032259,GO:0071702,GO:0007017,GO:0006468,GO:0036211
2531	GO:0006457,GO:0032259,GO:0042221
2533	GO:0009820,GO:0048519,GO:0009081,GO:0006970
2534	GO:0071702,GO:0070647,GO:0035303,GO:0035304,GO:0015980,GO:0036211,GO:0015074,GO:0006508
2536	GO:0070647,GO:0006950,GO:0033013,GO:0065009,GO:0010200,GO:0036211,GO:0006457
2540	GO:0071702,GO:0006396,GO:0048518,GO:0009451,GO:0006508,GO:0036211,GO:1901615,GO:0065009,GO:0061024,GO:0006357,GO:0055086
2541	GO:0006950,GO:0071702,GO:0036211,GO:0071897,GO:0006396,GO:0042221,GO:0070887
2542	GO:0009791,GO:0071702,GO:0033036,GO:0006950,GO:0006396,GO:0015074
2547	GO:0007186,GO:0006950,GO:0044275,GO:0006457,GO:0008037,GO:0048518,GO:0048519,GO:0071702,GO:0036211,GO:0006508,GO:0015074,GO:0006396,GO:0065008,GO:0044085,GO:0006468,GO:0009617,GO:0009056,GO:0034220,GO:0032774,GO:0006996,GO:0055086
2571	GO:0032259
2581	GO:0036211,GO:0006950
2603	GO:0044085,GO:0006396
2611	GO:0071702
2622	GO:0036211
2645	GO:0007166
2646	GO:0036211
2656	GO:0071702,GO:0007275,GO:0036211,GO:0007017,GO:0089718
2671	GO:0036211,GO:0006508,GO:0006950
2691	GO:0015980
2719	GO:0032196,GO:0006996,GO:0071702,GO:0051641,GO:0032774,GO:0036211
2722	GO:0055086,GO:0006396,GO:0006152
2743	GO:0006974,GO:0009628,GO:0006950,GO:0033554,GO:0036211,GO:0006508,GO:0009056,GO:0090305,GO:0048583,GO:0009605,GO:0044419,GO:0006865,GO:0010101,GO:0071702,GO:0042221,GO:0015074,GO:0016051,GO:0044248,GO:0006414,GO:0071897,GO:0006468,GO:0009607,GO:0055086,GO:0022900,GO:0006396
2746	GO:0009056
2761	GO:0010921,GO:0071310,GO:0097305,GO:0006996
2768	GO:0006950,GO:0071702
2770	GO:0036211,GO:0006468,GO:0019748,GO:0009056
2773	GO:0048519,GO:0065009,GO:0055086,GO:0090407,GO:0034220
2774	GO:0006310,GO:0042221,GO:0070887
2780	GO:0006457,GO:0006950,GO:0036211,GO:0034220
2783	GO:0036211,GO:0044419,GO:0006468,GO:0032392
2788	GO:0006950,GO:0036211
2793	GO:0006950,GO:0006357
2796	GO:0009607,GO:0006629,GO:0009628,GO:0016053
2797	GO:0009056,GO:0006468,GO:0036211
2800	GO:0040029,GO:0006468,GO:0036211,GO:0042221,GO:0018193,GO:0032259,GO:0006950,GO:0048519
2802	GO:0009056,GO:0006950,GO:0036211,GO:0042743,GO:0072593,GO:0034220,GO:0071702,GO:0055086,GO:0006457,GO:0006629,GO:0033036,GO:0044248,GO:0016192,GO:0007010,GO:0006996,GO:0065009,GO:0051276,GO:0006260
2803	GO:0006950,GO:0006996,GO:0036211,GO:0006396
2806	GO:1901137,GO:0006508,GO:0006396,GO:0044085,GO:0036211,GO:0034220,GO:0071702,GO:0065008,GO:0019748
2809	GO:0036211,GO:0006468,GO:0006857,GO:0090305,GO:0032196,GO:0042221,GO:0071897,GO:0044085,GO:0034220,GO:0032774
2810	GO:0006790,GO:0009719,GO:0006950,GO:0036211,GO:0042221,GO:0009657,GO:0006996,GO:1901575,GO:0048229,GO:0031347,GO:0032101,GO:0009605,GO:0071702,GO:0016053,GO:0006508,GO:0090407,GO:0006468,GO:0055086,GO:0042886,GO:0042743,GO:0006457,GO:0051641,GO:0006396,GO:0035556,GO:0034220,GO:0044085
2811	GO:0009056,GO:0055086,GO:0048507,GO:0006996,GO:0006950,GO:0009605,GO:0071702,GO:0042221,GO:1902025,GO:0006413,GO:0044264,GO:0009250,GO:0035652,GO:1990542,GO:0016192,GO:0036211,GO:2000112,GO:0048437,GO:0009555,GO:0015979,GO:0009308,GO:0044275,GO:0042908,GO:0070085,GO:0006487,GO:0044085,GO:0006396,GO:0006508,GO:0071554,GO:0006325,GO:0033036,GO:0065008,GO:0006457,GO:0022613,GO:0051641,GO:0070887,GO:0090407,GO:0015980,GO:0016053,GO:0061086,GO:0006812,GO:0005996,GO:0000375,GO:0042325,GO:0033013,GO:0070647,GO:0009628,GO:0006633,GO:0007017,GO:0006629,GO:0006260,GO:0032259,GO:0010501,GO:0071705,GO:0032774,GO:0009894,GO:0065009,GO:0000911,GO:0034220,GO:0032502,GO:0006468,GO:0010256,GO:1901605,GO:0007275,GO:0043632,GO:0032392,GO:0071941,GO:0048518,GO:0034660,GO:0051321,GO:0019748,GO:1901575,GO:0035556
2817	GO:0007017
2818	GO:0065008
2832	GO:0044085
2837	GO:0009056,GO:0006950
2841	GO:0034220,GO:0006950
2849	GO:0043933,GO:0071702,GO:0032502,GO:0065009,GO:0006325,GO:0050829,GO:0044085
2899	GO:0006396
2912	GO:0055086
2938	GO:0048316,GO:0006396
3001	GO:0071554,GO:0036211,GO:0035556,GO:0051510,GO:0065009,GO:0006950,GO:0006109,GO:0006996
3021	GO:0016053
3028	GO:0006468,GO:0044419,GO:0071786,GO:0009605
3032	GO:0006414,GO:0006950,GO:0071103,GO:0032392,GO:0036211
3044	GO:0055081,GO:1901376
3052	GO:0006508,GO:0035556
3056	GO:0006996
3061	GO:0035556,GO:0071702,GO:0048518,GO:0007034,GO:0065009,GO:0071554,GO:0015980,GO:0006508,GO:0006950,GO:0006413
3062	GO:0035556,GO:0042221,GO:0071702,GO:0048518,GO:0007034,GO:0065009,GO:0071554,GO:0015980,GO:0036211,GO:0006508,GO:0006950,GO:0016053,GO:0006413
3075	GO:0006950,GO:0055086
3077	GO:0044085,GO:0036211
3079	GO:0010506,GO:0051641
3081	GO:0036211,GO:0006508
3084	GO:0048583
3086	GO:0071702
3087	GO:0036211,GO:0090407,GO:0015980
3088	GO:0032787,GO:0036211
3089	GO:0044262,GO:1901575,GO:0048518,GO:0034660
3090	GO:0006950,GO:0022607,GO:0044085,GO:0042221,GO:0036211
3091	GO:0065009,GO:0044085
3093	GO:0016053,GO:0009791,GO:0003006,GO:0071702,GO:0033036
3099	GO:0034660,GO:0070301,GO:0006950,GO:0009056,GO:0044248
3100	GO:0042221,GO:0006468,GO:0016192,GO:0071702
3101	GO:0006396,GO:0000003,GO:0071702
3102	GO:0006413
3105	GO:0071702,GO:0036211
3107	GO:0071702,GO:0044085,GO:0036211,GO:0032259,GO:0006629,GO:0098732
3108	GO:0006325,GO:0006260,GO:0042221,GO:0043455,GO:0036211
3111	GO:0032259,GO:0044085,GO:0006508
3113	GO:0006629,GO:0035556,GO:0009056,GO:0036211,GO:0006457,GO:0006396
3115	GO:0036211,GO:0071702,GO:0009056,GO:0006952,GO:0009311,GO:0051239,GO:0006996,GO:0090407,GO:0006468
3118	GO:0036211,GO:0042743,GO:0006950,GO:0065009,GO:0140718,GO:0006857,GO:0042886,GO:0009056,GO:1900458,GO:0044248
3119	GO:0006950,GO:0071702,GO:0009057,GO:0006508,GO:0009628,GO:0006414,GO:0006457
3121	GO:0065009,GO:0036211,GO:0016051,GO:0034220,GO:0071702,GO:0015979,GO:0055086,GO:0006996,GO:1902653,GO:0061086,GO:0031057,GO:0046322,GO:0044085,GO:0060249
3122	GO:0042221,GO:0016192,GO:0036211,GO:1901605,GO:0006338,GO:0006396,GO:0071702,GO:0007049
3125	GO:0006730
3129	GO:0036211,GO:0006468,GO:0044085,GO:0006996,GO:0016053,GO:0032502,GO:0055086,GO:0009308,GO:0006396,GO:0070647
3130	GO:0048519,GO:0006396,GO:0006950,GO:0032774,GO:1901068,GO:0006457,GO:0010888,GO:0033674,GO:0007417
3136	GO:0006950,GO:0048519,GO:0042221,GO:0006952,GO:0032774,GO:0006629,GO:0044085,GO:0016053,GO:0050793,GO:0005996,GO:0055086,GO:0090407,GO:0042908,GO:0055081,GO:0036211,GO:0016571,GO:0032259,GO:0071702,GO:0051246,GO:0140053,GO:0051641,GO:0009056,GO:0071554,GO:0034220,GO:0006508,GO:1901376,GO:0009411
3137	GO:0036211,GO:0006413,GO:0009056,GO:0055086,GO:0071702,GO:0044262,GO:0034660,GO:0019725,GO:0006950,GO:0071554,GO:0015074,GO:0043605,GO:0006457,GO:0031647,GO:0006629,GO:0065009,GO:0019748,GO:0032259,GO:0042221,GO:0010629,GO:0048437,GO:0006260,GO:0006996,GO:0033036,GO:0044085,GO:0034220,GO:0006508,GO:0034470,GO:0090407,GO:0089718,GO:0042873,GO:0005996,GO:0016053,GO:0006816,GO:0065008,GO:0006468
3138	GO:0034660
3146	GO:0032259
3158	GO:0006950,GO:0006414,GO:0018209,GO:0018105,GO:0006468,GO:0050793,GO:0032502,GO:0006629,GO:0033036,GO:0006457,GO:0071702,GO:0006631,GO:0006633,GO:0044085,GO:0006396,GO:0006996,GO:0036211,GO:0015979,GO:0006508,GO:0034220,GO:0090407,GO:0032774
3204	GO:0009056,GO:0016053
3211	GO:0034220
3238	GO:0140053
3243	GO:0036211,GO:0009056
3244	GO:0006413
3247	GO:0036211,GO:0006468,GO:0016053,GO:0044085,GO:0006996,GO:0055086,GO:0070647
3256	GO:0036211,GO:0006468
3275	GO:0050793,GO:0006468,GO:0071702
3276	GO:0036211,GO:0050793,GO:0006468,GO:0006414,GO:0071702,GO:0048519
3289	GO:0016053,GO:0072319
3291	GO:0009056
3294	GO:0006396,GO:0032502,GO:0090407,GO:0006195,GO:0036211,GO:0009056,GO:1901137,GO:0010154,GO:0055086,GO:0006996,GO:0048511
3311	GO:0009056,GO:0055086,GO:0048507,GO:0006996,GO:0006950,GO:0009605,GO:0071702,GO:0042221,GO:1902025,GO:0016570,GO:0006413,GO:0035652,GO:1990542,GO:0016192,GO:2000112,GO:0048437,GO:0009555,GO:0015979,GO:0009308,GO:0044275,GO:0042908,GO:0036211,GO:0070085,GO:0006487,GO:0044085,GO:0006396,GO:0006508,GO:0071554,GO:0006325,GO:0033036,GO:0065008,GO:0006457,GO:0022613,GO:0051641,GO:0070887,GO:0090407,GO:0015980,GO:0016053,GO:0061086,GO:0006812,GO:0005996,GO:0000375,GO:0042325,GO:0033013,GO:0070647,GO:0009628,GO:0006633,GO:0007017,GO:0006260,GO:0032259,GO:0071705,GO:0032774,GO:0009894,GO:0065009,GO:0000911,GO:0034220,GO:0016052,GO:0032502,GO:0006468,GO:0010256,GO:0007275,GO:0043632,GO:0071941,GO:0048518,GO:0034660,GO:1901575,GO:0035556
3323	GO:0036211,GO:0071702,GO:0032259,GO:0055086,GO:0050810,GO:0044419,GO:0009605,GO:1901615
3324	GO:0071702,GO:0042221,GO:0032259,GO:0016192,GO:0009308,GO:0055086,GO:0030029,GO:0050810,GO:0090305,GO:0044419,GO:0009605,GO:1901615
3336	GO:0007017,GO:0043933,GO:0071702,GO:0032502,GO:0065009,GO:0006325,GO:0050829,GO:0044085
3375	GO:0016053
3413	GO:0006457,GO:0009308,GO:0071702
3421	GO:0071702,GO:0009056,GO:0016053
3425	GO:0035556
3463	GO:0009057,GO:0090305,GO:0006468,GO:0065009,GO:0080113,GO:0036211
3472	GO:0032502,GO:0048856,GO:0032501,GO:0006457
3493	GO:0065008,GO:0042221,GO:0006397,GO:0036260,GO:0036211,GO:0010501,GO:0044248,GO:0006119,GO:0032774,GO:0044262,GO:0071705,GO:0006950,GO:0015074,GO:0043157,GO:0090305,GO:0006996,GO:0065009,GO:0055086,GO:0051321,GO:0006508,GO:0016053
3499	GO:0016053,GO:0071702
3502	GO:0036211,GO:0006310,GO:0007017
3507	GO:0097193,GO:0006396,GO:0071702,GO:0048519,GO:0006457,GO:0016192,GO:0015980,GO:0044085,GO:0006508,GO:0036211,GO:1901137,GO:0009064,GO:0050829
3508	GO:0097193,GO:0006396,GO:0071702,GO:0048519,GO:0036211,GO:0006457,GO:0016192,GO:0015980,GO:0006508,GO:0032502,GO:0065009,GO:1901137,GO:0009064,GO:0050829,GO:0044085
3512	GO:0006357,GO:0034660,GO:0009791
3542	GO:0009056,GO:0055086,GO:0048507,GO:0006950,GO:0009605,GO:0042221,GO:0016570,GO:0048437,GO:0009555,GO:0044275,GO:0048519,GO:0071702,GO:0036211,GO:0006325,GO:0065008,GO:0032502,GO:0006457,GO:0051641,GO:0090407,GO:0015980,GO:0006396,GO:0044085,GO:0061086,GO:0006812,GO:0000375,GO:0033013,GO:0006633,GO:0006260,GO:0032259,GO:0071705,GO:0016192,GO:0032774,GO:0009894,GO:0000911,GO:0006996,GO:0034220,GO:0016052,GO:0016053,GO:0006468,GO:0007275,GO:0043632,GO:0071941,GO:0048518,GO:0006413,GO:0035556
3576	GO:0036211,GO:0006508,GO:0015074
3581	GO:0044262
3608	GO:0044085,GO:0009409
3611	GO:0036211,GO:0009308,GO:0055086,GO:0042325,GO:0010256,GO:0044085,GO:0006950,GO:0006457
3613	GO:0043631
3626	GO:0009056
3643	GO:0006816
3645	GO:0036211,GO:0006950,GO:0015980,GO:0071702
3697	GO:0006413,GO:0019748,GO:0032502,GO:1901605,GO:0045292,GO:0006457,GO:0044085,GO:0071702,GO:0016192,GO:0015980,GO:0070592,GO:0005996,GO:0009056,GO:0010337,GO:0036211
3728	GO:0065008
3773	GO:0098542,GO:0036211,GO:0006812,GO:0022900,GO:0042274,GO:0016053,GO:0016051
3785	GO:0042537,GO:0006629,GO:0016053,GO:0044262,GO:0006857,GO:0042886,GO:0044085
3798	GO:0035556,GO:0042221
3805	GO:0006413
3860	GO:0006457,GO:0019748,GO:0006950,GO:0051641,GO:0071554,GO:0007017
3861	GO:0006396
3886	GO:0036211,GO:0071702,GO:0006396,GO:0009636,GO:0090407
3910	GO:0090407,GO:0055086,GO:0071702,GO:0006950,GO:0044085,GO:0022900
3933	GO:0015074,GO:0032259,GO:0071702,GO:0006508,GO:0090407,GO:0016053,GO:0034220
3935	GO:0036211,GO:0071702,GO:0007049,GO:0006629,GO:1901570,GO:0032259
3938	GO:0006508,GO:0035556
3947	GO:0036211,GO:0055086,GO:0032446,GO:0065008,GO:0033013,GO:0006950,GO:0006325,GO:0071702,GO:0006508,GO:0045653
3952	GO:0006950,GO:0055086
3955	GO:0042221,GO:0006414,GO:0006325,GO:0006996,GO:0036211,GO:0006396,GO:0016053,GO:0032787,GO:0072330
3956	GO:0009605,GO:0009056,GO:0009314,GO:0015979,GO:0044085,GO:0055086
3958	GO:0032502,GO:0009056,GO:0006468,GO:0036211,GO:0070918
3964	GO:0036211,GO:0019748,GO:0044550,GO:0016192,GO:0071702
3966	GO:0044085,GO:0009056,GO:0036211,GO:0006950
3970	GO:0016052,GO:0006366,GO:0032774,GO:0036211
3977	GO:0009056
3980	GO:0006413,GO:0016053,GO:0006629,GO:0055086,GO:0036211
3983	GO:0006325,GO:0030422,GO:0032774,GO:0032259,GO:0070291,GO:0048511,GO:0036211,GO:0044262
3993	GO:0006950
4003	GO:0044085,GO:0032259,GO:0006996
4009	GO:0090407
4058	GO:0036211
4062	GO:0044262,GO:0034220,GO:0090407,GO:0009719,GO:0009056,GO:0065008,GO:0006950
4066	GO:0016053,GO:0044255,GO:0036211
4081	GO:0009056,GO:0005996
4126	GO:1901137
4142	GO:0006996,GO:0033554,GO:0036211,GO:0071702,GO:0080001,GO:0042221
4145	GO:0036211,GO:0018212,GO:0006468
4162	GO:0009627
4164	GO:0030162,GO:0009056,GO:0044242,GO:0042214
4226	GO:0032196,GO:0016570,GO:0055086,GO:0006950
4260	GO:0007267,GO:0034660,GO:0006950,GO:0036211,GO:0009056
4272	GO:0006508,GO:0071702,GO:0044085,GO:0022613,GO:0051641,GO:0032392
4276	GO:0006950,GO:0009056,GO:0016053,GO:0071702,GO:0070647,GO:0044262,GO:0055086
4300	GO:0034660
4310	GO:0006812,GO:0032259
4319	GO:0006396,GO:0006950
4344	GO:0002181,GO:0043933,GO:0015980,GO:0032502
4345	GO:0036211,GO:0009056,GO:0016052,GO:0044275
4346	GO:0044085,GO:0036211
4381	GO:0019748
4383	GO:0055086
4402	GO:0002181,GO:0043933,GO:0022607,GO:0015980,GO:0032502
4414	GO:0065008,GO:0006950,GO:0036211,GO:0032259,GO:0022900,GO:0055086,GO:0006629,GO:0006694
4416	GO:0071702,GO:0036211
4418	GO:0036211,GO:0048518,GO:0006950
4419	GO:0090407,GO:0009056,GO:0006857,GO:0042886,GO:0044255
4422	GO:0065009,GO:0006996,GO:0006414
4423	GO:0065009,GO:0006996,GO:0006414
4427	GO:0048519,GO:1901361,GO:0044265
4428	GO:0070085,GO:0044255,GO:0071702,GO:0009834,GO:0044262,GO:0090627,GO:1905392,GO:0010015,GO:0007017
4433	GO:0006508,GO:0036211,GO:0009056,GO:0071702
4438	GO:0071702,GO:0006996,GO:0036211
4439	GO:0006468,GO:0009415,GO:0009651,GO:0036211,GO:0044085,GO:0099402,GO:0048507,GO:0048444,GO:0010073,GO:0034470,GO:0006950,GO:0065008,GO:0009056,GO:0048519
4450	GO:0097193,GO:0006996,GO:0071702,GO:0036211,GO:0032774,GO:0006629,GO:0048469,GO:0022607,GO:0044085,GO:0006952,GO:0007017,GO:0006508,GO:0048519,GO:0009056,GO:0034220,GO:0035556,GO:0090407,GO:0044262,GO:0016192,GO:0006457,GO:0048825
4451	GO:0097193,GO:0006996,GO:0071702,GO:0006812,GO:0036211,GO:0032774,GO:0006629,GO:0048469,GO:0022607,GO:0044085,GO:0006952,GO:0032502,GO:0006508,GO:0048519,GO:0009056,GO:0006325,GO:0034220,GO:0035556,GO:0006457,GO:0034660,GO:0106167,GO:0090407,GO:0044262,GO:0016192,GO:0048825
4456	GO:0036211,GO:0009056,GO:0006629
4461	GO:0009056,GO:1901575,GO:0006508
4466	GO:0071702,GO:0055086
4470	GO:0042221,GO:0065009
4472	GO:0006357
4475	GO:0065009,GO:0007049,GO:0071669,GO:0071555,GO:0034059,GO:0035556,GO:0044262,GO:0071554,GO:0007017,GO:0036211,GO:0032259
4477	GO:0033036,GO:0071702
4478	GO:1902222,GO:0009074
4479	GO:0032259,GO:0071702,GO:0042221,GO:0006396,GO:0036211,GO:0071897,GO:0044262,GO:0007017,GO:0090501
4480	GO:0009056,GO:0006468
4485	GO:0006396,GO:0009056
4491	GO:0042886,GO:0006857
4495	GO:0006629,GO:1901575
4496	GO:0009553,GO:0006996,GO:0006260,GO:0071554,GO:0044262,GO:0036211
4497	GO:0034220
4500	GO:0036211,GO:0015748,GO:0034220,GO:0009056,GO:0006996
4502	GO:0006950,GO:0006396,GO:0006508,GO:0006457
4503	GO:0006629,GO:0034220
4506	GO:0015979,GO:0006629,GO:0033013,GO:0006950,GO:0044085,GO:0033036
4507	GO:0009620,GO:0044262,GO:0055086,GO:0009812,GO:0036211,GO:0071702,GO:0010927,GO:0090567
4508	GO:0009451,GO:0009605,GO:0009719,GO:0032774,GO:0036211,GO:0032392,GO:0006950,GO:0009636
4509	GO:0009056,GO:0055086,GO:0009451,GO:0044085,GO:0071554,GO:0051641,GO:0006396
4510	GO:0055086,GO:0032774,GO:0044085
4515	GO:0009308,GO:0010817
4530	GO:0036211,GO:0048518,GO:0006629,GO:0071702,GO:0033036,GO:0042221,GO:0032774
6159	GO:0036211
6197	GO:0033013
6291	GO:0022900
6319	GO:0036211
6320	GO:0035556
6331	GO:0006508
6354	GO:0016134
6371	GO:0006508
6379	GO:0009056
6384	GO:0042221,GO:0006396
6407	GO:0042221,GO:0036211,GO:0006996,GO:0009895,GO:0090407
6426	GO:0006413,GO:0051246
6428	GO:0015074
6429	GO:0032259
6443	GO:0036211
6453	GO:0003006
6460	GO:0071702,GO:0016192
6463	GO:0006081
6473	GO:0006996,GO:0034220,GO:0032774
6478	GO:0036211
6479	GO:0006325
6490	GO:0044085,GO:0009451
6507	GO:0016053
6508	GO:0015074
6509	GO:0071702
6513	GO:0065009
6515	GO:0006950
6532	GO:0007017,GO:0090407
6546	GO:0032502,GO:0009056,GO:0035556
6548	GO:0043648
6549	GO:0010876
6558	GO:0042221
6566	GO:0009056
6571	GO:0046273,GO:0015980
6572	GO:0009057,GO:0006508
