Modulos com termos enriquecidos	Termos GO utilizados para enriquecimento neste modulo
6574	GO:0036211,GO:0006950
6576	GO:0010033,GO:0070887
6577	GO:0071702
6579	GO:0048584,GO:0070887,GO:0023051,GO:0009966,GO:0051552,GO:0007049,GO:0036211,GO:0022900,GO:0044262,GO:0071554,GO:0007017,GO:0006468,GO:0009056,GO:0044248,GO:0071702,GO:0006950,GO:0048519
6582	GO:0036211,GO:0007017,GO:0006950
6657	GO:0016052,GO:0044262,GO:0044275,GO:0044248
6658	GO:0035556,GO:0019748,GO:0036211
6659	GO:0032196
6661	GO:0032196,GO:0071702
6663	GO:0090305
6666	GO:0048518
6667	GO:0044085
6668	GO:0036211,GO:0022900
6669	GO:0006996,GO:0009791,GO:0035556
6670	GO:0006508,GO:0005996
6671	GO:0034284,GO:0006950,GO:0006629
6672	GO:0044085
6673	GO:2000896,GO:0036211,GO:0042221,GO:0016053
6674	GO:0042221,GO:0015074,GO:0006508
6675	GO:0006950,GO:0006396,GO:0006357,GO:0031126,GO:0032259
6676	GO:0009607,GO:0009605,GO:0006629,GO:0065009
6677	GO:0006950,GO:0009060,GO:0071702
6678	GO:0036211,GO:0006812
6679	GO:0006950,GO:0009605,GO:0044419,GO:0071702,GO:0036211,GO:0009056
6680	GO:0006950,GO:0009605,GO:0044419,GO:0009607,GO:0006629,GO:0036211,GO:0015074,GO:0006457
6681	GO:0044085,GO:0006950,GO:0036211,GO:0016192,GO:0048519,GO:0022900,GO:0006629,GO:0006457
6682	GO:0048519,GO:0032774,GO:0016053,GO:0036211,GO:0015979,GO:0044248,GO:0006996,GO:0006396
6683	GO:0036211,GO:0006950,GO:0035556,GO:0006310,GO:0032774,GO:0007017,GO:0071702
6684	GO:0036211,GO:0044550,GO:0005996,GO:0006508,GO:0034059,GO:0065009,GO:0006950,GO:0042221,GO:0006996,GO:0071702,GO:0009751,GO:0090305,GO:0006468,GO:0090407,GO:0032259,GO:0033013,GO:0008202,GO:0051246,GO:2000112,GO:0032774,GO:0006816,GO:0035556,GO:0001682
6685	GO:0035556,GO:0009056,GO:0055086,GO:0006812,GO:0034220,GO:0036211,GO:0006950,GO:0048518,GO:0022900
6686	GO:0006950,GO:0036211,GO:0032502,GO:0071702,GO:0009607,GO:0007205,GO:0009056,GO:0010431,GO:0022900
6687	GO:0042221,GO:0006996,GO:0015074,GO:0036211,GO:0006629,GO:0032774,GO:0044085
6742	GO:0006950,GO:0042221,GO:0009056,GO:0036211,GO:0065009
6744	GO:0015074
6745	GO:0044085
6747	GO:0065009
6750	GO:0006950,GO:0009607
6752	GO:0044262,GO:0006629,GO:0006468,GO:0071702,GO:0006396
6753	GO:0006508,GO:0006950
6755	GO:0006950,GO:0009605,GO:0016053,GO:0046655,GO:0071702,GO:0071705,GO:0009056,GO:0065009
6756	GO:0006950,GO:0032259,GO:0009605,GO:0009607,GO:0036211,GO:0010363
6757	GO:0006950,GO:0009605,GO:0036211,GO:0009056
6758	GO:0006950,GO:0006591,GO:0007049,GO:0006260,GO:0048583,GO:0071702,GO:0036211,GO:0033036,GO:0006996,GO:0006629,GO:0034220
6768	GO:0055086,GO:0090407
6780	GO:0016053,GO:0006996
6804	GO:0044085,GO:1903311,GO:0036211,GO:0032774,GO:0071702,GO:0006396,GO:0006325,GO:0034220,GO:0055086,GO:0006414,GO:0097354,GO:0009056,GO:0006996,GO:0009308,GO:0048519,GO:0016053,GO:0035556,GO:0044282,GO:0042221
6833	GO:0006996,GO:0048518,GO:0006351,GO:0006950
6886	GO:0032787,GO:0006950,GO:0097354
6889	GO:0006950
6903	GO:0006396,GO:0006970,GO:0036211,GO:0006950,GO:0010628,GO:0006325,GO:0009056,GO:0031146,GO:0046283
6904	GO:0032502,GO:1990937,GO:0048519,GO:0006950,GO:0071669,GO:0071702
6905	GO:0006325,GO:0090305,GO:0071702,GO:0065009,GO:0042221
6910	GO:0009056,GO:0016192
6919	GO:0034220
6921	GO:1901565,GO:0009056
6922	GO:0010383
6947	GO:0009057,GO:0006508,GO:0036211
6954	GO:0065009,GO:0036211,GO:0048519,GO:0006996,GO:0071702,GO:0006508,GO:0048518,GO:0009628,GO:0006629,GO:0016053,GO:0006396,GO:0007017,GO:0032774,GO:0009056,GO:0007041
6957	GO:0019748,GO:0006950,GO:0009605,GO:0006508
6961	GO:0006996,GO:0048583,GO:0007017,GO:0036211
6962	GO:0006950,GO:0006996,GO:0048583,GO:0007017,GO:0036211,GO:0034220
6967	GO:0006325,GO:0033013
6972	GO:0006260,GO:0032774
6978	GO:0006996,GO:0007264,GO:0036211
6981	GO:0036211,GO:0006508
7008	GO:0006950,GO:0019748,GO:0016053
7023	GO:0035556
7032	GO:0009056,GO:0036211,GO:0009081,GO:0065009
7034	GO:0006396,GO:0009617
7047	GO:0006950
7122	GO:0016053,GO:0044255,GO:0036211
7129	GO:0036211,GO:0006950,GO:0009607,GO:0009605,GO:0015931,GO:0071702,GO:0048519
7130	GO:0036211,GO:0006950,GO:0009607,GO:0009605,GO:0015931,GO:0071702,GO:0048519
7131	GO:1901565,GO:0005996,GO:0071702,GO:0006970,GO:0009607,GO:0006950,GO:0035556,GO:0044262,GO:0009056,GO:0036211
7134	GO:0006310,GO:0042221,GO:0071702,GO:0032774
7138	GO:0055086
7139	GO:0055086
7147	GO:0033013
7154	GO:0036211,GO:0042221,GO:0006508,GO:0006950,GO:0006396,GO:0071702
7155	GO:0090407,GO:0022900,GO:0071702,GO:0018193,GO:0036211,GO:0035556
7162	GO:0006950,GO:0006260,GO:0009056,GO:0006357
7166	GO:0036211
7171	GO:0051596,GO:0042908
7192	GO:0046287,GO:0006753
7195	GO:0007166,GO:0006468,GO:0006950,GO:0055086,GO:0036211,GO:0006396,GO:0032196,GO:0009056,GO:0009605,GO:0035556,GO:0032774,GO:0006470,GO:0034660,GO:0072521,GO:0042221,GO:0015979,GO:1901575,GO:0071702,GO:0019748,GO:0032259
7196	GO:0071702,GO:0016192,GO:0009056
7199	GO:0071705,GO:0006081
7204	GO:0006396
7205	GO:0032502
7206	GO:0036211,GO:1901575
7207	GO:0001101
7214	GO:0036211,GO:0046322
7216	GO:2000142,GO:0032774
7223	GO:0071705,GO:0009056,GO:0055086,GO:0006357,GO:0055088,GO:0035556,GO:0015748
7224	GO:0006629
7227	GO:0006950,GO:0042221,GO:0006508,GO:0055086
7228	GO:0006950,GO:0036211,GO:0016053
7230	GO:0006950,GO:0009605,GO:0033013,GO:0071554,GO:0043455,GO:0010033,GO:0070887,GO:0009791,GO:0036211,GO:0055086,GO:0071702,GO:0006996,GO:0071897,GO:0043933,GO:0006457,GO:0071705,GO:0006396
7231	GO:0071702,GO:0071705,GO:0016192,GO:0003006,GO:0032502,GO:0034660,GO:0032259,GO:0019748,GO:0032196,GO:0006508,GO:0044085,GO:0034220,GO:0009056,GO:0036211,GO:0071897,GO:0071554,GO:0006950,GO:0042221
7232	GO:0006629,GO:0071702,GO:0006950,GO:0015074,GO:0009056
7233	GO:0015994,GO:0015979,GO:0030163,GO:0044085,GO:0034220,GO:0065009,GO:0006468,GO:0071702
7234	GO:0051641,GO:0071702
7235	GO:0032774
7237	GO:0044085,GO:0043631,GO:0071702
7238	GO:1900424,GO:0065009,GO:0007049,GO:0009056,GO:1901575,GO:0050793
7240	GO:0015074,GO:0009639
7241	GO:0035556,GO:0032409
7242	GO:0036211,GO:0071702
7251	GO:0071554,GO:0006950,GO:0006952,GO:0006508,GO:0031109,GO:0010119,GO:0065008,GO:0042221,GO:0036211,GO:0010033,GO:0036377,GO:0006790,GO:0006413,GO:0032502,GO:0010817,GO:0071702,GO:0065009,GO:0048583,GO:0006629,GO:0042908,GO:0140115,GO:0098754,GO:1901701,GO:1901575,GO:0009057,GO:0009056,GO:0032774,GO:0120251,GO:0010115,GO:0040007,GO:0048589,GO:0035672,GO:0048522,GO:0006357,GO:0006996,GO:0009653,GO:0007275,GO:0043288,GO:0044248,GO:0044085,GO:0044036,GO:0009808,GO:0019439,GO:0009698,GO:0071555,GO:0044262,GO:0007049,GO:0009833,GO:0046283,GO:0009891,GO:0071669,GO:0007017,GO:0070085,GO:0003006,GO:0009888,GO:0048638,GO:0006468,GO:0042542,GO:0048856,GO:0000003,GO:0022900,GO:0016053,GO:0046394,GO:0009617,GO:0009608,GO:0016042,GO:0006066,GO:0055088,GO:0010336,GO:0002221,GO:0071310,GO:0048519,GO:0000272,GO:0008347,GO:0045935,GO:0048518,GO:0051094,GO:0009605,GO:0019953,GO:0034220,GO:0045492,GO:1990937,GO:1901570,GO:0044264,GO:0022607,GO:0051493,GO:0080134,GO:1900150,GO:0032259,GO:0031407,GO:0071495,GO:0042592,GO:0048825,GO:0048468,GO:0040008,GO:0019748,GO:0006457,GO:0071897,GO:0050898,GO:0032787
7255	GO:0090305,GO:0006457,GO:0006950,GO:0006357
7261	GO:0009451,GO:0071702,GO:0071462,GO:0044262,GO:0006950
7268	GO:0006950,GO:0016053,GO:0044085
7299	GO:0034220,GO:0044085,GO:0036211
7326	GO:0036211,GO:0042221,GO:0016053
7332	GO:0032196,GO:0006396
7338	GO:0000003
7340	GO:0035556
7361	GO:0070647,GO:0090305
7363	GO:0016192,GO:0048519
7364	GO:0044262
7401	GO:0006950
7414	GO:0036211,GO:0065009
7416	GO:0006996
7421	GO:0009056,GO:0044085,GO:0065008
7432	GO:0044085
7436	GO:0006950
7453	GO:0044085
7457	GO:0070085,GO:0044255
7482	GO:0071702
7577	GO:0022414
7603	GO:0016053,GO:0006996,GO:0051641
7621	GO:0009056,GO:0009057
7624	GO:0032774
7625	GO:0034220
7699	GO:0015074
7740	GO:0055086
7745	GO:0016570,GO:0006629
7841	GO:0044085
9769	GO:0090305
9772	GO:0000447
9785	GO:0005996,GO:0006629,GO:0032259,GO:0009056
9786	GO:0032196
9802	GO:0006950,GO:0009605,GO:0042221,GO:0032259,GO:0007166,GO:0006310,GO:0071702,GO:0009057,GO:0009451,GO:0006996,GO:0032502,GO:0022900,GO:0036211
9803	GO:0070925,GO:0032196,GO:0051246,GO:0006396
9804	GO:0006950,GO:0040007,GO:0044262
9806	GO:0071702
9807	GO:0065008,GO:0090407
9808	GO:0042221,GO:0048519
9810	GO:0006260
9811	GO:0071897
9812	GO:0007166
9814	GO:0071702,GO:0034220
9821	GO:0006950,GO:0019684,GO:0033036
9875	GO:0030490,GO:0044085,GO:0000462
9940	GO:0032502
9955	GO:0035556,GO:0036211,GO:0006468
9973	GO:0048519
10003	GO:0009057,GO:0006508,GO:0036211
10034	GO:0006310,GO:0006950
10105	GO:0048583,GO:0016192,GO:0032259,GO:0006950,GO:0006457,GO:0032774
10110	GO:0065009
10152	GO:0006950
10176	GO:0009056,GO:0006950
10209	GO:0044085,GO:0051301
10229	GO:0006996,GO:0009657,GO:0015074
10293	GO:0036211
10369	GO:0006396
10395	GO:0006950,GO:0036211,GO:0006468,GO:0009605
10396	GO:0006629,GO:0071702,GO:0009056
10480	GO:0036211
10522	GO:0006325,GO:0036211
10552	GO:0034220,GO:0009056,GO:0006950,GO:0036211
10571	GO:0042743,GO:0006950,GO:0072593,GO:0009056
10582	GO:0071702
10680	GO:0006414,GO:0036211
10748	GO:1901565,GO:0036211,GO:0044085,GO:0006996,GO:0044262
10822	GO:0036211,GO:0006950
10846	GO:0036211
10865	GO:0065009
10922	GO:0006950
10958	GO:0051301
10991	GO:0036211,GO:0006950
11028	GO:0022900
11060	GO:0032502
11081	GO:0055086
11103	GO:0010337
11117	GO:0044085,GO:0055086
11147	GO:0036211
11174	GO:0048518
11191	GO:0035556
11200	GO:0006414
11201	GO:0036211,GO:0051641
11216	GO:0032259,GO:0007049
11225	GO:0006996,GO:1901575,GO:0015988
11263	GO:0036211,GO:0010876,GO:0006950
11269	GO:0006952,GO:0006950,GO:0006396,GO:0071702,GO:0015074
11270	GO:0032196,GO:0006414,GO:0036211
11273	GO:0032774
11287	GO:0022900,GO:0016053,GO:0006996,GO:0036211,GO:0042440
11301	GO:0036211,GO:0016053,GO:0042221
11319	GO:0036211,GO:0051205,GO:0090305,GO:0010337,GO:0062012,GO:0051049,GO:0035556,GO:0006950,GO:0009605,GO:0006508,GO:0042044,GO:0006357,GO:0007275,GO:0009791,GO:0044085,GO:0048589,GO:0009743,GO:0009749,GO:0034284,GO:0034285,GO:0006996,GO:0032502,GO:0090407,GO:0071702,GO:0051172,GO:0048519,GO:2000116,GO:0009056,GO:0065008,GO:0032259,GO:0009567,GO:0006457,GO:0032774,GO:0071310,GO:0006468,GO:0042221,GO:0055086,GO:0033036,GO:0010876,GO:0009628,GO:0009414,GO:0048468,GO:0015994,GO:0006739,GO:0006396,GO:0006399,GO:0006629,GO:0016053,GO:0009664,GO:0007017,GO:0070647,GO:0031407,GO:0009653,GO:0071555,GO:0071705,GO:0070085,GO:0044255,GO:0010035,GO:0065009,GO:0098542,GO:0071483,GO:0010033,GO:0009719,GO:1901701,GO:0051052,GO:0036261,GO:0042886,GO:0009409,GO:0048507,GO:0048316,GO:0006812,GO:0043631,GO:0009415,GO:0009651,GO:0019216,GO:0009057,GO:0044262,GO:0044036,GO:1901068,GO:0097193,GO:0071669,GO:0070727,GO:0009615,GO:0006790,GO:1902221,GO:0009627,GO:0034220,GO:1901293,GO:0007267,GO:0032196,GO:1902347,GO:0015988,GO:1990937,GO:0048577,GO:0022900,GO:0003006,GO:0002181,GO:0071554,GO:0009451,GO:0042440,GO:0048582,GO:0048527,GO:0006414,GO:0006575,GO:0051641,GO:0043648,GO:1902025,GO:0009891,GO:1902680,GO:0016192,GO:2000112,GO:0048583,GO:0009772,GO:0016570,GO:0009145,GO:1901700,GO:0008643,GO:0006325,GO:0051341,GO:0044093,GO:0015979,GO:0046283,GO:0006694,GO:0042325,GO:0016071,GO:0006397,GO:0036260,GO:0044550,GO:0019748,GO:0006413,GO:2000058,GO:0022611,GO:0010431,GO:0009808,GO:0044419,GO:0034660,GO:0006952,GO:0044264,GO:0009250,GO:0006730,GO:0035652,GO:0008037,GO:1990542,GO:0016052,GO:0098732,GO:0006260,GO:0097435,GO:0042743,GO:0022607,GO:0043933,GO:0032446,GO:0009894,GO:0048437,GO:0009555,GO:0051246,GO:0015074,GO:0032787,GO:0051649,GO:0000160,GO:1901565,GO:1901615,GO:0009698,GO:0002188,GO:0009308,GO:0016051,GO:0009620,GO:0005996,GO:0044275,GO:0006338,GO:0006074,GO:0050793,GO:0007049,GO:0042908,GO:0033387,GO:0048518,GO:0009225,GO:1901605,GO:0006631,GO:0006820,GO:0006766,GO:0034381,GO:0044248,GO:0016311,GO:0006753,GO:0015980,GO:1901137,GO:0032544,GO:0012501,GO:0000272,GO:0051238,GO:0009657,GO:1900140,GO:0051983,GO:0033554,GO:0045944,GO:0034472,GO:1901575,GO:0006145,GO:0048229,GO:0046482,GO:0008153,GO:0009642,GO:1901419,GO:1901000,GO:0034620,GO:0140718,GO:0006487,GO:1901141,GO:0023051,GO:0006644,GO:0097242,GO:0097305,GO:1905114,GO:0030029,GO:0015711,GO:0022613,GO:0031647,GO:0018193,GO:0015669,GO:0015805,GO:0009636,GO:0000447,GO:0010136,GO:0060548,GO:0048523,GO:0010941,GO:0009439,GO:0051604,GO:0006099,GO:2001235,GO:0046741,GO:0030950,GO:0045184,GO:0090263,GO:0005976,GO:0009892,GO:0007010,GO:0009311,GO:0043248,GO:0043085,GO:0016054,GO:0006721,GO:0015713,GO:0035383,GO:0034032,GO:0044282,GO:0006470,GO:0016032,GO:0052646,GO:0048469,GO:0009199,GO:0043966,GO:0070887,GO:0033013,GO:0019751,GO:0010188,GO:0006979,GO:0090501,GO:0006816,GO:0051301,GO:0019405,GO:1902991,GO:0034976,GO:0034655,GO:0051315,GO:0022402,GO:0008088,GO:0009856,GO:0044706,GO:0019932,GO:0071489,GO:0000278,GO:0042537,GO:0016477,GO:0030030,GO:0048870,GO:0010425,GO:0010675,GO:2000014,GO:0005982,GO:0009668,GO:0061024,GO:0006667,GO:0036294,GO:0061086,GO:0071215,GO:0051128,GO:0001172,GO:0009970,GO:1901661,GO:0006743,GO:0034470,GO:1903232,GO:0034484,GO:0009991,GO:0009260,GO:0006164,GO:0000375,GO:0010496,GO:0046833,GO:0030422,GO:0006114,GO:0098655,GO:0045934,GO:0009699,GO:0008202,GO:0098662,GO:0140352,GO:0048585,GO:0070291,GO:0009069,GO:0016072,GO:0033043,GO:0000902,GO:0010332,GO:0010087,GO:0007164,GO:0010114,GO:0010629,GO:0080119,GO:0042254,GO:0009062,GO:0048587,GO:0072344,GO:0015698,GO:0009893,GO:0010604,GO:0000003,GO:0006970,GO:0051259,GO:0046890,GO:0010605,GO:0007005,GO:0009988,GO:0010019,GO:0009314,GO:0051189,GO:0006633,GO:0007034,GO:0033388,GO:0043094,GO:0010154,GO:1901361,GO:0044265,GO:0045229,GO:0006656,GO:0046470,GO:0009790,GO:0045292,GO:1904814,GO:0016571,GO:0034757,GO:1904951,GO:0008033,GO:0016134,GO:0042180,GO:1901136,GO:0009606,GO:0006195,GO:0046322,GO:0042793,GO:0010324,GO:0048363,GO:0010383,GO:0010888,GO:2000012,GO:0015748,GO:0010015,GO:0018126,GO:0010501,GO:0000454,GO:0071897,GO:0006278,GO:0006566,GO:0002758,GO:0010228,GO:0006310,GO:0009895,GO:0048285,GO:0072524,GO:0070589,GO:0043455,GO:0007166,GO:2001241,GO:0042592,GO:0006119,GO:0070898,GO:0071396,GO:0042274,GO:0000910,GO:0035266,GO:0048511,GO:1901215,GO:0051596,GO:0072348,GO:0032388,GO:0035195,GO:1901527,GO:0051050,GO:0060627,GO:0043414,GO:0006775,GO:0046394,GO:0099402,GO:0070861,GO:0000911,GO:1902653,GO:0033674,GO:0009100,GO:0006857,GO:0070301,GO:0031146,GO:0007389,GO:0006002,GO:0006640,GO:0071805,GO:0016093,GO:0097354,GO:0033354,GO:0048444,GO:0010073,GO:0009617,GO:0050832,GO:0065003,GO:0001655,GO:0071806,GO:0009607,GO:0031057,GO:0010506,GO:0010507,GO:0043162,GO:0006108,GO:0046352,GO:0000025,GO:0005983,GO:0030001,GO:0050776,GO:0009304,GO:0008610,GO:0006828,GO:0140053,GO:0010381,GO:0051273,GO:0019684,GO:0009937,GO:0009939,GO:0035461,GO:0019725,GO:0030490,GO:0000462,GO:0070592,GO:0072598,GO:0098656,GO:1901656,GO:0048579,GO:0072319,GO:0104004,GO:0090326,GO:0089718,GO:0034728,GO:0071824,GO:0016042,GO:0045010,GO:0010256,GO:0048193,GO:0006888,GO:0061919,GO:0046907,GO:0016236,GO:0072593,GO:0051726,GO:0048522,GO:0009407,GO:0061077,GO:0043038,GO:0030177,GO:1902457,GO:0010959,GO:0045230,GO:0043632,GO:0019747,GO:0010393,GO:0009559,GO:0070979,GO:0009737,GO:0009060,GO:0006511,GO:0006886,GO:0051510,GO:0098727,GO:0106167,GO:0006783,GO:1901570,GO:0072505,GO:0043157,GO:0009888,GO:0009733,GO:0009914,GO:0036473,GO:0072522,GO:0045694,GO:0042304,GO:0015996,GO:1901463,GO:0043562,GO:0007623,GO:0009303,GO:0009832,GO:0080001,GO:0009834,GO:0009072,GO:0009658,GO:0045898,GO:0009890,GO:0071027,GO:0045003,GO:0032392,GO:0015976,GO:0009723,GO:0051239,GO:0007059,GO:0051321,GO:0007141,GO:0007140,GO:0051026,GO:0080113,GO:1905392,GO:0030162,GO:0044242,GO:0042214,GO:0048731,GO:0031503,GO:0048388,GO:0010498,GO:0050790,GO:0071941,GO:0001932,GO:0043549,GO:0071900,GO:1903580,GO:0042149,GO:0009152,GO:0042542,GO:0045143,GO:0007127,GO:0035825,GO:0009064,GO:0000959,GO:0048232,GO:0019740,GO:0006366,GO:0006268,GO:0010075,GO:0070925,GO:0060249,GO:0045489,GO:0009753,GO:0051173,GO:0010224,GO:0080134,GO:0071461,GO:0072330,GO:0006109,GO:0051276,GO:0007417,GO:0019919,GO:0042762,GO:1901183,GO:0051176,GO:0046835,GO:0006066,GO:0000291,GO:0007129,GO:1904381,GO:0030488,GO:0071466,GO:1900458,GO:0070828,GO:0031507,GO:0034394,GO:0090627,GO:0006882,GO:0043181,GO:0009637,GO:0006376,GO:0051603,GO:0071103,GO:0044087,GO:0071826,GO:0022618,GO:0140694,GO:0030641,GO:0009739,GO:0022414,GO:1905952,GO:0009208,GO:0043406,GO:0071786,GO:1901376,GO:0050829,GO:0010927,GO:0090567,GO:2000377,GO:0006124,GO:1903047,GO:0030163,GO:0009411,GO:0019400,GO:0032501,GO:0030048,GO:0007041,GO:0006839,GO:0048767,GO:0048825
11349	GO:0036211
11363	GO:0036211,GO:0015996,GO:1901136
11447	GO:0071702,GO:0009605,GO:0006950
11593	GO:0009056
11700	GO:0009056
11707	GO:0090407,GO:0036211
11712	GO:0006325
11808	GO:0009685
11867	GO:0071702
11964	GO:0044085
11981	GO:0036211,GO:0006950,GO:0006790,GO:0009056
12007	GO:0006950
12008	GO:0036211
12020	GO:0042440,GO:0032502,GO:0046283,GO:0006694,GO:0006950
12071	GO:0006396
12174	GO:0036211,GO:0044085,GO:0006996,GO:0006396,GO:0009056
12182	GO:0006820,GO:0036211
12194	GO:0007059
12255	GO:0007017,GO:0036211
12293	GO:0048519
12298	GO:0022900,GO:0006950,GO:0036211,GO:0006457,GO:0006566,GO:0016053,GO:0009607,GO:0090407,GO:0009056,GO:0071103,GO:0032392
12299	GO:0009636,GO:0042221,GO:0006950,GO:0006996,GO:0032502,GO:0036211,GO:0048583,GO:0044085
12320	GO:0006950,GO:0042743,GO:0006457
12351	GO:0006950,GO:0009605,GO:0006468
12387	GO:0032502
12411	GO:0034220
12416	GO:0042254
12455	GO:0034220,GO:0045619,GO:0044085,GO:0032774,GO:0016192,GO:0006950
12468	GO:0065009
12471	GO:0009056
12485	GO:0044085
12514	GO:0036211,GO:0015074,GO:0071897
12536	GO:0033036
12546	GO:0034220,GO:0006508,GO:0006457,GO:0009056,GO:0006396
12552	GO:0006950
12554	GO:0009056
12568	GO:0015074
12577	GO:0044085,GO:0015074
12579	GO:0006508,GO:0044085
12587	GO:0009056,GO:0015074
12653	GO:0034220,GO:0036211
12654	GO:0036211
12663	GO:0051301,GO:0015669
12685	GO:0090407,GO:0006508
12693	GO:0071702
12695	GO:0006950,GO:0055086,GO:0033354,GO:0071702,GO:0065009
12724	GO:0006629
12735	GO:0006629
12739	GO:0036211
12749	GO:0036211,GO:0009056,GO:0006950
12768	GO:0006950,GO:0006396
12774	GO:0044262,GO:0036211
12784	GO:0006366
12792	GO:0006950,GO:0071702
12818	GO:0006629
12861	GO:0006950
12892	GO:0036211,GO:0006766
12896	GO:0048519,GO:0042221,GO:0070887,GO:0043484
12947	GO:0032259
12951	GO:0016053
12970	GO:0036211,GO:0006468,GO:0032259
12977	GO:0040008,GO:0036211
13071	GO:0071702,GO:0036211
13098	GO:0032774
13133	GO:0019748,GO:0030001,GO:0009723
13147	GO:0022900,GO:0048519
13191	GO:0090407
13267	GO:0032259
13312	GO:0015979
13337	GO:0006996
13379	GO:0052547,GO:0051336,GO:0051248,GO:0043086,GO:0036211,GO:0006468
13386	GO:0032502
13391	GO:0045056,GO:0071702,GO:0009056,GO:0006950
13394	GO:0036211,GO:0006457,GO:0006950,GO:0032502,GO:1902600,GO:0044085,GO:0090305,GO:0006790,GO:0006260
13396	GO:0006790,GO:0009719,GO:0071702,GO:0055086,GO:0006396
13399	GO:0032502
13401	GO:0036211,GO:0010033
13402	GO:0006950,GO:0009607,GO:0009605,GO:0006952,GO:0016053,GO:0044085
13405	GO:0065009,GO:0009791,GO:0006950,GO:0006413,GO:0007017,GO:0006414,GO:0036211,GO:0018193,GO:0022900,GO:0002181,GO:0055086,GO:0006629,GO:0032774,GO:0006468,GO:0090407,GO:0034220,GO:0006396,GO:0035556
13628	GO:0071897,GO:0036211
13640	GO:0005996,GO:0036211,GO:0006629,GO:0006950,GO:0071702,GO:0016192,GO:0009807,GO:0006631,GO:0008610,GO:0032259,GO:0015980,GO:0009056
13660	GO:0042221
13672	GO:0032774
13678	GO:0048519
13694	GO:0065009,GO:0032259,GO:0006950
13697	GO:0042221,GO:0071897
13701	GO:0009719,GO:0042221,GO:0090407,GO:0065009,GO:0036211
13706	GO:0036211,GO:0006468,GO:0006950
13709	GO:0006396,GO:0016053
13720	GO:0015074,GO:0006950,GO:0006357,GO:0007275,GO:0006396,GO:0034660,GO:0044255,GO:0008610,GO:0006996,GO:0006629,GO:0043933,GO:0034220,GO:0051641,GO:0009605,GO:0006595,GO:0009791,GO:0006508,GO:0036211,GO:0032774
13840	GO:0009056
13848	GO:0006812,GO:0006950
13866	GO:0055086
13889	GO:0042221
13895	GO:0071897
13899	GO:0022900
13903	GO:0036211,GO:0006468
13917	GO:0006325,GO:0040029,GO:0010629,GO:0048519
13929	GO:0071897
13935	GO:0006457,GO:0090407
13944	GO:0032388
13954	GO:0036211
13955	GO:0006310,GO:0032196
13958	GO:0034220
13963	GO:0006950,GO:0048519,GO:0006996
13979	GO:0016101
13983	GO:0032196
13985	GO:0044085
13991	GO:0043455,GO:0071702
14045	GO:0044085
14049	GO:0032774
14062	GO:0032502,GO:0006950
14098	GO:0042180
14148	GO:0006457
14166	GO:0036211,GO:0048519,GO:0006468
14230	GO:0015074
14245	GO:0048519,GO:0009056
14252	GO:0019748
14793	GO:0009056,GO:0090407,GO:0009628,GO:0006952,GO:0034220,GO:0044085,GO:0006468,GO:0032502,GO:0036211
14802	GO:0051641,GO:0008610,GO:0036211,GO:0006950,GO:0033013,GO:0044085,GO:0016053
14806	GO:0032196,GO:0044085,GO:0036211,GO:0071554,GO:0006950,GO:0042221
14807	GO:0006950,GO:0006457,GO:0034660,GO:0015074,GO:0071705
14808	GO:0032502
14817	GO:0070647,GO:0036211,GO:0006950,GO:0048519,GO:0006996,GO:0016192,GO:0048583,GO:0071702,GO:0042221
14819	GO:0006950,GO:0034220,GO:0006996
14822	GO:0055086,GO:0009791,GO:0003006
14825	GO:0036211,GO:0006996
14835	GO:0045056,GO:0071702,GO:0009056,GO:0006950,GO:0006508
14836	GO:0036211
14838	GO:0036211,GO:0048519
14842	GO:0090305,GO:0006950
14843	GO:0006996,GO:0006396
14844	GO:0006950,GO:0006396
14846	GO:0015074
14848	GO:0036211,GO:0006950
14852	GO:0044085,GO:0036211,GO:0071702,GO:0006396
14856	GO:0006950,GO:0036211,GO:0034220
14857	GO:0016570,GO:0036211,GO:0010648
14858	GO:0006950,GO:0036211
14862	GO:0006996,GO:0006950,GO:0065009
14863	GO:0070647,GO:0036211,GO:0006950,GO:0009056,GO:0048583,GO:0071702,GO:0042221
14866	GO:0007275,GO:0009791,GO:0033036
14873	GO:0036211,GO:0009056,GO:0010035,GO:0006950,GO:0006996,GO:0019748,GO:0033036,GO:0006396
14874	GO:0016192,GO:0071702,GO:0009056
14875	GO:0055086,GO:0006996
14880	GO:0032774,GO:0008610,GO:0008202
14882	GO:0006996,GO:0006396
14883	GO:0006950
14889	GO:0032502
14890	GO:0015074,GO:0022900
14891	GO:0006508,GO:0006950
14895	GO:0006508,GO:0034220,GO:0036211,GO:0006950,GO:0015074
14904	GO:0034660
14905	GO:0006996,GO:0048519
14907	GO:0071702,GO:0016192
14911	GO:0006396
14915	GO:0006950,GO:0071702,GO:0032774,GO:0006508
14917	GO:0006996,GO:0036211,GO:0006950
14919	GO:0009056
14921	GO:0043648
14922	GO:0009308,GO:0036211
14924	GO:0036211,GO:0048519
14925	GO:0009605,GO:0044262,GO:0015979,GO:0044282,GO:0033036,GO:0000003,GO:0034220
14926	GO:0036211,GO:0071702,GO:0071705
14929	GO:0044085,GO:0022900
14931	GO:0036211,GO:0006468
14932	GO:0042908,GO:0016053,GO:0006950
14933	GO:0007186
14935	GO:0006950,GO:0002682
