Gene	Gene Category
OG0164140	protein-coding
OG0164140	protein-coding
OG0164140	protein-coding
OG0164146	protein-coding
OG0164146	protein-coding
OG0164146	protein-coding
OG0164146	protein-coding
OG0164146	protein-coding
OG0164146	protein-coding
OG0164161	protein and non-coding
OG0164161	protein and non-coding
OG0164161	protein and non-coding
OG0164161	protein and non-coding
OG0164161	protein and non-coding
OG0164161	protein and non-coding
OG0164199	protein and non-coding
OG0164199	protein and non-coding
OG0164199	protein and non-coding
OG0164199	protein and non-coding
OG0164199	protein and non-coding
OG0164199	protein and non-coding
OG0164280	protein-coding
OG0164280	protein-coding
OG0164280	protein-coding
OG0164280	protein-coding
OG0164280	protein-coding
OG0164280	protein-coding
OG0164354	protein and non-coding
OG0164354	protein and non-coding
OG0164354	protein and non-coding
OG0164354	protein and non-coding
OG0164354	protein and non-coding
OG0164354	protein and non-coding
OG0164418	protein and non-coding
OG0164418	protein and non-coding
OG0164418	protein and non-coding
OG0164418	protein and non-coding
OG0164418	protein and non-coding
OG0164418	protein and non-coding
OG0164425	protein and non-coding
OG0164425	protein and non-coding
OG0164425	protein and non-coding
OG0164425	protein and non-coding
OG0164425	protein and non-coding
OG0164425	protein and non-coding
OG0164537	protein and non-coding
OG0164537	protein and non-coding
OG0164537	protein and non-coding
OG0164537	protein and non-coding
OG0164537	protein and non-coding
OG0164537	protein and non-coding
OG0164547	protein and non-coding
OG0164547	protein and non-coding
OG0164547	protein and non-coding
OG0164547	protein and non-coding
OG0164547	protein and non-coding
OG0164547	protein and non-coding
OG0164628	protein and non-coding
OG0164628	protein and non-coding
OG0164628	protein and non-coding
OG0164628	protein and non-coding
OG0164628	protein and non-coding
OG0164628	protein and non-coding
OG0164648	protein and non-coding
OG0164648	protein and non-coding
OG0164648	protein and non-coding
OG0164648	protein and non-coding
OG0164648	protein and non-coding
OG0164648	protein and non-coding
OG0164705	protein-coding
OG0164705	protein-coding
OG0164705	protein-coding
OG0164705	protein-coding
OG0164705	protein-coding
OG0164705	protein-coding
OG0164746	protein and non-coding
OG0164746	protein and non-coding
OG0164746	protein and non-coding
OG0164746	protein and non-coding
OG0164746	protein and non-coding
OG0164746	protein and non-coding
OG0164752	protein-coding
OG0164752	protein-coding
OG0164752	protein-coding
OG0164752	protein-coding
OG0164752	protein-coding
OG0164752	protein-coding
OG0164759	protein and non-coding
OG0164759	protein and non-coding
OG0164759	protein and non-coding
OG0164759	protein and non-coding
OG0164759	protein and non-coding
OG0164759	protein and non-coding
OG0164808	protein-coding
OG0164808	protein-coding
OG0164808	protein-coding
OG0164808	protein-coding
OG0164808	protein-coding
OG0164808	protein-coding
OG0164818	protein and non-coding
OG0164818	protein and non-coding
OG0164818	protein and non-coding
OG0164818	protein and non-coding
OG0164818	protein and non-coding
OG0164818	protein and non-coding
OG0164843	protein-coding
OG0164843	protein-coding
OG0164843	protein-coding
OG0164843	protein-coding
OG0164843	protein-coding
OG0164843	protein-coding
OG0164941	protein and non-coding
OG0164941	protein and non-coding
OG0164941	protein and non-coding
OG0164941	protein and non-coding
OG0164941	protein and non-coding
OG0164941	protein and non-coding
OG0164948	protein-coding
OG0164948	protein-coding
OG0164948	protein-coding
OG0164948	protein-coding
OG0164948	protein-coding
OG0164948	protein-coding
OG0165118	protein and non-coding
OG0165118	protein and non-coding
OG0165118	protein and non-coding
OG0165118	protein and non-coding
OG0165118	protein and non-coding
OG0165118	protein and non-coding
OG0165119	protein and non-coding
OG0165119	protein and non-coding
OG0165119	protein and non-coding
OG0165119	protein and non-coding
OG0165119	protein and non-coding
OG0165119	protein and non-coding
OG0165178	protein-coding
OG0165178	protein-coding
OG0165178	protein-coding
OG0165178	protein-coding
OG0165178	protein-coding
OG0165178	protein-coding
OG0165288	protein-coding
OG0165288	protein-coding
OG0165288	protein-coding
OG0165288	protein-coding
OG0165288	protein-coding
OG0165288	protein-coding
OG0165369	protein and non-coding
OG0165369	protein and non-coding
OG0165369	protein and non-coding
OG0165369	protein and non-coding
OG0165369	protein and non-coding
OG0165369	protein and non-coding
OG0165385	protein-coding
OG0165385	protein-coding
OG0165385	protein-coding
OG0165385	protein-coding
OG0165385	protein-coding
OG0165385	protein-coding
OG0165470	protein and non-coding
OG0165470	protein and non-coding
OG0165470	protein and non-coding
OG0165470	protein and non-coding
OG0165470	protein and non-coding
OG0165470	protein and non-coding
OG0165475	protein and non-coding
OG0165475	protein and non-coding
OG0165475	protein and non-coding
OG0165475	protein and non-coding
OG0165475	protein and non-coding
OG0165475	protein and non-coding
OG0165526	protein and non-coding
OG0165526	protein and non-coding
OG0165526	protein and non-coding
OG0165526	protein and non-coding
OG0165526	protein and non-coding
OG0165526	protein and non-coding
OG0165532	protein-coding
OG0165532	protein-coding
OG0165532	protein-coding
OG0165532	protein-coding
OG0165532	protein-coding
OG0165532	protein-coding
OG0165599	protein-coding
OG0165599	protein-coding
OG0165599	protein-coding
OG0165599	protein-coding
OG0165599	protein-coding
OG0165599	protein-coding
OG0165600	protein and non-coding
OG0165600	protein and non-coding
OG0165600	protein and non-coding
OG0165600	protein and non-coding
OG0165600	protein and non-coding
OG0165600	protein and non-coding
OG0165626	protein-coding
OG0165626	protein-coding
OG0165626	protein-coding
OG0165626	protein-coding
OG0165626	protein-coding
OG0165626	protein-coding
OG0165658	protein and non-coding
OG0165658	protein and non-coding
OG0165658	protein and non-coding
OG0165658	protein and non-coding
OG0165658	protein and non-coding
OG0165658	protein and non-coding
OG0165672	protein and non-coding
OG0165672	protein and non-coding
OG0165672	protein and non-coding
OG0165672	protein and non-coding
OG0165672	protein and non-coding
OG0165672	protein and non-coding
OG0165673	protein-coding
OG0165673	protein-coding
OG0165673	protein-coding
OG0165673	protein-coding
OG0165673	protein-coding
OG0165673	protein-coding
OG0165674	protein and non-coding
OG0165674	protein and non-coding
OG0165674	protein and non-coding
OG0165674	protein and non-coding
OG0165674	protein and non-coding
OG0165674	protein and non-coding
OG0165691	protein-coding
OG0165691	protein-coding
OG0165691	protein-coding
OG0165691	protein-coding
OG0165691	protein-coding
OG0165691	protein-coding
OG0165898	protein-coding
OG0165898	protein-coding
OG0165898	protein-coding
OG0165898	protein-coding
OG0165898	protein-coding
OG0165898	protein-coding
OG0165957	protein-coding
OG0165957	protein-coding
OG0165957	protein-coding
OG0165957	protein-coding
OG0165957	protein-coding
OG0165957	protein-coding
OG0165984	protein-coding
OG0165984	protein-coding
OG0165984	protein-coding
OG0165984	protein-coding
OG0165984	protein-coding
OG0165984	protein-coding
OG0166061	protein-coding
OG0166061	protein-coding
OG0166061	protein-coding
OG0166061	protein-coding
OG0166061	protein-coding
OG0166061	protein-coding
OG0166107	protein and non-coding
OG0166107	protein and non-coding
OG0166107	protein and non-coding
OG0166107	protein and non-coding
OG0166107	protein and non-coding
OG0166107	protein and non-coding
OG0166118	protein and non-coding
OG0166118	protein and non-coding
OG0166118	protein and non-coding
OG0166118	protein and non-coding
OG0166118	protein and non-coding
OG0166118	protein and non-coding
OG0166162	protein and non-coding
OG0166162	protein and non-coding
OG0166162	protein and non-coding
OG0166162	protein and non-coding
OG0166162	protein and non-coding
OG0166162	protein and non-coding
OG0166179	protein-coding
OG0166179	protein-coding
OG0166179	protein-coding
OG0166179	protein-coding
OG0166179	protein-coding
OG0166179	protein-coding
OG0166184	protein-coding
OG0166184	protein-coding
OG0166184	protein-coding
OG0166184	protein-coding
OG0166184	protein-coding
OG0166184	protein-coding
OG0166203	protein-coding
OG0166203	protein-coding
OG0166203	protein-coding
OG0166203	protein-coding
OG0166203	protein-coding
OG0166203	protein-coding
OG0166315	protein and non-coding
OG0166315	protein and non-coding
OG0166315	protein and non-coding
OG0166315	protein and non-coding
OG0166315	protein and non-coding
OG0166315	protein and non-coding
OG0166321	protein-coding
OG0166321	protein-coding
OG0166321	protein-coding
OG0166321	protein-coding
OG0166321	protein-coding
OG0166321	protein-coding
OG0166514	protein-coding
OG0166514	protein-coding
OG0166514	protein-coding
OG0166514	protein-coding
OG0166514	protein-coding
OG0166514	protein-coding
OG0166528	protein and non-coding
OG0166528	protein and non-coding
OG0166528	protein and non-coding
OG0166528	protein and non-coding
OG0166528	protein and non-coding
OG0166528	protein and non-coding
OG0166608	protein-coding
OG0166608	protein-coding
OG0166608	protein-coding
OG0166608	protein-coding
OG0166608	protein-coding
OG0166608	protein-coding
OG0166609	protein-coding
OG0166609	protein-coding
OG0166609	protein-coding
OG0166609	protein-coding
OG0166609	protein-coding
OG0166609	protein-coding
OG0166612	protein-coding
OG0166612	protein-coding
OG0166612	protein-coding
OG0166612	protein-coding
OG0166612	protein-coding
OG0166612	protein-coding
OG0166623	protein-coding
OG0166623	protein-coding
OG0166623	protein-coding
OG0166623	protein-coding
OG0166623	protein-coding
OG0166623	protein-coding
OG0166630	protein and non-coding
OG0166630	protein and non-coding
OG0166630	protein and non-coding
OG0166630	protein and non-coding
OG0166630	protein and non-coding
OG0166630	protein and non-coding
OG0166714	protein-coding
OG0166714	protein-coding
OG0166714	protein-coding
OG0166714	protein-coding
OG0166714	protein-coding
OG0166714	protein-coding
OG0166746	protein-coding
OG0166746	protein-coding
OG0166746	protein-coding
OG0166746	protein-coding
OG0166746	protein-coding
OG0166746	protein-coding
OG0166748	protein-coding
OG0166748	protein-coding
OG0166748	protein-coding
OG0166748	protein-coding
OG0166748	protein-coding
OG0166748	protein-coding
OG0166867	protein-coding
OG0166867	protein-coding
OG0166867	protein-coding
OG0166867	protein-coding
OG0166867	protein-coding
OG0166867	protein-coding
OG0166885	protein-coding
OG0166885	protein-coding
OG0166885	protein-coding
OG0166885	protein-coding
OG0166885	protein-coding
OG0166885	protein-coding
OG0166956	protein-coding
OG0166956	protein-coding
OG0166956	protein-coding
OG0166956	protein-coding
OG0166956	protein-coding
OG0166956	protein-coding
OG0166959	protein and non-coding
OG0166959	protein and non-coding
OG0166959	protein and non-coding
OG0166959	protein and non-coding
OG0166959	protein and non-coding
OG0166959	protein and non-coding
OG0167020	protein-coding
OG0167020	protein-coding
OG0167020	protein-coding
OG0167020	protein-coding
OG0167020	protein-coding
OG0167020	protein-coding
OG0167129	protein-coding
OG0167129	protein-coding
OG0167129	protein-coding
OG0167129	protein-coding
OG0167129	protein-coding
OG0167129	protein-coding
OG0167155	protein-coding
OG0167155	protein-coding
OG0167155	protein-coding
OG0167155	protein-coding
OG0167155	protein-coding
OG0167155	protein-coding
OG0167194	protein and non-coding
OG0167194	protein and non-coding
OG0167194	protein and non-coding
OG0167194	protein and non-coding
OG0167194	protein and non-coding
OG0167194	protein and non-coding
OG0167224	protein and non-coding
OG0167224	protein and non-coding
OG0167224	protein and non-coding
OG0167224	protein and non-coding
OG0167224	protein and non-coding
OG0167224	protein and non-coding
OG0167289	protein-coding
OG0167289	protein-coding
OG0167289	protein-coding
OG0167289	protein-coding
OG0167289	protein-coding
OG0167289	protein-coding
OG0167308	protein and non-coding
OG0167308	protein and non-coding
OG0167308	protein and non-coding
OG0167308	protein and non-coding
OG0167308	protein and non-coding
OG0167308	protein and non-coding
OG0167494	protein and non-coding
OG0167494	protein and non-coding
OG0167494	protein and non-coding
OG0167494	protein and non-coding
OG0167494	protein and non-coding
OG0167494	protein and non-coding
OG0167510	protein-coding
OG0167510	protein-coding
OG0167510	protein-coding
OG0167510	protein-coding
OG0167510	protein-coding
OG0167510	protein-coding
OG0167526	protein and non-coding
OG0167526	protein and non-coding
OG0167526	protein and non-coding
OG0167526	protein and non-coding
OG0167526	protein and non-coding
OG0167526	protein and non-coding
OG0167574	protein and non-coding
OG0167574	protein and non-coding
OG0167574	protein and non-coding
OG0167574	protein and non-coding
OG0167574	protein and non-coding
OG0167574	protein and non-coding
OG0167581	protein-coding
OG0167581	protein-coding
OG0167581	protein-coding
OG0167581	protein-coding
OG0167581	protein-coding
OG0167581	protein-coding
OG0167624	protein-coding
OG0167624	protein-coding
OG0167624	protein-coding
OG0167624	protein-coding
OG0167624	protein-coding
OG0167624	protein-coding
OG0167626	protein-coding
OG0167626	protein-coding
OG0167626	protein-coding
OG0167626	protein-coding
OG0167626	protein-coding
OG0167626	protein-coding
OG0167643	protein-coding
OG0167643	protein-coding
OG0167643	protein-coding
OG0167643	protein-coding
OG0167643	protein-coding
OG0167643	protein-coding
OG0167674	protein-coding
OG0167674	protein-coding
OG0167674	protein-coding
OG0167674	protein-coding
OG0167674	protein-coding
OG0167674	protein-coding
OG0167794	protein-coding
OG0167794	protein-coding
OG0167794	protein-coding
OG0167794	protein-coding
OG0167794	protein-coding
OG0167794	protein-coding
OG0167813	protein-coding
OG0167813	protein-coding
OG0167813	protein-coding
OG0167813	protein-coding
OG0167813	protein-coding
OG0167813	protein-coding
OG0167939	protein-coding
OG0167939	protein-coding
OG0167939	protein-coding
OG0167939	protein-coding
OG0167939	protein-coding
OG0167939	protein-coding
OG0168023	protein-coding
OG0168023	protein-coding
OG0168023	protein-coding
OG0168023	protein-coding
OG0168023	protein-coding
OG0168023	protein-coding
OG0168050	protein and non-coding
OG0168050	protein and non-coding
OG0168050	protein and non-coding
OG0168050	protein and non-coding
OG0168050	protein and non-coding
OG0168050	protein and non-coding
OG0168133	protein and non-coding
OG0168133	protein and non-coding
OG0168133	protein and non-coding
OG0168133	protein and non-coding
OG0168133	protein and non-coding
OG0168133	protein and non-coding
OG0168241	protein-coding
OG0168241	protein-coding
OG0168241	protein-coding
OG0168241	protein-coding
OG0168241	protein-coding
OG0168241	protein-coding
OG0168356	protein-coding
OG0168356	protein-coding
OG0168356	protein-coding
OG0168356	protein-coding
OG0168356	protein-coding
OG0168356	protein-coding
OG0168383	protein-coding
OG0168383	protein-coding
OG0168383	protein-coding
OG0168383	protein-coding
OG0168383	protein-coding
OG0168383	protein-coding
OG0168402	protein and non-coding
OG0168402	protein and non-coding
OG0168402	protein and non-coding
OG0168402	protein and non-coding
OG0168402	protein and non-coding
OG0168402	protein and non-coding
OG0168566	protein-coding
OG0168566	protein-coding
OG0168566	protein-coding
OG0168566	protein-coding
OG0168566	protein-coding
OG0168566	protein-coding
OG0168591	protein-coding
OG0168591	protein-coding
OG0168591	protein-coding
OG0168591	protein-coding
OG0168591	protein-coding
OG0168591	protein-coding
OG0168659	protein-coding
OG0168659	protein-coding
OG0168659	protein-coding
OG0168659	protein-coding
OG0168659	protein-coding
OG0168659	protein-coding
OG0168731	protein-coding
OG0168731	protein-coding
OG0168731	protein-coding
OG0168731	protein-coding
OG0168731	protein-coding
OG0168731	protein-coding
OG0168750	protein-coding
OG0168750	protein-coding
OG0168750	protein-coding
OG0168750	protein-coding
OG0168750	protein-coding
OG0168750	protein-coding
OG0168798	protein-coding
OG0168798	protein-coding
OG0168798	protein-coding
OG0168798	protein-coding
OG0168798	protein-coding
OG0168798	protein-coding
OG0168813	protein-coding
OG0168813	protein-coding
OG0168813	protein-coding
OG0168813	protein-coding
OG0168813	protein-coding
OG0168813	protein-coding
OG0168832	protein-coding
OG0168832	protein-coding
OG0168832	protein-coding
OG0168832	protein-coding
OG0168832	protein-coding
OG0168832	protein-coding
OG0168893	protein-coding
OG0168893	protein-coding
OG0168893	protein-coding
OG0168893	protein-coding
OG0168893	protein-coding
OG0168893	protein-coding
OG0168901	protein-coding
OG0168901	protein-coding
OG0168901	protein-coding
OG0168901	protein-coding
OG0168901	protein-coding
OG0168901	protein-coding
OG0168934	protein-coding
OG0168934	protein-coding
OG0168934	protein-coding
OG0168934	protein-coding
OG0168934	protein-coding
OG0168934	protein-coding
OG0169037	protein-coding
OG0169037	protein-coding
OG0169037	protein-coding
OG0169037	protein-coding
OG0169037	protein-coding
OG0169037	protein-coding
OG0169051	protein-coding
OG0169051	protein-coding
OG0169051	protein-coding
OG0169051	protein-coding
OG0169051	protein-coding
OG0169051	protein-coding
OG0169070	protein-coding
OG0169070	protein-coding
OG0169070	protein-coding
OG0169070	protein-coding
OG0169070	protein-coding
OG0169070	protein-coding
OG0169107	protein-coding
OG0169107	protein-coding
OG0169107	protein-coding
OG0169107	protein-coding
OG0169107	protein-coding
OG0169107	protein-coding
OG0169142	protein-coding
OG0169142	protein-coding
OG0169142	protein-coding
OG0169142	protein-coding
OG0169142	protein-coding
OG0169142	protein-coding
OG0169251	protein and non-coding
OG0169251	protein and non-coding
OG0169251	protein and non-coding
OG0169251	protein and non-coding
OG0169251	protein and non-coding
OG0169251	protein and non-coding
OG0169465	protein and non-coding
OG0169465	protein and non-coding
OG0169465	protein and non-coding
OG0169465	protein and non-coding
OG0169465	protein and non-coding
OG0169465	protein and non-coding
OG0169576	protein-coding
OG0169576	protein-coding
OG0169576	protein-coding
OG0169576	protein-coding
OG0169576	protein-coding
OG0169576	protein-coding
OG0169710	protein-coding
OG0169710	protein-coding
OG0169710	protein-coding
OG0169710	protein-coding
OG0169710	protein-coding
OG0169710	protein-coding
OG0169758	protein-coding
OG0169758	protein-coding
OG0169758	protein-coding
OG0169758	protein-coding
OG0169758	protein-coding
OG0169758	protein-coding
OG0169763	protein-coding
OG0169763	protein-coding
OG0169763	protein-coding
OG0169763	protein-coding
OG0169763	protein-coding
OG0169763	protein-coding
OG0169778	protein-coding
OG0169778	protein-coding
OG0169778	protein-coding
OG0169778	protein-coding
OG0169778	protein-coding
OG0169778	protein-coding
OG0169844	protein and non-coding
OG0169844	protein and non-coding
OG0169844	protein and non-coding
OG0169844	protein and non-coding
OG0169844	protein and non-coding
OG0169844	protein and non-coding
OG0170049	protein and non-coding
OG0170049	protein and non-coding
OG0170049	protein and non-coding
OG0170049	protein and non-coding
OG0170049	protein and non-coding
OG0170049	protein and non-coding
OG0170204	protein and non-coding
OG0170204	protein and non-coding
OG0170204	protein and non-coding
OG0170204	protein and non-coding
OG0170204	protein and non-coding
OG0170204	protein and non-coding
OG0170346	protein and non-coding
OG0170346	protein and non-coding
OG0170346	protein and non-coding
OG0170346	protein and non-coding
OG0170346	protein and non-coding
OG0170346	protein and non-coding
OG0170378	protein and non-coding
OG0170378	protein and non-coding
OG0170378	protein and non-coding
OG0170378	protein and non-coding
OG0170378	protein and non-coding
OG0170378	protein and non-coding
OG0170440	protein-coding
OG0170440	protein-coding
OG0170440	protein-coding
OG0170440	protein-coding
OG0170440	protein-coding
OG0170440	protein-coding
OG0170467	protein and non-coding
OG0170467	protein and non-coding
OG0170467	protein and non-coding
OG0170467	protein and non-coding
OG0170467	protein and non-coding
OG0170467	protein and non-coding
OG0170479	protein-coding
OG0170479	protein-coding
OG0170479	protein-coding
OG0170479	protein-coding
OG0170479	protein-coding
OG0170479	protein-coding
OG0170522	protein-coding
OG0170522	protein-coding
OG0170522	protein-coding
OG0170522	protein-coding
OG0170522	protein-coding
OG0170522	protein-coding
OG0170529	protein-coding
OG0170529	protein-coding
OG0170529	protein-coding
OG0170529	protein-coding
OG0170529	protein-coding
OG0170529	protein-coding
OG0170559	protein-coding
OG0170559	protein-coding
OG0170559	protein-coding
OG0170559	protein-coding
OG0170559	protein-coding
OG0170559	protein-coding
OG0170574	protein-coding
OG0170574	protein-coding
OG0170574	protein-coding
OG0170574	protein-coding
OG0170574	protein-coding
OG0170574	protein-coding
OG0170579	protein-coding
OG0170579	protein-coding
OG0170579	protein-coding
OG0170579	protein-coding
OG0170579	protein-coding
OG0170579	protein-coding
OG0170586	protein and non-coding
OG0170586	protein and non-coding
OG0170586	protein and non-coding
OG0170586	protein and non-coding
OG0170586	protein and non-coding
OG0170586	protein and non-coding
OG0170637	protein-coding
OG0170637	protein-coding
OG0170637	protein-coding
OG0170637	protein-coding
OG0170637	protein-coding
OG0170637	protein-coding
OG0170720	protein and non-coding
OG0170720	protein and non-coding
OG0170720	protein and non-coding
OG0170720	protein and non-coding
OG0170720	protein and non-coding
OG0170720	protein and non-coding
OG0170800	protein-coding
OG0170800	protein-coding
OG0170800	protein-coding
OG0170800	protein-coding
OG0170800	protein-coding
OG0170800	protein-coding
OG0170881	protein-coding
OG0170881	protein-coding
OG0170881	protein-coding
OG0170881	protein-coding
OG0170881	protein-coding
OG0170881	protein-coding
OG0170996	protein-coding
OG0170996	protein-coding
OG0170996	protein-coding
OG0170996	protein-coding
OG0170996	protein-coding
OG0170996	protein-coding
OG0171029	protein-coding
OG0171029	protein-coding
OG0171029	protein-coding
OG0171029	protein-coding
OG0171029	protein-coding
OG0171029	protein-coding
OG0171053	protein and non-coding
OG0171053	protein and non-coding
OG0171053	protein and non-coding
OG0171053	protein and non-coding
OG0171053	protein and non-coding
OG0171053	protein and non-coding
OG0171073	protein-coding
OG0171073	protein-coding
OG0171073	protein-coding
OG0171073	protein-coding
OG0171073	protein-coding
OG0171073	protein-coding
OG0171152	protein and non-coding
OG0171152	protein and non-coding
OG0171152	protein and non-coding
OG0171152	protein and non-coding
OG0171152	protein and non-coding
OG0171152	protein and non-coding
OG0171802	protein and non-coding
OG0171802	protein and non-coding
OG0171802	protein and non-coding
OG0171802	protein and non-coding
OG0171802	protein and non-coding
OG0171899	protein and non-coding
OG0171899	protein and non-coding
OG0171899	protein and non-coding
OG0171899	protein and non-coding
OG0171899	protein and non-coding
OG0171957	protein and non-coding
OG0171957	protein and non-coding
OG0171957	protein and non-coding
OG0171957	protein and non-coding
OG0171957	protein and non-coding
OG0172039	protein and non-coding
OG0172039	protein and non-coding
OG0172039	protein and non-coding
OG0172039	protein and non-coding
OG0172039	protein and non-coding
OG0172084	protein and non-coding
OG0172084	protein and non-coding
OG0172084	protein and non-coding
OG0172084	protein and non-coding
OG0172084	protein and non-coding
OG0172173	protein and non-coding
OG0172173	protein and non-coding
OG0172173	protein and non-coding
OG0172173	protein and non-coding
OG0172173	protein and non-coding
OG0172211	protein-coding
OG0172211	protein-coding
OG0172211	protein-coding
OG0172211	protein-coding
OG0172211	protein-coding
OG0172230	protein-coding
OG0172230	protein-coding
OG0172230	protein-coding
OG0172230	protein-coding
OG0172230	protein-coding
OG0172268	protein and non-coding
OG0172268	protein and non-coding
OG0172268	protein and non-coding
OG0172268	protein and non-coding
OG0172268	protein and non-coding
OG0172292	protein and non-coding
OG0172292	protein and non-coding
OG0172292	protein and non-coding
OG0172292	protein and non-coding
OG0172292	protein and non-coding
OG0172316	protein-coding
OG0172316	protein-coding
OG0172316	protein-coding
OG0172316	protein-coding
OG0172316	protein-coding
OG0172334	protein and non-coding
OG0172334	protein and non-coding
OG0172334	protein and non-coding
OG0172334	protein and non-coding
OG0172334	protein and non-coding
OG0172346	protein and non-coding
OG0172346	protein and non-coding
OG0172346	protein and non-coding
OG0172346	protein and non-coding
OG0172346	protein and non-coding
OG0172400	protein and non-coding
OG0172400	protein and non-coding
OG0172400	protein and non-coding
OG0172400	protein and non-coding
OG0172400	protein and non-coding
OG0172406	protein and non-coding
OG0172406	protein and non-coding
OG0172406	protein and non-coding
OG0172406	protein and non-coding
OG0172406	protein and non-coding
OG0172416	protein and non-coding
OG0172416	protein and non-coding
OG0172416	protein and non-coding
OG0172416	protein and non-coding
OG0172416	protein and non-coding
OG0172442	protein and non-coding
OG0172442	protein and non-coding
OG0172442	protein and non-coding
OG0172442	protein and non-coding
OG0172442	protein and non-coding
OG0172474	protein and non-coding
OG0172474	protein and non-coding
OG0172474	protein and non-coding
OG0172474	protein and non-coding
OG0172474	protein and non-coding
OG0172479	protein and non-coding
OG0172479	protein and non-coding
OG0172479	protein and non-coding
OG0172479	protein and non-coding
OG0172479	protein and non-coding
OG0172583	protein-coding
OG0172583	protein-coding
OG0172583	protein-coding
OG0172583	protein-coding
OG0172583	protein-coding
OG0172620	protein-coding
OG0172620	protein-coding
OG0172620	protein-coding
OG0172620	protein-coding
OG0172620	protein-coding
OG0172643	protein and non-coding
OG0172643	protein and non-coding
OG0172643	protein and non-coding
OG0172643	protein and non-coding
OG0172643	protein and non-coding
OG0172735	protein and non-coding
OG0172735	protein and non-coding
OG0172735	protein and non-coding
OG0172735	protein and non-coding
OG0172735	protein and non-coding
OG0172744	protein-coding
OG0172744	protein-coding
OG0172744	protein-coding
OG0172744	protein-coding
OG0172744	protein-coding
OG0172832	protein and non-coding
OG0172832	protein and non-coding
OG0172832	protein and non-coding
OG0172832	protein and non-coding
OG0172832	protein and non-coding
OG0172941	protein and non-coding
OG0172941	protein and non-coding
OG0172941	protein and non-coding
OG0172941	protein and non-coding
OG0172941	protein and non-coding
OG0173039	protein and non-coding
OG0173039	protein and non-coding
OG0173039	protein and non-coding
OG0173039	protein and non-coding
OG0173039	protein and non-coding
OG0173041	protein and non-coding
OG0173041	protein and non-coding
OG0173041	protein and non-coding
OG0173041	protein and non-coding
OG0173041	protein and non-coding
OG0173043	protein and non-coding
OG0173043	protein and non-coding
OG0173043	protein and non-coding
OG0173043	protein and non-coding
OG0173043	protein and non-coding
OG0173046	protein and non-coding
OG0173046	protein and non-coding
OG0173046	protein and non-coding
OG0173046	protein and non-coding
OG0173046	protein and non-coding
OG0173132	protein-coding
OG0173132	protein-coding
OG0173132	protein-coding
OG0173132	protein-coding
OG0173132	protein-coding
OG0173141	protein-coding
OG0173141	protein-coding
OG0173141	protein-coding
OG0173141	protein-coding
OG0173141	protein-coding
OG0173174	protein-coding
OG0173174	protein-coding
OG0173174	protein-coding
OG0173174	protein-coding
OG0173174	protein-coding
OG0173180	protein and non-coding
OG0173180	protein and non-coding
OG0173180	protein and non-coding
OG0173180	protein and non-coding
OG0173180	protein and non-coding
OG0173269	protein and non-coding
OG0173269	protein and non-coding
OG0173269	protein and non-coding
OG0173269	protein and non-coding
OG0173269	protein and non-coding
OG0173285	protein and non-coding
OG0173285	protein and non-coding
OG0173285	protein and non-coding
OG0173285	protein and non-coding
OG0173285	protein and non-coding
OG0173484	protein and non-coding
OG0173484	protein and non-coding
OG0173484	protein and non-coding
OG0173484	protein and non-coding
OG0173484	protein and non-coding
OG0173632	protein and non-coding
OG0173632	protein and non-coding
OG0173632	protein and non-coding
OG0173632	protein and non-coding
OG0173632	protein and non-coding
OG0173672	protein-coding
OG0173672	protein-coding
OG0173672	protein-coding
OG0173672	protein-coding
OG0173672	protein-coding
OG0173717	protein-coding
OG0173717	protein-coding
OG0173717	protein-coding
OG0173717	protein-coding
OG0173717	protein-coding
OG0173803	protein and non-coding
OG0173803	protein and non-coding
OG0173803	protein and non-coding
OG0173803	protein and non-coding
OG0173803	protein and non-coding
OG0173879	protein and non-coding
OG0173879	protein and non-coding
OG0173879	protein and non-coding
OG0173879	protein and non-coding
OG0173879	protein and non-coding
OG0173928	protein and non-coding
OG0173928	protein and non-coding
OG0173928	protein and non-coding
OG0173928	protein and non-coding
OG0173928	protein and non-coding
OG0173943	protein and non-coding
OG0173943	protein and non-coding
OG0173943	protein and non-coding
OG0173943	protein and non-coding
OG0173943	protein and non-coding
OG0173957	protein and non-coding
OG0173957	protein and non-coding
OG0173957	protein and non-coding
OG0173957	protein and non-coding
OG0173957	protein and non-coding
OG0174014	protein and non-coding
OG0174014	protein and non-coding
OG0174014	protein and non-coding
OG0174014	protein and non-coding
OG0174014	protein and non-coding
OG0174032	protein and non-coding
OG0174032	protein and non-coding
OG0174032	protein and non-coding
OG0174032	protein and non-coding
OG0174032	protein and non-coding
OG0174151	protein and non-coding
OG0174151	protein and non-coding
OG0174151	protein and non-coding
OG0174151	protein and non-coding
OG0174151	protein and non-coding
OG0174181	protein and non-coding
OG0174181	protein and non-coding
OG0174181	protein and non-coding
OG0174181	protein and non-coding
OG0174181	protein and non-coding
OG0174206	protein-coding
OG0174206	protein-coding
OG0174206	protein-coding
OG0174206	protein-coding
OG0174206	protein-coding
OG0174286	protein and non-coding
OG0174286	protein and non-coding
OG0174286	protein and non-coding
OG0174286	protein and non-coding
OG0174286	protein and non-coding
OG0174385	protein and non-coding
OG0174385	protein and non-coding
OG0174385	protein and non-coding
OG0174385	protein and non-coding
OG0174385	protein and non-coding
OG0174390	protein and non-coding
OG0174390	protein and non-coding
