Genotipos	Grupos	Classe	Transcritos
25	4200527	pan_transcriptome	9357242
25	3661598	pan_transcriptome	7688025
25	3863544	pan_transcriptome	8305209
25	4342368	pan_transcriptome	10034922
25	3937625	pan_transcriptome	8724391
25	4203593	pan_transcriptome	9452133
25	3373548	pan_transcriptome	6988125
25	3851082	pan_transcriptome	8491459
25	4028037	pan_transcriptome	8859381
25	4543330	pan_transcriptome	10510888
25	4052200	pan_transcriptome	8701227
25	3946878	pan_transcriptome	8763218
25	3566598	pan_transcriptome	7569394
25	3603276	pan_transcriptome	7761562
25	4262462	pan_transcriptome	9745732
25	3688337	pan_transcriptome	8239227
25	3589337	pan_transcriptome	7473037
26	3930280	pan_transcriptome	8476584
26	3990140	pan_transcriptome	8990406
26	3649504	pan_transcriptome	7815752
26	3416901	pan_transcriptome	7150970
26	4059599	pan_transcriptome	8996394
26	4319175	pan_transcriptome	10049150
26	3263979	pan_transcriptome	6986373
26	4065432	pan_transcriptome	9019946
26	3941718	pan_transcriptome	8671301
26	3905013	pan_transcriptome	8582651
26	4166637	pan_transcriptome	9504901
26	4491440	pan_transcriptome	10407670
26	4234053	pan_transcriptome	9561349
26	3966464	pan_transcriptome	8705527
26	3695330	pan_transcriptome	7985918
26	4289120	pan_transcriptome	9851084
26	4374315	pan_transcriptome	10016011
26	3713296	pan_transcriptome	7950826
26	3622289	pan_transcriptome	7978229
26	4116343	pan_transcriptome	8955407
27	4283157	pan_transcriptome	9693484
27	4552425	pan_transcriptome	10778728
27	4097559	pan_transcriptome	9281968
27	3623169	pan_transcriptome	7780896
27	4479050	pan_transcriptome	10576506
27	3919268	pan_transcriptome	8808013
27	3746201	pan_transcriptome	8301390
27	3891605	pan_transcriptome	8469775
27	4034367	pan_transcriptome	9015292
27	4318727	pan_transcriptome	9684966
27	4252528	pan_transcriptome	9526903
27	3542599	pan_transcriptome	7673968
27	4402225	pan_transcriptome	10215013
27	4143400	pan_transcriptome	9575605
27	4369734	pan_transcriptome	10039976
27	4364724	pan_transcriptome	10098919
27	4275878	pan_transcriptome	9633918
27	4165169	pan_transcriptome	9389900
27	3983507	pan_transcriptome	8930553
27	4337590	pan_transcriptome	9979377
28	4395271	pan_transcriptome	9954617
28	4309989	pan_transcriptome	9846141
28	3987150	pan_transcriptome	8825790
28	3998143	pan_transcriptome	8972474
28	4131129	pan_transcriptome	9305822
28	3629252	pan_transcriptome	8035515
28	4112699	pan_transcriptome	9137799
28	4017902	pan_transcriptome	8900401
28	4068271	pan_transcriptome	9339060
28	3848928	pan_transcriptome	8475546
28	4286229	pan_transcriptome	9678246
28	4467073	pan_transcriptome	10371076
28	4621505	pan_transcriptome	10978116
28	3705624	pan_transcriptome	8015039
28	4032322	pan_transcriptome	9197511
28	3822126	pan_transcriptome	8518291
28	4226683	pan_transcriptome	9355642
28	4232562	pan_transcriptome	9635146
28	3833962	pan_transcriptome	8557383
28	4104530	pan_transcriptome	9087672
29	4097690	pan_transcriptome	8975718
29	4171746	pan_transcriptome	9244166
29	4381295	pan_transcriptome	10158162
29	4753246	pan_transcriptome	11336287
29	4462832	pan_transcriptome	10586104
29	4180495	pan_transcriptome	9569964
29	3994843	pan_transcriptome	9136875
29	3900032	pan_transcriptome	8913319
29	4416057	pan_transcriptome	10390437
29	4296703	pan_transcriptome	9820473
29	4485338	pan_transcriptome	10465757
29	3920860	pan_transcriptome	8616935
29	3740460	pan_transcriptome	8223100
29	4514090	pan_transcriptome	10425368
29	4388001	pan_transcriptome	10058809
29	4522882	pan_transcriptome	10614491
29	4381544	pan_transcriptome	10315179
29	4221621	pan_transcriptome	9804599
29	4073565	pan_transcriptome	9150297
29	4234879	pan_transcriptome	9592535
30	4414409	pan_transcriptome	10210859
30	4252355	pan_transcriptome	9714122
30	4401380	pan_transcriptome	10119499
30	4257898	pan_transcriptome	9949282
30	3934575	pan_transcriptome	8968283
30	4310560	pan_transcriptome	10096699
30	4327478	pan_transcriptome	9886968
30	4001047	pan_transcriptome	9030273
30	4158396	pan_transcriptome	9479234
30	4095874	pan_transcriptome	9218503
30	4440572	pan_transcriptome	10333526
30	4695028	pan_transcriptome	11131049
30	4835300	pan_transcriptome	11845909
30	4131727	pan_transcriptome	9460251
30	4215303	pan_transcriptome	9586942
30	4676908	pan_transcriptome	11026270
30	3808093	pan_transcriptome	8530662
30	4311578	pan_transcriptome	9806999
30	3771140	pan_transcriptome	8413542
30	4405020	pan_transcriptome	10240526
31	4806262	pan_transcriptome	11720001
31	4715456	pan_transcriptome	11077499
31	4313033	pan_transcriptome	10034469
31	4272579	pan_transcriptome	9913313
31	4901529	pan_transcriptome	11692532
31	4485487	pan_transcriptome	10318286
31	4582614	pan_transcriptome	10884205
31	4334047	pan_transcriptome	10090991
31	4433395	pan_transcriptome	10386607
31	4435751	pan_transcriptome	10070034
31	4496968	pan_transcriptome	10256199
31	4668009	pan_transcriptome	11229652
31	4997508	pan_transcriptome	12315435
31	4274472	pan_transcriptome	9989046
31	4737637	pan_transcriptome	11174580
31	4348440	pan_transcriptome	10108005
31	4619481	pan_transcriptome	10894073
31	4560972	pan_transcriptome	10861928
31	4110353	pan_transcriptome	9488498
31	4442210	pan_transcriptome	10429401
32	4235059	pan_transcriptome	9725443
32	4017119	pan_transcriptome	9154918
32	4782947	pan_transcriptome	11428943
32	4544577	pan_transcriptome	10713417
32	4594080	pan_transcriptome	10681670
32	4681032	pan_transcriptome	11166265
32	4624322	pan_transcriptome	10920575
32	4888817	pan_transcriptome	12069967
32	4586545	pan_transcriptome	10753136
32	4414970	pan_transcriptome	10386925
32	4542388	pan_transcriptome	11118583
32	4511070	pan_transcriptome	10529286
32	4612780	pan_transcriptome	10845605
32	4295606	pan_transcriptome	9858746
32	4288010	pan_transcriptome	10177928
32	4852309	pan_transcriptome	12062513
32	4840993	pan_transcriptome	11579362
32	4490966	pan_transcriptome	10566450
32	4772158	pan_transcriptome	11482779
32	4175338	pan_transcriptome	9449314
33	4969721	pan_transcriptome	12371053
33	4437327	pan_transcriptome	10384508
33	4673201	pan_transcriptome	10944463
33	4927786	pan_transcriptome	12218470
33	4670173	pan_transcriptome	11035116
33	4831650	pan_transcriptome	11658312
33	4788358	pan_transcriptome	11464915
33	4390482	pan_transcriptome	10565958
33	4264510	pan_transcriptome	10037103
33	4781659	pan_transcriptome	11472005
33	4908560	pan_transcriptome	12326473
33	4555428	pan_transcriptome	10651659
33	4762088	pan_transcriptome	11257976
33	4415765	pan_transcriptome	10518700
33	4664239	pan_transcriptome	11208449
33	4765278	pan_transcriptome	11757739
33	4496957	pan_transcriptome	10478571
33	4889861	pan_transcriptome	12095600
33	4668027	pan_transcriptome	11319732
33	4786161	pan_transcriptome	11509742
34	4715621	pan_transcriptome	11353834
34	4827819	pan_transcriptome	11638691
34	4882462	pan_transcriptome	11817239
34	4887887	pan_transcriptome	12014499
34	4177721	pan_transcriptome	9737389
34	4918055	pan_transcriptome	12075425
34	4532633	pan_transcriptome	10638010
34	4543007	pan_transcriptome	10721581
34	4488566	pan_transcriptome	10680905
34	4804735	pan_transcriptome	11512943
34	4640058	pan_transcriptome	11051015
34	4887066	pan_transcriptome	12294255
34	4817696	pan_transcriptome	11801213
34	4863692	pan_transcriptome	11742005
34	4372145	pan_transcriptome	10407028
34	4661972	pan_transcriptome	11286206
34	3869168	pan_transcriptome	8825731
34	4416710	pan_transcriptome	10556851
34	4633174	pan_transcriptome	11322761
34	4810351	pan_transcriptome	11536045
35	5147298	pan_transcriptome	13030814
35	5001278	pan_transcriptome	12533289
35	4867196	pan_transcriptome	11747392
35	4896565	pan_transcriptome	12166955
35	4662187	pan_transcriptome	11616611
35	5097486	pan_transcriptome	12617897
35	4752389	pan_transcriptome	11611456
35	4900083	pan_transcriptome	12131915
35	4654018	pan_transcriptome	11082575
35	4335597	pan_transcriptome	10362191
35	5081169	pan_transcriptome	12880736
35	4715464	pan_transcriptome	11391169
35	4944918	pan_transcriptome	12067982
35	4925025	pan_transcriptome	12190645
35	3901074	pan_transcriptome	9099476
35	4826521	pan_transcriptome	11705936
35	4732913	pan_transcriptome	11659604
35	5053616	pan_transcriptome	12611193
35	4746248	pan_transcriptome	11439630
35	4753982	pan_transcriptome	11611672
36	4888042	pan_transcriptome	12128655
36	5087410	pan_transcriptome	12618875
36	4950647	pan_transcriptome	12144208
36	5014227	pan_transcriptome	12462538
36	5020811	pan_transcriptome	12412453
36	4805456	pan_transcriptome	11883094
36	4609572	pan_transcriptome	11356967
36	4671771	pan_transcriptome	11581639
36	4927374	pan_transcriptome	12182167
36	4990335	pan_transcriptome	12295604
36	4805585	pan_transcriptome	11676865
36	4826374	pan_transcriptome	11709233
36	4906997	pan_transcriptome	12270591
36	4957336	pan_transcriptome	12613338
36	4527463	pan_transcriptome	10776424
36	4878436	pan_transcriptome	11997669
36	4735226	pan_transcriptome	11558206
36	4565672	pan_transcriptome	11244912
36	5154650	pan_transcriptome	13070234
36	4949163	pan_transcriptome	12334176
37	5047177	pan_transcriptome	12363425
37	5176466	pan_transcriptome	12977308
37	4685220	pan_transcriptome	11357040
37	5275425	pan_transcriptome	13607259
37	5110459	pan_transcriptome	13038673
37	5085388	pan_transcriptome	12719302
37	5152392	pan_transcriptome	13066202
37	5180627	pan_transcriptome	13122398
37	4989239	pan_transcriptome	12413078
37	4854874	pan_transcriptome	12443691
37	4947490	pan_transcriptome	12353420
37	4871352	pan_transcriptome	11963252
37	5305027	pan_transcriptome	13590816
37	5074681	pan_transcriptome	12859425
37	5075958	pan_transcriptome	12650340
37	5102838	pan_transcriptome	12893704
37	4995396	pan_transcriptome	12695898
37	4791469	pan_transcriptome	11701519
37	5194043	pan_transcriptome	13159769
