Genotipos	Grupos	Classe	Transcritos
31	35	hard_core_transcriptome	4916
31	47	hard_core_transcriptome	6448
31	40	hard_core_transcriptome	5403
31	33	hard_core_transcriptome	4681
31	47	hard_core_transcriptome	6263
31	34	hard_core_transcriptome	4599
31	40	hard_core_transcriptome	5458
32	31	hard_core_transcriptome	4063
32	39	hard_core_transcriptome	5214
32	33	hard_core_transcriptome	4748
32	31	hard_core_transcriptome	4065
32	34	hard_core_transcriptome	4765
32	34	hard_core_transcriptome	4804
32	38	hard_core_transcriptome	5155
32	38	hard_core_transcriptome	5466
32	42	hard_core_transcriptome	6005
32	47	hard_core_transcriptome	6732
32	46	hard_core_transcriptome	7249
32	38	hard_core_transcriptome	5429
32	50	hard_core_transcriptome	6768
32	43	hard_core_transcriptome	5496
32	47	hard_core_transcriptome	6882
32	31	hard_core_transcriptome	4070
32	32	hard_core_transcriptome	4497
32	28	hard_core_transcriptome	3863
32	31	hard_core_transcriptome	4286
32	38	hard_core_transcriptome	5111
33	36	hard_core_transcriptome	5092
33	29	hard_core_transcriptome	3913
33	31	hard_core_transcriptome	4717
33	38	hard_core_transcriptome	5962
33	42	hard_core_transcriptome	5921
33	30	hard_core_transcriptome	4141
33	38	hard_core_transcriptome	5209
33	36	hard_core_transcriptome	5497
33	39	hard_core_transcriptome	5726
33	29	hard_core_transcriptome	4138
33	34	hard_core_transcriptome	4902
33	27	hard_core_transcriptome	3901
33	31	hard_core_transcriptome	4097
33	36	hard_core_transcriptome	5267
33	28	hard_core_transcriptome	4093
33	24	hard_core_transcriptome	3654
33	35	hard_core_transcriptome	4858
33	36	hard_core_transcriptome	5242
33	32	hard_core_transcriptome	4764
33	24	hard_core_transcriptome	3713
34	31	hard_core_transcriptome	4412
34	28	hard_core_transcriptome	4299
34	43	hard_core_transcriptome	6487
34	41	hard_core_transcriptome	5911
34	34	hard_core_transcriptome	5036
34	31	hard_core_transcriptome	4419
34	28	hard_core_transcriptome	3922
34	25	hard_core_transcriptome	3563
34	31	hard_core_transcriptome	4276
34	28	hard_core_transcriptome	4183
34	34	hard_core_transcriptome	5114
34	42	hard_core_transcriptome	6349
34	27	hard_core_transcriptome	3966
34	31	hard_core_transcriptome	4510
34	36	hard_core_transcriptome	5286
34	36	hard_core_transcriptome	5418
34	29	hard_core_transcriptome	3962
34	30	hard_core_transcriptome	4658
34	29	hard_core_transcriptome	4720
34	35	hard_core_transcriptome	5307
35	30	hard_core_transcriptome	4811
35	30	hard_core_transcriptome	4287
35	34	hard_core_transcriptome	5056
35	28	hard_core_transcriptome	4279
35	41	hard_core_transcriptome	6372
35	30	hard_core_transcriptome	4143
35	38	hard_core_transcriptome	6139
35	29	hard_core_transcriptome	4595
35	29	hard_core_transcriptome	4415
35	25	hard_core_transcriptome	3713
35	42	hard_core_transcriptome	6935
35	31	hard_core_transcriptome	4894
35	35	hard_core_transcriptome	5365
35	45	hard_core_transcriptome	7264
35	26	hard_core_transcriptome	3749
35	24	hard_core_transcriptome	3679
35	35	hard_core_transcriptome	5216
35	31	hard_core_transcriptome	4746
35	34	hard_core_transcriptome	5369
35	33	hard_core_transcriptome	4893
36	29	hard_core_transcriptome	4512
36	25	hard_core_transcriptome	3828
36	22	hard_core_transcriptome	3422
36	31	hard_core_transcriptome	4435
36	30	hard_core_transcriptome	4903
36	34	hard_core_transcriptome	5250
36	29	hard_core_transcriptome	4384
36	49	hard_core_transcriptome	7819
36	25	hard_core_transcriptome	3925
36	30	hard_core_transcriptome	4908
36	30	hard_core_transcriptome	4435
36	31	hard_core_transcriptome	4675
36	36	hard_core_transcriptome	5676
36	36	hard_core_transcriptome	5611
36	25	hard_core_transcriptome	3629
36	25	hard_core_transcriptome	3993
36	25	hard_core_transcriptome	4048
36	35	hard_core_transcriptome	5488
36	44	hard_core_transcriptome	7024
36	25	hard_core_transcriptome	3961
37	26	hard_core_transcriptome	4282
37	41	hard_core_transcriptome	6863
37	24	hard_core_transcriptome	3673
37	31	hard_core_transcriptome	4985
37	32	hard_core_transcriptome	5447
37	27	hard_core_transcriptome	4368
37	29	hard_core_transcriptome	4828
