Genotypes	Groups	Class	Sequences
35	2969827	pan	6571520
35	2969826	accessory	6571412
35	1	soft-core	108
35	0	hard-core	0
35	437361	exclusive	0
35	2995051	pan	6660657
35	2995050	accessory	6660567
35	1	soft-core	90
35	0	hard-core	0
35	412137	exclusive	0
35	2931156	pan	6548602
35	2931156	accessory	6548602
35	0	soft-core	0
35	0	hard-core	0
35	476032	exclusive	0
35	2680359	pan	5654987
35	2680359	accessory	5654987
35	0	soft-core	0
35	0	hard-core	0
35	726829	exclusive	0
35	2600809	pan	5512967
35	2600808	accessory	5512871
35	1	soft-core	96
35	0	hard-core	0
35	806379	exclusive	0
35	2783451	pan	6123780
35	2783450	accessory	6123682
35	1	soft-core	98
35	0	hard-core	0
35	623737	exclusive	0
35	2754090	pan	5904357
35	2754089	accessory	5904261
35	1	soft-core	96
35	0	hard-core	0
35	653098	exclusive	0
35	3007582	pan	6835223
35	3007582	accessory	6835223
35	0	soft-core	0
35	0	hard-core	0
35	399606	exclusive	0
35	2721177	pan	5822716
35	2721176	accessory	5822610
35	1	soft-core	106
35	0	hard-core	0
35	686011	exclusive	0
35	2873524	pan	6420878
35	2873520	accessory	6420470
35	4	soft-core	408
35	0	hard-core	0
35	533664	exclusive	0
35	2916346	pan	6495096
35	2916346	accessory	6495096
35	0	soft-core	0
35	0	hard-core	0
35	490842	exclusive	0
35	2851479	pan	6250606
35	2851479	accessory	6250606
35	0	soft-core	0
35	0	hard-core	0
35	555709	exclusive	0
35	2722776	pan	5925364
35	2722776	accessory	5925364
35	0	soft-core	0
35	0	hard-core	0
35	684412	exclusive	0
35	2891663	pan	6356992
35	2891660	accessory	6356587
35	3	soft-core	405
35	0	hard-core	0
35	515525	exclusive	0
35	2966136	pan	6765871
35	2966135	accessory	6765794
35	1	soft-core	77
35	0	hard-core	0
35	441052	exclusive	0
36	3000371	pan	6746426
36	3000369	accessory	6746186
36	2	soft-core	240
36	0	hard-core	0
36	406817	exclusive	0
36	3080066	pan	7062496
36	3080064	accessory	7062303
36	2	soft-core	193
36	0	hard-core	0
36	327122	exclusive	0
36	3017100	pan	6826079
36	3017099	accessory	6825985
36	1	soft-core	94
36	0	hard-core	0
36	390088	exclusive	0
36	3011343	pan	6775780
36	3011342	accessory	6775685
36	1	soft-core	95
36	0	hard-core	0
36	395845	exclusive	0
36	2907400	pan	6402759
36	2907398	accessory	6402499
36	2	soft-core	260
36	0	hard-core	0
36	499788	exclusive	0
36	3000364	pan	6774817
36	3000363	accessory	6774661
36	1	soft-core	156
36	0	hard-core	0
36	406824	exclusive	0
36	2842801	pan	6230934
36	2842799	accessory	6230694
36	2	soft-core	240
36	0	hard-core	0
36	564387	exclusive	0
36	2580752	pan	5497475
36	2580752	accessory	5497475
36	0	soft-core	0
36	0	hard-core	0
36	826436	exclusive	0
36	2935993	pan	6515551
36	2935993	accessory	6515551
36	0	soft-core	0
36	0	hard-core	0
36	471195	exclusive	0
36	2784827	pan	5925136
36	2784827	accessory	5925136
36	0	soft-core	0
36	0	hard-core	0
36	622361	exclusive	0
36	2556164	pan	5360430
36	2556164	accessory	5360430
36	0	soft-core	0
36	0	hard-core	0
36	851024	exclusive	0
36	2745318	pan	5937626
36	2745317	accessory	5937495
36	1	soft-core	131
36	0	hard-core	0
36	661870	exclusive	0
36	3065193	pan	7036048
36	3065191	accessory	7035806
36	2	soft-core	242
36	0	hard-core	0
36	341995	exclusive	0
36	2948569	pan	6658723
36	2948568	accessory	6658586
36	1	soft-core	137
36	0	hard-core	0
36	458619	exclusive	0
36	2742733	pan	5984817
36	2742730	accessory	5984477
36	3	soft-core	340
36	0	hard-core	0
36	664455	exclusive	0
36	2979082	pan	6769415
36	2979082	accessory	6769415
36	0	soft-core	0
36	0	hard-core	0
36	428106	exclusive	0
36	2798559	pan	6100737
36	2798559	accessory	6100737
36	0	soft-core	0
36	0	hard-core	0
36	608629	exclusive	0
36	2983069	pan	6835100
36	2983068	accessory	6834997
36	1	soft-core	103
36	0	hard-core	0
36	424119	exclusive	0
36	2617775	pan	5513889
36	2617775	accessory	5513889
36	0	soft-core	0
36	0	hard-core	0
36	789413	exclusive	0
36	3091217	pan	7138574
36	3091213	accessory	7138032
36	4	soft-core	542
36	0	hard-core	0
36	315971	exclusive	0
37	2938408	pan	6532591
37	2938407	accessory	6532482
37	1	soft-core	109
37	0	hard-core	0
37	468780	exclusive	0
37	3064027	pan	6994638
37	3064026	accessory	6994531
37	1	soft-core	107
37	0	hard-core	0
37	343161	exclusive	0
37	2933476	pan	6630980
37	2933476	accessory	6630980
37	0	soft-core	0
37	0	hard-core	0
37	473712	exclusive	0
37	2898163	pan	6374021
37	2898163	accessory	6374021
37	0	soft-core	0
37	0	hard-core	0
37	509025	exclusive	0
37	2908227	pan	6446078
37	2908226	accessory	6445985
37	1	soft-core	93
37	0	hard-core	0
37	498961	exclusive	0
37	2939636	pan	6673287
37	2939635	accessory	6673139
37	1	soft-core	148
37	0	hard-core	0
37	467552	exclusive	0
37	2920445	pan	6477495
37	2920445	accessory	6477495
37	0	soft-core	0
37	0	hard-core	0
37	486743	exclusive	0
37	3060713	pan	7020085
37	3060713	accessory	7020085
37	0	soft-core	0
37	0	hard-core	0
37	346475	exclusive	0
37	2878994	pan	6390973
37	2878994	accessory	6390973
37	0	soft-core	0
37	0	hard-core	0
37	528194	exclusive	0
37	3002477	pan	6877289
37	3002476	accessory	6877122
37	1	soft-core	167
37	0	hard-core	0
37	404711	exclusive	0
37	2737411	pan	5923042
37	2737411	accessory	5923042
37	0	soft-core	0
37	0	hard-core	0
37	669777	exclusive	0
37	2819564	pan	6050957
37	2819564	accessory	6050957
37	0	soft-core	0
37	0	hard-core	0
37	587624	exclusive	0
37	2876054	pan	6427438
37	2876053	accessory	6427348
37	1	soft-core	90
37	0	hard-core	0
37	531134	exclusive	0
37	2896279	pan	6458276
37	2896278	accessory	6458166
37	0	soft-core	0
37	1	hard-core	110
37	510909	exclusive	0
37	2841199	pan	6333953
37	2841199	accessory	6333953
37	0	soft-core	0
37	0	hard-core	0
37	565989	exclusive	0
37	2998555	pan	6885372
37	2998555	accessory	6885372
37	0	soft-core	0
37	0	hard-core	0
37	408633	exclusive	0
37	2995804	pan	6664343
37	2995804	accessory	6664343
37	0	soft-core	0
37	0	hard-core	0
37	411384	exclusive	0
37	3072078	pan	7019429
37	3072077	accessory	7019337
37	1	soft-core	92
37	0	hard-core	0
37	335110	exclusive	0
37	2934280	pan	6602828
37	2934279	accessory	6602723
37	1	soft-core	105
37	0	hard-core	0
37	472908	exclusive	0
37	2986139	pan	6755643
37	2986138	accessory	6755545
37	1	soft-core	98
37	0	hard-core	0
37	421049	exclusive	0
38	3064639	pan	7095899
38	3064637	accessory	7095702
38	2	soft-core	197
38	0	hard-core	0
38	342549	exclusive	0
38	3091784	pan	7073166
38	3091783	accessory	7073063
38	1	soft-core	103
38	0	hard-core	0
38	315404	exclusive	0
38	3118334	pan	7189262
38	3118333	accessory	7189165
38	1	soft-core	97
38	0	hard-core	0
38	288854	exclusive	0
38	3069207	pan	7035991
38	3069207	accessory	7035991
38	0	soft-core	0
38	0	hard-core	0
38	337981	exclusive	0
38	3089896	pan	7115254
38	3089895	accessory	7115166
38	1	soft-core	88
38	0	hard-core	0
38	317292	exclusive	0
38	3136863	pan	7300452
38	3136863	accessory	7300452
38	0	soft-core	0
38	0	hard-core	0
38	270325	exclusive	0
38	2670078	pan	5760749
38	2670077	accessory	5760660
38	1	soft-core	89
38	0	hard-core	0
38	737110	exclusive	0
38	2973026	pan	6726020
38	2973026	accessory	6726020
38	0	soft-core	0
38	0	hard-core	0
38	434162	exclusive	0
38	2659315	pan	5719215
38	2659315	accessory	5719215
38	0	soft-core	0
38	0	hard-core	0
38	747873	exclusive	0
38	2695858	pan	5758202
38	2695858	accessory	5758202
38	0	soft-core	0
38	0	hard-core	0
38	711330	exclusive	0
38	2794345	pan	6170737
38	2794345	accessory	6170737
38	0	soft-core	0
38	0	hard-core	0
38	612843	exclusive	0
38	2980182	pan	6695194
38	2980179	accessory	6694840
38	3	soft-core	354
38	0	hard-core	0
38	427006	exclusive	0
38	2714836	pan	5793454
38	2714836	accessory	5793454
38	0	soft-core	0
38	0	hard-core	0
38	692352	exclusive	0
38	2964298	pan	6624310
38	2964296	accessory	6624071
38	2	soft-core	239
38	0	hard-core	0
38	442890	exclusive	0
38	3121967	pan	7248644
38	3121965	accessory	7248436
38	2	soft-core	208
38	0	hard-core	0
38	285221	exclusive	0
38	2952684	pan	6705939
38	2952683	accessory	6705846
38	1	soft-core	93
38	0	hard-core	0
38	454504	exclusive	0
38	2800727	pan	6246842
38	2800727	accessory	6246842
38	0	soft-core	0
38	0	hard-core	0
38	606461	exclusive	0
38	2748928	pan	5951171
38	2748928	accessory	5951171
38	0	soft-core	0
38	0	hard-core	0
38	658260	exclusive	0
38	2710588	pan	5932415
38	2710587	accessory	5932307
38	1	soft-core	108
38	0	hard-core	0
38	696600	exclusive	0
38	2889066	pan	6397510
38	2889065	accessory	6397407
38	1	soft-core	103
38	0	hard-core	0
38	518122	exclusive	0
39	3204870	pan	7532253
39	3204870	accessory	7532253
39	0	soft-core	0
39	0	hard-core	0
39	202318	exclusive	0
39	2931528	pan	6504829
39	2931528	accessory	6504829
39	0	soft-core	0
39	0	hard-core	0
39	475660	exclusive	0
39	3133991	pan	7258501
39	3133990	accessory	7258402
39	1	soft-core	99
39	0	hard-core	0
39	273197	exclusive	0
39	2971630	pan	6741293
39	2971628	accessory	6741093
39	2	soft-core	200
39	0	hard-core	0
39	435558	exclusive	0
39	2912382	pan	6576055
39	2912382	accessory	6576055
39	0	soft-core	0
39	0	hard-core	0
39	494806	exclusive	0
39	2938782	pan	6535099
39	2938782	accessory	6535099
39	0	soft-core	0
39	0	hard-core	0
39	468406	exclusive	0
39	3080963	pan	7057833
39	3080963	accessory	7057833
39	0	soft-core	0
39	0	hard-core	0
39	326225	exclusive	0
39	2973264	pan	6763783
39	2973264	accessory	6763783
39	0	soft-core	0
39	0	hard-core	0
39	433924	exclusive	0
39	3050857	pan	6901346
39	3050855	accessory	6901134
39	2	soft-core	212
39	0	hard-core	0
39	356331	exclusive	0
39	2942402	pan	6531412
39	2942402	accessory	6531412
39	0	soft-core	0
39	0	hard-core	0
39	464786	exclusive	0
39	2976582	pan	6632049
39	2976582	accessory	6632049
39	0	soft-core	0
39	0	hard-core	0
39	430606	exclusive	0
39	2842706	pan	6305749
39	2842706	accessory	6305749
39	0	soft-core	0
39	0	hard-core	0
39	564482	exclusive	0
39	3107530	pan	7156469
39	3107529	accessory	7156358
39	1	soft-core	111
39	0	hard-core	0
39	299658	exclusive	0
39	2865568	pan	6323720
39	2865568	accessory	6323720
39	0	soft-core	0
39	0	hard-core	0
39	541620	exclusive	0
39	3111414	pan	7178102
39	3111414	accessory	7178102
39	0	soft-core	0
39	0	hard-core	0
39	295774	exclusive	0
39	3165686	pan	7392570
39	3165686	accessory	7392570
39	0	soft-core	0
39	0	hard-core	0
39	241502	exclusive	0
39	3030739	pan	7024148
39	3030739	accessory	7024148
39	0	soft-core	0
39	0	hard-core	0
39	376449	exclusive	0
39	2745166	pan	6089528
39	2745166	accessory	6089528
39	0	soft-core	0
39	0	hard-core	0
39	662022	exclusive	0
39	3097045	pan	7212043
39	3097045	accessory	7212043
39	0	soft-core	0
39	0	hard-core	0
39	310143	exclusive	0
39	3011694	pan	6928066
39	3011694	accessory	6928066
39	0	soft-core	0
39	0	hard-core	0
39	395494	exclusive	0
40	3132600	pan	7268658
40	3132599	accessory	7268545
40	0	soft-core	0
40	0	hard-core	0
40	274588	exclusive	0
40	3066516	pan	7049595
40	3066515	accessory	7049433
40	0	soft-core	0
40	0	hard-core	0
40	340672	exclusive	0
40	3176738	pan	7478649
40	3176738	accessory	7478649
40	0	soft-core	0
40	0	hard-core	0
40	230450	exclusive	0
40	3000653	pan	6794135
40	3000650	accessory	6793782
40	0	soft-core	0
40	0	hard-core	0
40	406535	exclusive	0
40	3104223	pan	7281126
40	3104221	accessory	7280863
40	1	soft-core	108
40	0	hard-core	0
40	302965	exclusive	0
40	3148974	pan	7270225
40	3148972	accessory	7269966
40	0	soft-core	0
40	0	hard-core	0
40	258214	exclusive	0
40	3082141	pan	7030161
40	3082140	accessory	7030049
40	1	soft-core	112
40	0	hard-core	0
40	325047	exclusive	0
40	2972074	pan	6655349
40	2972073	accessory	6655275
40	0	soft-core	0
40	0	hard-core	0
40	435114	exclusive	0
40	3171954	pan	7406435
40	3171953	accessory	7406324
40	0	soft-core	0
40	0	hard-core	0
40	235234	exclusive	0
40	3121785	pan	7299196
40	3121782	accessory	7298819
40	1	soft-core	100
40	0	hard-core	0
40	285403	exclusive	0
40	3036007	pan	7054232
40	3036003	accessory	7053689
40	2	soft-core	334
40	0	hard-core	0
40	371181	exclusive	0
40	3031539	pan	6874858
40	3031539	accessory	6874858
40	0	soft-core	0
40	0	hard-core	0
40	375649	exclusive	0
40	3139013	pan	7264250
40	3139012	accessory	7264148
40	0	soft-core	0
40	0	hard-core	0
40	268175	exclusive	0
40	3034156	pan	6816030
40	3034154	accessory	6815823
40	1	soft-core	110
40	0	hard-core	0
40	373032	exclusive	0
40	3080659	pan	7151410
40	3080659	accessory	7151410
40	0	soft-core	0
40	0	hard-core	0
40	326529	exclusive	0
40	3195857	pan	7548500
40	3195857	accessory	7548500
40	0	soft-core	0
40	0	hard-core	0
40	211331	exclusive	0
40	3089891	pan	7145495
40	3089890	accessory	7145399
40	0	soft-core	0
40	0	hard-core	0
40	317297	exclusive	0
40	3027892	pan	6785222
40	3027890	accessory	6785013
40	1	soft-core	113
40	0	hard-core	0
40	379296	exclusive	0
40	3165020	pan	7404934
40	3165019	accessory	7404823
40	0	soft-core	0
40	0	hard-core	0
40	242168	exclusive	0
40	3161320	pan	7435899
40	3161318	accessory	7435699
40	0	soft-core	0
40	0	hard-core	0
40	245868	exclusive	0
41	3197530	pan	7535164
41	3197530	accessory	7535164
41	0	soft-core	0
41	0	hard-core	0
41	209658	exclusive	0
41	3080213	pan	7079178
41	3080211	accessory	7078969
41	2	soft-core	209
41	0	hard-core	0
41	326975	exclusive	0
41	3212909	pan	7609693
41	3212906	accessory	7609309
41	3	soft-core	384
41	0	hard-core	0
41	194279	exclusive	0
41	3233790	pan	7684794
41	3233788	accessory	7684579
41	2	soft-core	215
41	0	hard-core	0
41	173398	exclusive	0
41	3079934	pan	7191046
41	3079933	accessory	7190895
41	1	soft-core	151
41	0	hard-core	0
41	327254	exclusive	0
41	3116259	pan	7333139
41	3116259	accessory	7333139
41	0	soft-core	0
41	0	hard-core	0
41	290929	exclusive	0
41	3196545	pan	7479219
41	3196543	accessory	7478997
41	2	soft-core	222
41	0	hard-core	0
41	210643	exclusive	0
41	3113472	pan	7257825
41	3113471	accessory	7257714
41	1	soft-core	111
41	0	hard-core	0
41	293716	exclusive	0
41	3016825	pan	6852181
41	3016824	accessory	6852071
41	1	soft-core	110
41	0	hard-core	0
41	390363	exclusive	0
41	3167154	pan	7377975
41	3167153	accessory	7377858
41	1	soft-core	117
41	0	hard-core	0
41	240034	exclusive	0
41	3155144	pan	7276007
41	3155144	accessory	7276007
41	0	soft-core	0
41	0	hard-core	0
41	252044	exclusive	0
41	3209960	pan	7550558
41	3209959	accessory	7550445
41	1	soft-core	113
41	0	hard-core	0
41	197228	exclusive	0
41	3068926	pan	7162318
41	3068924	accessory	7162056
41	2	soft-core	262
41	0	hard-core	0
41	338262	exclusive	0
41	2910559	pan	6590240
41	2910557	accessory	6589981
41	2	soft-core	259
41	0	hard-core	0
41	496629	exclusive	0
41	2990377	pan	6888658
41	2990375	accessory	6888383
41	2	soft-core	275
41	0	hard-core	0
41	416811	exclusive	0
41	3049576	pan	7044743
41	3049574	accessory	7044485
41	2	soft-core	258
41	0	hard-core	0
41	357612	exclusive	0
41	3203696	pan	7517109
41	3203695	accessory	7516991
41	1	soft-core	118
41	0	hard-core	0
41	203492	exclusive	0
41	2811290	pan	6173081
41	2811288	accessory	6172865
41	2	soft-core	216
41	0	hard-core	0
41	595898	exclusive	0
41	3062184	pan	7112275
41	3062183	accessory	7112155
41	1	soft-core	120
41	0	hard-core	0
41	345004	exclusive	0
41	3113266	pan	7270469
41	3113266	accessory	7270469
41	0	soft-core	0
41	0	hard-core	0
41	293922	exclusive	0
42	3114343	pan	7188841
42	3114343	accessory	7188841
42	0	soft-core	0
42	0	hard-core	0
42	292845	exclusive	0
42	3247973	pan	7664630
42	3247972	accessory	7664512
42	1	soft-core	118
42	0	hard-core	0
42	159215	exclusive	0
42	3197604	pan	7475226
42	3197603	accessory	7475124
42	1	soft-core	102
42	0	hard-core	0
42	209584	exclusive	0
42	3084738	pan	7050101
42	3084738	accessory	7050101
42	0	soft-core	0
42	0	hard-core	0
42	322450	exclusive	0
42	3088573	pan	7223681
42	3088573	accessory	7223681
42	0	soft-core	0
42	0	hard-core	0
42	318615	exclusive	0
42	3068306	pan	7115699
42	3068305	accessory	7115582
42	1	soft-core	117
42	0	hard-core	0
42	338882	exclusive	0
42	3233830	pan	7684752
42	3233829	accessory	7684644
42	1	soft-core	108
42	0	hard-core	0
42	173358	exclusive	0
42	3039871	pan	6928101
42	3039871	accessory	6928101
42	0	soft-core	0
42	0	hard-core	0
42	367317	exclusive	0
42	3246943	pan	7709444
42	3246943	accessory	7709444
42	0	soft-core	0
42	0	hard-core	0
42	160245	exclusive	0
42	3229501	pan	7683031
42	3229500	accessory	7682918
42	1	soft-core	113
42	0	hard-core	0
42	177687	exclusive	0
42	2940859	pan	6712374
42	2940858	accessory	6712260
42	1	soft-core	114
42	0	hard-core	0
42	466329	exclusive	0
42	3240685	pan	7688102
42	3240684	accessory	7687987
42	1	soft-core	115
42	0	hard-core	0
42	166503	exclusive	0
42	3223778	pan	7627206
42	3223777	accessory	7627088
42	1	soft-core	118
42	0	hard-core	0
42	183410	exclusive	0
42	3212051	pan	7642970
42	3212049	accessory	7642692
42	2	soft-core	278
42	0	hard-core	0
42	195137	exclusive	0
42	3137628	pan	7333862
42	3137626	accessory	7333591
42	2	soft-core	271
42	0	hard-core	0
42	269560	exclusive	0
42	2972159	pan	6708261
42	2972157	accessory	6707991
42	2	soft-core	270
42	0	hard-core	0
42	435029	exclusive	0
42	2964886	pan	6676845
42	2964885	accessory	6676678
42	1	soft-core	167
42	0	hard-core	0
42	442302	exclusive	0
42	3124703	pan	7214634
42	3124703	accessory	7214634
42	0	soft-core	0
42	0	hard-core	0
42	282485	exclusive	0
42	3033205	pan	6979428
42	3033204	accessory	6979314
42	1	soft-core	114
42	0	hard-core	0
42	373983	exclusive	0
42	3115167	pan	7241922
42	3115166	accessory	7241811
42	1	soft-core	111
42	0	hard-core	0
42	292021	exclusive	0
43	3290939	pan	7916988
43	3290938	accessory	7916869
43	1	soft-core	119
43	0	hard-core	0
43	116249	exclusive	0
43	3251353	pan	7662747
43	3251352	accessory	7662632
43	1	soft-core	115
43	0	hard-core	0
43	155835	exclusive	0
43	3264342	pan	7736153
43	3264340	accessory	7735931
43	2	soft-core	222
43	0	hard-core	0
43	142846	exclusive	0
43	3251690	pan	7787856
43	3251689	accessory	7787731
43	1	soft-core	125
43	0	hard-core	0
43	155498	exclusive	0
43	3255227	pan	7721987
43	3255226	accessory	7721869
43	1	soft-core	118
43	0	hard-core	0
43	151961	exclusive	0
43	3079285	pan	7165031
43	3079284	accessory	7164861
43	1	soft-core	170
43	0	hard-core	0
43	327903	exclusive	0
43	3286321	pan	7870259
43	3286320	accessory	7870138
43	1	soft-core	121
43	0	hard-core	0
43	120867	exclusive	0
43	3160464	pan	7360086
43	3160464	accessory	7360086
43	0	soft-core	0
43	0	hard-core	0
43	246724	exclusive	0
43	3291376	pan	7860523
43	3291373	accessory	7860122
43	3	soft-core	401
43	0	hard-core	0
43	115812	exclusive	0
43	3071157	pan	7205840
43	3071156	accessory	7205725
43	1	soft-core	115
43	0	hard-core	0
43	336031	exclusive	0
43	3289238	pan	7892623
43	3289238	accessory	7892623
43	0	soft-core	0
43	0	hard-core	0
43	117950	exclusive	0
43	3252076	pan	7746896
43	3252076	accessory	7746896
43	0	soft-core	0
43	0	hard-core	0
43	155112	exclusive	0
43	3123916	pan	7214955
43	3123916	accessory	7214955
43	0	soft-core	0
43	0	hard-core	0
43	283272	exclusive	0
43	3081235	pan	7096453
43	3081234	accessory	7096298
43	1	soft-core	155
43	0	hard-core	0
43	325953	exclusive	0
43	3276014	pan	7857594
43	3276013	accessory	7857473
43	1	soft-core	121
43	0	hard-core	0
43	131174	exclusive	0
43	2966612	pan	6807369
43	2966611	accessory	6807244
43	1	soft-core	125
43	0	hard-core	0
43	440576	exclusive	0
43	3183056	pan	7436915
43	3183056	accessory	7436915
43	0	soft-core	0
43	0	hard-core	0
43	224132	exclusive	0
43	3101098	pan	7102142
43	3101098	accessory	7102142
43	0	soft-core	0
43	0	hard-core	0
43	306090	exclusive	0
43	3196076	pan	7558871
43	3196073	accessory	7558495
43	3	soft-core	376
43	0	hard-core	0
43	211112	exclusive	0
43	3157975	pan	7340139
43	3157974	accessory	7340018
43	1	soft-core	121
43	0	hard-core	0
43	249213	exclusive	0
44	3162385	pan	7368369
44	3162385	accessory	7368369
44	0	soft-core	0
44	0	hard-core	0
44	244803	exclusive	0
44	3285550	pan	7884384
44	3285549	accessory	7884277
44	1	soft-core	107
44	0	hard-core	0
44	121638	exclusive	0
44	3297473	pan	7915746
44	3297473	accessory	7915746
44	0	soft-core	0
44	0	hard-core	0
44	109715	exclusive	0
44	3289032	pan	7909025
44	3289030	accessory	7908671
44	2	soft-core	354
44	0	hard-core	0
44	118156	exclusive	0
44	3265673	pan	7821948
44	3265673	accessory	7821948
44	0	soft-core	0
44	0	hard-core	0
44	141515	exclusive	0
44	3295683	pan	7945864
44	3295683	accessory	7945864
44	0	soft-core	0
44	0	hard-core	0
44	111505	exclusive	0
44	3273369	pan	7783096
44	3273368	accessory	7782978
44	1	soft-core	118
44	0	hard-core	0
44	133819	exclusive	0
44	3051825	pan	6938233
44	3051825	accessory	6938233
44	0	soft-core	0
44	0	hard-core	0
44	355363	exclusive	0
44	3228653	pan	7656742
44	3228653	accessory	7656742
44	0	soft-core	0
44	0	hard-core	0
44	178535	exclusive	0
44	3186851	pan	7506808
44	3186850	accessory	7506699
44	1	soft-core	109
44	0	hard-core	0
44	220337	exclusive	0
44	3265136	pan	7799376
44	3265136	accessory	7799376
44	0	soft-core	0
44	0	hard-core	0
44	142052	exclusive	0
44	3097740	pan	7141471
44	3097739	accessory	7141351
44	1	soft-core	120
44	0	hard-core	0
44	309448	exclusive	0
44	3145117	pan	7470226
44	3145117	accessory	7470226
44	0	soft-core	0
44	0	hard-core	0
44	262071	exclusive	0
44	3282152	pan	7879206
44	3282152	accessory	7879206
44	0	soft-core	0
44	0	hard-core	0
44	125036	exclusive	0
44	3293848	pan	7906546
44	3293848	accessory	7906546
44	0	soft-core	0
44	0	hard-core	0
44	113340	exclusive	0
44	3242595	pan	7791975
44	3242595	accessory	7791975
44	0	soft-core	0
44	0	hard-core	0
44	164593	exclusive	0
44	3285145	pan	7854046
44	3285145	accessory	7854046
44	0	soft-core	0
44	0	hard-core	0
44	122043	exclusive	0
44	3250126	pan	7701294
44	3250125	accessory	7701175
44	1	soft-core	119
44	0	hard-core	0
44	157062	exclusive	0
44	3281164	pan	7891416
44	3281164	accessory	7891416
44	0	soft-core	0
44	0	hard-core	0
44	126024	exclusive	0
44	3326834	pan	8051032
44	3326833	accessory	8050927
44	1	soft-core	105
44	0	hard-core	0
44	80354	exclusive	0
45	3327684	pan	8068803
45	3327683	accessory	8068678
45	1	soft-core	125
45	0	hard-core	0
45	79504	exclusive	0
45	3291817	pan	7867168
45	3291817	accessory	7867168
45	0	soft-core	0
45	0	hard-core	0
45	115371	exclusive	0
45	3296055	pan	7955340
45	3296055	accessory	7955340
45	0	soft-core	0
45	0	hard-core	0
45	111133	exclusive	0
45	3319936	pan	7970900
45	3319935	accessory	7970773
45	1	soft-core	127
45	0	hard-core	0
45	87252	exclusive	0
45	3335465	pan	8097227
45	3335465	accessory	8097227
45	0	soft-core	0
45	0	hard-core	0
45	71723	exclusive	0
45	3336874	pan	8098907
45	3336874	accessory	8098907
45	0	soft-core	0
45	0	hard-core	0
45	70314	exclusive	0
45	3278301	pan	7788728
45	3278300	accessory	7788610
45	1	soft-core	118
45	0	hard-core	0
45	128887	exclusive	0
45	3308486	pan	7958131
45	3308486	accessory	7958131
45	0	soft-core	0
45	0	hard-core	0
45	98702	exclusive	0
45	3271296	pan	7775612
45	3271295	accessory	7775486
45	1	soft-core	126
45	0	hard-core	0
45	135892	exclusive	0
45	3315585	pan	7992650
45	3315585	accessory	7992650
45	0	soft-core	0
45	0	hard-core	0
45	91603	exclusive	0
45	3319088	pan	8033769
45	3319088	accessory	8033769
45	0	soft-core	0
45	0	hard-core	0
45	88100	exclusive	0
45	3177521	pan	7588849
45	3177521	accessory	7588849
45	0	soft-core	0
45	0	hard-core	0
45	229667	exclusive	0
45	3331838	pan	8087608
45	3331838	accessory	8087608
45	0	soft-core	0
45	0	hard-core	0
45	75350	exclusive	0
45	3326299	pan	8031795
45	3326299	accessory	8031795
45	0	soft-core	0
45	0	hard-core	0
45	80889	exclusive	0
45	3318829	pan	7995634
45	3318829	accessory	7995634
45	0	soft-core	0
45	0	hard-core	0
45	88359	exclusive	0
45	3278801	pan	7912332
45	3278801	accessory	7912332
45	0	soft-core	0
45	0	hard-core	0
45	128387	exclusive	0
45	3320671	pan	8039418
45	3320669	accessory	8039126
45	2	soft-core	292
45	0	hard-core	0
45	86517	exclusive	0
45	3154980	pan	7511651
45	3154980	accessory	7511651
45	0	soft-core	0
45	0	hard-core	0
45	252208	exclusive	0
45	3205103	pan	7576947
45	3205103	accessory	7576947
45	0	soft-core	0
45	0	hard-core	0
45	202085	exclusive	0
45	3261518	pan	7868010
45	3261518	accessory	7868010
45	0	soft-core	0
45	0	hard-core	0
45	145670	exclusive	0
46	3354012	pan	8137838
46	3354012	accessory	8137838
46	0	soft-core	0
46	0	hard-core	0
46	53176	exclusive	0
46	3367142	pan	8215195
46	3367142	accessory	8215195
46	0	soft-core	0
46	0	hard-core	0
46	40046	exclusive	0
46	3358317	pan	8156974
46	3358316	accessory	8156848
46	1	soft-core	126
46	0	hard-core	0
46	48871	exclusive	0
46	3352204	pan	8155993
46	3352204	accessory	8155993
46	0	soft-core	0
46	0	hard-core	0
46	54984	exclusive	0
46	3364327	pan	8204726
46	3364326	accessory	8204597
46	1	soft-core	129
46	0	hard-core	0
46	42861	exclusive	0
46	3375327	pan	8252436
46	3375327	accessory	8252436
46	0	soft-core	0
46	0	hard-core	0
46	31861	exclusive	0
46	3327426	pan	8076504
46	3327426	accessory	8076504
46	0	soft-core	0
46	0	hard-core	0
46	79762	exclusive	0
46	3296353	pan	8035261
46	3296353	accessory	8035261
46	0	soft-core	0
46	0	hard-core	0
46	110835	exclusive	0
46	3293266	pan	8007495
46	3293266	accessory	8007495
46	0	soft-core	0
46	0	hard-core	0
46	113922	exclusive	0
46	3351948	pan	8171318
46	3351948	accessory	8171318
46	0	soft-core	0
46	0	hard-core	0
46	55240	exclusive	0
46	3373221	pan	8238499
46	3373221	accessory	8238499
46	0	soft-core	0
46	0	hard-core	0
46	33967	exclusive	0
46	3338999	pan	8115607
46	3338999	accessory	8115607
46	0	soft-core	0
46	0	hard-core	0
46	68189	exclusive	0
46	3312524	pan	8001582
46	3312523	accessory	8001456
46	1	soft-core	126
46	0	hard-core	0
46	94664	exclusive	0
46	3368711	pan	8220888
46	3368711	accessory	8220888
46	0	soft-core	0
46	0	hard-core	0
46	38477	exclusive	0
46	3219841	pan	7617226
