Genotypes	Groups	Class	Sequences
12	1654956	pan	2931807
12	1654925	accessory	2930905
12	30	soft-core	860
12	1	hard-core	42
12	1752232	exclusive	0
12	1481216	pan	2569737
12	1481202	accessory	2569208
12	13	soft-core	494
12	1	hard-core	35
12	1925972	exclusive	0
12	1067828	pan	1702433
12	1067823	accessory	1702268
12	4	soft-core	122
12	1	hard-core	43
12	2339360	exclusive	0
12	1167588	pan	1841465
12	1167582	accessory	1841327
12	5	soft-core	124
12	1	hard-core	14
12	2239600	exclusive	0
12	1303634	pan	2125580
12	1303615	accessory	2124977
12	11	soft-core	298
12	8	hard-core	305
12	2103554	exclusive	0
12	1439595	pan	2476865
12	1439548	accessory	2475274
12	38	soft-core	1166
12	9	hard-core	425
12	1967593	exclusive	0
12	1277910	pan	2019165
12	1277899	accessory	2018825
12	10	soft-core	293
12	1	hard-core	47
12	2129278	exclusive	0
12	989091	pan	1477891
12	989089	accessory	1477834
12	2	soft-core	57
12	0	hard-core	0
12	2418097	exclusive	0
13	1397402	pan	2333150
13	1397396	accessory	2332891
13	5	soft-core	196
13	1	hard-core	63
13	2009786	exclusive	0
13	1411372	pan	2397009
13	1411365	accessory	2396754
13	7	soft-core	255
13	0	hard-core	0
13	1995816	exclusive	0
13	964395	pan	1487941
13	964385	accessory	1487615
13	10	soft-core	326
13	0	hard-core	0
13	2442793	exclusive	0
13	1110423	pan	1737077
13	1110421	accessory	1737011
13	2	soft-core	66
13	0	hard-core	0
13	2296765	exclusive	0
13	971679	pan	1503513
13	971674	accessory	1503313
13	5	soft-core	200
13	0	hard-core	0
13	2435509	exclusive	0
13	1050468	pan	1671202
13	1050462	accessory	1671000
13	6	soft-core	202
13	0	hard-core	0
13	2356720	exclusive	0
13	1194417	pan	1879807
13	1194411	accessory	1879644
13	5	soft-core	144
13	1	hard-core	19
13	2212771	exclusive	0
13	1564246	pan	2658405
13	1564232	accessory	2657854
13	13	soft-core	524
13	1	hard-core	27
13	1842942	exclusive	0
13	1260662	pan	2021604
13	1260658	accessory	2021467
13	4	soft-core	137
13	0	hard-core	0
13	2146526	exclusive	0
13	1228621	pan	1973009
13	1228616	accessory	1972835
13	4	soft-core	151
13	1	hard-core	23
13	2178567	exclusive	0
13	1059191	pan	1685706
13	1059185	accessory	1685461
13	3	soft-core	109
13	3	hard-core	136
13	2347997	exclusive	0
13	1551523	pan	2696385
13	1551512	accessory	2695945
13	8	soft-core	313
13	3	hard-core	127
13	1855665	exclusive	0
13	1237759	pan	1976743
13	1237753	accessory	1976537
13	6	soft-core	206
13	0	hard-core	0
13	2169429	exclusive	0
13	1165985	pan	1960729
13	1165980	accessory	1960486
13	4	soft-core	183
13	1	hard-core	60
13	2241203	exclusive	0
13	1549295	pan	2733928
13	1549278	accessory	2733322
13	15	soft-core	496
13	2	hard-core	110
13	1857893	exclusive	0
13	1345975	pan	2213132
13	1345968	accessory	2212901
13	4	soft-core	102
13	3	hard-core	129
13	2061213	exclusive	0
13	1012350	pan	1568833
13	1012339	accessory	1568501
13	11	soft-core	332
13	0	hard-core	0
13	2394838	exclusive	0
13	1345334	pan	2219356
13	1345329	accessory	2219187
13	3	soft-core	79
13	2	hard-core	90
13	2061854	exclusive	0
13	1169684	pan	1887755
13	1169683	accessory	1887721
13	1	soft-core	34
13	0	hard-core	0
13	2237504	exclusive	0
13	1342918	pan	2155710
13	1342912	accessory	2155485
13	3	soft-core	108
13	3	hard-core	117
13	2064270	exclusive	0
14	1832251	pan	3341517
14	1832246	accessory	3341302
14	4	soft-core	197
14	1	hard-core	18
14	1574937	exclusive	0
14	1510452	pan	2566205
14	1510445	accessory	2565965
14	6	soft-core	192
14	1	hard-core	48
14	1896736	exclusive	0
14	1682120	pan	3022392
14	1682109	accessory	3021894
14	9	soft-core	394
14	2	hard-core	104
14	1725068	exclusive	0
14	1615967	pan	2785641
14	1615961	accessory	2785391
14	3	soft-core	126
14	3	hard-core	124
14	1791221	exclusive	0
14	1412556	pan	2316357
14	1412551	accessory	2316129
14	5	soft-core	228
14	0	hard-core	0
14	1994632	exclusive	0
14	1653112	pan	2953646
14	1653110	accessory	2953562
14	2	soft-core	84
14	0	hard-core	0
14	1754076	exclusive	0
14	1903602	pan	3603996
14	1903598	accessory	3603875
14	4	soft-core	121
14	0	hard-core	0
14	1503586	exclusive	0
14	1582089	pan	2810374
14	1582078	accessory	2809890
14	6	soft-core	284
14	5	hard-core	200
14	1825099	exclusive	0
14	1879941	pan	3544529
14	1879929	accessory	3544055
14	9	soft-core	359
14	3	hard-core	115
14	1527247	exclusive	0
14	1314954	pan	2161467
14	1314953	accessory	2161438
14	0	soft-core	0
14	1	hard-core	29
14	2092234	exclusive	0
14	1346957	pan	2202419
14	1346951	accessory	2202248
14	5	soft-core	119
14	1	hard-core	52
14	2060231	exclusive	0
14	1605308	pan	2715701
14	1605305	accessory	2715620
14	2	soft-core	39
14	1	hard-core	42
14	1801880	exclusive	0
14	1576941	pan	2742905
14	1576933	accessory	2742536
14	6	soft-core	271
14	2	hard-core	98
14	1830247	exclusive	0
14	1686067	pan	3008068
14	1686062	accessory	3007900
14	5	soft-core	168
14	0	hard-core	0
14	1721121	exclusive	0
14	1389834	pan	2258547
14	1389834	accessory	2258547
14	0	soft-core	0
14	0	hard-core	0
14	2017354	exclusive	0
14	1615476	pan	2813916
14	1615470	accessory	2813651
14	6	soft-core	265
14	0	hard-core	0
14	1791712	exclusive	0
14	1441792	pan	2385657
14	1441778	accessory	2385162
14	10	soft-core	370
14	4	hard-core	125
14	1965396	exclusive	0
14	1665403	pan	2911319
14	1665396	accessory	2910999
14	5	soft-core	210
14	2	hard-core	110
14	1741785	exclusive	0
14	1508006	pan	2621006
14	1507985	accessory	2620077
14	16	soft-core	673
14	5	hard-core	256
14	1899182	exclusive	0
14	1319508	pan	2107170
14	1319506	accessory	2107095
14	2	soft-core	75
14	0	hard-core	0
14	2087680	exclusive	0
15	1039616	pan	1646289
15	1039615	accessory	1646234
15	1	soft-core	55
15	0	hard-core	0
15	2367572	exclusive	0
15	1592209	pan	2715064
15	1592206	accessory	2714929
15	3	soft-core	135
15	0	hard-core	0
15	1814979	exclusive	0
15	1587090	pan	2751872
15	1587085	accessory	2751696
15	5	soft-core	176
15	0	hard-core	0
15	1820098	exclusive	0
15	1305755	pan	2110389
15	1305751	accessory	2110240
15	4	soft-core	149
15	0	hard-core	0
15	2101433	exclusive	0
15	1806886	pan	3270625
15	1806878	accessory	3270282
15	7	soft-core	279
15	1	hard-core	64
15	1600302	exclusive	0
15	1366234	pan	2325319
15	1366228	accessory	2325028
15	4	soft-core	220
15	2	hard-core	71
15	2040954	exclusive	0
15	1229667	pan	2007080
15	1229662	accessory	2006845
15	3	soft-core	123
15	2	hard-core	112
15	2177521	exclusive	0
15	1047157	pan	1657065
15	1047155	accessory	1657004
15	2	soft-core	61
15	0	hard-core	0
15	2360031	exclusive	0
15	1639994	pan	2896930
15	1639984	accessory	2896476
15	6	soft-core	226
15	4	hard-core	228
15	1767194	exclusive	0
15	1330378	pan	2189726
15	1330377	accessory	2189699
15	1	soft-core	27
15	0	hard-core	0
15	2076810	exclusive	0
15	1676644	pan	2951776
15	1676640	accessory	2951575
15	3	soft-core	157
15	1	hard-core	44
15	1730544	exclusive	0
15	1347428	pan	2255581
15	1347427	accessory	2255549
15	1	soft-core	32
15	0	hard-core	0
15	2059760	exclusive	0
15	2003872	pan	3828750
15	2003866	accessory	3828489
15	5	soft-core	214
15	1	hard-core	47
15	1403316	exclusive	0
15	1292761	pan	2098800
15	1292755	accessory	2098503
15	5	soft-core	256
15	1	hard-core	41
15	2114427	exclusive	0
15	1828336	pan	3246730
15	1828326	accessory	3246253
15	7	soft-core	274
15	3	hard-core	203
15	1578852	exclusive	0
15	1552180	pan	2683379
15	1552176	accessory	2683172
15	4	soft-core	207
15	0	hard-core	0
15	1855008	exclusive	0
15	1434043	pan	2388101
15	1434040	accessory	2388011
15	3	soft-core	90
15	0	hard-core	0
15	1973145	exclusive	0
15	1399580	pan	2313509
15	1399579	accessory	2313458
15	1	soft-core	51
15	0	hard-core	0
15	2007608	exclusive	0
15	1387399	pan	2318790
15	1387393	accessory	2318516
15	5	soft-core	232
15	1	hard-core	42
15	2019789	exclusive	0
15	1483984	pan	2596250
15	1483984	accessory	2596250
15	0	soft-core	0
15	0	hard-core	0
15	1923204	exclusive	0
16	1593904	pan	2839579
16	1593900	accessory	2839343
16	4	soft-core	236
16	0	hard-core	0
16	1813284	exclusive	0
16	1670050	pan	2956782
16	1670048	accessory	2956674
16	1	soft-core	63
16	1	hard-core	45
16	1737138	exclusive	0
16	1662442	pan	2945136
16	1662440	accessory	2945060
16	2	soft-core	76
16	0	hard-core	0
16	1744746	exclusive	0
16	1846483	pan	3434103
16	1846478	accessory	3433881
16	5	soft-core	222
16	0	hard-core	0
16	1560705	exclusive	0
16	1532563	pan	2547366
16	1532562	accessory	2547323
16	1	soft-core	43
16	0	hard-core	0
16	1874625	exclusive	0
16	1718132	pan	3119331
16	1718130	accessory	3119252
16	2	soft-core	79
16	0	hard-core	0
16	1689056	exclusive	0
16	1861371	pan	3360502
16	1861368	accessory	3360378
16	3	soft-core	124
16	0	hard-core	0
16	1545817	exclusive	0
16	1553663	pan	2636181
16	1553661	accessory	2636079
16	1	soft-core	28
16	1	hard-core	74
16	1853525	exclusive	0
16	1373130	pan	2335591
16	1373125	accessory	2335313
16	5	soft-core	278
16	0	hard-core	0
16	2034058	exclusive	0
16	1433674	pan	2440498
16	1433670	accessory	2440330
16	4	soft-core	168
16	0	hard-core	0
16	1973514	exclusive	0
16	1558683	pan	2721640
16	1558679	accessory	2721444
16	3	soft-core	125
16	1	hard-core	71
16	1848505	exclusive	0
16	1570195	pan	2703143
16	1570187	accessory	2702723
16	4	soft-core	183
16	4	hard-core	237
16	1836993	exclusive	0
16	1865314	pan	3439337
16	1865313	accessory	3439272
16	1	soft-core	65
16	0	hard-core	0
16	1541874	exclusive	0
16	1622882	pan	2872192
16	1622882	accessory	2872192
16	0	soft-core	0
16	0	hard-core	0
16	1784306	exclusive	0
16	1597242	pan	2783947
16	1597241	accessory	2783893
16	0	soft-core	0
16	1	hard-core	54
16	1809946	exclusive	0
16	1388145	pan	2299900
16	1388141	accessory	2299771
16	4	soft-core	129
16	0	hard-core	0
16	2019043	exclusive	0
16	1950721	pan	3739411
16	1950710	accessory	3738877
16	11	soft-core	534
16	0	hard-core	0
16	1456467	exclusive	0
16	1465968	pan	2449650
16	1465965	accessory	2449516
16	3	soft-core	134
16	0	hard-core	0
16	1941220	exclusive	0
16	1458554	pan	2507011
16	1458544	accessory	2506541
16	9	soft-core	428
16	1	hard-core	42
16	1948634	exclusive	0
16	1971142	pan	3731977
16	1971140	accessory	3731853
16	1	soft-core	43
16	1	hard-core	81
16	1436046	exclusive	0
17	1863429	pan	3425755
17	1863429	accessory	3425755
17	0	soft-core	0
17	0	hard-core	0
17	1543759	exclusive	0
17	1159146	pan	1882424
17	1159144	accessory	1882350
17	2	soft-core	74
17	0	hard-core	0
17	2248042	exclusive	0
17	1911537	pan	3536879
17	1911535	accessory	3536804
17	1	soft-core	38
17	1	hard-core	37
17	1495651	exclusive	0
17	1760822	pan	3198167
17	1760818	accessory	3197957
17	4	soft-core	210
17	0	hard-core	0
17	1646366	exclusive	0
17	1567415	pan	2692441
17	1567410	accessory	2692177
17	5	soft-core	264
17	0	hard-core	0
17	1839773	exclusive	0
17	1476590	pan	2555624
17	1476588	accessory	2555525
17	2	soft-core	99
17	0	hard-core	0
17	1930598	exclusive	0
17	1366423	pan	2301968
17	1366423	accessory	2301968
17	0	soft-core	0
17	0	hard-core	0
17	2040765	exclusive	0
17	1803878	pan	3270466
17	1803873	accessory	3270165
17	5	soft-core	301
17	0	hard-core	0
17	1603310	exclusive	0
17	1583076	pan	2730370
17	1583071	accessory	2730109
17	5	soft-core	261
17	0	hard-core	0
17	1824112	exclusive	0
17	1671224	pan	2950489
17	1671221	accessory	2950322
17	3	soft-core	167
17	0	hard-core	0
17	1735964	exclusive	0
17	1846863	pan	3348580
17	1846855	accessory	3348197
17	8	soft-core	383
17	0	hard-core	0
17	1560325	exclusive	0
17	1573883	pan	2703078
17	1573883	accessory	2703078
17	0	soft-core	0
17	0	hard-core	0
17	1833305	exclusive	0
17	1884172	pan	3479445
17	1884169	accessory	3479313
17	3	soft-core	132
17	0	hard-core	0
17	1523016	exclusive	0
17	1770197	pan	3228933
17	1770194	accessory	3228797
17	2	soft-core	89
17	1	hard-core	47
17	1636991	exclusive	0
17	1496912	pan	2501489
17	1496907	accessory	2501206
17	4	soft-core	218
17	1	hard-core	65
17	1910276	exclusive	0
17	1571505	pan	2672071
17	1571504	accessory	2672025
17	1	soft-core	46
17	0	hard-core	0
17	1835683	exclusive	0
17	1861514	pan	3307425
17	1861509	accessory	3307141
17	5	soft-core	284
17	0	hard-core	0
17	1545674	exclusive	0
17	1317481	pan	2198988
17	1317479	accessory	2198904
17	2	soft-core	84
17	0	hard-core	0
17	2089707	exclusive	0
17	1750234	pan	3202016
17	1750234	accessory	3202016
17	0	soft-core	0
17	0	hard-core	0
17	1656954	exclusive	0
17	1360648	pan	2232202
17	1360646	accessory	2232118
17	0	soft-core	0
17	2	hard-core	84
17	2046540	exclusive	0
18	1752802	pan	3154707
18	1752799	accessory	3154592
18	3	soft-core	115
18	0	hard-core	0
18	1654386	exclusive	0
18	1510585	pan	2565381
18	1510584	accessory	2565342
18	1	soft-core	39
18	0	hard-core	0
18	1896603	exclusive	0
18	1808458	pan	3222367
18	1808453	accessory	3222050
18	4	soft-core	259
18	1	hard-core	58
18	1598730	exclusive	0
18	2090780	pan	3947262
18	2090774	accessory	3946892
18	3	soft-core	202
18	3	hard-core	168
18	1316408	exclusive	0
18	1957439	pan	3667619
18	1957439	accessory	3667619
18	0	soft-core	0
18	0	hard-core	0
18	1449749	exclusive	0
18	2001837	pan	3681886
18	2001836	accessory	3681841
18	1	soft-core	45
18	0	hard-core	0
18	1405351	exclusive	0
18	1531090	pan	2612607
18	1531090	accessory	2612607
18	0	soft-core	0
18	0	hard-core	0
18	1876098	exclusive	0
18	1408957	pan	2362247
18	1408957	accessory	2362247
18	0	soft-core	0
18	0	hard-core	0
18	1998231	exclusive	0
18	1822072	pan	3290125
18	1822066	accessory	3289747
18	5	soft-core	292
18	1	hard-core	86
18	1585116	exclusive	0
18	1482340	pan	2464910
18	1482336	accessory	2464672
18	3	soft-core	189
18	1	hard-core	49
18	1924848	exclusive	0
18	1808657	pan	3270094
18	1808657	accessory	3270094
18	0	soft-core	0
18	0	hard-core	0
18	1598531	exclusive	0
18	1893157	pan	3476913
18	1893154	accessory	3476772
18	2	soft-core	98
18	1	hard-core	43
18	1514031	exclusive	0
18	1587982	pan	2711398
18	1587980	accessory	2711295
18	2	soft-core	103
18	0	hard-core	0
18	1819206	exclusive	0
18	1530929	pan	2611053
18	1530925	accessory	2610803
18	3	soft-core	204
18	1	hard-core	46
18	1876259	exclusive	0
18	2144725	pan	4073969
18	2144723	accessory	4073834
18	2	soft-core	135
18	0	hard-core	0
18	1262463	exclusive	0
18	1963302	pan	3537879
18	1963299	accessory	3537709
18	2	soft-core	128
18	1	hard-core	42
18	1443886	exclusive	0
18	1704297	pan	2989513
18	1704293	accessory	2989278
18	4	soft-core	235
18	0	hard-core	0
18	1702891	exclusive	0
18	1290157	pan	2130836
18	1290153	accessory	2130612
18	4	soft-core	224
18	0	hard-core	0
18	2117031	exclusive	0
18	2052096	pan	3903959
18	2052095	accessory	3903915
18	1	soft-core	44
18	0	hard-core	0
18	1355092	exclusive	0
18	1743199	pan	3120346
18	1743196	accessory	3120210
18	3	soft-core	136
18	0	hard-core	0
18	1663989	exclusive	0
19	2100222	pan	3974198
19	2100220	accessory	3974096
19	2	soft-core	102
19	0	hard-core	0
19	1306966	exclusive	0
19	2221742	pan	4381715
19	2221736	accessory	4381441
19	5	soft-core	210
19	1	hard-core	64
19	1185446	exclusive	0
19	1808759	pan	3228603
19	1808758	accessory	3228557
19	1	soft-core	46
19	0	hard-core	0
19	1598429	exclusive	0
19	1933789	pan	3565232
19	1933784	accessory	3564937
19	5	soft-core	295
19	0	hard-core	0
19	1473399	exclusive	0
19	2197841	pan	4214368
19	2197837	accessory	4214154
19	3	soft-core	119
19	1	hard-core	95
19	1209347	exclusive	0
19	1721201	pan	2993148
19	1721200	accessory	2993086
19	1	soft-core	62
19	0	hard-core	0
19	1685987	exclusive	0
19	1750788	pan	3124001
19	1750785	accessory	3123803
19	2	soft-core	120
19	1	hard-core	78
19	1656400	exclusive	0
19	1771488	pan	3121145
19	1771488	accessory	3121145
19	0	soft-core	0
19	0	hard-core	0
19	1635700	exclusive	0
19	1738171	pan	3162108
19	1738169	accessory	3161975
19	2	soft-core	133
19	0	hard-core	0
19	1669017	exclusive	0
19	1735278	pan	3089336
19	1735274	accessory	3089067
19	4	soft-core	269
19	0	hard-core	0
19	1671910	exclusive	0
19	1577621	pan	2698737
19	1577618	accessory	2698596
19	3	soft-core	141
19	0	hard-core	0
19	1829567	exclusive	0
19	1881374	pan	3358724
19	1881372	accessory	3358598
19	1	soft-core	65
19	1	hard-core	61
19	1525814	exclusive	0
19	1833417	pan	3274976
19	1833411	accessory	3274537
19	6	soft-core	439
19	0	hard-core	0
19	1573771	exclusive	0
19	1728115	pan	3066505
19	1728112	accessory	3066339
19	3	soft-core	166
19	0	hard-core	0
19	1679073	exclusive	0
19	2215794	pan	4443135
19	2215791	accessory	4442908
19	3	soft-core	227
19	0	hard-core	0
19	1191394	exclusive	0
19	1981499	pan	3633694
19	1981497	accessory	3633582
19	1	soft-core	62
19	1	hard-core	50
19	1425689	exclusive	0
19	1754397	pan	3135668
19	1754395	accessory	3135558
19	2	soft-core	110
19	0	hard-core	0
19	1652791	exclusive	0
19	1876099	pan	3450806
19	1876097	accessory	3450689
19	2	soft-core	117
19	0	hard-core	0
19	1531089	exclusive	0
19	1828315	pan	3346282
19	1828314	accessory	3346245
19	1	soft-core	37
19	0	hard-core	0
19	1578873	exclusive	0
19	1351622	pan	2319077
19	1351621	accessory	2319013
19	1	soft-core	64
19	0	hard-core	0
19	2055566	exclusive	0
20	1914632	pan	3566618
20	1914622	accessory	3566067
20	5	soft-core	221
20	0	hard-core	0
20	1492556	exclusive	0
20	1631324	pan	2825527
20	1631317	accessory	2825037
20	1	soft-core	71
20	0	hard-core	0
20	1775864	exclusive	0
20	1538357	pan	2690022
20	1538351	accessory	2689656
20	0	soft-core	0
20	1	hard-core	63
20	1868831	exclusive	0
20	1784432	pan	3195677
20	1784419	accessory	3194914
20	2	soft-core	108
20	1	hard-core	82
20	1622756	exclusive	0
20	1511122	pan	2592876
20	1511120	accessory	2592769
20	0	soft-core	0
20	0	hard-core	0
20	1896066	exclusive	0
20	1391787	pan	2370416
20	1391785	accessory	2370290
20	0	soft-core	0
20	0	hard-core	0
20	2015401	exclusive	0
20	2175537	pan	4129340
20	2175535	accessory	4129238
20	0	soft-core	0
20	0	hard-core	0
20	1231651	exclusive	0
20	2008832	pan	3864615
20	2008831	accessory	3864524
20	0	soft-core	0
20	0	hard-core	0
20	1398356	exclusive	0
20	2315108	pan	4665272
20	2315101	accessory	4664868
20	4	soft-core	236
20	1	hard-core	65
20	1092080	exclusive	0
20	1861352	pan	3347976
20	1861351	accessory	3347931
20	0	soft-core	0
20	0	hard-core	0
20	1545836	exclusive	0
20	1989589	pan	3821727
20	1989588	accessory	3821673
20	1	soft-core	54
20	0	hard-core	0
20	1417599	exclusive	0
20	1699934	pan	3006017
20	1699933	accessory	3005987
20	0	soft-core	0
20	0	hard-core	0
20	1707254	exclusive	0
20	1700700	pan	3005945
20	1700696	accessory	3005678
20	1	soft-core	57
20	1	hard-core	81
20	1706488	exclusive	0
20	2094675	pan	4022051
20	2094671	accessory	4021797
20	2	soft-core	119
20	0	hard-core	0
20	1312513	exclusive	0
20	1809568	pan	3381896
20	1809562	accessory	3381517
20	1	soft-core	76
20	0	hard-core	0
20	1597620	exclusive	0
20	1966076	pan	3612017
20	1966066	accessory	3611469
20	5	soft-core	221
20	1	hard-core	77
20	1441112	exclusive	0
20	1922025	pan	3550425
20	1922022	accessory	3550231
20	0	soft-core	0
20	0	hard-core	0
20	1485163	exclusive	0
20	1784020	pan	3241896
20	1784016	accessory	3241679
20	1	soft-core	52
20	0	hard-core	0
20	1623168	exclusive	0
20	1714750	pan	3050451
20	1714744	accessory	3050165
20	1	soft-core	53
20	0	hard-core	0
20	1692438	exclusive	0
20	1932513	pan	3554708
20	1932506	accessory	3554344
20	2	soft-core	130
20	1	hard-core	64
20	1474675	exclusive	0
21	1935480	pan	3557978
21	1935476	accessory	3557757
21	4	soft-core	221
21	0	hard-core	0
21	1471708	exclusive	0
21	1925627	pan	3489711
21	1925625	accessory	3489623
21	2	soft-core	88
21	0	hard-core	0
21	1481561	exclusive	0
21	1761376	pan	3127530
21	1761374	accessory	3127378
21	2	soft-core	152
21	0	hard-core	0
21	1645812	exclusive	0
21	1866367	pan	3360126
21	1866365	accessory	3359992
21	1	soft-core	73
21	1	hard-core	61
21	1540821	exclusive	0
21	2213807	pan	4426547
21	2213801	accessory	4426142
21	5	soft-core	308
21	1	hard-core	97
21	1193381	exclusive	0
21	2141984	pan	4141498
21	2141976	accessory	4140908
21	7	soft-core	518
21	1	hard-core	72
21	1265204	exclusive	0
21	2146296	pan	4084601
21	2146293	accessory	4084446
21	3	soft-core	155
21	0	hard-core	0
21	1260892	exclusive	0
21	1865120	pan	3436311
21	1865113	accessory	3435973
21	7	soft-core	338
21	0	hard-core	0
21	1542068	exclusive	0
21	2008218	pan	3634598
21	2008214	accessory	3634376
21	3	soft-core	154
21	1	hard-core	68
21	1398970	exclusive	0
21	1759120	pan	3175901
21	1759116	accessory	3175656
21	4	soft-core	245
21	0	hard-core	0
21	1648068	exclusive	0
21	2058689	pan	3798571
21	2058685	accessory	3798286
21	3	soft-core	218
21	1	hard-core	67
21	1348499	exclusive	0
21	1823109	pan	3211150
21	1823107	accessory	3211065
21	2	soft-core	85
21	0	hard-core	0
21	1584079	exclusive	0
21	2093963	pan	4021271
21	2093959	accessory	4021065
21	4	soft-core	206
21	0	hard-core	0
21	1313225	exclusive	0
21	1935439	pan	3554676
21	1935436	accessory	3554474
21	3	soft-core	202
21	0	hard-core	0
21	1471749	exclusive	0
21	1671737	pan	3034873
21	1671735	accessory	3034701
21	2	soft-core	172
21	0	hard-core	0
21	1735451	exclusive	0
21	1826175	pan	3255379
21	1826166	accessory	3254895
21	8	soft-core	427
21	1	hard-core	57
21	1581013	exclusive	0
21	1664733	pan	2876396
21	1664727	accessory	2876059
21	6	soft-core	337
21	0	hard-core	0
21	1742455	exclusive	0
21	1820161	pan	3332771
21	1820156	accessory	3332437
21	5	soft-core	334
21	0	hard-core	0
21	1587027	exclusive	0
21	2148566	pan	4032877
21	2148563	accessory	4032721
21	3	soft-core	156
21	0	hard-core	0
21	1258622	exclusive	0
21	2013943	pan	3702757
21	2013941	accessory	3702655
21	2	soft-core	102
21	0	hard-core	0
21	1393245	exclusive	0
22	1941225	pan	3613328
22	1941221	accessory	3613050
22	4	soft-core	278
22	0	hard-core	0
22	1465963	exclusive	0
22	2177079	pan	4206765
22	2177075	accessory	4206435
22	4	soft-core	330
22	0	hard-core	0
22	1230109	exclusive	0
22	2063577	pan	3780266
22	2063574	accessory	3780118
22	3	soft-core	148
22	0	hard-core	0
22	1343611	exclusive	0
22	2204745	pan	4200100
22	2204743	accessory	4199952
22	2	soft-core	148
22	0	hard-core	0
22	1202443	exclusive	0
22	2258434	pan	4444682
22	2258431	accessory	4444513
22	3	soft-core	169
22	0	hard-core	0
22	1148754	exclusive	0
22	2133012	pan	4125661
22	2133005	accessory	4125208
22	7	soft-core	453
22	0	hard-core	0
22	1274176	exclusive	0
22	2046703	pan	3920369
22	2046698	accessory	3920032
22	5	soft-core	337
22	0	hard-core	0
22	1360485	exclusive	0
22	2098096	pan	4000757
22	2098094	accessory	4000667
22	2	soft-core	90
22	0	hard-core	0
22	1309092	exclusive	0
22	2084476	pan	3950401
22	2084468	accessory	3949870
22	8	soft-core	531
22	0	hard-core	0
22	1322712	exclusive	0
22	1853107	pan	3297372
22	1853102	accessory	3297083
22	5	soft-core	289
22	0	hard-core	0
22	1554081	exclusive	0
22	2234851	pan	4433867
22	2234847	accessory	4433565
22	4	soft-core	302
22	0	hard-core	0
22	1172337	exclusive	0
22	1856496	pan	3283337
22	1856495	accessory	3283307
22	1	soft-core	30
22	0	hard-core	0
22	1550692	exclusive	0
22	1755434	pan	3127736
22	1755431	accessory	3127542
22	3	soft-core	194
22	0	hard-core	0
22	1651754	exclusive	0
22	2078937	pan	3845441
22	2078931	accessory	3845003
22	5	soft-core	377
22	1	hard-core	61
22	1328251	exclusive	0
22	1768847	pan	3231905
22	1768843	accessory	3231616
22	4	soft-core	289
22	0	hard-core	0
22	1638341	exclusive	0
22	2134808	pan	3988070
22	2134806	accessory	3987968
22	2	soft-core	102
22	0	hard-core	0
22	1272380	exclusive	0
22	2007381	pan	3821324
22	2007371	accessory	3820653
22	9	soft-core	568
22	1	hard-core	103
22	1399807	exclusive	0
22	1876857	pan	3356845
22	1876856	accessory	3356795
22	1	soft-core	50
22	0	hard-core	0
22	1530331	exclusive	0
22	2160149	pan	4110355
22	2160146	accessory	4110157
22	3	soft-core	198
22	0	hard-core	0
22	1247039	exclusive	0
22	2174115	pan	4201407
22	2174112	accessory	4201211
22	3	soft-core	196
22	0	hard-core	0
22	1233073	exclusive	0
23	2232751	pan	4380496
23	2232751	accessory	4380496
23	0	soft-core	0
23	0	hard-core	0
23	1174437	exclusive	0
23	1663958	pan	2916077
23	1663957	accessory	2916012
23	1	soft-core	65
23	0	hard-core	0
23	1743230	exclusive	0
23	1936375	pan	3640040
23	1936375	accessory	3640040
23	0	soft-core	0
23	0	hard-core	0
23	1470813	exclusive	0
23	2056885	pan	3890434
23	2056885	accessory	3890434
23	0	soft-core	0
23	0	hard-core	0
23	1350303	exclusive	0
23	2140207	pan	4195949
23	2140204	accessory	4195716
23	3	soft-core	233
23	0	hard-core	0
23	1266981	exclusive	0
23	1949410	pan	3588041
23	1949407	accessory	3587803
23	3	soft-core	238
23	0	hard-core	0
23	1457778	exclusive	0
23	2407178	pan	4769328
23	2407173	accessory	4768982
23	5	soft-core	346
23	0	hard-core	0
23	1000010	exclusive	0
23	1889086	pan	3392121
23	1889085	accessory	3392040
23	1	soft-core	81
23	0	hard-core	0
23	1518102	exclusive	0
23	2122694	pan	3946148
23	2122690	accessory	3945878
23	4	soft-core	270
23	0	hard-core	0
23	1284494	exclusive	0
23	2292574	pan	4427997
23	2292573	accessory	4427932
23	1	soft-core	65
23	0	hard-core	0
23	1114614	exclusive	0
23	2221654	pan	4357503
23	2221650	accessory	4357177
23	4	soft-core	326
23	0	hard-core	0
23	1185534	exclusive	0
23	1985442	pan	3723434
23	1985440	accessory	3723264
23	1	soft-core	85
23	1	hard-core	85
23	1421746	exclusive	0
23	2055837	pan	3893970
23	2055837	accessory	3893970
23	0	soft-core	0
23	0	hard-core	0
23	1351351	exclusive	0
23	2159469	pan	4177776
23	2159463	accessory	4177354
23	6	soft-core	422
23	0	hard-core	0
23	1247719	exclusive	0
23	2288635	pan	4505569
23	2288631	accessory	4505254
23	4	soft-core	315
23	0	hard-core	0
23	1118553	exclusive	0
23	2076496	pan	3900977
23	2076495	accessory	3900883
23	1	soft-core	94
23	0	hard-core	0
23	1330692	exclusive	0
23	2044927	pan	3848573
23	2044922	accessory	3848205
23	5	soft-core	368
23	0	hard-core	0
23	1362261	exclusive	0
23	2037830	pan	3817138
23	2037829	accessory	3817048
