NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
1088862	4435654	accessory	39	8
1918606	2351598	exclusive	39	8
2906045	6400529	pan	39	9
0	0	hard-core	39	9
11	1166	soft-core	39	9
1020907	4083667	accessory	39	9
1885127	2315696	exclusive	39	9
2830545	6179300	pan	39	10
0	0	hard-core	39	10
11	1155	soft-core	39	10
984064	3905891	accessory	39	10
1846470	2272254	exclusive	39	10
2956234	6750820	pan	39	11
0	0	hard-core	39	11
15	1561	soft-core	39	11
1079413	4442223	accessory	39	11
1876806	2307036	exclusive	39	11
3018380	6846978	pan	39	12
0	0	hard-core	39	12
11	1310	soft-core	39	12
1100954	4493398	accessory	39	12
1917415	2352270	exclusive	39	12
2758922	6033734	pan	39	13
0	0	hard-core	39	13
11	1152	soft-core	39	13
983120	3868879	accessory	39	13
1775791	2163703	exclusive	39	13
2918134	6438875	pan	39	14
0	0	hard-core	39	14
11	1153	soft-core	39	14
1027137	4118450	accessory	39	14
1890986	2319272	exclusive	39	14
2883934	6402270	pan	39	15
0	0	hard-core	39	15
11	1204	soft-core	39	15
1030233	4134500	accessory	39	15
1853690	2266566	exclusive	39	15
2835654	6272662	pan	39	16
0	0	hard-core	39	16
10	1135	soft-core	39	16
1007051	4029982	accessory	39	16
1828593	2241545	exclusive	39	16
3002546	6892821	pan	39	17
0	0	hard-core	39	17
11	1198	soft-core	39	17
1122205	4603408	accessory	39	17
1880330	2288215	exclusive	39	17
2979804	6679122	pan	39	18
0	0	hard-core	39	18
9	937	soft-core	39	18
1063649	4326647	accessory	39	18
1916146	2351538	exclusive	39	18
3050360	6951449	pan	39	19
0	0	hard-core	39	19
12	1299	soft-core	39	19
1114445	4578069	accessory	39	19
1935903	2372081	exclusive	39	19
3007738	6743325	pan	40	0
0	0	hard-core	40	0
14	1360	soft-core	40	0
1079270	4377618	accessory	40	0
1928454	2364347	exclusive	40	0
3171014	7442194	pan	40	1
0	0	hard-core	40	1
15	1561	soft-core	40	1
1197238	5021106	accessory	40	1
1973761	2419527	exclusive	40	1
2942655	6787254	pan	40	2
0	0	hard-core	40	2
15	1658	soft-core	40	2
1106696	4542902	accessory	40	2
1835944	2242694	exclusive	40	2
3129068	7370125	pan	40	3
0	0	hard-core	40	3
16	1707	soft-core	40	3
1181837	4979206	accessory	40	3
1947215	2389212	exclusive	40	3
3181661	7483714	pan	40	4
0	0	hard-core	40	4
17	1770	soft-core	40	4
1201413	5059066	accessory	40	4
1980231	2422878	exclusive	40	4
2987567	6663210	pan	40	5
0	0	hard-core	40	5
12	1236	soft-core	40	5
1061381	4292529	accessory	40	5
1926174	2369445	exclusive	40	5
3160267	7338712	pan	40	6
0	0	hard-core	40	6
14	1475	soft-core	40	6
1172939	4900396	accessory	40	6
1987314	2436841	exclusive	40	6
3153521	7376958	pan	40	7
0	0	hard-core	40	7
14	1568	soft-core	40	7
1182901	4959603	accessory	40	7
1970606	2415787	exclusive	40	7
2953195	6813884	pan	40	8
0	0	hard-core	40	8
17	1726	soft-core	40	8
1114542	4571940	accessory	40	8
1838636	2240218	exclusive	40	8
3011474	6909116	pan	40	9
0	0	hard-core	40	9
16	1547	soft-core	40	9
1126813	4612678	accessory	40	9
1884645	2294891	exclusive	40	9
3138915	7217473	pan	40	10
0	0	hard-core	40	10
15	1530	soft-core	40	10
1155742	4783862	accessory	40	10
1983158	2432081	exclusive	40	10
3060318	7015092	pan	40	11
0	0	hard-core	40	11
14	1484	soft-core	40	11
1128104	4642679	accessory	40	11
1932200	2370929	exclusive	40	11
3119825	7241112	pan	40	12
0	0	hard-core	40	12
15	1511	soft-core	40	12
1164235	4845997	accessory	40	12
1955575	2393604	exclusive	40	12
2935654	6648284	pan	40	13
0	0	hard-core	40	13
16	1607	soft-core	40	13
1089107	4403368	accessory	40	13
1846531	2243309	exclusive	40	13
3022392	6809960	pan	40	14
0	0	hard-core	40	14
15	1534	soft-core	40	14
1098765	4455833	accessory	40	14
1923612	2352593	exclusive	40	14
3039525	7074297	pan	40	15
0	0	hard-core	40	15
16	1689	soft-core	40	15
1159150	4783838	accessory	40	15
1880359	2288770	exclusive	40	15
3133140	7176587	pan	40	16
0	0	hard-core	40	16
12	1285	soft-core	40	16
1143355	4733140	accessory	40	16
1989773	2442162	exclusive	40	16
3132938	7230399	pan	40	17
0	0	hard-core	40	17
16	1694	soft-core	40	17
1156603	4801426	accessory	40	17
1976319	2427279	exclusive	40	17
3054752	6982708	pan	40	18
0	0	hard-core	40	18
12	1321	soft-core	40	18
1117055	4608823	accessory	40	18
1937685	2372564	exclusive	40	18
3061542	6969020	pan	40	19
0	0	hard-core	40	19
17	1662	soft-core	40	19
1121040	4593950	accessory	40	19
1940485	2373408	exclusive	40	19
2948141	6625231	pan	41	0
0	0	hard-core	41	0
14	1562	soft-core	41	0
1073691	4335709	accessory	41	0
1874436	2287960	exclusive	41	0
3243047	7699266	pan	41	1
0	0	hard-core	41	1
13	1480	soft-core	41	1
1241113	5247018	accessory	41	1
2001921	2450768	exclusive	41	1
3109726	7208956	pan	41	2
0	0	hard-core	41	2
15	1727	soft-core	41	2
1169351	4832150	accessory	41	2
1940360	2375079	exclusive	41	2
3019941	6830590	pan	41	3
0	0	hard-core	41	3
10	1180	soft-core	41	3
1099237	4472795	accessory	41	3
1920694	2356615	exclusive	41	3
3172460	7473948	pan	41	4
0	0	hard-core	41	4
19	2082	soft-core	41	4
1206117	5062127	accessory	41	4
1966324	2409739	exclusive	41	4
2868771	6440079	pan	41	5
0	0	hard-core	41	5
12	1348	soft-core	41	5
1053923	4230835	accessory	41	5
1814836	2207896	exclusive	41	5
3037277	6996942	pan	41	6
0	0	hard-core	41	6
15	1538	soft-core	41	6
1144269	4691993	accessory	41	6
1892993	2303411	exclusive	41	6
3208540	7556248	pan	41	7
0	0	hard-core	41	7
14	1606	soft-core	41	7
1218692	5119510	accessory	41	7
1989834	2435132	exclusive	41	7
3102470	7187474	pan	41	8
0	0	hard-core	41	8
13	1438	soft-core	41	8
1162566	4812245	accessory	41	8
1939891	2373791	exclusive	41	8
3130455	7212853	pan	41	9
0	0	hard-core	41	9
11	1223	soft-core	41	9
1157250	4800888	accessory	41	9
1973194	2410742	exclusive	41	9
3024451	6870675	pan	41	10
0	0	hard-core	41	10
13	1413	soft-core	41	10
1110497	4527240	accessory	41	10
1913941	2342022	exclusive	41	10
3126648	7251484	pan	41	11
0	0	hard-core	41	11
14	1515	soft-core	41	11
1171611	4856009	accessory	41	11
1955023	2393960	exclusive	41	11
2826722	6281363	pan	41	12
0	0	hard-core	41	12
12	1267	soft-core	41	12
1029185	4093793	accessory	41	12
1797525	2186303	exclusive	41	12
3177433	7396545	pan	41	13
0	0	hard-core	41	13
14	1550	soft-core	41	13
1189927	4956005	accessory	41	13
1987492	2438990	exclusive	41	13
3105303	7298326	pan	41	14
0	0	hard-core	41	14
14	1581	soft-core	41	14
1169985	4921480	accessory	41	14
1935304	2375265	exclusive	41	14
3216794	7626842	pan	41	15
0	0	hard-core	41	15
17	1845	soft-core	41	15
1233104	5197598	accessory	41	15
1983673	2427399	exclusive	41	15
3138340	7291125	pan	41	16
0	0	hard-core	41	16
13	1421	soft-core	41	16
1173245	4881603	accessory	41	16
1965082	2408101	exclusive	41	16
3055506	7011704	pan	41	17
0	0	hard-core	41	17
13	1397	soft-core	41	17
1132984	4655618	accessory	41	17
1922509	2354689	exclusive	41	17
3203659	7518141	pan	41	18
0	0	hard-core	41	18
11	1287	soft-core	41	18
1210179	5073527	accessory	41	18
1993469	2443327	exclusive	41	18
3133420	7390276	pan	41	19
0	0	hard-core	41	19
14	1497	soft-core	41	19
1188293	5002432	accessory	41	19
1945113	2386347	exclusive	41	19
3157749	7313306	pan	42	0
0	0	hard-core	42	0
12	1384	soft-core	42	0
1179409	4894637	accessory	42	0
1978328	2417285	exclusive	42	0
3145383	7347955	pan	42	1
0	0	hard-core	42	1
14	1635	soft-core	42	1
1195401	4957358	accessory	42	1
1949968	2388962	exclusive	42	1
2990531	6804955	pan	42	2
0	0	hard-core	42	2
14	1580	soft-core	42	2
1107257	4503561	accessory	42	2
1883260	2299814	exclusive	42	2
3105858	7275844	pan	42	3
0	0	hard-core	42	3
12	1427	soft-core	42	3
1195817	4950653	accessory	42	3
1910029	2323764	exclusive	42	3
3169148	7382885	pan	42	4
0	0	hard-core	42	4
15	1684	soft-core	42	4
1188632	4953187	accessory	42	4
1980501	2428014	exclusive	42	4
3224205	7645205	pan	42	5
0	0	hard-core	42	5
14	1582	soft-core	42	5
1240110	5217301	accessory	42	5
1984081	2426322	exclusive	42	5
3213985	7594606	pan	42	6
0	0	hard-core	42	6
13	1464	soft-core	42	6
1229080	5165190	accessory	42	6
1984892	2427952	exclusive	42	6
3180575	7472943	pan	42	7
0	0	hard-core	42	7
13	1410	soft-core	42	7
1209933	5062382	accessory	42	7
1970629	2409151	exclusive	42	7
3150192	7447297	pan	42	8
0	0	hard-core	42	8
12	1388	soft-core	42	8
1198429	5052344	accessory	42	8
1951751	2393565	exclusive	42	8
3082238	7054827	pan	42	9
0	0	hard-core	42	9
11	1296	soft-core	42	9
1141602	4671932	accessory	42	9
1940625	2381599	exclusive	42	9
2865949	6407505	pan	42	10
0	0	hard-core	42	10
10	1176	soft-core	42	10
1052276	4194553	accessory	42	10
1813663	2211776	exclusive	42	10
3186916	7400533	pan	42	11
0	0	hard-core	42	11
11	1252	soft-core	42	11
1193244	4961361	accessory	42	11
1993661	2437920	exclusive	42	11
3207419	7579787	pan	42	12
0	0	hard-core	42	12
14	1571	soft-core	42	12
1223704	5152594	accessory	42	12
1983701	2425622	exclusive	42	12
3074853	7159350	pan	42	13
0	0	hard-core	42	13
12	1379	soft-core	42	13
1173376	4842968	accessory	42	13
1901465	2315003	exclusive	42	13
3102645	7179045	pan	42	14
0	0	hard-core	42	14
12	1424	soft-core	42	14
1165669	4808335	accessory	42	14
1936964	2369286	exclusive	42	14
3241125	7675464	pan	42	15
0	0	hard-core	42	15
13	1526	soft-core	42	15
1237120	5218903	accessory	42	15
2003992	2455035	exclusive	42	15
3221585	7565577	pan	42	16
0	0	hard-core	42	16
12	1368	soft-core	42	16
1219939	5120206	accessory	42	16
2001634	2444003	exclusive	42	16
3248305	7674871	pan	42	17
0	0	hard-core	42	17
13	1520	soft-core	42	17
1242026	5219440	accessory	42	17
2006266	2453911	exclusive	42	17
3240024	7684804	pan	42	18
0	0	hard-core	42	18
13	1463	soft-core	42	18
1241779	5240728	accessory	42	18
1998232	2442613	exclusive	42	18
3252142	7766023	pan	42	19
0	0	hard-core	42	19
14	1638	soft-core	42	19
1260527	5328862	accessory	42	19
1991601	2435523	exclusive	42	19
3155759	7388051	pan	43	0
0	0	hard-core	43	0
11	1375	soft-core	43	0
1202686	4998555	accessory	43	0
1953062	2388121	exclusive	43	0
3153406	7334618	pan	43	1
0	0	hard-core	43	1
11	1315	soft-core	43	1
1190131	4930999	accessory	43	1
1963264	2402304	exclusive	43	1
3270298	7843742	pan	43	2
0	0	hard-core	43	2
12	1552	soft-core	43	2
1274381	5400621	accessory	43	2
1995905	2441569	exclusive	43	2
3222762	7642494	pan	43	3
0	0	hard-core	43	3
12	1396	soft-core	43	3
1239373	5217777	accessory	43	3
1983377	2423321	exclusive	43	3
3278359	7863770	pan	43	4
0	0	hard-core	43	4
12	1403	soft-core	43	4
1275445	5414213	accessory	43	4
2002902	2448154	exclusive	43	4
3137977	7318488	pan	43	5
0	0	hard-core	43	5
10	1246	soft-core	43	5
1192258	4940478	accessory	43	5
1945709	2376764	exclusive	43	5
3117756	7238169	pan	43	6
0	0	hard-core	43	6
10	1240	soft-core	43	6
1174617	4855419	accessory	43	6
1943129	2381510	exclusive	43	6
3233961	7698056	pan	43	7
0	0	hard-core	43	7
13	1600	soft-core	43	7
1247804	5268031	accessory	43	7
1986144	2428425	exclusive	43	7
3289931	7907295	pan	43	8
0	0	hard-core	43	8
13	1500	soft-core	43	8
1284417	5454983	accessory	43	8
2005501	2450812	exclusive	43	8
3267131	7827117	pan	43	9
0	0	hard-core	43	9
13	1503	soft-core	43	9
1270200	5383304	accessory	43	9
1996918	2442310	exclusive	43	9
3267701	7836350	pan	43	10
0	0	hard-core	43	10
15	1694	soft-core	43	10
1272825	5395539	accessory	43	10
1994861	2439117	exclusive	43	10
3111970	7288476	pan	43	11
0	0	hard-core	43	11
13	1495	soft-core	43	11
1200915	4963476	accessory	43	11
1911042	2323505	exclusive	43	11
3134091	7286579	pan	43	12
0	0	hard-core	43	12
12	1380	soft-core	43	12
1183130	4898351	accessory	43	12
1950949	2386848	exclusive	43	12
3082219	7143742	pan	43	13
0	0	hard-core	43	13
13	1525	soft-core	43	13
1173063	4818538	accessory	43	13
1909143	2323679	exclusive	43	13
3242698	7730557	pan	43	14
0	0	hard-core	43	14
11	1333	soft-core	43	14
1252784	5293023	accessory	43	14
1989903	2436201	exclusive	43	14
3215883	7552228	pan	43	15
0	0	hard-core	43	15
12	1363	soft-core	43	15
1224821	5114710	accessory	43	15
1991050	2436155	exclusive	43	15
3292522	7902428	pan	43	16
0	0	hard-core	43	16
13	1513	soft-core	43	16
1283351	5443955	accessory	43	16
2009158	2456960	exclusive	43	16
3037034	7002340	pan	43	17
0	0	hard-core	43	17
12	1407	soft-core	43	17
1136605	4668658	accessory	43	17
1900417	2332275	exclusive	43	17
3144950	7276252	pan	43	18
0	0	hard-core	43	18
12	1437	soft-core	43	18
1182215	4874440	accessory	43	18
1962723	2400375	exclusive	43	18
3272048	7824772	pan	43	19
0	0	hard-core	43	19
13	1545	soft-core	43	19
1265407	5369958	accessory	43	19
2006628	2453269	exclusive	43	19
3210233	7564506	pan	44	0
0	0	hard-core	44	0
10	1283	soft-core	44	0
1229786	5142453	accessory	44	0
1980437	2420770	exclusive	44	0
3121230	7194488	pan	44	1
0	0	hard-core	44	1
12	1379	soft-core	44	1
1169984	4802710	accessory	44	1
1951234	2390399	exclusive	44	1
3298063	7910608	pan	44	2
0	0	hard-core	44	2
12	1462	soft-core	44	2
1282682	5442694	accessory	44	2
2015369	2466452	exclusive	44	2
3295146	7899545	pan	44	3
0	0	hard-core	44	3
11	1357	soft-core	44	3
1286325	5444678	accessory	44	3
2008810	2453510	exclusive	44	3
3298898	7946678	pan	44	4
0	0	hard-core	44	4
11	1368	soft-core	44	4
1292530	5492413	accessory	44	4
2006357	2452897	exclusive	44	4
3214071	7605844	pan	44	5
0	0	hard-core	44	5
10	1278	soft-core	44	5
1239439	5191928	accessory	44	5
1974622	2412638	exclusive	44	5
3278728	7884182	pan	44	6
0	0	hard-core	44	6
12	1459	soft-core	44	6
1281703	5441135	accessory	44	6
1997013	2441588	exclusive	44	6
3134940	7431778	pan	44	7
0	0	hard-core	44	7
10	1287	soft-core	44	7
1227632	5110413	accessory	44	7
1907298	2320078	exclusive	44	7
3298356	7898866	pan	44	8
0	0	hard-core	44	8
11	1391	soft-core	44	8
1281677	5430913	accessory	44	8
2016668	2466562	exclusive	44	8
3289078	7884272	pan	44	9
0	0	hard-core	44	9
13	1576	soft-core	44	9
1279094	5423565	accessory	44	9
2009971	2459131	exclusive	44	9
3264182	7806830	pan	44	10
0	0	hard-core	44	10
9	1205	soft-core	44	10
1266762	5361336	accessory	44	10
1997411	2444289	exclusive	44	10
3336173	8094286	pan	44	11
0	0	hard-core	44	11
11	1388	soft-core	44	11
1318223	5627477	accessory	44	11
2017939	2465421	exclusive	44	11
3301143	7958887	pan	44	12
0	0	hard-core	44	12
13	1581	soft-core	44	12
1294292	5504266	accessory	44	12
2006838	2453040	exclusive	44	12
3295155	7924379	pan	44	13
0	0	hard-core	44	13
11	1356	soft-core	44	13
1289018	5473440	accessory	44	13
2006126	2449583	exclusive	44	13
3248290	7759523	pan	44	14
0	0	hard-core	44	14
9	1229	soft-core	44	14
1260157	5326230	accessory	44	14
1988124	2432064	exclusive	44	14
3264706	7814173	pan	44	15
0	0	hard-core	44	15
11	1452	soft-core	44	15
1265912	5366994	accessory	44	15
1998783	2445727	exclusive	44	15
3214485	7606278	pan	44	16
0	0	hard-core	44	16
11	1329	soft-core	44	16
1239704	5195291	accessory	44	16
1974770	2409658	exclusive	44	16
3140353	7449542	pan	44	17
0	0	hard-core	44	17
9	1184	soft-core	44	17
1231722	5129268	accessory	44	17
1908622	2319090	exclusive	44	17
3169639	7417460	pan	44	18
0	0	hard-core	44	18
13	1493	soft-core	44	18
1207067	5013492	accessory	44	18
1962559	2402475	exclusive	44	18
3274190	7830518	pan	44	19
0	0	hard-core	44	19
10	1338	soft-core	44	19
1271194	5377959	accessory	44	19
2002986	2451221	exclusive	44	19
3335440	8048206	pan	45	0
0	0	hard-core	45	0
14	1717	soft-core	45	0
1314056	5577570	accessory	45	0
2021370	2468919	exclusive	45	0
3323972	8009566	pan	45	1
0	0	hard-core	45	1
12	1469	soft-core	45	1
1304748	5540473	accessory	45	1
2019212	2467624	exclusive	45	1
3177319	7595756	pan	45	2
0	0	hard-core	45	2
14	1702	soft-core	45	2
1257822	5261129	accessory	45	2
1919483	2332925	exclusive	45	2
3190915	7500907	pan	45	3
0	0	hard-core	45	3
13	1532	soft-core	45	3
1226237	5097233	accessory	45	3
1964665	2402142	exclusive	45	3
3323896	8039845	pan	45	4
0	0	hard-core	45	4
12	1442	soft-core	45	4
1311927	5582341	accessory	45	4
2011957	2456062	exclusive	45	4
3286543	7995003	pan	45	5
0	0	hard-core	45	5
17	2009	soft-core	45	5
1302525	5568413	accessory	45	5
1984001	2424581	exclusive	45	5
3260733	7892966	pan	45	6
0	0	hard-core	45	6
15	1764	soft-core	45	6
1285229	5475157	accessory	45	6
1975489	2416045	exclusive	45	6
3219899	7619427	pan	45	7
0	0	hard-core	45	7
12	1443	soft-core	45	7
1244331	5201906	accessory	45	7
1975556	2416078	exclusive	45	7
3249461	7715210	pan	45	8
0	0	hard-core	45	8
12	1419	soft-core	45	8
1256130	5279467	accessory	45	8
1993319	2434324	exclusive	45	8
3337218	8084684	pan	45	9
0	0	hard-core	45	9
14	1612	soft-core	45	9
1318121	5616348	accessory	45	9
2019083	2466724	exclusive	45	9
3154262	7459642	pan	45	10
0	0	hard-core	45	10
14	1596	soft-core	45	10
1231288	5119941	accessory	45	10
1922960	2338105	exclusive	45	10
3271515	7854912	pan	45	11
0	0	hard-core	45	11
14	1722	soft-core	45	11
1278082	5414861	accessory	45	11
1993419	2438329	exclusive	45	11
3323686	7992968	pan	45	12
0	0	hard-core	45	12
12	1464	soft-core	45	12
1298903	5516343	accessory	45	12
2024771	2475161	exclusive	45	12
3030789	6910704	pan	45	13
0	0	hard-core	45	13
12	1405	soft-core	45	13
1129428	4580287	accessory	45	13
1901349	2329012	exclusive	45	13
3273535	7954391	pan	45	14
0	0	hard-core	45	14
14	1689	soft-core	45	14
1296397	5535223	accessory	45	14
1977124	2417479	exclusive	45	14
3352420	8159701	pan	45	15
0	0	hard-core	45	15
14	1669	soft-core	45	15
1331314	5689630	accessory	45	15
2021092	2468402	exclusive	45	15
3264204	7778578	pan	45	16
0	0	hard-core	45	16
14	1643	soft-core	45	16
1268803	5340614	accessory	45	16
1995387	2436321	exclusive	45	16
3160549	7494637	pan	45	17
0	0	hard-core	45	17
13	1524	soft-core	45	17
1239196	5157098	accessory	45	17
1921340	2336015	exclusive	45	17
3325608	8019007	pan	45	18
0	0	hard-core	45	18
14	1688	soft-core	45	18
1308647	5555335	accessory	45	18
2016947	2461984	exclusive	45	18
3341273	8113026	pan	45	19
0	0	hard-core	45	19
14	1666	soft-core	45	19
1324229	5647630	accessory	45	19
2017030	2463730	exclusive	45	19
3238679	7700083	pan	46	0
0	0	hard-core	46	0
12	1498	soft-core	46	0
1262220	5283664	accessory	46	0
1976447	2414921	exclusive	46	0
3281885	7845311	pan	46	1
0	0	hard-core	46	1
13	1552	soft-core	46	1
1282240	5403436	accessory	46	1
1999632	2440323	exclusive	46	1
3167951	7546603	pan	46	2
0	0	hard-core	46	2
12	1509	soft-core	46	2
1237571	5183762	accessory	46	2
1930368	2361332	exclusive	46	2
3340569	8080416	pan	46	3
0	0	hard-core	46	3
13	1615	soft-core	46	3
1320492	5611445	accessory	46	3
2020064	2467356	exclusive	46	3
3353746	8159152	pan	46	4
0	0	hard-core	46	4
13	1597	soft-core	46	4
1333861	5690602	accessory	46	4
2019872	2466953	exclusive	46	4
3234927	7700158	pan	46	5
0	0	hard-core	46	5
15	1823	soft-core	46	5
1263864	5291657	accessory	46	5
1971048	2406678	exclusive	46	5
3224183	7661122	pan	46	6
0	0	hard-core	46	6
14	1705	soft-core	46	6
1255619	5252943	accessory	46	6
1968550	2406474	exclusive	46	6
3346085	8111615	pan	46	7
0	0	hard-core	46	7
13	1583	soft-core	46	7
1323984	5639465	accessory	46	7
2022088	2470567	exclusive	46	7
3358081	8181037	pan	46	8
0	0	hard-core	46	8
13	1600	soft-core	46	8
1336529	5710244	accessory	46	8
2021539	2469193	exclusive	46	8
3353256	8140448	pan	46	9
0	0	hard-core	46	9
13	1575	soft-core	46	9
1331781	5673244	accessory	46	9
2021462	2465629	exclusive	46	9
3354412	8172627	pan	46	10
0	0	hard-core	46	10
13	1635	soft-core	46	10
1335386	5706277	accessory	46	10
2019013	2464715	exclusive	46	10
3354983	8167790	pan	46	11
0	0	hard-core	46	11
14	1694	soft-core	46	11
1335980	5703822	accessory	46	11
2018989	2462274	exclusive	46	11
3222831	7649104	pan	46	12
0	0	hard-core	46	12
12	1491	soft-core	46	12
1255801	5244593	accessory	46	12
1967018	2403020	exclusive	46	12
3345134	8125998	pan	46	13
0	0	hard-core	46	13
13	1568	soft-core	46	13
1328537	5661406	accessory	46	13
2016584	2463024	exclusive	46	13
3357896	8188318	pan	46	14
0	0	hard-core	46	14
13	1610	soft-core	46	14
1339954	5724981	accessory	46	14
2017929	2461727	exclusive	46	14
3353966	8169544	pan	46	15
0	0	hard-core	46	15
15	1825	soft-core	46	15
1334911	5702920	accessory	46	15
2019040	2464799	exclusive	46	15
3303999	7924242	pan	46	16
0	0	hard-core	46	16
12	1474	soft-core	46	16
1293707	5463348	accessory	46	16
2010280	2459420	exclusive	46	16
3187233	7608533	pan	46	17
0	0	hard-core	46	17
14	1644	soft-core	46	17
1261285	5266853	accessory	46	17
1925934	2340036	exclusive	46	17
3222831	7649104	pan	46	18
0	0	hard-core	46	18
12	1491	soft-core	46	18
1255801	5244593	accessory	46	18
1967018	2403020	exclusive	46	18
3330687	8111301	pan	46	19
0	0	hard-core	46	19
14	1737	soft-core	46	19
1326954	5660385	accessory	46	19
2003719	2449179	exclusive	46	19
3378387	8268963	pan	47	0
0	0	hard-core	47	0
12	1533	soft-core	47	0
1354368	5796172	accessory	47	0
2024007	2471258	exclusive	47	0
3377030	8278105	pan	47	1
0	0	hard-core	47	1
13	1640	soft-core	47	1
1356897	5811388	accessory	47	1
2020120	2465077	exclusive	47	1
3378900	8279626	pan	47	2
0	0	hard-core	47	2
13	1654	soft-core	47	2
1356193	5807966	accessory	47	2
2022694	2470006	exclusive	47	2
3367007	8232494	pan	47	3
0	0	hard-core	47	3
12	1535	soft-core	47	3
1348914	5766167	accessory	47	3
2018081	2464792	exclusive	47	3
3368709	8238818	pan	47	4
0	0	hard-core	47	4
13	1614	soft-core	47	4
1350253	5772587	accessory	47	4
2018443	2464617	exclusive	47	4
3389278	8313024	pan	47	5
0	0	hard-core	47	5
13	1674	soft-core	47	5
1361665	5837198	accessory	47	5
2027600	2474152	exclusive	47	5
3396034	8343439	pan	47	6
0	0	hard-core	47	6
13	1636	soft-core	47	6
1367775	5866341	accessory	47	6
2028246	2475462	exclusive	47	6
3391742	8320732	pan	47	7
0	0	hard-core	47	7
14	1771	soft-core	47	7
1365305	5845732	accessory	47	7
2026423	2473229	exclusive	47	7
3374353	8227009	pan	47	8
0	0	hard-core	47	8
12	1530	soft-core	47	8
1345843	5748336	accessory	47	8
2028498	2477143	exclusive	47	8
3348652	8179757	pan	47	9
0	0	hard-core	47	9
13	1668	soft-core	47	9
1339658	5724893	accessory	47	9
2008981	2453196	exclusive	47	9
3379314	8271049	pan	47	10
0	0	hard-core	47	10
12	1519	soft-core	47	10
1355214	5798230	accessory	47	10
2024088	2471300	exclusive	47	10
3370884	8221914	pan	47	11
0	0	hard-core	47	11
12	1509	soft-core	47	11
1344080	5745439	accessory	47	11
2026792	2474966	exclusive	47	11
3376938	8258887	pan	47	12
0	0	hard-core	47	12
12	1530	soft-core	47	12
1353425	5787061	accessory	47	12
2023501	2470296	exclusive	47	12
3344238	8079451	pan	47	13
0	0	hard-core	47	13
12	1502	soft-core	47	13
1322875	5607568	accessory	47	13
2021351	2470381	exclusive	47	13
3374436	8231815	pan	47	14
0	0	hard-core	47	14
13	1616	soft-core	47	14
1346945	5754475	accessory	47	14
2027478	2475724	exclusive	47	14
3344238	8079451	pan	47	15
0	0	hard-core	47	15
12	1502	soft-core	47	15
1322875	5607568	accessory	47	15
2021351	2470381	exclusive	47	15
3376332	8243283	pan	47	16
0	0	hard-core	47	16
12	1519	soft-core	47	16
1348443	5765634	accessory	47	16
2027877	2476130	exclusive	47	16
3379314	8271049	pan	47	17
0	0	hard-core	47	17
12	1519	soft-core	47	17
1355214	5798230	accessory	47	17
2024088	2471300	exclusive	47	17
3372693	8251777	pan	47	18
0	0	hard-core	47	18
12	1526	soft-core	47	18
1351592	5782907	accessory	47	18
2021089	2467344	exclusive	47	18
3391770	8330469	pan	47	19
0	0	hard-core	47	19
13	1666	soft-core	47	19
1365328	5855367	accessory	47	19
2026429	2473436	exclusive	47	19
