Name,low_value_proportion (< 0.302382)
OG1011533,0.0625
OG1532891,0.0625
OG0078621,0.0625
OG125974,0.0625
OG0365504,0.0625
OG3053948,0.0625
OG2096643,0.0625
OG2428052,0.0625
OG405992,0.0625
OG949514,0.0625
OG1998841,0.0625
OG0472593,0.0625
OG2838270,0.0625
OG3059335,0.0625
OG0199099,0.0625
OG0168812,0.0625
OG451634,0.0625
OG1743221,0.0625
OG0167720,0.0625
OG3058398,0.0625
OG255915,0.0625
OG0047626,0.0625
OG1532836,0.0625
OG0212187,0.0625
OG1988249,0.0625
OG1955403,0.0625
OG1526646,0.0625
OG0459228,0.0625
OG730883,0.0625
OG2238513,0.0625
OG2684218,0.0625
OG1911634,0.0625
OG0182099,0.0625
OG584960,0.0625
OG0114030,0.0625
OG1669361,0.0625
OG0110827,0.0625
OG2468173,0.0625
OG0288585,0.0625
OG354167,0.0625
OG1233159,0.0625
OG981261,0.0625
OG3332357,0.0625
OG2132425,0.0625
OG0457358,0.0625
OG173507,0.0625
OG1444017,0.0625
OG1318115,0.0625
OG1197806,0.0625
OG0051751,0.0625
OG1703082,0.0625
OG529957,0.0625
OG0245061,0.0625
OG2374694,0.0625
OG2773302,0.0625
OG1449911,0.0625
OG2217440,0.0625
OG0236079,0.0625
OG1885410,0.0625
OG1684936,0.0625
OG0044261,0.0625
OG2172157,0.0625
OG702049,0.0625
OG875056,0.0625
OG1623179,0.0625
OG1375504,0.0625
OG2994319,0.0625
OG0124879,0.0625
OG2751264,0.0625
OG1486952,0.0625
OG726425,0.0625
OG1786985,0.0625
OG0472311,0.0625
OG2551453,0.0625
OG239597,0.0625
OG1118132,0.0625
OG2123222,0.0625
OG515323,0.0625
OG0331868,0.0625
OG481825,0.0625
OG0330412,0.0625
OG0538380,0.0625
OG0199286,0.0625
OG1754412,0.0625
OG2515128,0.0625
OG0036840,0.0625
OG0112383,0.0625
OG2270114,0.0625
OG346049,0.0625
OG0531677,0.0625
OG0122149,0.0625
OG1512263,0.0625
OG130615,0.0625
OG0201730,0.0625
OG2400598,0.0625
OG0068386,0.0625
OG678593,0.0625
OG884102,0.0625
OG627899,0.0625
OG2686584,0.0625
OG0153051,0.0625
OG1338400,0.0625
OG1417139,0.0625
OG2072288,0.0625
OG91539,0.0625
OG104413,0.0625
OG3274438,0.0625
OG0194107,0.0625
OG2593773,0.0625
OG269813,0.0625
OG0330719,0.0625
OG604456,0.0625
OG2208075,0.0625
OG0050026,0.0625
OG0249382,0.0625
OG457950,0.0625
OG0121593,0.0625
OG0328295,0.0625
OG2733336,0.0625
OG0164620,0.0625
OG0532740,0.0625
OG0138578,0.0625
OG2097241,0.0625
OG1328919,0.0625
OG3173690,0.0625
OG473113,0.0625
OG0489433,0.0625
OG0483646,0.0625
OG3350582,0.0625
OG0537007,0.0625
OG0538971,0.0625
OG0277288,0.0625
OG0446722,0.0625
OG2683826,0.0625
OG2464755,0.0625
OG0262514,0.0625
OG11577,0.0625
OG2703037,0.0625
OG979568,0.0625
OG1579952,0.0625
OG0082933,0.0625
OG868254,0.0625
OG1436347,0.0625
OG1793932,0.0625
OG1600152,0.0625
OG0042146,0.0625
OG1191864,0.0625
OG0085629,0.0625
OG207022,0.0625
OG0076786,0.0625
OG993891,0.0625
OG0195590,0.0625
OG3310053,0.0625
OG783847,0.0625
OG405135,0.0625
OG1302408,0.0625
OG0360839,0.0625
OG344336,0.0625
OG0472381,0.0625
OG0545359,0.0625
OG1026146,0.0625
OG574200,0.0625
OG98647,0.0625
OG0114515,0.0625
OG0081918,0.0625
OG1114257,0.0625
OG0536582,0.0625
OG0087988,0.0625
OG0043617,0.0625
OG1650637,0.0625
OG2777139,0.0625
OG0329946,0.0625
OG0036693,0.0625
OG3393497,0.0625
OG1668601,0.0625
OG0022484,0.0625
OG1375466,0.0625
OG0078366,0.0625
OG2149713,0.0625
OG0163526,0.0625
OG289368,0.0625
OG0456448,0.0625
OG2954226,0.0625
OG619916,0.0625
OG2985649,0.0625
OG0074131,0.0625
OG1529751,0.0625
OG0469912,0.0625
OG517475,0.0625
OG0085795,0.0625
OG3055238,0.0625
OG0124398,0.0625
OG3222431,0.0625
OG90666,0.0625
OG0088003,0.0625
OG0042367,0.0625
OG3251313,0.0625
OG705480,0.0625
OG0097285,0.0625
OG2552164,0.0625
OG3127321,0.0625
OG3221946,0.0625
OG3091765,0.0625
OG2260081,0.0625
OG0030194,0.0625
OG987096,0.0625
OG1694681,0.0625
OG0293998,0.0625
OG218774,0.0625
OG3036052,0.0625
OG686844,0.0625
OG2711308,0.0625
OG3232761,0.0625
OG2781776,0.0625
OG2894629,0.0625
OG219699,0.0625
OG1486950,0.0625
OG0225426,0.0625
OG1292382,0.0625
OG0123211,0.0625
OG2945322,0.0625
OG2127115,0.0625
OG0200203,0.0625
OG627129,0.0625
OG0245311,0.0625
OG3230855,0.0625
OG0328318,0.0625
OG447357,0.0625
OG1487210,0.0625
OG1914959,0.0625
OG160520,0.0625
OG2278619,0.0625
OG0069565,0.0625
OG2918045,0.0625
OG2343314,0.0625
OG1700735,0.0625
OG1790299,0.0625
OG1022336,0.0625
OG1730803,0.0625
OG0533143,0.0625
OG3046580,0.0625
OG268433,0.0625
OG2464541,0.0625
OG340931,0.0625
OG0472575,0.0625
OG0108991,0.0625
OG3086455,0.0625
OG393052,0.0625
OG1477284,0.0625
OG0407594,0.0625
OG0057408,0.0625
OG175944,0.0625
OG0074689,0.0625
OG2960741,0.0625
OG0211279,0.0625
OG0077054,0.0625
OG1584811,0.0625
OG2886051,0.0625
OG3165120,0.0625
OG1743811,0.0625
OG1903598,0.0625
OG246231,0.0625
OG1501740,0.0625
OG2755505,0.0625
OG2175905,0.0625
OG0166162,0.0625
OG1458529,0.0625
OG2038690,0.0625
OG2600284,0.0625
OG2758757,0.0625
OG3391803,0.0625
OG0214531,0.0625
OG0096471,0.0625
OG0098716,0.0625
OG0102990,0.0625
OG0530952,0.0625
OG2643292,0.0625
OG0539035,0.0625
OG0092591,0.0625
OG1155791,0.0625
OG1864275,0.0625
OG2707076,0.0625
OG0242661,0.0625
OG2332723,0.0625
OG3068259,0.0625
OG562294,0.0625
OG2688634,0.0625
OG3076666,0.0625
OG0468814,0.0625
OG322447,0.0625
OG2644272,0.0625
OG2434475,0.0625
OG0139736,0.0625
OG0435222,0.0625
OG0167928,0.0625
OG1815040,0.0625
OG0294683,0.0625
OG3191978,0.0625
OG0533091,0.0625
OG0170546,0.0625
OG0052788,0.0625
OG3191486,0.0625
OG352216,0.0625
OG645203,0.0625
OG1454778,0.0625
OG0254871,0.0625
OG2335421,0.0625
OG1234538,0.0625
OG2944542,0.0625
OG0105215,0.0625
OG0165769,0.0625
OG821328,0.0625
OG22723,0.0625
OG0156537,0.0625
OG0170741,0.0625
OG0074873,0.0625
OG1503357,0.0625
OG1063313,0.0625
OG646174,0.0625
OG2986707,0.0625
OG273552,0.0625
OG0080018,0.0625
OG1326204,0.0625
OG0469844,0.0625
OG0163523,0.0625
OG1377748,0.0625
OG1750510,0.0625
OG0248925,0.0625
OG0097028,0.0625
OG325024,0.0625
OG616562,0.0625
OG1691291,0.0625
OG296467,0.0625
OG0054930,0.0625
OG0238407,0.0625
OG0174687,0.0625
OG2118145,0.0625
OG0484839,0.0625
OG2998307,0.0625
OG2536708,0.0625
OG0330468,0.0625
OG682546,0.0625
OG451052,0.0625
OG0023571,0.0625
OG1136477,0.0625
OG1781549,0.0625
OG0144735,0.0625
OG1521948,0.0625
OG659778,0.0625
OG3341384,0.0625
OG522330,0.0625
OG2186208,0.0625
OG0081698,0.0625
OG0189647,0.0625
OG1450257,0.0625
OG2272678,0.0625
OG376425,0.0625
OG3187094,0.0625
OG988426,0.0625
OG0076950,0.0625
OG2812605,0.0625
OG1651512,0.0625
OG1516108,0.0625
OG924928,0.0625
OG521951,0.0625
OG1152872,0.0625
OG2300105,0.0625
OG0306893,0.0625
OG3000458,0.0625
OG1810923,0.0625
OG1590665,0.0625
OG1349030,0.0625
OG1227244,0.0625
OG1165692,0.0625
OG0407236,0.0625
OG0114415,0.0625
OG0047054,0.0625
OG385383,0.0625
OG0206758,0.0625
OG25124,0.0625
OG932499,0.0625
OG3406984,0.0625
OG615403,0.0625
OG0487615,0.0625
OG0365611,0.0625
OG1075450,0.0625
OG0022075,0.0625
OG1223824,0.0625
OG862056,0.0625
OG3168757,0.0625
OG0332825,0.0625
OG0165792,0.0625
OG451809,0.0625
OG0413931,0.0625
OG563476,0.0625
OG1770208,0.0625
OG2139716,0.0625
OG2373971,0.0625
OG1963819,0.0625
OG1812410,0.0625
OG1579528,0.0625
OG2910182,0.0625
OG0068277,0.0625
OG0489878,0.0625
OG848023,0.0625
OG0057850,0.0625
OG0106230,0.0625
OG0139935,0.0625
OG877760,0.0625
OG1593755,0.0625
OG2499046,0.0625
OG3183620,0.0625
OG0262086,0.0625
OG782208,0.0625
OG0137930,0.0625
OG0077119,0.0625
OG1519354,0.0625
OG0106837,0.0625
OG2487899,0.0625
OG696151,0.0625
OG149529,0.0625
OG3210287,0.0625
OG617208,0.0625
OG241558,0.0625
OG0109239,0.0625
OG0028029,0.0625
OG0107701,0.0625
OG0148292,0.0625
OG0027009,0.0625
OG0486267,0.0625
OG0198856,0.0625
OG2066062,0.0625
OG2048565,0.0625
OG0157026,0.0625
OG2167983,0.0625
OG873876,0.0625
OG52897,0.0625
OG2438620,0.0625
OG0032835,0.0625
OG2282619,0.0625
OG1971364,0.0625
OG0546954,0.0625
OG2203336,0.0625
OG1285594,0.0625
OG0323177,0.0625
OG2505708,0.0625
OG2767648,0.0625
OG1815314,0.0625
OG0436273,0.0625
OG0491483,0.0625
OG0076180,0.0625
OG0114434,0.0625
OG2361557,0.0625
OG296790,0.0625
OG2854280,0.0625
OG2423715,0.0625
OG1182186,0.0625
OG94431,0.0625
OG523282,0.0625
OG1803400,0.0625
OG0157047,0.0625
OG3235644,0.0625
OG1761189,0.0625
OG0166000,0.0625
OG0033594,0.0625
OG3102491,0.0625
OG0233166,0.0625
OG0329635,0.0625
OG0037816,0.0625
OG1650829,0.0625
OG723212,0.0625
OG2910144,0.0625
OG2138081,0.0625
OG1718253,0.0625
OG1653686,0.0625
OG0210705,0.0625
OG5448,0.0625
OG780681,0.0625
OG755530,0.0625
OG2294973,0.0625
OG435179,0.0625
OG2488683,0.0625
OG2132653,0.0625
OG0556766,0.0625
OG1969111,0.0625
OG2369059,0.0625
OG3198953,0.0625
OG491724,0.0625
OG0064244,0.0625
OG2482474,0.0625
OG0117145,0.0625
OG991097,0.0625
OG3375922,0.0625
OG0156167,0.0625
OG0300855,0.0625
OG0473805,0.0625
OG0468729,0.0625
OG0081702,0.0625
OG0196449,0.0625
OG399644,0.0625
OG0363864,0.0625
OG1036124,0.0625
OG776252,0.0625
OG3376279,0.0625
OG2057134,0.0625
OG0534408,0.0625
OG623062,0.0625
OG2732718,0.0625
OG902955,0.0625
OG0169042,0.0625
OG0225673,0.0625
OG1974947,0.0625
OG1452311,0.0625
OG1126639,0.0625
OG0496027,0.0625
OG75336,0.0625
OG795221,0.0625
OG827250,0.0625
OG0321940,0.0625
OG98569,0.0625
OG0199444,0.0625
OG785057,0.0625
OG2538209,0.0625
OG0077545,0.0625
OG740904,0.0625
OG0292151,0.0625
OG1510274,0.0625
OG0135662,0.0625
OG2173450,0.0625
OG2365674,0.0625
OG0334981,0.0625
OG0428702,0.0625
OG990893,0.0625
OG2939933,0.0625
OG0176491,0.0625
OG1862754,0.0625
OG0357678,0.0625
OG0479361,0.0625
OG0306746,0.0625
OG2167960,0.0625
OG0338276,0.0625
OG2709011,0.0625
OG2753437,0.0625
OG2281835,0.0625
OG0490265,0.0625
OG2921722,0.0625
OG2133227,0.0625
OG3068098,0.0625
OG0044961,0.0625
OG3386427,0.0625
OG2127368,0.0625
OG0325992,0.0625
OG685903,0.0625
OG1623600,0.0625
OG2891605,0.0625
OG86507,0.0625
OG1822689,0.0625
OG0042211,0.0625
OG3019938,0.0625
OG0352207,0.0625
OG3177818,0.0625
OG0226276,0.0625
OG0191931,0.0625
OG810504,0.0625
OG727554,0.0625
OG1488036,0.0625
OG223122,0.0625
OG2649913,0.0625
OG915805,0.0625
OG1358902,0.0625
OG2019816,0.0625
OG862493,0.0625
OG3373092,0.0625
OG0250683,0.0625
OG3201459,0.0625
OG0330250,0.0625
OG0083636,0.0625
OG0327636,0.0625
OG0435906,0.0625
OG744833,0.0625
OG0255695,0.0625
OG1729772,0.0625
OG2597963,0.0625
OG540324,0.0625
OG470267,0.0625
OG0141145,0.0625
OG2171331,0.0625
OG0067406,0.0625
OG0422523,0.0625
OG0359954,0.0625
OG940583,0.0625
OG742746,0.0625
OG0029234,0.0625
OG2978762,0.0625
OG0185382,0.0625
OG279402,0.0625
OG1150589,0.0625
OG0247540,0.0625
OG721929,0.0625
OG2598546,0.0625
OG0119167,0.0625
OG2376868,0.0625
OG0159836,0.0625
OG2631024,0.0625
OG1567500,0.0625
OG245254,0.0625
OG0205918,0.0625
OG1797909,0.0625
OG1386055,0.0625
OG0057058,0.0625
OG709424,0.0625
OG0223669,0.0625
OG1175247,0.0625
OG147494,0.0625
OG0156196,0.0625
OG0127097,0.0625
OG0226449,0.0625
OG0136581,0.0625
OG0189551,0.0625
OG0181545,0.0625
OG1464588,0.0625
OG2451494,0.0625
OG0322069,0.0625
OG0165488,0.0625
OG0360411,0.0625
OG3115692,0.0625
OG522617,0.0625
OG3302292,0.0625
OG2233347,0.0625
OG675232,0.0625
OG0307092,0.0625
OG0189127,0.0625
OG2731572,0.0625
OG1974950,0.0625
OG2081840,0.0625
OG2520933,0.0625
OG1061190,0.0625
OG620317,0.0625
OG3213303,0.0625
OG2734126,0.0625
OG0063193,0.0625
OG2890973,0.0625
OG1299842,0.0625
OG2888490,0.0625
OG0081229,0.0625
OG199435,0.0625
OG0197789,0.0625
OG0196000,0.0625
OG2969061,0.0625
OG3264502,0.0625
OG0092877,0.0625
OG3282024,0.0625
OG1152156,0.0625
OG0534832,0.0625
OG2277349,0.0625
OG0538969,0.0625
OG589336,0.0625
OG2591912,0.0625
OG1823896,0.0625
OG325520,0.0625
OG0459813,0.0625
OG0286656,0.0625
OG0451313,0.0625
OG1097944,0.0625
OG0157509,0.0625
OG2651242,0.0625
OG163399,0.0625
OG0172595,0.0625
OG1665559,0.0625
OG1342341,0.0625
OG1975798,0.0625
OG0255484,0.0625
OG0147211,0.0625
OG2706192,0.0625
OG0028951,0.0625
OG0239794,0.0625
OG0067156,0.0625
OG2839697,0.0625
OG0478000,0.0625
OG0036624,0.0625
OG964542,0.0625
OG2703218,0.0625
OG451611,0.0625
OG1453562,0.0625
OG173859,0.0625
OG873342,0.0625
OG3001802,0.0625
OG0289826,0.0625
OG1691677,0.0625
OG2337530,0.0625
OG1574544,0.0625
OG0363363,0.0625
OG748637,0.0625
OG3210195,0.0625
OG92165,0.0625
OG0127534,0.0625
OG232268,0.0625
OG0013046,0.0625
OG0341679,0.0625
OG0185506,0.0625
OG0310687,0.0625
OG0100087,0.0625
OG0224934,0.0625
OG0331709,0.0625
OG0223552,0.0625
OG168664,0.0625
OG2127139,0.0625
OG1539241,0.0625
OG0536200,0.0625
OG3213012,0.0625
OG1470625,0.0625
OG3311105,0.0625
OG965498,0.0625
OG2638308,0.0625
OG3347256,0.0625
OG2732656,0.0625
OG220557,0.0625
OG0186106,0.0625
OG1261846,0.0625
OG3077828,0.0625
OG274261,0.0625
OG28837,0.0625
OG546796,0.0625
OG2743032,0.0625
OG90832,0.0625
OG2773626,0.0625
OG0359817,0.0625
OG1327137,0.0625
OG2595809,0.0625
OG1213237,0.0625
OG174241,0.0625
OG0114888,0.0625
OG424100,0.0625
OG0193791,0.0625
OG751321,0.0625
OG2616549,0.0625
OG452717,0.0625
OG2372442,0.0625
OG0050930,0.0625
OG0066843,0.0625
OG1241778,0.0625
OG0103144,0.0625
OG2447743,0.0625
OG3289241,0.0625
OG3188259,0.0625
OG2432495,0.0625
