Number of groups present in all (48) species:	0
Number of proteins present in core groups:	0
Number of groups present in 90% of the species (43.2):	0
Number of proteins present in soft-core groups:	0
Number of accesory groups:	1377864
Number of proteins present in accessory groups:	5915807
Number of exclusive groups:	2029324
Number of proteins present in exclusive groups:	2476367
