Number of groups present in all (48) species:	0
Number of proteins present in core groups:	0
Number of groups present in 70% of the species (33.599999999999994):	43
Number of proteins present in soft-core groups:	4358
Number of accesory groups:	1377821
Number of proteins present in accessory groups:	5911449
Number of exclusive groups:	2029324
Number of proteins present in exclusive groups:	2476367
