out.4.8_16 1
out.5.8_16 1
out.5.3_16 1
out.5.3_34 2
out.5.8_36 2
out.4.8_34 2
out.4.3_33 2
out.5.8_17 3
out.5.3_17 3
out.4.8_17 3
out.4.3_16 3
out.3.8_16 3
out.4.3_21 4
out.5.8_24 4
out.4.8_22 4
out.3.8_21 4
out.5.3_22 4
out.5.3_40 5
out.5.8_43 5
out.4.8_40 5
out.4.3_39 5
out.3.8_38 5
out.4.3_27 6
out.5.8_30 6
out.4.8_28 6
out.3.8_27 6
out.5.3_28 6
out.4.3_28 7
out.5.8_31 7
out.4.8_29 7
out.3.8_28 7
out.5.3_29 7
out.5.8_39 8
out.5.3_37 8
out.4.8_37 8
out.4.3_36 8
out.3.8_35 8
out.3.8_37 9
out.5.8_42 9
out.4.8_39 9
out.4.3_38 9
out.5.3_39 9
out.5.8_28 10
out.5.3_27 10
out.4.8_27 10
out.4.3_26 10
out.3.8_26 10
out.3.3_23 10
out.4.8_33 11
out.5.8_35 11
out.4.3_32 11
out.3.8_32 11
out.3.3_30 11
out.5.3_33 11
out.4.3_31 12
out.5.8_33 12
out.4.8_31 12
out.3.8_31 12
out.3.3_27 12
out.5.3_31 12
out.4.8_32 13
out.5.8_34 13
out.4.3_30 13
out.3.8_30 13
out.3.3_26 13
out.2.8_25 13
out.5.3_32 13
out.5.8_32 14
out.5.3_30 14
out.4.8_30 14
out.4.3_29 14
out.3.8_29 14
out.3.3_25 14
out.2.8_24 14
out.5.8_38 15
out.5.3_36 15
out.4.8_36 15
out.4.3_35 15
out.3.8_34 15
out.3.3_29 15
out.2.8_27 15
out.3.8_17 16
out.5.8_19 16
out.4.8_18 16
out.4.3_17 16
out.3.3_16 16
out.2.8_17 16
out.5.3_18 16
out.3.8_18 17
out.5.8_20 17
out.4.8_19 17
out.4.3_18 17
out.3.3_17 17
out.2.8_16 17
out.5.3_19 17
out.3.8_20 18
out.5.8_21 18
out.4.8_21 18
out.4.3_20 18
out.3.3_18 18
out.2.8_18 18
out.5.3_20 18
out.3.8_22 19
out.5.8_23 19
out.4.8_23 19
out.4.3_22 19
out.3.3_20 19
out.2.8_20 19
out.5.3_23 19
out.3.8_23 20
out.5.8_26 20
out.4.8_25 20
out.4.3_23 20
out.3.3_22 20
out.2.8_23 20
out.5.3_25 20
out.3.8_25 21
out.5.8_27 21
out.4.8_26 21
out.4.3_25 21
out.3.3_24 21
out.2.8_22 21
out.5.3_26 21
out.2.3_19 22
out.5.8_40 22
out.4.8_38 22
out.4.3_37 22
out.3.8_36 22
out.3.3_31 22
out.2.8_28 22
out.5.3_38 22
out.3.8_33 23
out.5.8_37 23
out.4.8_35 23
out.4.3_34 23
out.3.3_28 23
out.2.8_26 23
out.2.3_18 23
out.5.3_35 23
out.3.8_24 24
out.5.8_25 24
out.4.8_24 24
out.4.3_24 24
out.3.3_21 24
out.2.8_21 24
out.2.3_17 24
out.5.3_24 24
out.3.8_19 25
out.5.8_22 25
out.4.8_20 25
out.4.3_19 25
out.3.3_19 25
out.2.8_19 25
out.2.3_16 25
out.5.3_21 25
out.3.8_15 26
out.5.8_15 26
out.4.8_15 26
out.4.3_15 26
out.3.3_15 26
out.2.8_15 26
out.2.3_15 26
out.5.3_15 26
out.3.8_14 27
out.5.8_14 27
out.4.8_14 27
out.4.3_14 27
out.3.3_14 27
out.2.8_14 27
out.2.3_14 27
out.5.3_14 27
out.4.3_13 28
out.5.8_13 28
out.4.8_13 28
out.3.8_13 28
out.3.3_13 28
out.2.8_13 28
out.2.3_13 28
out.5.3_13 28
out.4.8_3 29
out.5.8_3 29
out.4.3_3 29
out.3.8_3 29
out.3.3_3 29
out.2.8_3 29
out.2.3_3 29
out.1.8_3 29
out.1.3_3 29
out.5.3_3 29
out.5.8_2 30
out.5.3_2 30
out.4.8_2 30
out.4.3_2 30
out.3.8_2 30
out.3.3_2 30
out.2.8_2 30
out.2.3_2 30
out.1.8_2 30
out.1.3_2 30
out.5.8_4 31
out.5.3_4 31
out.4.8_4 31
out.4.3_4 31
out.3.8_4 31
out.3.3_4 31
out.2.8_4 31
out.2.3_4 31
out.1.8_4 31
out.1.3_4 31
out.5.8_5 32
out.5.3_5 32
out.4.8_5 32
out.4.3_5 32
out.3.8_5 32
out.3.3_5 32
out.2.8_5 32
out.2.3_5 32
out.1.8_5 32
out.1.3_5 32
out.5.8_6 33
out.5.3_6 33
out.4.8_6 33
out.4.3_6 33
out.3.8_6 33
out.3.3_6 33
out.2.8_6 33
out.2.3_6 33
out.1.8_6 33
out.1.3_6 33
out.5.8_7 34
out.5.3_7 34
out.4.8_7 34
out.4.3_7 34
out.3.8_7 34
out.3.3_7 34
out.2.8_7 34
out.2.3_7 34
out.1.8_7 34
out.1.3_7 34
out.5.8_8 35
out.5.3_8 35
out.4.8_8 35
out.4.3_8 35
