KQ08-2850_high-sugar_bottom-internode	KQ08-2850_high-sugar_top-internode	KQB07-24619_none_bottom-internode	KQB09-20432_low-sugar_top-internode	KQB09-20620_low-sugar_top-internode	Q200_high-sugar_top-internode	QA02-1009_low-sugar_top-internode	QBYN04-26041_none_top-internode	QC02-402_low-sugar_top-internode	QN05-1460_none_top-internode	QN05-1509_high-sugar_top-internode	QN05-1743_high-sugar_bottom-internode	QN05-803_low-sugar_top-internode	QS99-2014_high-sugar_bottom-internode	QS99-2014_high-sugar_top-internode
OG138672	5.81444725076542	7.60014974840309	5.98872290342329	4.60314647129611	7.58231108113274	7.43435712796903	8.3006571814392	5.98617816039163	6.53345498690865	7.83857920392557	5.42568311651115	6.7758005831733	6.37403810320124	6.48708951832921	5.75632137996944
OG2058106	4.76270750569073	6.82230250910128	5.06451316065432	3.33562892371599	6.1809695181617	6.60574621795666	7.5407871231594	4.78382302433327	5.94467060635249	6.39062518835909	4.45648366640141	5.94467060635249	5.14424735658673	5.41463331820387	5.08781393327084
OG639023	4.0935256240214	5.59663790051263	3.72109379206516	3.33562892371599	5.64992857409883	6.09432548107338	7.5321487754369	4.2001527089431	5.26950776672026	5.88064015126062	4.17280907063944	5.17640977480472	4.70107503888465	5.07807562302604	4.37851938819114
OG2259080	5.32074448870755	7.34071384701284	5.46400507508934	4.17280907063944	7.03637298350954	7.15910257293673	7.12700507081042	5.94467060635249	5.88064015126062	7.10445885233828	5.2461676929845	6.1809695181617	5.52292759975136	6.27123607499866	4.20901218658178
OG2519640	4.27770933293166	6.37602636992853	4.80363412469591	3.44859768913471	6.02678911007275	6.50217216772025	6.82230250910128	4.36952648146502	5.26950776672026	6.0467700184092	4.40410184773718	5.67432059658881	4.74299435576834	5.60016568661572	5.24897922747715
OG1756282	9.26817839875365	10.5953766762935	8.15486507142927	7.50420220087232	9.34405125473048	10.4426649105892	10.5309690023566	8.71166657552664	9.2307828530424	9.93040371880198	8.23298016680294	9.40948643012658	8.88995351178633	9.69227298098286	8.2163673135443
OG446844	4.63308486606279	7.14846580337091	5.64745321751883	3.81870580237435	6.87951369638128	6.79660732215912	7.35982758585006	5.26950776672026	5.88064015126062	6.92923214709215	4.85984320101775	5.52292759975136	6.23565463509129	5.92356827525711	5.12126259379373
OG2481265	5.29067649804537	7.39746948164042	6.00941449211223	4.69349305531319	7.8460431401984	8.0951822926935	8.37359120137198	6.32335545622481	6.59347372282541	7.55636053087558	5.96554251206714	6.80228964603653	6.51813228712229	6.9414524361709	6.96534375325666
OG2960166	10.340432905225	10.9737787630247	10.0336607006794	8.06396011285594	10.9127870913923	11.4678910443671	11.8156627180633	10.141459966624	10.5435054847697	10.3270425353564	9.74133050309743	10.8173671485881	9.62192278622413	11.3784019918103	9.91875139603867
OG2808951	4.2188908338626	6.59130964272822	5.02965109862991	2.73139307893204	6.16237813830532	6.13196263828056	7.31166546536251	5.04400852793692	5.04400852793692	6.54864827381404	4.55586271466353	5.57477577107391	5.29948529352877	5.76882771340321	4.66721937080224
OG325112	7.11830897214005	8.17644818487053	6.91684694482295	5.50919417845523	7.08204418260778	8.33467440249022	9.45348594113431	7.69073383352135	7.09328586004923	8.27629842051212	6.4344313186515	7.85347715136294	7.35400635236597	7.87560203635542	6.94097023602809
OG2371032	9.04395976624637	10.4116579809366	8.66662189636702	7.27926164431887	10.1240298088313	9.9244273901727	10.7037584028549	8.55563057101899	9.14384666182174	9.59302026297298	7.78547684531521	8.47773173024556	9.07971264841151	10.1800898786969	8.29459490042333
OG2643069	7.2059429625865	9.66574768470515	8.37215401367788	5.81003929622936	10.5277221414069	9.05674412537365	9.83378682557467	9.7440138713156	9.15862106831629	8.39643221056346	6.20539317781292	7.35400635236597	8.24651499214327	8.24050067808206	6.94097023602809
OG2842858	9.40719619340991	9.96229456541177	7.78017184106384	6.6378071553241	8.05038653272365	8.9141787720426	9.31609062364893	7.75442861686061	8.66429440560121	8.94027255368717	7.32041000258542	8.60581027535823	7.42083356057241	8.26444218323907	7.61151165605998
OG3146723	8.33765538188789	10.0244960936962	8.71463570763975	7.21575676083521	9.42867643551353	9.82119198696418	10.0425332918654	8.27629842051212	8.95264259492947	9.33737934853991	7.92260788603781	8.9444050429455	8.52486084090621	9.93767780801851	8.63311878116656
OG1151186	8.53044085780001	9.46882302884624	8.29658200329705	6.06923623257482	9.13641522745585	9.0143297821245	9.48100229875274	8.06368379304557	8.13516548154577	8.66429440560121	6.60797442952402	8.88995351178633	8.07029691347798	9.59302026297298	8.0492924926295
OG1067680	11.6088985914042	10.9764931339337	10.917037646828	9.54938268063211	11.869805841642	12.735209230636	10.9587781859443	12.1175814563382	12.3066063928574	11.7390887329301	11.4990343430299	11.6729355142608	10.1196465933057	12.2991898617517	11.1274973071526
OG1416167	9.51508712923895	10.8120898542777	8.57694950203691	7.79336725991515	10.0909007819393	10.6958853844663	10.6800383266884	9.497393140758	9.26236440141272	10.2672191380328	8.05029920840727	9.50656996141271	9.42867643551353	9.32732641018787	8.99380834051291
OG1064996	10.1467752652034	10.9737787630247	10.2114787419454	7.9517522297575	9.56957043909892	11.2058007684187	11.1010463312752	10.4282365102627	9.65038300725895	10.1174511008726	9.48707711612348	9.93283157988838	9.63905112941711	10.9013049139895	9.7133085198915
OG291662	7.50170310642375	9.51706883435165	8.02219478228485	6.24253538826393	8.98119022106174	8.72821450721434	8.91005842525611	7.73079914623478	8.12877953109309	7.66627153054306	6.60797442952402	8.04370204960282	8.16049222309633	8.19784720661868	7.67017396472887
OG1142439	7.11830897214005	8.55184464356192	6.49558176515142	6.22405716854578	8.02350308900168	8.73728846560457	8.45434249961764	6.28877336333909	6.90454272123863	7.54762866541968	6.4344313186515	8.0965165818251	6.69392751285299	7.66627153054306	7.2349669732938
OG0000021	8.37215401367788	9.59289354164248	8.24850367402565	6.83389687225204	9.30024993319011	9.72257647075796	10.1745944211719	7.77001574275905	8.89419910996442	9.09119225937888	8.20164699724463	9.19144065964153	8.35157617691683	9.32732641018787	8.42542295289887
OG0000022	9.81089500187651	10.383861958381	8.9956808714977	7.09328978506461	10.3581771829015	10.0017005478271	10.8875971530649	9.25189667173547	9.62192278622413	9.50961886831393	9.0377613917413	10.3446199865175	8.83823649293717	10.6103892602617	8.902547575454
OG0000023	9.4523822021466	11.7373627493279	8.97106335000103	8.31206011793838	11.0743667594451	11.395794340879	10.8861737354049	10.1906793411336	9.57839880645348	9.58133230784498	8.91264320015515	10.9156465487788	9.30365612183684	11.8020692556147	10.1059564223817
OG0000024	6.47969593860006	7.01575313176757	3.72109379206516	3.9710937194774	5.17640977480472	6.59130964272822	7.18019258486608	5.11147856647441	5.62521336680531	6.47136499430695	4.55586271466353	6.10546656079825	5.41463331820387	6.63721147455441	5.39669934923168
OG0000025	7.89410879222946	9.12412903947034	6.84006855103509	6.26083121030891	8.73490840360989	9.55244932890474	9.84878885274212	7.53004003905969	8.32298228984644	8.12237157355571	7.12751039978697	7.75442861686061	7.86825636216436	8.9152830610569	7.55092598799558
OG0000026	4.49133492352231	5.9149389380696	4.63308486606279	4.04152680673291	5.54903334850729	6.05591638306573	6.59130964272822	4.70107503888465	4.74299435576834	5.64992857409883	3.64706259883029	5.11147856647441	5.20799160421658	4.93748360242434	4.26777480479095
OG0000027	7.73256046679861	8.71909612785667	6.00941449211223	5.9440992277093	7.47624523659816	8.71909612785667	7.59178529245233	7.54762866541968	7.62476797950031	7.96155391140349	7.22649470703354	7.26435553751369	6.72163196458463	8.39643221056346	7.52433955897078
OG0000029	7.25866022981683	8.88095777408056	6.90427351680829	5.33816223555661	8.31142062305504	9.05674412537365	9.38125954600411	7.29472774175917	8.00991406720675	8.44023313257169	7.5586304585967	8.91947134488027	7.34425836204795	9.53082242198439	7.81299774038594
OG0000030	8.51467630613477	9.8034146200102	8.21781149613034	6.83389687225204	9.55773371727074	9.82624016655047	10.1725034749336	8.07029691347798	8.57082691764732	9.46647258645956	7.93723725857808	9.48508652740155	8.30561275051797	9.09880616988558	8.03579649513812
OG0000031	8.43378786301889	9.83378682557467	8.23014918330714	6.65254062291703	8.71633819954346	9.48706216018494	9.84629690731696	8.01672100382176	8.3797375685158	8.9690091110564	7.88552178597978	8.88569820905159	7.85347715136294	8.67863297999576	7.90970526128503
OG0000032	4.84353817936564	7.16967792674247	4.92051467664292	3.44859768913471	6.66579202456524	6.22286352318684	7.40676089471853	5.20799160421658	5.32896890188978	6.30614555957754	4.77884905967847	5.32896890188978	5.76882771340321	5.57477577107391	5.08781393327084
OG0000033	7.73256046679861	8.75081705253016	7.50170310642375	6.46725351523775	8.06368379304557	9.25884361515995	9.6767069556717	8.24050067808206	7.92622312860343	9.04092749448102	7.04664267787282	8.32873630804671	7.77001574275905	9.2307828530424	8.14750478091801
OG0000034	3.19663891519056	4.11499913636451	2.89995241334417	2.23575225935062	3.70328324417889	3.59204991298607	5.05160167366233	3.30362735562036	3.78609794292318	4.65799030629154	3.0719514951792	4.07503508222438	3.61486481082772	3.78609794292318	2.70751211828537
OG0000035	10.3384544304776	11.5382819057354	9.22904334700644	8.32393349559952	10.5815308636188	11.6147530867453	11.1743831174767	10.2590950367878	10.3270425353564	10.3092970535524	9.22923506342777	9.92066043438997	9.98309743744476	11.1029922049194	9.39303472790255
OG0000036	7.50170310642375	9.53778915532379	7.6419591209106	5.85579556840929	8.74412453503052	9.76473802497505	9.3554652666128	7.87560203635542	8.22234021605998	9.02518416441729	7.01085861695893	8.62060434178745	8.19167323686633	8.97713870468833	7.91693958549351
OG0000037	7.06132742337073	9.59574903769757	7.79577418272038	6.04895049867015	8.8294755870585	9.60144691102779	9.53778915532379	7.21259105386792	7.85347715136294	7.59088086740333	6.51539364640551	7.64148135842972	7.77776039326776	8.45102427590732	7.93132417597999
OG0000038	7.21660831021416	8.8556471122443	6.41471747493472	5.81003929622936	8.6450029909566	8.66813118868546	9.56699485611027	7.71487694253342	7.64148135842972	8.41297851426011	6.78000314201022	8.26444218323907	7.64148135842972	7.09328586004923	6.56015031141676
OG0000039	8.37784215007109	9.94345741971924	7.88672696818822	6.14825119391831	9.12895399038288	9.54659911795083	9.97629817200556	8.60581027535823	8.0768865864724	9.04874948039769	7.1161744997407	8.96493095665718	8.59089777957072	8.74412453503052	7.89515144395129
OG0000040	4.2188908338626	5.52075005041328	4.2188908338626	3.81870580237435	4.9737492733079	5.71661681943486	6.73072979792643	4.25886458139674	4.4721671124022	5.69839827988683	4.17280907063944	5.32896890188978	5.07807562302604	4.61365672632332	4.43080174195217
OG0000041	6.14819820390206	6.82230250910128	7.26902436391315	4.50701967912474	8.02350308900168	6.87262716796534	8.01020065115874	5.83670976900562	6.40706280986889	7.18081626862278	6.56227896068564	7.64978172928469	5.69839827988683	8.25250993116198	6.35175630590973
OG0000042	4.44086489837167	7.30187975059467	4.84353817936564	2.9143222821798	6.23565463509129	6.57675650621692	7.10528970060301	4.93748360242434	5.96553887798763	5.7456439727865	4.50701967912474	6.00659333614971	5.00924481670805	5.81435373301555	4.94703601871534
OG0000043	9.71373424978525	10.6070010959648	9.13691413990836	8.16333701701373	10.4632106478961	10.4979066302479	11.3308775676382	9.74132626435794	9.60173827870323	10.1501140913479	8.49350639998911	8.8294755870585	9.29683749690729	10.2651914428035	8.84205288647988
OG0000044	9.67170273040395	11.2069985501593	9.47457016695394	7.90786227575324	10.1800898786969	11.0207151659983	11.2141690014822	9.33403440124502	9.73053681983487	9.93525627354929	8.47176909972172	10.4058030533821	9.497393140758	11.1145762008303	10.063172853166
OG0000045	8.71936971581593	10.4678166371698	7.51982895018524	6.46725351523775	9.09119225937888	9.57278136541094	9.23128194260816	9.25189667173547	7.8460431401984	8.00308209471912	7.24778386665344	9.26584059759367	8.00991406720675	8.14152957662509	7.57713498108277
OG0000047	6.67602144897674	3.01742932898102	3.0576105895532	1.30016016974364	3.41654045492612	5.27217180496929	3.15642081627496	2.47855042370871	6.84131203097257	3.86412056669796	3.0719514951792	4.13894905306587	3.30362735562036	4.93748360242434	2.4871507387646
OG0000048	4.0935256240214	4.39720353251483	4.58731854729078	3.55184962155312	4.93748360242434	4.79803319659594	6.54729267782473	3.78609794292318	4.56798080343967	5.64992857409883	3.9710937194774	4.74299435576834	4.9737492733079	4.4721671124022	3.62324187776795
