Name	SRR11794958	SRR11794959	SRR11794960	SRR11794961	SRR11794964	SRR11794965	SRR11794966	SRR17521799	SRR17521800	SRR17521801	SRR17521802	SRR17521803	SRR17521804	SRR17521805	SRR17521806	SRR17521807	SRR17521808	SRR17521809	SRR17521810	SRR17521811	SRR17521812	SRR17521813	SRR17521814	SRR17521815	SRR17521816	SRR17521817	SRR17521818	SRR17521819	SRR17521820	SRR5445534	SRR5445535	SRR5445536	SRR5445537	SRR5445538	SRR5445539	SRR5445540	SRR5445541	SRR5445542	SRR5445543	SRR5445544	SRR5445545	SRR5445546	SRR5445547	SRR5445548	SRR5445549	SRR5445550	SRR5445551	SRR5445552	SRR5445553	SRR5445554	SRR5445555	SRR5445556	SRR5445557	SRR5445558	SRR5445559	SRR5445560	SRR5445561	SRR5445562	SRR5445563	SRR5445564	SRR5445565	SRR5445566	SRR5445567	SRR5445568	SRR5445569	SRR5445570	SRR5445571	SRR5445572	SRR5445573	SRR5445574	SRR5445575	SRR5445576	SRR5445577	SRR5445578	SRR5445579	SRR5445580	SRR5445581	SRR5445582	SRR5445583	SRR5445584	SRR5445585	SRR5445586	SRR5445587	SRR5445588	SRR5445589	SRR5445590	SRR5445591	SRR5445592	SRR5445593	SRR5445594	SRR5445595	SRR5445596	SRR5445597	SRR5445598	SRR5445599	SRR5445600	SRR5445601	SRR5445602	SRR5445603	SRR5445604	SRR5445605	SRR5445606	SRR5445607	SRR5445608	SRR5445609	SRR5445610	SRR5445611	SRR5445612	SRR5445613	SRR5445614	SRR5445615	SRR5445616	SRR5445617	SRR5445618	SRR5445619	SRR5445620	SRR5445621	SRR5445622	SRR5445623	SRR5445624	SRR5445625	SRR5445626	SRR5445627	SRR5445628	SRR5445629	SRR7704027	SRR7704028	SRR7704029	SRR7704030	SRR7704031	SRR7704032	SRR7704033	SRR7704034	SRR7704035	SRR7704036	SRR7704037
Sevir.3G390732.1	0.204404	0.326404	0.204007	0.345027	0.208681	0.065798	0.10909	0.72107	0.690724	1.15185	0.785933	0.642081	0.585661	0.927478	0.646858	0.937371	0.53255	1.1768	0.476309	1.27263	0.536005	0.451271	1.15749	0.872912	0.375113	0.390866	0.663792	0.638945	0.363365	0.981076	0.211401	0.368125	0.669702	0.284294	0.369087	0.568966	0.159077	0.570299	0.454783	0.919967	1.06886	0.302532	0.128429	0.190199	0.690888	0	0	0.117627	0.084971	0	0	0.04067	0	0.052601	0.042209	0.161292	0.182012	0.371823	0.174636	0.571514	0.548179	0	0.259787	0.218733	0.188005	0.128673	0.252665	0.279487	0.334089	0.150273	0	0.054924	0.151234	0.214199	0	0	0	0.508669	0.248676	0.476481	0.449167	0.357965	0.818498	0.289235	0.869142	0.465159	1.43321	0.465387	1.19451	0.903073	1.17912	0.911994	0.67028	0.452866	0.052938	0.702488	0.599401	0.557098	1.02702	0.346996	0.592412	0.446003	0.466184	0.817852	0.120972	0.503888	0.770218	0.175426	0.268751	0.953691	0.391983	0.697989	0.996863	0.544054	0.675957	0.651455	0.427833	0.879886	0.822725	0.76966	0.23883	0.236131	0	0.604289	0	0.363379	0.638938	0.663789	0.390864	0.375116	0.872916	1.15729	0.451313	0.535984	1.27256	0.476307
Sevir.3G390500.1	0.755219	1.29578	1.14356	0.938832	1.1431	0.893996	1.04011	1.55429	0.803456	1.39347	0.605813	0.589461	0.503496	0.392518	0.042265	0.042115	0.139158	0	0.4938	0.317649	0.560349	0.323955	0.166102	0.192787	0.606248	0	0.146819	0.15322	0.20964	0.930534	0.994952	0.347048	0.755864	0.559851	0.534745	0.302621	0.51823	0.826838	0.658746	0.305817	0.715608	0.740412	1.08688	1.32422	0.558844	1.28957	0.426475	3.18913	1.01557	0.694964	0.889032	1.91628	1.58016	0.724528	0.611412	0.507	1.18731	0.847284	0.632998	1.20636	1.55979	0.673426	1.05445	1.07117	3.27332	1.58813	0.843579	1.38586	1.81666	1.78409	1.16737	1.07505	1.60851	1.04925	1.66178	4.31149	1.86223	5.05598	3.46657	3.24158	1.36955	1.38556	1.02287	1.59658	1.57652	0.916953	0.671255	2.06964	1.42484	1.57441	2.60028	2.45794	0.583937	2.4921	2.68933	2.38202	4.05184	0.944365	4.22592	2.41959	3.19202	1.38334	1.1824	2.80443	1.62383	3.08057	2.67298	3.15279	3.8584	4.18843	7.67138	5.35865	2.40624	2.33986	3.25158	6.23071	7.0137	5.03404	2.73596	4.6809	3.2484	3.94449	2.80901	6.7871	8.00925	0.209648	0.153219	0.146818	0	0.606253	0.192788	0.166078	0.323994	0.560321	0.317629	0.493797
Sevir.3G390300.1	21.296	22.9184	23.2188	19.4406	22.2748	23.919	20.6997	48.1487	63.9109	70.9327	67.8589	55.6699	67.5276	63.3786	55.2788	49.9568	50.5851	56.0139	74.4029	69.3292	70.1726	78.2424	62.3438	65.3614	59.0987	54.1042	47.9734	55.9572	60.5057	6.21568	9.33913	8.24916	7.04456	7.62658	9.06593	9.52998	8.53375	7.38269	9.0565	8.11206	9.7289	8.29601	11.4725	13.1446	14.1825	7.64899	11.3996	11.5323	11.7773	12.0572	9.04035	10.4201	11.1024	10.7392	10.5348	10.6801	8.97893	11.2348	9.98201	9.45864	10.8364	7.09466	9.22458	7.87113	10.735	8.0627	14.9538	13.0743	7.15709	5.87101	14.1567	14.7891	11.5062	10.1424	8.58639	10.2356	14.6538	19.2556	17.9726	15.6926	18.691	18.0571	16.5105	20.6756	21.5786	16.5608	19.3341	15.0987	21.811	17.3265	18.2249	17.2289	17.8169	13.8768	18.6459	16.6526	17.1522	19.6095	19.8221	17.0092	20.4656	21.8015	19.4413	22.2375	20.571	19.5527	27.2062	21.3729	20.639	25.5748	20.9546	25.2131	23.7331	22.7756	23.486	23.2096	24.3669	28.3467	21.8498	23.0425	18.4297	19.7409	22.6766	28.1355	30.1919	60.5081	55.9571	47.9731	54.1037	59.0992	65.3614	62.336	78.2535	70.1685	69.3246	74.4026
Sevir.3G390100.1	3.41958	3.74081	3.44512	4.20221	3.23182	3.36343	3.65	2.08743	2.274	2.93316	2.74238	1.66226	2.61393	1.92974	1.75117	1.36303	1.30646	1.72974	0.73838	1.08084	1.13362	1.72592	1.59348	1.74902	1.30883	1.39941	2.47093	1.22512	1.79364	4.39912	4.68073	5.8365	5.62195	4.62154	5.65904	5.05887	5.07917	4.06468	4.11287	3.86106	4.72241	4.09111	2.39569	4.50565	2.87916	3.2776	3.37834	3.32879	3.88198	2.43685	3.20505	2.73067	2.83462	4.51291	3.85663	3.5603	3.35212	2.67498	2.80927	3.68312	3.02826	2.59384	3.19774	4.33539	5.47981	3.60113	4.24246	4.60566	9.03532	5.32869	3.6209	2.76584	3.33805	3.19684	4.22809	3.87236	2.78564	3.99793	3.06226	2.22226	3.35213	2.05912	2.71455	3.83188	4.1345	2.16988	4.35603	4.31621	3.94008	3.9882	4.40013	3.82802	5.92524	3.13921	2.51842	2.73114	2.06481	1.90591	2.41815	3.23745	1.88854	1.55076	2.6082	3.22155	1.74897	2.54652	3.89945	2.86405	3.45878	3.3895	2.61964	4.4188	2.97399	3.39673	4.86948	3.34298	2.33793	3.12995	4.47645	5.20584	3.06289	2.42335	2.0694	3.48576	2.48905	1.79371	1.22511	2.47092	1.39939	1.30884	1.74903	1.59323	1.72609	1.13357	1.08078	0.738377
Sevir.3G390001.1	4.49836	5.34121	5.28499	3.96888	5.05952	6.44221	5.19341	58.9014	50.5713	43.1201	45.5085	54.2114	30.6277	46.2808	45.9068	49.8391	54.0872	49.5892	40.4365	46.8408	41.5145	37.3442	44.9731	38.8243	53.8173	44.1238	47.605	52.088	47.3381	4.87136	2.38418	3.7552	1.78043	4.0336	2.92354	3.42433	3.51615	4.74314	3.61115	4.0488	2.39189	6.17889	3.86494	3.53709	3.44617	4.70445	3.67831	2.54974	2.99033	2.90923	2.73254	2.42277	2.58021	2.7538	2.70415	2.08719	2.13561	3.40429	3.03438	2.8616	3.27386	4.7182	2.15716	4.34474	4.66785	6.85607	4.56317	5.67807	3.39264	4.34458	3.55531	2.62751	3.04902	2.70778	1.6802	2.47988	2.21091	5.11566	5.88405	2.85032	2.63662	4.47143	3.69522	6.42663	5.02236	6.36202	6.68021	7.56539	5.27835	6.30823	7.65165	3.99964	3.63192	3.09777	2.4857	3.4374	1.29099	2.90756	1.32507	1.81785	2.67565	2.34336	1.73552	2.33905	1.58378	1.82055	3.22814	2.73304	1.84375	3.4044	2.83037	4.63807	2.15866	4.27101	2.71775	3.53063	3.31224	3.72568	4.70463	4.56182	3.8812	2.3034	3.69861	4.31778	7.87981	47.34	52.0876	47.6047	44.1234	53.8177	38.8245	44.9661	37.3481	41.5127	46.838	40.4363
Sevir.3G389650.1	0.072733	0.15532	0.217187	0.146549	0.223538	0.351191	0.232938	0.503653	0.557665	0.508723	0.137282	0.149525	0.372386	0.34122	0.492313	0.490105	0.912646	0.094872	1.33939	0.815455	0.815895	1.2652	1.17055	0.706308	0.786925	0.58629	0.320414	0.710625	0.225186	0.61029	0.322591	0.446821	0.375602	0.164041	0.416461	0.613548	0.566799	0.577658	0.369803	0.387532	0.40485	0.459095	0.173028	0.153867	0.828345	0.163015	0	0	0.17263	0	0	0.1648	0.365767	0.213088	0.085798	0.760537	0.276699	0.322596	0.442178	0.83909	0.255768	0	0.421262	0.220889	0.569721	0.129599	0.509513	0.188021	0.084555	0	0	0.667487	0.203979	0.108047	0.289026	0	0	0.294646	0.300516	0.480761	0.180999	0.72207	0.275339	0.814454	1.49171	0.935875	0.093162	1.05441	0.687326	0.363101	0.615466	1.05196	0.810256	0.778804	0	0.705427	0.463823	0.497561	0.886139	0.418688	1.48807	0.735459	1.06381	0.823204	0.610588	0.928786	0.222621	1.32427	0.761527	0.456973	0.264793	0.501614	0.135167	0.758385	0.622659	0.545719	1.35238	0.773519	0.415291	0.484097	0.72392	0.190003	1.02935	0.771765	0.726733	0.225195	0.710602	0.320414	0.586286	0.786929	0.706319	1.17025	1.26518	0.815898	0.815423	1.33938
Sevir.3G389200.1	0	0	0	0	0	0	0	0	0	0	0	0.510104	0	0	0	0.828478	0	0.647777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G389101.1	0	0	0	0	0	0	0	0.321085	0.212935	0.121479	0.131238	0.178695	0.117357	0.273304	0.117834	0.058697	0.145517	0.317434	0.318147	0.055435	0.244101	0.100474	0.092776	0.13455	0.046978	0.223289	0.102316	0.170708	0.145619	0	0	0.03688	0	0	0	0	0	0.081621	0	0.038402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053863	0	0	0	0	0	0	0	0.054784	0.094175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05977	0	0.115906	0.087074	0	0.046317	0	0.085479	0.12063	0	0	0	0	0	0	0	0	0	0	0.148374	0.12186	0.058381	0.091039	0	0.126202	0.16535	0	0	0	0	0.099895	0	0	0	0.054387	0	0	0	0	0	0	0	0.055036	0	0.145625	0.170706	0.102315	0.223287	0.046979	0.134551	0.09276	0.100483	0.244092	0.055432	0.318146
Sevir.3G388700.1	0	0	0	0	0	0	0	0	0.12677	0	0.052102	0	0	0	0	0	0	0.072014	0.084107	0.043979	0	0.039865	0.036797	0.053381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053381	0.036792	0.03987	0	0.043977	0.084107
Sevir.3G388600.2	0.561943	0.799377	0.248773	0.566919	0.447349	0.602967	0.733184	3.91057	2.69294	2.96155	2.60536	4.06319	3.30978	2.06338	4.77964	4.23035	4.11217	2.70074	2.01872	3.81424	1.23229	2.36732	3.44541	3.65224	3.90246	4.14735	5.3467	2.91825	3.38019	0.398559	0.09348	0.12967	0.1963	0.142879	0	0	0	0.143639	0.241165	0.337434	0.281179	0.066613	0	0.401904	0.287912	0.497038	0.720424	0.481499	0.825712	0.076614	0	0.07171	0.717109	0.278187	0.14921	0.094616	0.481552	0.093602	0.153935	0.365456	0.890828	0	0.091643	0	0.744268	0	0	0.573273	0	0.525949	0.584218	0.29047	0.710332	0.188261	0.083918	0.224307	0	0.640951	0.611164	0.209412	0	0	0	0	0	0	0	0	0	0.105542	0	0.229092	0	0.113244	0	0	0	0	0	0	0.086516	0	0	0	0.106372	0	0.484524	0.076959	0	0	0	0	0	0	0	0.095173	0	0	0.120579	0	0.210145	0	0.199449	0.096182	0	3.38032	2.91818	5.3467	4.14733	3.90248	3.65229	3.44461	2.36735	1.23228	3.81406	2.0187
Sevir.3G388501.1	1.1038	0.994078	0.551551	0.513691	1.04687	1.16956	0.6545	2.25656	3.87049	5.94365	5.07242	3.8616	7.14625	6.18541	5.36225	4.81887	4.17849	6.49795	12.5544	5.86437	5.26191	9.21556	6.32467	7.89679	3.99243	6.58616	3.1491	6.06477	7.18681	0	0.146191	0.017023	0	0	0.113543	0.052634	0	0.018823	0.083905	0.01773	0.054604	0.122396	0.059419	0	0.168472	0	0	0	0	0.060449	0.094343	0	0	0.048615	0	0.074625	0	0	0.040349	0	0	0	0	0	0	0	0.023406	0.021566	0	0	0.128472	0.050762	0.163169	0	0	0	0	0.033564	0	0.055155	0.041628	0	0.042104	0.053661	0.04023	0.123267	0.042845	0	0.217512	0.111726	0.222697	0.060314	0.393445	0.030047	0	0.054347	0.192444	0.028724	0.181377	0.096575	0.251998	0.112714	0.080725	0.084259	0.027999	0.214268	0.12719	0.182993	0.024848	0.042115	0.181088	0.209081	0.091933	0.155201	0.085168	0.125929	0.08504	0.05104	0.190411	0.111517	0.110502	0.131418	0.105523	0.102039	0.100234	7.1871	6.06476	3.14908	6.58607	3.99246	7.89679	6.32393	9.21692	5.26159	5.86397	12.5543
Sevir.3G388400.1	1.2392	0.926577	0.773795	1.13968	1.2832	0.972313	0.971315	15.6401	20.3337	15.5805	16.6296	15.8011	16.0855	21.2519	22.7106	21.0528	16.6081	22.1005	24.5179	21.5633	15.3286	17.8703	23.3733	16.9219	16.1793	16.3712	17.3019	20.4796	20.9007	0.043827	0.061224	0.064119	0.108091	0.11798	0.356564	0.176215	0.161202	0.260007	0.131758	0.178076	0.594916	0.153678	0.223786	0.132526	0	0.046945	0.236225	0.136882	0.024623	0.177067	0	0.023598	0	0.183144	0.14675	0.062456	0.079191	0.092491	0.101337	0.181144	0.244876	0	0.090424	0.031769	0.16382	0.112255	0.381903	0.135353	0.048475	0.058371	0.161229	0.095615	0	0.031124	0	0.111409	0.138659	0.042152	0.086783	0.06923	0.20897	0	0.05285	0.100995	0.0505	0	0.134426	0.372207	0.148885	0.175221	0.533504	0.037854	0.259873	0.414581	0	0.238626	0.21464	0.144148	0.142252	0.242344	0.114965	0.212187	0.135181	0.290762	0.28117	0.268838	0.095818	0.12757	0.187201	0.237808	0	0.203065	0.346495	0.170413	0.285214	0.315995	0.142271	0.288151	0.438201	0.111947	0.069362	0.027482	0.0993	0.127998	0.041932	20.9016	20.4795	17.3018	16.3711	16.1795	16.9219	23.3703	17.8727	15.3277	21.5619	24.5178
Sevir.3G388000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05834	0	0	0	0	0	0	0.059767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G387950.1	0.28287	0.200958	0.235052	0.571944	0.337315	0.318696	0.150974	0	0.146214	0	0.090071	0.19622	0	0.149782	0	0.322033	0	0.124492	0.072936	0	0	0.207094	0.191355	0.184919	0.322513	0	0.070171	0.058477	0.049722	0.61497	0.071938	0.55008	0.656593	0.771932	0.8368	0.515175	0.541456	0.387547	0.371308	0.312375	0.431872	0.462371	0.988263	0.56837	0.442821	0.219275	1.29419	0.106329	0.751402	0.472993	0.389958	0.221108	0.55384	0.21446	0.402043	0.9491	0.309278	0.649573	0.949357	0.846324	1.03087	0.969825	0.635665	0.371209	0.638178	0.785401	0.411417	0.063225	0.851205	0.27136	0.376095	0.149286	0.136965	0.290709	0.323873	0.086635	0.406002	0.098789	0.067458	0.404192	0	0.323855	0.061722	0.156845	0.589949	0.991065	0.752617	0.789004	0.46289	0.489631	0.11845	0.176849	0.060615	0.262889	0.574748	0.317287	0.187542	0.335562	0.066323	0.56447	0.133811	0.275034	0.316938	0.246465	0	0.512288	0.298955	0.17842	0.949376	0.184738	1.42084	0.270401	0	0.3973	0	0.294345	0.165723	0.447167	0.558434	0.391377	0.32431	0.064027	0.77097	0.223253	0	0.049724	0.058476	0.070171	0	0.322515	0.184921	0.191317	0.207105	0	0	0.072935
Sevir.3G387800.1	11.0914	8.14921	9.86643	9.58046	13.2786	16.4942	12.3685	21.4866	27.5684	19.2452	21.8801	35.9952	31.4459	33.9502	34.5197	31.604	34.5382	36.8791	22.407	26.5343	19.6052	23.9263	34.245	26.56	30.7653	29.3737	32.003	35.7131	35.7873	0.195858	0.274386	0.343946	0.540702	0.126479	0.255479	0.196883	0.206478	0.253747	0.708316	0.358137	0.328911	0.117776	0.222202	0.03949	0	0.041925	0.141087	0	0.088225	0.135607	0	0	0.047078	0.05461	0.043827	0.334871	0.094483	0.441157	0.045326	0.161798	0.043775	0.524513	0.431541	0.227061	0.048791	0.066779	0	0	0	0	0.287776	0	0	0.166759	0	0	0	0.075444	0	0.309128	0	0.371576	0	0.24016	0.270667	0.068971	0.38391	0.060382	0.265683	0.187458	0.045329	0.270484	0	0	0.054951	0	0.095712	0	0	0	0.051237	0	0	0	0.062788	0.174328	0	0	0.167403	0	0.135652	0.051747	0	0.086877	0.063798	0.11269	0	0	0	0.049929	0	0.196067	0.354168	0.114026	0.074853	35.7887	35.7127	32.0029	29.3734	30.7656	26.5601	34.2392	23.9284	19.6045	26.5328	22.4069
Sevir.3G387766.1	7.37849	23.6284	14.7758	7.47285	0	7.11831	7.9273	37.2926	18.8545	6.90358	15.0848	22.8794	28.5265	23.5091	40.5592	23.1929	19.6883	29.1697	9.53414	33.1333	10.2604	5.86461	13.806	7.83054	8.26775	13.2051	37.3336	30.1839	41.6363	0	0	0	0	0	0	0	0	4.24861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6319	30.1863	37.3358	13.2017	8.2673	7.83209	13.8092	5.86426	10.2619	33.1363	9.53117
Sevir.3G387733.1	2.53669	3.50431	2.32868	2.88332	3.37171	4.02514	3.29049	0	1.05981	1.50779	0.9748	1.94685	2.41592	3.19211	1.16172	3.46469	2.40005	1.7967	1.60699	0.278751	1.92329	1.00589	1.16792	1.68857	0.700171	1.96196	2.26418	1.24765	1.88784	0.332004	1.6623	1.46032	0.651877	0.356072	3.48045	2.83724	3.04477	0.180397	4.8903	1.34929	2.35371	0.83389	2.06881	1.50768	2.57187	0.176634	1.2165	0.679494	2.46954	4.20401	3.31029	0.360394	1.77954	1.39672	0.756047	0	0.40377	0.234625	0.773077	1.13711	1.11307	0	1.38298	0	3.50598	0	3.30638	1.22236	0.923105	0.214644	1.44728	2.18713	1.33364	0.234022	0	1.11115	0.793846	0	0.431903	1.81978	3.31841	2.08018	6.55842	3.00001	8.74772	3.44921	2.61308	4.2907	3.3326	7.27294	6.05731	1.99218	4.27058	4.43765	4.15879	3.77598	5.78375	7.46633	6.99576	7.79164	3.40367	5.8214	6.20773	3.54622	8.19948	6.53017	3.63446	6.08489	10.6656	8.26341	7.80467	5.82895	6.82615	4.90388	5.43889	2.57883	5.54773	3.79297	2.09925	2.50211	2.35611	4.4956	5.65076	4.24605	1.25303	1.88788	1.24755	2.26421	1.96193	0.700163	1.68863	1.16744	1.00572	1.92349	0.27875	1.60698
Sevir.3G387700.1	7.31482	8.64925	7.78397	6.18811	8.7735	8.30407	7.23839	16.3412	20.1681	25.2282	25.3119	20.2196	26.4941	21.3157	20.5978	16.9038	19.9584	18.4946	27.7795	22.9765	24.8501	28.494	21.9524	26.3603	19.8924	22.4851	18.3997	18.8998	23.9576	1.26079	2.7254	1.70243	1.49025	1.25345	1.69668	1.83828	1.13403	1.4042	2.26329	1.74508	0.938091	2.0956	3.56899	2.63919	2.435	1.82608	3.56402	2.48335	2.79944	3.15042	1.24239	3.28085	3.73656	2.37284	2.70315	2.76442	1.68475	2.4359	1.61714	1.5848	1.95075	1.30513	1.77135	0.984435	2.33082	1.98877	3.28933	3.01342	0.873205	1.12751	3.24391	3.84734	3.31178	3.18917	2.17418	3.05441	5.21392	12.0125	10.6713	6.17409	7.33802	6.58095	7.11979	9.18365	6.54713	7.41519	7.38235	11.3692	6.04513	8.40738	4.79078	4.97979	10.6383	7.01703	4.86587	5.50373	4.36405	5.9315	6.04923	6.69822	5.53123	6.50336	5.23137	8.1462	5.77921	5.7238	7.73302	7.12036	6.86319	13.2941	6.63467	14.1551	7.22038	8.68855	8.11645	9.42111	10.8281	10.7222	15.9475	14.0451	6.03059	6.00099	4.92344	9.62495	10.452	23.9586	18.8998	18.3996	22.4848	19.8926	26.3603	21.95	28.4985	24.8485	22.9749	27.7794
Sevir.3G387600.5	4.5397	4.48508	4.53661	4.51444	4.44733	4.78673	4.89668	15.7189	13.4989	16.6368	15.6958	13.7245	15.2022	13.4625	15.3891	15.3516	12.8921	15.5526	16.2521	14.2322	15.1475	15.1611	14.7483	14.2764	14.185	18.7732	12.6836	15.2069	13.6926	2.77313	2.85278	2.34872	2.44812	3.41863	3.69928	2.73247	3.41053	2.63653	3.64005	2.59452	1.67459	2.85118	3.8507	2.22505	3.32682	2.79504	2.00944	2.07125	2.95073	2.37994	1.89361	2.31782	2.08612	1.93106	1.89281	2.05404	1.84565	2.18153	2.06668	2.31281	2.69114	1.6558	2.80992	2.30138	3.18269	2.6801	4.47698	4.19277	2.32028	1.7995	3.59862	2.67959	1.6812	2.46215	1.22353	2.1031	2.01984	3.40324	3.97534	3.37245	4.35095	5.11159	6.16114	6.16925	6.89614	8.27751	7.85916	6.84821	8.16352	6.53908	6.36907	4.8227	4.65332	3.17157	3.27983	4.23156	3.08405	3.12213	4.4312	3.19628	3.61536	3.80913	3.96605	4.66927	2.48756	3.19625	4.57345	3.25138	4.44146	3.19125	4.13291	4.63931	3.23555	4.07557	4.1546	3.84311	4.02923	3.22727	6.7668	5.01183	4.15808	2.74703	3.00532	3.78578	4.08579	13.6931	15.2068	12.6835	18.773	14.1852	14.2764	14.7465	15.1633	15.1466	14.2312	16.2521
Sevir.3G387500.1	38.9813	31.7239	41.4649	33.1512	28.5581	48.2645	36.2774	10.3643	8.90995	8.45874	8.51441	9.79221	10.0258	9.80785	15.9827	17.5033	19.4871	21.7512	10.4304	9.30765	12.916	9.27012	7.85072	9.26918	10.9843	10.866	29.1628	17.0985	24.4076	18.7975	20.3041	13.2463	22.2655	16.9925	22.2225	16.4444	19.0806	21.5536	20.0002	16.5115	20.3384	12.3722	16.2717	12.4205	14.2531	17.8848	18.5694	18.1956	14.5608	13.4357	14.7018	12.7074	15.4217	16.4003	13.4978	18.4928	20.4706	18.888	16.1585	15.3123	15.586	34.0213	16.3403	19.0782	15.6499	15.8858	12.4383	15.8342	9.68671	13.2567	15.2328	12.4333	13.4118	16.1941	10.8449	10.6592	17.1737	7.66778	10.4129	14.9056	17.0254	18.9976	17.2585	16.4636	20.962	18.1247	20.2245	19.7468	19.615	13.1985	16.5875	12.7239	16.0367	10.4071	5.11583	9.08815	11.6457	9.2202	9.73022	8.93446	6.52883	5.41378	6.67381	7.4597	5.21323	8.70811	7.56664	4.30192	16.4262	5.97168	9.84271	4.57885	4.28648	7.04523	6.99701	5.51612	4.25288	3.82783	12.3422	5.6893	8.54691	4.37056	6.29272	2.71592	4.21257	24.4085	17.0984	29.1626	10.8659	10.9844	9.2692	7.84963	9.27127	12.9153	9.30706	10.4304
Sevir.3G387300.1	29.9643	28.5557	34.0716	27.6394	28.9331	31.8136	25.4656	4.8361	6.66372	7.20301	6.78002	7.93671	11.8629	7.82817	12.3997	13.8675	17.8838	10.86	7.39194	7.63689	8.84373	8.15389	6.07587	8.22258	7.70751	12.5914	13.4459	12.3842	18.5634	19.517	20.9927	24.7901	19.9409	23.8908	23.1081	29.7664	24.2402	29.8321	29.1354	20.8705	23.4904	20.8355	21.3477	23.3094	16.836	20.5506	16.5356	22.219	16.9701	20.2285	18.8012	25.8653	25.8409	28.923	27.546	32.7998	28.371	38.1425	30.6058	35.8209	38.3396	25.444	31.9494	31.3676	34.8649	28.8445	25.2703	23.1776	24.5898	14.1462	22.0545	28.8472	25.5734	25.2665	22.5576	30.4925	41.9874	55.7667	50.2456	50.3176	62.6936	61.9362	65.9177	75.189	70.7017	65.8077	60.7514	85.9922	64.2127	71.8686	46.9773	58.8973	69.7227	54.7781	52.1604	57.4663	60.1121	65.4091	63.5485	74.1431	68.2226	65.0991	70.2871	85.4663	68.1434	63.9408	83.3954	74.6942	81.8805	84.4527	77.7216	81.0796	84.4072	63.8942	83.9766	84.1291	78.2456	73.3374	94.7241	82.1837	61.1786	54.4569	61.2204	102.251	85.648	18.5633	12.3842	13.4458	12.5912	7.70758	8.22257	6.07519	8.15516	8.84317	7.63636	7.39192
Sevir.3G387200.1	0	0.289399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G387000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
