Name	SRR11794958	SRR11794959	SRR11794960	SRR11794961	SRR11794964	SRR11794965	SRR11794966	SRR17521799	SRR17521800	SRR17521801	SRR17521802	SRR17521803	SRR17521804	SRR17521805	SRR17521806	SRR17521807	SRR17521808	SRR17521809	SRR17521810	SRR17521811	SRR17521812	SRR17521813	SRR17521814	SRR17521815	SRR17521816	SRR17521817	SRR17521818	SRR17521819	SRR17521820	SRR5445534	SRR5445535	SRR5445536	SRR5445537	SRR5445538	SRR5445539	SRR5445540	SRR5445541	SRR5445542	SRR5445543	SRR5445544	SRR5445545	SRR5445546	SRR5445547	SRR5445548	SRR5445549	SRR5445550	SRR5445551	SRR5445552	SRR5445553	SRR5445554	SRR5445555	SRR5445556	SRR5445557	SRR5445558	SRR5445559	SRR5445560	SRR5445561	SRR5445562	SRR5445563	SRR5445564	SRR5445565	SRR5445566	SRR5445567	SRR5445568	SRR5445569	SRR5445570	SRR5445571	SRR5445572	SRR5445573	SRR5445574	SRR5445575	SRR5445576	SRR5445577	SRR5445578	SRR5445579	SRR5445580	SRR5445581	SRR5445582	SRR5445583	SRR5445584	SRR5445585	SRR5445586	SRR5445587	SRR5445588	SRR5445589	SRR5445590	SRR5445591	SRR5445592	SRR5445593	SRR5445594	SRR5445595	SRR5445596	SRR5445597	SRR5445598	SRR5445599	SRR5445600	SRR5445601	SRR5445602	SRR5445603	SRR5445604	SRR5445605	SRR5445606	SRR5445607	SRR5445608	SRR5445609	SRR5445610	SRR5445611	SRR5445612	SRR5445613	SRR5445614	SRR5445615	SRR5445616	SRR5445617	SRR5445618	SRR5445619	SRR5445620	SRR5445621	SRR5445622	SRR5445623	SRR5445624	SRR5445625	SRR5445626	SRR5445627	SRR5445628	SRR5445629	SRR7704027	SRR7704028	SRR7704029	SRR7704030	SRR7704031	SRR7704032	SRR7704033	SRR7704034	SRR7704035	SRR7704036	SRR7704037
Sevir.3G405800.1	110.506	119.161	114.413	117.459	122.23	118.786	115.415	75.9028	93.0576	92.1507	101.446	92.9729	91.411	88.2971	90.2088	103.094	89.6359	89.1427	126.418	116.697	167.097	145.402	118.711	109.829	109.914	96.379	115.096	98.5542	116.657	88.7913	83.6771	100.532	80.7096	100.736	95.1363	99.0511	85.1499	105.82	94.6635	96.14	85.979	108.44	105.042	111.127	100.561	108.7	91.9323	99.5342	89.8863	97.7374	87.9778	119.508	104.707	91.8687	85.3117	97.5516	81.8912	99.6181	77.4329	79.6904	78.2819	46.9871	81.2993	78.8417	86.5465	91.3611	99.5314	105.961	87.67	96.5731	111.306	118.218	82.1337	103.841	95.7674	93.206	117.723	148.479	126.403	151.95	123.767	128.588	122.329	148.465	138.764	149.668	135.291	135.197	144.632	154.204	113.127	164.042	124.939	142.21	149.295	146.387	130.405	147.891	142.123	152.028	141.223	171.805	130.342	160.276	158.567	138.03	140.777	181.205	127.569	180.433	163.858	155.156	146.202	160.536	136.665	180.112	164.597	203.967	129.178	175.646	142.171	176.133	182.553	194.105	164.17	116.662	98.5528	115.095	96.3782	109.915	109.83	118.689	145.412	167.092	116.691	126.418
Sevir.3G405700.1	7.56738	7.63789	7.57891	6.14173	8.81621	7.56035	7.01606	9.21921	12.6724	14.3512	14.3961	12.0799	14.1809	13.6146	9.92849	9.80305	12.2725	13.8988	18.3617	15.8442	15.7047	18.6043	13.0933	13.9	11.8929	10.7601	10.7628	12.0489	17.3101	4.69018	6.54974	5.2499	3.53398	4.24083	4.80749	5.172	3.65891	3.56447	3.92548	4.4426	3.86173	3.74705	5.1649	5.52529	5.0962	4.81239	5.45029	4.96657	5.62454	6.28235	4.13049	5.6467	5.95418	5.59533	5.87373	5.18927	3.57536	4.37099	3.56879	3.89921	3.84793	1.75119	3.89199	4.16039	5.4742	3.98828	4.72307	4.76768	3.74264	3.42797	6.58257	7.16628	6.66036	4.7507	4.18163	4.12586	6.88642	10.5049	8.49224	8.2849	7.03113	6.29584	5.87116	7.45075	7.34312	8.27837	6.5082	6.63251	6.58983	9.46576	7.61885	9.16265	6.71342	8.07015	9.81052	8.99282	7.80419	9.27836	10.9736	10.8368	8.82907	10.9671	9.4596	10.4343	11.3004	9.82474	10.0951	11.4544	9.83306	14.1302	14.2718	11.6612	7.7161	10.5994	8.46666	11.9608	10.5707	15.2719	8.85075	9.20228	8.55065	11.569	11.7212	13.0385	9.77171	17.3108	12.0488	10.7628	10.76	11.893	13.9	13.0916	18.6069	15.7038	15.8431	18.3616
Sevir.3G405600.1	0	0	0	0.061834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G405332.1	0	0	0	0	0	0	0	494.49	296.239	232.336	229.231	429.627	283.72	167.072	414.788	478.848	421.083	546.538	139.502	323.723	190.714	193.109	222.56	412.041	366.551	233.422	407.04	390.539	391.708	0	0	0	0	17.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6724	0	0	0	16.7024	0	0	0	0	0	0	0	0	0	0	21.2318	0	37.3573	0	0	0	0	0	0	0	0	0	0	0	0	25.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.94	0	0	0	0	0	0	0	0	0	15.5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.864	390.774	407.097	233.42	366.749	412.339	222.481	192.673	190.782	323.958	139.45
Sevir.3G405200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G404866.1	0	0.053953	0.050459	0.051147	0.207008	0.097761	0.108062	0.826595	0.862076	1.07276	0.675803	0.630955	0.260234	0.962798	0.259883	0.086276	0.214027	0.133437	1.33262	0.572016	0.717823	0.668717	0.820799	0.693952	0.276571	0.164545	0.150398	0.125301	0.212897	0.109501	0.1538	0.427429	0	0.058901	0.178875	0.330237	0.115768	0.236637	0.529183	0.055622	0.11547	0.219561	0.310523	0.055204	0.2959	0.175669	0	0.113549	0.308893	0.252646	0	0.059067	0.723007	0.381932	0.368346	0.15599	0.066099	0.308471	0	0.301352	0.061186	0.730875	0.075475	0.158619	0.068176	0.093201	0.366198	0	1.03078	0.217275	0.160672	0.159518	0	0.388157	0.069194	0.27759	0.173536	0.422273	0.072045	0.431748	0.195225	0.432402	0.131862	0.334977	0.126041	0.192426	0.267941	0.084264	0.247179	0.609971	0	0.472279	0	0.561329	0.844134	0.169386	0.066758	0	0.14166	0.200922	0	0.411251	0.084676	0.26321	0.175421	0.121564	0.638825	0.190542	0	0.52609	0.759149	0.288761	0	0.363687	0.178514	0.392882	0.17697	0.39789	0	0.20898	0	0.136746	0	0.397259	0.208987	0.212905	0.125298	0.150398	0.164544	0.276573	0.693959	0.82063	0.668748	0.717808	0.571987	1.33262
Sevir.3G404500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G404400.1	14.254	13.5114	12.3483	11.8453	15.1618	14.0062	14.7716	65.8197	60.09	73.3905	68.9782	63.9866	76.5931	67.3063	64.8919	55.7357	56.2858	58.6813	80.175	75.8401	83.1621	94.4709	72.9967	75.523	74.8585	64.5005	62.1437	61.3659	67.3755	3.1182	4.62788	4.12594	3.74363	3.30538	4.64241	4.37357	4.16775	4.5634	5.23389	3.83045	4.1674	4.5288	3.86729	5.5065	5.91891	4.40117	4.54697	5.76126	3.88523	4.21312	2.11892	4.08722	4.21684	3.23271	3.29254	3.16905	2.7084	4.04731	3.49361	3.59638	4.05177	3.57089	4.68873	4.2401	4.39701	4.95198	6.51249	5.49386	4.73263	3.57185	6.7569	4.28963	4.48766	3.19249	3.24149	3.64512	3.86252	7.62674	7.20998	3.66517	2.8808	3.74839	6.14983	5.34583	5.40304	5.92713	5.93016	6.11989	7.55297	6.26028	6.07964	4.59279	5.98999	4.94509	4.68342	5.22483	5.85827	5.32482	4.48665	5.30029	5.07079	5.43439	5.1082	5.68429	5.19463	5.14753	4.93267	6.41522	6.09208	6.0609	8.23757	6.46213	6.24497	6.84617	6.68646	7.3175	6.8639	7.4139	7.99698	7.83935	6.92412	5.15209	7.99358	8.82067	6.79813	67.3782	61.3657	62.1433	64.4999	74.8591	75.5231	72.9869	94.4831	83.1577	75.8352	80.1747
Sevir.3G404300.1	0.554407	0.437351	0.42887	0.326752	0.382867	0.483576	0.553556	6.99501	6.46188	7.24907	5.30475	4.90706	5.96306	5.86012	6.63152	3.90924	4.10059	5.02877	8.80045	8.85277	9.44364	10.7856	7.31035	5.29146	7.61626	3.97267	3.24636	3.65899	5.04947	0.060853	0	0.059351	0	0	0.044	0	0.213108	0.021878	0.024387	0.185443	0	0.020321	0.115086	0.061337	0	0	0.048582	0.042244	0	0.117079	0.087753	0.043683	0.024411	0.028253	0.090541	0.057815	0.048865	0.114148	0.023449	0.055897	0.158671	0.045438	0.306877	0.117637	0.202198	0	0.163179	0.125301	0	0.108101	0.179119	0.118001	0.135455	0.028813	0.025665	0	0.06417	0.078028	0.160691	0.192267	0.024183	0.064209	0.024463	0.311693	0.257118	0.358007	0.124451	0.375924	0	0.356918	0.258728	0.105129	0.048118	0.174495	0.1994	0.094693	0.149045	0.066734	0.184382	0.635747	0.079835	0.087307	0.125116	0.09789	0	0.13577	0.088693	0.118109	0.404315	0.269102	0	0.349159	0.071257	0.090156	0.296985	0.175545	0.230516	0.059289	0.368774	0.207291	0	0.10178	0	0.207411	0.11646	5.04967	3.65898	3.24634	3.97263	7.61632	5.29147	7.30943	10.7871	9.4431	8.85218	8.80041
Sevir.3G404200.1	6.51264	7.13864	8.01251	5.30469	6.27487	6.72179	7.76049	1.69305	2.4453	1.83863	1.91608	3.01627	2.05293	1.3035	2.29527	4.38423	2.80738	3.55561	1.79706	1.81787	1.10945	1.59109	2.25948	2.13338	1.09297	2.93533	3.8514	3.64431	2.7236	1.07515	2.61376	2.5868	2.20667	3.06439	4.03099	3.55652	4.2321	2.24056	4.32741	2.28365	1.23532	3.16168	5.61387	2.77825	3.12006	1.91149	2.79015	2.00287	2.61262	2.37017	1.52784	1.31507	1.91535	1.51685	1.71459	1.77158	1.87567	3.03785	1.34414	1.65029	2.54364	2.69723	2.53402	2.21007	3.49246	3.15567	4.59317	3.00734	0.80372	1.35531	4.00757	2.92903	2.1535	1.82505	0.814358	1.23163	2.10949	4.46249	2.65315	3.7129	3.30469	5.61995	7.30037	10.1887	12.2256	11.8097	15.0064	11.3517	14.4804	11.8396	13.3154	9.1431	9.75806	6.30538	5.98447	5.53864	6.49703	6.38096	6.05981	5.70307	6.09677	5.96424	6.24338	8.11749	5.77128	5.14314	6.59809	6.66914	7.22387	7.21567	9.70154	9.17601	8.86247	8.20678	7.47574	7.25182	8.89807	10.0432	10.6519	8.29921	8.00445	5.36487	7.71143	8.42678	12.4552	2.72371	3.6443	3.85137	2.9353	1.09298	2.13338	2.2592	1.59131	1.10939	1.81775	1.79705
Sevir.3G403900.1	0.049488	0.053059	0.024251	0.770879	0.040716	0	0.108808	0	0	0	0	0	0	0	0	0	0	0	0.193948	0.073819	0	0.15972	0.102709	0.33131	0.16649	0.185405	0.185762	0.163376	0.228694	0.050532	0.186875	0.050189	0.051096	0.170278	0	0.219689	0	0.04794	0.319434	0.225099	0	0	0.38065	0.028592	0.268652	0.025773	0.130741	0.293168	0	0.476506	0.097823	0.028924	0.064237	0.112694	0	0.036572	0	0	0	0.072559	0.085788	0	0.070938	0.118323	0	0	0.152623	0.162088	0	0	0.363682	0	0.3148	0.068461	0	0	0.424423	0.230486	0.216983	0.100748	0.230622	0.359817	0.066918	0.512031	0	0.108704	0.334341	0.280255	0.649745	0.345731	0.446388	0.161071	0.100963	0.096734	0.311917	0.090584	0.375643	0.19312	0.036277	0	0.423183	0.245916	0	0.410254	0.098632	0.30329	0.430737	0.110313	0.604538	0.269937	0.505956	0.398368	0	0.335552	0.136246	0.355912	0	0.432517	0.571895	0.380351	0.08689	0	0.246195	0.137237	0.110414	0.228703	0.163375	0.185761	0.185403	0.166491	0.331311	0.102695	0.159741	0	0.073814	0.193947
Sevir.3G403800.1	15.4513	16.0777	14.071	11.8939	16.7699	15.1855	15.4078	12.9549	15.2261	18.1299	19.1032	14.3886	17.045	17.4104	14.1386	13.7194	14.4076	13.7748	19.0928	17.8648	23.2675	20.0397	15.7421	18.565	15.0098	14.0679	12.8626	13.8803	15.6846	2.89533	9.81869	8.55804	6.51941	7.42524	14.6253	11.0415	7.64194	6.62767	12.5452	8.08234	10.1319	8.48074	11.6366	12.0745	11.7208	5.51607	11.8602	9.34178	10.9283	12.5778	7.62756	9.78212	11.3294	6.61916	7.96822	8.00013	8.06723	8.86427	8.4834	13.4894	11.9786	2.94469	12.3732	7.62611	22.0305	11.3596	15.6147	11.6858	4.8403	5.09233	15.4482	13.855	11.8371	7.62802	7.88553	12.3602	11.9574	16.4958	14.5297	15.2916	13.4098	15.8796	16.0446	24.8556	25.1105	22.6585	27.6041	23.5479	33.9369	23.9636	17.2113	21.037	25.3192	20.2983	25.8519	25.0985	26.4919	24.1336	30.2726	24.7681	31.1905	27.6072	27.5419	29.5923	23.3604	28.0756	29.8304	29.2326	30.0211	37.1498	38.4199	29.0826	31.143	25.3148	26.106	34.6432	33.6844	29.7725	25.835	27.6906	23.4711	23.2555	21.0985	28.1425	25.5416	15.6853	13.8803	12.8625	14.0678	15.0099	18.5651	15.7401	20.0424	23.2662	17.8637	19.0928
Sevir.3G403500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07041	0	0	0	0.150067	0	0	0	0	0.382788	0	0	0	0	0	0	0	0	0.096551	0	0	0	0	0	0	0.18764	0	0.388994	0	0	0	0.187704	0	0	0	0.111359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G403400.1	10.4112	12.7435	10.2839	7.31503	9.654	11.08	11.3018	11.5685	15.5335	15.5556	12.1104	10.5374	11.8182	12.8626	10.0177	7.79566	10.2593	5.9099	18.6961	18.5901	17.8608	15.0561	11.356	14.1447	9.45109	7.81939	8.38003	8.72796	9.95986	6.26349	8.7199	8.28766	9.80367	6.99404	7.95735	11.1759	12.1744	9.55174	9.72133	9.90216	12.1619	16.0859	17.6316	13.497	12.3151	9.38525	10.3398	11.5097	9.52225	9.44133	8.15418	11.3086	12.7029	10.0964	9.19775	7.52982	8.40367	8.48687	8.24408	7.27632	8.53064	4.19346	10.5121	10.9487	13.0677	21.3559	22.1215	13.0954	18.1073	14.027	16.3353	11.169	17.573	12.3879	14.9985	16.694	20.4553	9.5753	9.85382	9.63868	9.78452	10.15	11.4628	12.9004	14.3362	13.1652	12.7569	12.0687	14.8246	15.1121	13.137	12.2992	12.2372	11.6081	15.9807	11.1721	14.8739	12.0061	14.8637	11.4455	15.4127	13.6693	12.6972	13.8092	13.6791	11.4984	14.6118	14.8303	13.0491	12.1064	16.5391	11.8943	14.8957	12.2853	13.7079	14.19	11.9819	12.3776	13.8693	11.0273	11.4594	11.5117	11.3852	16.2385	13.9139	9.96026	8.72786	8.37999	7.81933	9.45116	14.1448	11.3541	15.0575	17.8601	18.589	18.6961
Sevir.3G403200.1	0.459754	1.08236	0.486707	0.421426	0.688705	0.766084	0.548419	2.51117	2.97133	3.86226	3.10487	2.56372	2.75609	3.50532	2.33332	1.9172	2.07614	2.4609	5.32186	4.15268	3.55504	4.51868	2.92894	3.35634	3.01237	2.17285	1.62971	2.81672	3.09617	0.113972	0.158913	0.181867	0.040902	0.178565	0.269376	0.229119	0.282509	0.122863	0.124392	0.263109	0.280324	0.114156	0.293955	0.156636	0.077668	0.088834	0.223036	0.021604	0.232511	0.155516	0.179002	0.156104	0.149734	0.230789	0.254009	0.147672	0.274373	0.189429	0.131689	0.185654	0.266295	0.104646	0.313291	0.165283	0.271162	0.053134	0.305818	0.192093	0	0.138329	0.320501	0.105428	0.152188	0.044174	0.065569	0.158183	0.131039	0.497842	0.273864	0.31114	0.754164	0.525064	0.425018	0.81305	0.656878	0.750691	0.725296	0.720787	0.763514	0.829889	0.805814	0.537199	0.910213	0.51798	0.480424	0.662169	0.470064	0.648664	0.444474	0.516461	0.844084	0.546734	0.478901	0.775876	0.398994	0.532428	0.936091	0.579803	0.486656	0.750638	1.07449	0.782932	0.835857	0.679966	0.690641	0.733337	0.842135	0.970633	0.847928	0.795033	0.656012	0.585625	0.47026	0.788506	0.912851	3.0963	2.81673	1.6297	2.17283	3.0124	3.35634	2.92864	4.51942	3.5548	4.15239	5.32185
Sevir.3G402900.1	9.49677	7.14382	7.32032	6.60158	9.10443	10.3103	8.58549	1.59481	1.32124	0.904706	1.05915	1.2647	1.19754	1.05392	0.988054	1.16696	1.68673	1.79402	1.28107	1.06519	0.788404	0.654231	0.862767	0.750813	0.612274	0.968975	1.5891	1.83136	1.79455	21.1328	11.2277	8.32375	8.53577	10.9805	9.51737	11.7563	13.2698	15.7727	14.0681	10.3591	9.48713	29.6993	28.2948	26.3333	20.4222	32.7935	21.1607	37.1634	18.5688	13.8019	18.7015	21.2746	22.4228	8.94112	9.44797	8.23172	7.70392	5.2846	7.69582	8.41634	7.19887	15.0057	8.30616	11.8204	10.7216	37.5809	28.9647	28.1891	66.1568	42.1553	25.9511	16.6318	20.1613	24.6782	35.3366	35.3247	26.0624	13.8112	14.9973	8.89859	4.7597	2.48265	4.50018	6.24329	4.30015	6.54211	3.82001	3.74334	6.32464	7.14502	9.14781	9.89576	3.41053	5.35396	8.04364	7.50456	3.84097	8.05075	5.52332	7.49056	5.79746	7.6973	7.77338	5.41832	15.7452	6.22874	7.34561	9.71281	9.61274	7.9954	12.2129	7.89698	7.60325	8.8717	7.00095	10.1096	12.0737	19.444	7.346	9.22745	12.5278	13.8596	15.759	16.0317	19.011	1.79462	1.83135	1.58909	0.968966	0.612279	0.750814	0.862651	0.654316	0.788362	1.06513	1.28106
Sevir.3G402700.1	3.55029	4.07972	4.73585	3.27865	5.45158	4.76349	2.78344	0	0.049059	0.111956	0	0	0	0.050398	0.054307	0	0.178833	0	0	0	0	0.092582	0.042738	0	0.043296	0	0	0	0.100765	3.87765	4.67919	2.99899	4.27158	4.88836	4.51653	4.65179	4.08474	2.90347	4.29287	2.54089	3.55208	3.64087	4.20123	3.61547	3.60986	3.3657	4.31743	4.92752	3.57804	3.54775	4.58261	4.36696	6.59353	3.55448	5.74213	4.28074	6.02298	3.29448	5.53668	4.13709	4.95789	1.75559	3.4627	3.34154	4.35159	3.51512	5.66185	4.1405	3.20863	2.64177	3.23488	6.25351	5.3202	3.76834	6.49429	6.55601	4.14763	10.6273	11.1832	7.77588	8.44359	8.72839	10.61	11.558	9.97856	8.49282	8.94779	9.73622	9.91618	11.5982	8.49304	6.03154	12.6209	7.13142	11.9604	5.02034	6.27714	7.91181	6.02366	9.25553	5.71558	5.81957	7.06563	8.20518	8.90456	6.05165	6.75392	8.89467	6.31923	11.1033	8.88942	11.3123	9.77841	7.8144	7.11013	10.4583	7.98126	8.55707	13.648	11.6718	8.48441	7.9603	5.10924	6.20812	7.21199	0.100769	0	0	0	0.043296	0	0.042732	0.092591	0	0	0
Sevir.3G402400.1	3.99925	4.9093	4.48026	5.54307	4.34135	4.2087	3.99499	0.121079	0.321059	0.045797	0.148457	0.026953	0.044142	0.20636	0	0.044288	0.073172	0.102595	0.079929	0.041764	0	0.037859	0	0.101386	0.106264	0.042059	0.154392	0.096664	0.027545	2.01225	2.41217	2.27128	1.33258	1.98067	2.21581	3.23635	1.66361	1.89214	3.49481	2.68651	2.8273	1.52661	1.50035	2.4051	2.71941	2.00082	1.65425	1.85397	2.55404	3.64965	1.43213	1.02193	1.59039	0.801106	2.15175	1.22888	0.692886	1.17315	1.06385	0.475134	0.770969	0.289282	1.02852	1.20839	1.4325	1.42258	0.963004	1.63304	0.82689	1.94982	2.87474	1.75661	1.68952	1.38769	1.09084	0.730324	2.77496	1.49373	0.948068	1.58878	2.12323	2.27374	2.18326	3.39739	2.74864	2.48339	3.94779	2.83889	3.18789	4.73035	3.96295	2.82975	7.29093	4.83868	4.19639	3.26066	3.83308	2.31394	4.69904	4.0231	4.70783	2.47288	4.83518	4.88549	2.4891	2.4663	5.11236	2.57522	3.47967	4.98733	3.38247	5.96966	2.57846	3.38276	3.32198	2.94023	4.10227	2.09773	6.94878	3.66847	3.45736	1.801	2.34253	2.05422	1.2095	0.027546	0.096664	0.154392	0.042059	0.106265	0.101386	0	0.037863	0	0.041761	0.079928
Sevir.3G402000.2	0.497348	0.637027	0.484377	0.531086	0.7017	0.714271	0.721373	1.5153	1.44562	1.67311	1.5605	1.24081	1.51881	1.5109	0.734539	1.17581	1.06242	1.57593	1.83595	1.23149	1.34642	1.17363	0.925363	1.08972	0.797626	0.65173	0.928039	1.08252	0.900764	0.087451	0.101682	0.056856	0.05753	0.015698	0.094781	0.117203	0.061187	0.062862	0	0.044415	0.167044	0.0438	0.198477	0.04407	0.359302	0	0	0.136687	0.016363	0.168269	0	0	0.052642	0.060885	0.081256	0.124634	0.070195	0.123005	0.033689	0.040172	0.162871	0	0.020038	0.021135	0.072651	0	0.019549	0.054034	0	0.038884	0.042923	0.042382	0.058391	0.082836	0.055335	0	0.023047	0.168129	0.115527	0.069094	0.260778	0.161532	0.105489	0.268961	0.100791	0.205941	0.232613	0.292793	0.198202	0.163337	0.236753	0.277039	0.190259	0.200838	0.26617	0.204323	0.232206	0.287962	0.265135	0.564737	0.248803	0.298121	0.224641	0.281529	0.280593	0.292903	0.488536	0.271744	0.4357	0.404572	0.730751	0.34762	0.179045	0.340304	0.426639	0.462882	0.307837	0.533003	0.159017	0.242198	0.161485	0.237858	0.550947	0.532841	0.139532	0.9008	1.08252	0.928032	0.651724	0.797633	1.08972	0.925258	1.17381	1.34634	1.2314	1.83594
Sevir.3G401900.1	0.040322	0.085892	0	0	0.041188	0.038939	0	0	0	0	0.077286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110678	0.065791	0	0	0	0.08852	0	0	0.087261	0	0	0	0	0	0	0.089925	0	0	0	0	0	0.04736	0	0	0	0	0	0.047721	0	0.061718	0	0	0.320378	0	0.15368	0	0.049461	0	0	0.12826	0.110247	0.075417	0	0.109243	0	0	0	0.128887	0	0.12558	0	0	0.140203	0.17055	0.1166	0.209518	0.105309	0.069953	0.159965	0.271171	0.101925	0.155761	0	0	0.200027	0	0	0.152778	0	0	0	0	0	0.072531	0.114647	0.081329	0.057846	0.142599	0.13678	0.319536	0.496516	0.147624	0.322695	0.308424	0.252234	0.106454	0.383304	0.409028	0.312123	0.392436	0.432646	0.063617	0.286514	0.773246	0.080401	0.112762	0.560227	0.110694	0.46654	0.643564	0.42271	0	0	0	0.06579	0.110678	0	0	0	0	0	0
Sevir.3G401700.1	0.078259	0.166688	0.039039	0.316815	0.079932	0.226723	0.167068	0.27539	0.730695	0.625238	0.300175	0.858304	0.403223	0.687138	0.808391	0.469754	0.721072	0.674191	0.485513	0.570906	0.39075	0.747189	0.796292	0.615797	0.376122	0.447116	0.643384	0.739259	0.706405	0.043025	0	0.167912	0	0	0.093579	0	0.181558	0.046461	0.103789	0.087415	0.497313	0.086248	0.146429	0.043376	0.046391	0	0.051682	0	0	0.198581	0	0.092773	0.051694	0	0.144491	0	0.25951	0	0	0	0.096162	0	0.118528	0	0	0	0.172796	0.212401	0	0.057052	0.126391	0.125283	0	0	0	0.218354	0.204422	0.082888	0.11336	0.067894	0.102382	0.068006	0	0.131824	0.247711	0.378594	0.210767	0.198886	0.194469	0.068594	0.149299	0.297044	0.050927	0	0.060344	0	0.052538	0.211563	0.055731	0.158146	0.281216	0.092423	0	0.155331	0	0.047843	0	0.099953	0	0.206997	0.223547	0.056811	0	0.095384	0	0.247411	0	0.250605	0.625282	0.274077	0	0	0	0.312876	0.328764	0.706433	0.73925	0.643381	0.447113	0.376125	0.615801	0.79615	0.747248	0.390737	0.570874	0.485511
Sevir.3G401600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G401500.1	3.90264	3.83365	4.17325	4.30782	4.14421	3.76982	4.26347	4.5055	3.74196	3.16167	3.14812	3.86886	3.83619	2.9246	3.22886	3.4156	3.57585	4.35719	3.579	4.64113	4.09521	3.76818	3.50777	2.95705	3.40159	2.86529	3.63443	4.47989	5.56313	0.852831	0.686387	0.806644	0.713776	0.361723	0.252426	0.857263	0.597927	0.724931	0.777373	0.735056	0.540335	0.725019	0.850379	0.547051	0.971767	1.57759	0.433595	1.23705	1.19122	0.566763	0.699396	0.751567	0.559596	0.720104	0.519493	0.589233	0.591652	0.218188	0.776977	0.889998	0.808626	0.318043	0.782244	1.27375	0.418571	1.14693	0.831283	0.893758	0.686125	0.412701	0.456191	0.37595	0.932003	1.24774	0.850008	0.875641	0.613359	0.59671	0.272822	0.653045	0.246362	0.327116	0.373909	0.555543	0.565719	0.683697	0.316964	0.678126	0.555807	0.206527	0.509124	0.535637	0.153186	0.310896	0.507933	0.361584	0.506019	0.764527	0.637229	0.190435	0.338747	0.528122	0.518308	0.498558	0.372994	0.345684	0.565059	0.210537	0.368	0.373769	0	0.30776	0.772342	0.086097	0.504671	0.335209	0.3354	0.188676	0.328824	0.29692	0.245394	0.194369	0.62424	0.641071	0.098873	5.56335	4.47987	3.63441	2.86526	3.40162	2.95706	3.50728	3.76865	4.095	4.64084	3.57899
