CriollaRayada_low-biomass	IJ76-318_high-biomass	IN84-58_high-biomass	IN84-88_high-biomass	Krakatau_high-biomass	RB72454_low-biomass	RB855156_low-biomass	SES205A_high-biomass	SP80-3280_low-biomass	TUC71–7_low-biomass	US85–1008_high-biomass	WhiteTransparent_low-biomass
OG0000021	9.13155233585378	8.88486196136117	10.2879384603228	8.60734166909757	8.46189212568655	11.3389038782177	9.07372969698864	9.92450253689327	11.0227882459752	8.97197232404244	10.731319464447	10.959311288596
OG0000022	9.2391356569764	8.79696136348724	10.2029388687191	8.78612223096225	8.76791263053935	10.6508542533135	8.77521829267635	9.95989582732476	10.4815524021345	8.82909716437426	10.2092526689694	10.2045193202299
OG0000023	12.3079162361055	15.1687818570448	17.3400269677293	13.6357361610746	14.9172456066513	15.2491888389605	13.8581471262497	16.9509827682293	16.3395747137592	13.7326703647091	14.675738824508	15.9259369194398
OG0000024	8.2318829221962	8.48765728323474	9.88849945841368	7.94035588892646	7.40111467836597	9.79047423706696	8.05182125831168	9.46581055205399	9.88475146218539	7.75913516845891	8.989223550936	9.33107056475925
OG0000025	7.99136168091307	9.55946634555969	11.2465369198913	10.5537267528864	9.31923075602813	10.6092972758539	8.37783894523032	10.9201582070292	10.6383576570821	9.71615456689986	10.6657417144173	10.2954775631118
OG0000026	7.69442260694013	7.83382396235389	9.18059279204904	7.83382396235389	8.31803492464648	8.28958857306818	8.00250459784824	9.943214651805	8.42354129568622	7.75276839450552	9.19975567782596	8.98002592973327
OG0000027	9.38556718056789	9.86259127830844	11.1475551708146	9.27824135075591	9.29474770081892	10.726539171474	8.35506675369156	10.1324640628449	10.5206609928935	8.99149251757538	10.5445325950015	10.7229459982263
OG0000029	10.11952279974	10.5158344996318	12.1149808832043	8.91886413274301	9.79082156189709	12.8432125822164	10.0535559343015	9.95250046235981	12.4159302944628	10.5058847310259	11.4897302806381	11.9392466850519
OG0000030	10.6968183820885	10.9574690084175	12.5799688181167	11.1341580625321	10.871379436042	11.9046827169499	10.5467669830317	10.5605381847202	11.9806683785938	10.5073093530282	12.5795127546229	11.8819449792246
OG0000031	7.91138750132043	8.71593812901674	10.3750230587845	7.62726752282159	8.22697623430747	10.6092972758539	8.09456690990558	10.1036521370954	9.89783644177687	7.52874169804614	10.5313079965498	10.1516449882812
OG0000032	6.32839447649846	6.94798546700912	8.04546080545575	6.77530701263907	7.06627637603257	6.89692737514364	5.92994952475887	7.88232010922177	6.97473333683273	6.5283794964452	7.04895917023333	7.70881691433774
OG0000033	8.73467056796274	7.40111467836597	9.02854852093101	6.97837772341644	7.92882402564506	9.56618404030545	7.79063395869977	9.10731612032016	9.65750178590266	7.68782025867285	9.76463442487742	9.19703044232403
OG0000034	6.8640010086732	7.15871327660338	8.93332273708114	6.71719798635166	7.52148787872847	7.98295414395803	6.82028032348344	9.6644658031422	8.07088593756562	7.12235678388125	8.66532419934458	8.13538249151392
OG0000035	10.3821876803209	10.6511969637012	12.0928423495378	10.193365273681	10.397348045134	11.6831803030107	9.75706191655635	11.2918403109802	11.898213510583	10.1089828428913	11.518363147164	11.7112311578414
OG0000036	8.63115979682624	8.44014221280047	9.90341615306327	7.34569231291297	7.82158944244205	10.0532073166974	8.67788802557665	9.78592184698989	10.0617541505068	9.1730110146096	10.696385123084	10.1646011835188
OG0000037	9.496782777604	9.92974598661606	11.8269279277489	9.76555979132981	9.47457635300418	11.0901494470773	9.57363318025377	11.8004623173061	11.5980004677178	9.10439207202383	11.4311483232291	11.01149722828
OG0000038	9.89449658273352	9.88855600929876	12.1120823386923	9.55946634555969	9.53800931560695	11.8154630567096	10.3076611734657	11.989851211933	11.6795542722865	9.4720923025289	11.6340139428034	11.7140851772665
OG0000039	9.88259634377309	10.5976703480341	12.9388749967649	10.4302759035931	10.1317445868392	11.182692200112	9.86460152900536	12.3435091936668	12.3234808193957	10.2464829411061	12.0028932887754	12.362622070258
OG0000040	7.64768245447133	7.5359655578396	9.09609916372176	6.59393914949064	8.13116693397862	8.66532419934458	7.33762639596365	9.28606230121805	8.39836437050624	7.55032447823458	9.5095952497961	8.44837857882133
OG0000041	6.96831054333294	6.95818009573978	7.99878304694014	7.98015011245072	6.16775385491356	9.50037707492501	7.37758107094829	7.58331377751633	8.52488938669327	7.94609444645851	8.44426223054659	8.45248574383803
OG0000042	7.73996645419748	7.7718011921724	8.86584421084923	7.41662688530946	7.77810078286196	8.54059937707434	7.87600234416253	8.87932010173653	8.72994255428047	8.12078424195216	8.69432535686786	8.78552481182873
OG0000043	9.20781020873489	9.7030459145188	10.9529514857514	9.9316847920969	9.18468482603048	12.0151309374201	9.57598374755146	11.6281949048156	11.2843782824607	9.29474770081892	11.0662933782889	11.370717396312
OG0000044	10.4450543068526	10.138692674441	11.9246005745037	10.143886809447	10.422842856714	11.7360614697575	10.6445886388663	11.4228650450983	12.3763399141042	10.2627774041375	11.4377466055251	12.2867184240928
OG0000045	8.35506675369156	7.36966434136622	8.47693814293553	7.28841238512917	7.14063464709976	10.6408636085481	9.53080094694172	11.0904314565863	10.4163887207944	8.25137969074516	10.8693830858066	10.7819582820724
OG0000046	0.174386457728521	0.174386457728521	0.0849798565528355	0.174386457728521	0.174386457728521	0.0849798565528355	0.174386457728521	0.121797757977731	3.14847292899994	0.174386457728521	0.0849798565528355	2.69946172294194
OG0000047	9.7096118758547	12.1775092003043	8.35129300193129	5.71733070751837	5.29397411928598	7.47144730724962	5.49511337385008	5.34277664782127	10.0186220423978	8.975240352628	7.1712747471699	9.11616865395436
OG0000048	7.70755428551267	7.69442260694013	8.8723800500701	7.43963687967022	7.62726752282159	8.88213988452766	7.14969855898977	9.17641903045919	8.94902491432887	7.89378145289526	9.11901770382924	8.57546368299729
OG0000049	8.85370514844629	6.68125166423084	8.91110806141358	8.35506675369156	8.09456690990558	10.7491386349509	9.51872379873438	10.0269429481585	10.8084976766265	9.98704734768158	10.1694366634432	9.77062958729547
OG0000050	9.15239983638665	8.80056013295331	10.5059222752738	8.71593812901674	8.78612223096225	10.2358508544061	9.14646776466885	10.7379557319013	11.0542522055166	9.4445433824816	10.880446512181	10.6927340693181
OG0000051	7.83991018967337	8.67403917455963	10.2788512704505	9.55234179177241	8.25137969074516	9.76263170929455	8.48765728323474	10.3271371341441	9.65325445204438	8.76791263053935	10.1221603503997	9.77660537339666
OG0000052	8.65467274727449	4.07693298084007	5.59880213491917	3.66940023015848	0.174386457728521	8.8559961277011	8.01357974019037	4.72443740731888	9.70565578439724	8.43136978761935	8.98309700180049	9.78256191091
OG0000053	6.7523243128093	7.37758107094829	8.70865552855539	6.64444069234482	0.174386457728521	8.54059937707434	5.7623787679217	7.80014945726521	8.45248574383803	7.55032447823458	7.34704158774419	8.47288523335972
OG0000054	9.40113629737601	11.5799419321722	13.3333029887648	10.8165755406535	11.958819317278	12.9794415310691	11.2826380566919	13.6204810464603	12.9032569845999	11.5896371180161	12.8219758488413	12.7787980902388
OG0000055	8.67403917455963	9.50168126642444	10.982449961521	8.80415180975212	8.71216851122793	10.6295605114044	8.64295394309752	10.632746946613	10.3561795190299	8.96869837925543	9.98693580884017	10.7667913983014
OG0000056	10.3265725050372	11.1534894091077	13.9940491160578	10.3390748242721	11.2578816151215	12.2925416557137	10.6165780104474	12.3759357956043	12.2605642596958	10.2034405269882	12.3610918729279	11.8536381568023
OG0000057	10.705811842496	11.572638276262	13.4103360867074	10.8334235083417	12.2296873674965	11.7861555282157	10.7811916747776	13.7682581569767	12.5436070484559	11.5439679877734	12.9622657111889	11.2273311342895
OG0000058	8.87798430206729	8.86067523890179	10.3312486485043	8.85021005001083	8.47052064567054	9.3183561669269	8.0572194835126	10.2545203072491	9.96909614200658	8.39136827165667	9.53697540387821	9.527893949161
OG0000059	7.52148787872847	7.5359655578396	8.80255273178915	6.93772572256972	7.65443546114472	8.38564561589484	7.34569231291297	8.48314378291683	8.4151871818176	7.55746006894765	8.65800163031169	8.17873956254729
OG0000060	10.2067869057585	8.73093939914006	10.0325333789046	8.78974243945568	8.79335547461729	10.4678758211935	9.39855062172713	9.93948728667114	11.4663497764804	9.32193094833053	10.8837529851815	10.7109191555307
OG0000061	10.2627774041375	9.99268147639955	11.9868676429696	7.67454155817193	10.4567938756485	12.5286830104052	11.7061127450199	13.0505932964699	12.1374418771323	10.4362012276923	13.2605592020742	11.6340139428034
OG0000062	8.36420946041249	7.59967554808654	9.17508041691472	5.98823521593145	7.82771709669811	10.2139740572198	9.10439207202383	8.34144821916326	10.4008054556927	8.79696136348724	10.289448711896	10.117200607183
OG0000063	7.59270959069752	10.2448456595407	11.4402151118501	8.93562864974058	8.82555440122457	10.3044845934787	8.83968424796717	10.6404594920564	9.82178945900342	8.70839111203477	9.23748691529585	10.6283004194839
OG0000064	8.20224423466418	8.91211457955312	10.3706913267416	8.74211013680981	8.76057761180115	9.48180069434773	8.90194282752695	11.1235253587209	9.6102338525	9.16714590060656	10.6854107127633	9.70565578439724
OG0000065	10.2546479166427	9.02038362949846	10.3312486485043	9.1553586302978	9.29200698720977	10.9197485922958	9.98139608970527	11.6320092962132	11.8242364393461	10.4362012276923	11.2428935470386	10.9380285377311
OG0000066	7.09455535075124	7.54315972890364	9.34872342036204	7.8030802192388	7.15871327660338	9.47712707142212	6.69332759931384	8.15364133857159	8.29406531751964	6.84229224776822	8.53668444133589	8.52882948142892
OG0000067	7.06627637603257	7.25479181415947	8.2023912227237	6.91700703829836	8.01357974019037	8.63213991349517	7.94609444645851	8.64900797656118	9.02555365724339	7.56456676028779	8.40679498962915	9.01653924118172
OG0000068	9.80539982663898	8.08927805631402	9.18059279204904	8.50885610178831	10.5935939080181	11.8694885036106	10.4538658540337	8.54011091375603	10.7935429181477	10.1525116957634	11.2254918889499	11.7282921229701
OG0000069	12.0592877314078	10.0752075754745	12.2659305386802	10.1559505187499	10.5935939080181	11.2254918889499	10.0517402149491	11.7213551923362	11.2879434142946	12.1792910741725	11.4929329098456	12.6594954006942
OG0000070	8.4791089079136	7.52148787872847	8.64696265426731	7.45480857790246	6.31306502065331	9.91821385659446	8.11557073462751	6.17297502181763	8.80931960219114	8.06260179645619	8.81269363439471	9.31580263536339
OG0000071	8.57915770118417	9.21354595414391	10.8649395657394	9.21354595414391	9.9394198286782	13.4258028221068	11.152476845712	9.29402578950871	12.4634645469899	10.912041337505	12.3036104767553	11.9856293798835
OG0000072	7.86405165948069	9.16714590060656	10.1646011835188	9.08605688252301	7.28006965098439	10.4829146028159	9.82192127974129	11.0339627672623	10.9001993862153	10.1230229198738	10.1122276355804	10.3576357648069
OG0000073	10.6577822208306	8.20224423466418	10.3590908802749	7.93459912286123	8.88486196136117	11.5957270469395	10.2901563994808	10.0743878464242	11.8839044603123	10.4243318221367	11.4728281140397	11.8456638657944
OG0000074	8.50040585641895	7.008208490405	8.0909743157858	6.80915761231413	8.01357974019037	8.57162236382961	7.46984865874902	9.22107107458549	8.57929698991505	7.82158944244205	9.39334921072162	9.57951005487346
OG0000075	9.62008340879869	9.38817124615047	11.1742047923659	9.40113629737601	9.46960488412627	11.7112311578414	10.5648091462145	10.1740421620697	11.714798021161	10.5285502162675	10.7169421480544	11.2162689688377
OG0000076	5.6470259923377	5.86930514495362	7.4855118746035	4.30786671404802	5.44059269699442	6.52755444185314	4.61315109055933	6.08913369969052	5.75420373918154	5.32459619965648	5.5511227722965	6.38169952263719
OG0000077	8.24652485541452	6.13350314151263	7.90720578399183	6.61939813552919	5.57310396151363	10.6295605114044	8.83263304302672	7.07402615940125	10.2636072005057	9.43188298819935	9.1104571119334	10.3430221457331
OG0000078	7.54315972890364	7.44723934024775	8.7957606384745	6.93772572256972	7.18546819810883	8.18823683519626	7.24628109118617	8.46653821484748	8.50106995099398	7.43963687967022	8.76487921873689	8.21176721345202
OG0000079	8.01909216503485	8.92558859932561	10.5112951802953	8.06260179645619	8.975240352628	9.88849945841368	8.19225739843557	10.3676143233823	10.0342650054889	8.32736297000842	10.1039097565293	9.48878888705253
OG0000080	6.2661386518511	7.21180126376871	8.60213038868332	7.33762639596365	7.56456676028779	8.28060226392048	6.2661386518511	7.74527004615399	8.32949244803301	7.09455535075124	7.54066201642521	7.72111472482307
OG0000081	9.91220499120913	10.2366376784419	12.3369601540312	9.79499851477686	11.0247185743223	11.7402861144493	9.91024571711292	12.109502201223	11.7325338357988	9.24195690324493	12.0423857290235	11.8878174629595
OG0000082	7.87600234416253	7.27168562008792	9.82178945900342	8.66244388598865	8.36876384268247	9.79047423706696	8.51306671604295	8.95110425149412	10.6421153368153	8.26586773661615	9.6124089124347	8.63585684051908
OG0000083	11.3938098280313	10.7885669637948	12.3240009882514	10.0279732539486	10.1679367450459	12.9044161171469	10.9416927446507	11.5574157073055	12.3808911039579	10.6219455468558	12.6084879274899	12.5799688181167
OG0000084	7.2204877713106	7.58571597645591	8.98616286948966	7.66116284072562	7.71408400255528	8.96459186219833	7.86405165948069	9.95804974465429	8.06582914996894	7.39330587306002	8.85270153259022	8.7957606384745
OG0000085	6.89601611774625	10.142157037443	11.2519889712567	8.38235977631493	10.1559505187499	10.8142181854308	8.40479890536696	11.3885625864306	9.78454316784355	7.67454155817193	13.1189740554809	10.2358508544061
OG0000086	10.7134865829044	10.0752075754745	11.3630275450334	9.96814260540102	10.0698182189177	12.3426349201537	10.5271415952588	12.3019305120944	12.5922423896596	11.7429252703709	12.5574953054331	12.5666994770165
OG0000087	8.57509589372995	9.58067589161985	11.2428935470386	9.8116126662741	9.67209202829962	11.1930146411889	9.70523716434457	11.7588193172509	10.9855835010199	9.56892301582659	11.275436226381	10.8892509880084
OG0000088	7.33762639596365	7.89966918753412	9.16400530747602	7.48475962253862	8.15175742801798	8.75446818999515	7.46234491240594	9.14507259009362	8.76833641141698	7.66786480377132	9.15006590715487	8.62841544264289
OG0000089	8.46621144129032	7.85202132153657	9.3982411197977	7.82158944244205	7.93459912286123	9.97267780237041	7.94035588892646	10.1155698392474	10.1385982057063	7.62726752282159	8.95214904653122	9.72006538211454
OG0000090	6.72899574580827	7.83382396235389	9.21602199399766	8.25137969074516	7.96320207389467	10.0719588374794	8.39136827165667	9.59611428410298	9.79638635082095	8.11034233664169	9.40068218161035	9.66596721193336
OG0000091	4.94006671161207	9.49187118339507	11.1666285693881	7.72707214071376	7.2204877713106	10.9186677958571	10.2481187904506	8.07794336954027	10.9876696586812	10.0948362194113	10.8504257249517	12.0010509419494
OG0000092	7.19429201633932	7.49216744612537	9.21602199399766	7.80927115846787	6.47384096993424	9.84301543912515	8.20721735318436	8.62621036527087	9.75056963304388	7.56456676028779	10.6194561176211	9.59493605840725
OG0000093	9.24758633117315	7.43200087121986	8.53668444133589	7.03750084080429	7.51420382495032	9.94745994465971	8.31803492464648	9.71990148105074	9.40555456426172	8.33664397351748	10.0098743312843	10.3721363494453
OG0000094	7.58571597645591	8.87798430206729	10.8380573186728	7.57869446386924	8.98175874899822	11.6954579206734	11.3595875774781	9.88842116263285	12.6916266112986	12.2583967022185	10.6657417144173	11.779964567153
OG0000095	9.14943621989844	8.96541849616043	10.4318436834931	8.76791263053935	9.44706500222539	10.1271069369347	8.68172880890387	10.5185845793322	9.98871039354965	9.07372969698864	10.1055763042437	10.2559383327698
OG0000096	7.26325983102016	8.53397643572192	9.83146780332504	8.60334176715017	7.55032447823458	10.2202507426957	8.52145914550651	10.724507386386	10.5694062203363	8.66631713793159	11.3100759880219	10.5602804387186
OG0000097	9.61549077121072	9.87061923146037	11.5159933383876	9.31381836898696	9.29474770081892	11.418714922617	9.17008082125309	10.8213653593823	11.2932786655061	9.10439207202383	9.60150782755031	10.4499461442608
OG0000098	9.60627099165585	10.5509459318194	11.8975653957365	10.1542318993716	10.3406317651182	11.5080727575812	9.83217281010287	12.1437089985336	11.5419015714812	9.9394198286782	11.880637552099	11.7792754527706
OG0000099	7.09455535075124	8.22697623430747	9.72006538211454	7.62040984408738	8.41813227794274	9.15844236251825	7.09455535075124	9.49452141294302	9.50499194690228	7.14969855898977	9.20790699662865	8.60967887993688
OG0000100	7.83382396235389	6.9983258333502	8.22109557592956	6.80915761231413	6.77530701263907	8.4647525444986	7.40111467836597	8.47485972465644	9.02555365724339	7.95751741966761	8.80593930869828	8.42354129568622
OG0000101	15.4359326357254	15.6681421134738	16.8138493792771	14.0436865908935	15.0766300164275	16.2038353065533	14.1238394671066	17.835179337634	16.4805679625166	13.5456561095814	17.1625181467499	17.122993551945
OG0000102	6.5417172182511	7.38546145835503	9.57729574525816	7.70755428551267	7.70100055103106	9.54826447876501	7.58571597645591	9.44153671954552	9.22410100052494	7.75276839450552	8.93961998640283	9.32853475278089
OG0000103	9.25039454036642	8.61928936103245	10.704876895822	8.46621144129032	8.43136978761935	10.2879384603228	9.64287640101605	9.94879170805041	10.5952388580584	8.98175874899822	10.6041972493366	10.6508542533135
OG0000104	7.02779518578253	7.1038746496908	8.59834447668815	7.1131415734287	7.88787449030105	8.04033300764116	6.88541598819698	8.73746413788531	8.37711736978058	7.17659751418535	8.57162236382961	8.0196764308648
OG0000105	10.5634274089181	11.2826380566919	12.2021964878586	10.4362012276923	10.5299577835673	11.8878174629595	10.2981334092384	12.5256285585035	12.2137912010482	10.8093088257451	12.048390546479	11.9436822386102
OG0000106	7.07575691072309	6.55494016889665	8.05567338061114	5.59817263467218	6.06260529367167	8.81942300283292	7.78437831662154	9.73454634358847	8.98002592973327	8.48338805846831	9.55500479583897	9.39089834555635
OG0000107	8.14663145445482	7.38546145835503	9.40068218161035	7.86405165948069	7.42433098484281	9.35623706215064	8.0572194835126	10.3437335035968	9.87534819034221	7.64768245447133	9.05822803993553	9.9833815486914
OG0000108	9.48941044927674	10.1001537939997	11.3570251000646	7.98015011245072	9.01400310574731	11.6510340718271	9.07681935422504	10.1104715789787	11.3860049748843	9.82807900653141	11.5873680670605	11.13890944495
OG0000109	11.0948964961581	11.4784893638271	13.2489259523891	10.8429840341264	11.8890454144165	12.7194203900312	11.7451563879388	12.9204132217099	13.411828554781	11.8202312861031	13.2573346352086	13.3859993856292
OG0000110	6.95818009573978	6.38823064360863	7.81074729641087	6.29758137699651	5.4681207251436	8.78210006220691	5.74002845779231	6.49558646039475	8.06075832481147	5.29397411928598	7.97764708938885	6.6723136652276
OG0000111	7.14969855898977	7.66116284072562	8.97694963505619	7.36966434136622	7.62040984408738	8.83280756468558	7.61352544151894	8.55209197082648	8.90471059747582	7.87003688823227	9.01352443751912	8.35129300193129
OG0000112	8.06260179645619	7.50688925770877	9.2267860612191	7.08518300093357	7.96320207389467	8.67625349648672	7.55032447823458	9.65578741455595	8.57162236382961	7.55032447823458	9.4488324966438	8.86256744652571
OG0000113	7.49954389393119	8.43136978761935	10.2013570790639	8.03006725055991	10.0224451934629	9.01352443751912	8.05182125831168	10.5444088243665	10.3400856989727	8.29923576238536	9.80423989625085	9.35373594358504
OG0000114	11.217199484094	12.4503585846928	13.7205703685303	11.053741410462	11.3668433170419	12.6066895344506	10.7236713044194	12.4760137264686	12.7371714356908	11.3686529591623	12.7680601302265	12.4620116802087
OG0000115	7.79686787243553	7.51420382495032	9.50499194690228	6.85318392632682	7.008208490405	9.11901770382924	7.59967554808654	7.91078318939865	9.81984770409825	8.32270485765963	9.21602199399766	9.53016852398149
OG0000116	10.3421874135201	10.5101553639102	11.6947378732361	9.96052652299273	9.64965968098522	12.2181900656505	10.1950482608876	12.4512231354453	11.7126586967219	11.051606698217	12.3446943697703	12.8147106248332
OG0000117	10.8536822504363	11.1595535147741	12.6370390405734	11.0160334192789	11.4142298110207	12.0751839584546	10.6708841846071	12.8999004814152	12.7535114252261	10.7211302669601	12.1871864004864	12.3783639804495
OG0000118	7.96320207389467	8.15686910683036	9.29782725136939	6.69332759931384	7.7718011921724	8.80255273178915	7.14969855898977	9.46339757627964	9.32853475278089	7.12235678388125	9.15286234862178	8.60967887993688
OG0000119	7.28006965098439	9.35137269799061	10.7819582820724	8.43136978761935	10.8310258156547	11.6055591586435	9.84033336702512	11.0536602643584	11.961950359037	8.89171363544536	10.6143835401074	11.2079300393443
OG0000120	7.60661408671819	7.66116284072562	8.75098461687564	7.2204877713106	8.26586773661615	8.90791215492519	7.70755428551267	9.34881869228859	9.05822803993553	8.16196657291697	9.29524483396864	8.8160614273126
OG0000121	5.59817263467218	6.23403941201	6.93630239715487	5.82745836928096	5.69427320478596	8.14025090046301	6.87474465267175	8.41580341862442	7.8510920391811	7.27168562008792	8.37711736978058	7.59412830375189
OG0000122	5.49511337385008	4.89850460429943	6.43634918423015	4.81081502134866	4.85546313338719	6.10846513398434	5.01918968084748	5.28374504278588	6.3955447328271	5.54758402946503	5.59880213491917	6.3536301675693
OG0000123	8.14149110338852	8.46621144129032	10.680512644861	9.53560966631521	8.93228815669174	10.1646011835188	8.53397643572192	10.7367371022395	10.1122276355804	8.67403917455963	9.96909614200658	10.1710457106318
OG0000124	8.45322297137351	10.3499463452638	11.5866063522574	8.93896298163633	10.0224451934629	10.2559383327698	8.68938630280732	11.8425911347577	10.7958513572231	9.26158433016105	11.1156604394298	10.5432143088291
OG0000125	10.0948362194113	8.96213265257791	11.0492124613481	7.72058989188957	8.36420946041249	9.60150782755031	7.71408400255528	9.33333051408599	9.75861975712415	7.71408400255528	10.657071643999	9.9833815486914
OG0000126	8.34126698386311	6.50135186741134	7.31641133834157	7.31319730015257	6.2012548138764	9.56395362142775	7.89966918753412	7.1973858101494	9.72824923023233	7.85202132153657	8.87563916496165	10.4910671435846
OG0000127	8.69320307804932	9.58067589161985	10.5784879947805	9.01080439356828	8.33200932201092	10.3268144442758	9.13753320365043	10.7872550224581	10.4678758211935	9.75279828337527	10.2060984359068	10.2712447597611
OG0000128	8.99472550619973	7.51420382495032	7.93462321910258	6.58104930945487	6.79795537179355	10.1516449882812	8.60334176715017	9.55522979440277	10.1886543093835	9.01400310574731	9.53470924423935	10.3014870617879
OG0000129	8.43136978761935	8.20721735318436	9.74450894373189	7.59967554808654	8.36876384268247	8.7957606384745	7.72707214071376	10.0499377714227	9.34117877515736	8.15686910683036	9.72824923023233	8.84278175844411
OG0000130	7.50688925770877	6.6319706519779	8.31628707764916	6.61939813552919	7.2204877713106	8.38138643083818	7.51420382495032	8.00434624348272	8.90791215492519	7.92882402564506	8.81942300283292	8.42354129568622
OG0000131	10.8666763259013	10.933755154593	11.9732029154421	10.8250182661998	10.7274764642202	12.6066895344506	10.9786720622662	12.7529526533576	12.810662701756	11.0558737290537	12.7820902503545	12.1454416924919
OG0000132	8.90194282752695	10.3745613019934	10.3074773343444	8.2318829221962	9.69645651282583	11.0861941499278	8.52981346279026	9.78592184698989	10.2559383327698	9.02674175453775	9.84109582614053	9.50499194690228
OG0000133	8.35047831582607	8.27546339466297	9.61458140631314	7.68782025867285	7.99694166560116	9.89783644177687	7.92882402564506	9.65578741455595	9.76463442487742	8.33664397351748	9.40068218161035	9.24015234078498
