OG2114364	54178
OG0456667	54178
OG942898	54176
OG2702659	54176
OG3300529	54176
OG1072207	54176
OG3233984	54176
OG494546	54176
OG1752499	54176
OG1407937	54176
OG856037	54176
OG0447922	54176
OG1679913	54176
OG986247	54176
OG936107	54176
OG751593	54176
OG0490279	54176
OG3288508	54176
OG2870264	54176
OG517172	54176
OG0484659	54176
OG1594372	54176
OG2072930	54176
OG537826	54176
OG2680684	54176
OG0495876	54176
OG0408623	54176
OG3039148	54176
OG2116510	54176
OG0273631	54176
OG2169746	54176
OG781844	54176
OG1423157	54176
OG0485626	54176
OG1733466	54176
OG2191586	54176
OG2865712	54176
OG1892122	54176
OG3117050	54176
OG366571	54176
OG971351	54176
OG1303139	54176
OG991544	54176
OG444824	54176
OG0363575	54176
OG1678941	54176
OG36098	54176
OG1696973	54176
OG1323433	54176
OG54330	54176
OG1411555	54176
OG255620	54176
OG2180199	54176
OG0512943	54176
OG1781672	54176
OG400425	54176
OG0366908	54176
OG2583537	54176
OG2065888	54176
OG53204	54176
OG0090792	54176
OG82553	54176
OG3003936	54176
OG386074	54176
OG2713047	54176
OG2837580	54176
OG1895832	54176
OG0319443	54176
OG0201237	54178
OG514532	54178
OG982556	54178
OG2032332	54178
OG432745	54178
OG726519	54178
OG2855982	54178
OG48742	54178
OG917705	54178
OG1530198	54178
OG0558803	54178
OG0284330	54178
OG599112	54178
OG0263907	54178
OG0495100	54178
OG2310932	54178
OG1513675	54178
OG1986374	54178
OG3153934	54178
OG2717364	54178
OG42280	54178
OG0483900	54178
OG1727917	54178
OG777711	54178
OG966545	54178
OG2727799	54178
OG0496885	54178
OG1010605	54178
OG3009961	54178
OG1949581	54178
OG0459579	54178
OG0491112	54178
OG925218	54178
OG2916640	54178
OG3157521	54178
OG0528575	54178
OG1211043	54178
OG2531262	54178
OG2538116	54178
OG910736	54178
OG94770	54178
OG0510225	54178
OG2720085	54178
OG880340	54176
OG0496730	54176
OG465885	54176
OG327870	54176
OG1360400	54176
OG2962203	54176
OG2892952	54176
OG2028249	54176
OG3333002	54176
OG3342379	54174
OG2746805	54174
OG2785874	54174
OG2637079	54174
OG948650	54174
OG532826	54174
OG0304434	54174
OG1449614	54174
OG3011972	54174
OG1060828	54174
OG2570262	54174
OG1849454	54174
OG2970179	54174
OG301786	54174
OG0454287	54174
OG2127597	54174
OG183948	54174
OG2106173	54174
OG1356016	54174
OG2421198	54174
OG2491103	54174
OG456146	54174
OG96550	54174
OG2473258	54174
OG2798383	54174
OG0544003	54174
OG0460213	54174
OG0456236	54174
OG2067700	54174
OG2894662	54174
OG1278841	54174
OG1559222	54174
OG2137475	54174
OG296850	54174
OG785173	54174
OG0342944	54174
OG508271	54174
OG91035	54174
OG2676878	54174
OG1103659	54174
OG938338	54174
OG0358065	54174
OG1049067	54174
OG951868	54174
OG0131882	54174
OG2368796	54174
OG0330985	54174
OG0505289	54174
OG208603	54174
OG310103	54174
OG1075408	54174
OG3018077	54174
OG958876	54174
OG1600676	54174
OG2442316	54174
OG355917	54174
OG0191095	54174
OG1069899	54174
OG1094294	54174
OG1157832	54174
OG1793309	54174
OG280621	54174
OG3071549	54174
OG2273608	54174
OG2864505	54174
OG915900	54174
OG0321377	54174
OG1272365	54174
OG1316412	54174
OG388668	54174
OG734251	54174
OG0030365	54174
OG0470572	54174
OG3238231	54174
OG0090489	54174
OG0320004	54174
OG1673905	54174
OG2241030	54174
OG1638713	54174
OG174489	54174
OG0261850	54174
OG1789835	54174
OG0320976	54174
OG0545260	54174
OG1389079	54174
OG2285257	54174
OG1145421	54174
OG2293273	54174
OG3378119	54174
OG617169	54174
OG0198017	54174
OG1228328	54174
OG2954032	54174
OG2492784	54174
OG606342	54174
OG0540019	54174
OG353998	54174
OG949048	54174
OG0428460	54174
OG1004182	54174
OG1067240	54174
OG1949808	54174
OG593702	54174
OG0458311	54174
OG1689799	54174
OG3315419	54174
OG1726511	54174
OG2023863	54174
OG0225914	54174
OG1455853	54174
OG92109	54174
OG955447	54174
OG970408	54174
OG1391871	54174
OG2053106	54174
OG2749802	54174
OG2891462	54174
OG851923	54174
OG1325834	54174
OG917834	54174
OG1334319	54174
OG0417949	54174
OG1026770	54174
OG1949193	54174
OG2490140	54174
