OG221244	31076
OG2286947	30862
OG1077901	30850
OG736968	30850
OG90999	30820
OG2532014	30804
OG1325104	30776
OG2024012	30746
OG2224921	30744
OG1103356	30726
OG1335220	30712
OG2278820	30704
OG2856360	30702
OG2768189	30698
OG911283	30688
OG2470768	30686
OG1285531	30682
OG620206	30680
OG227182	30676
OG144166	30674
OG3032420	30670
OG2305378	30648
OG0463758	30644
OG347157	30634
OG1300122	30626
OG2283522	30626
OG21084	30624
OG664327	30622
OG3314760	30616
OG1925472	30614
OG1779106	30610
OG2937744	30606
OG139225	30604
OG837168	30600
OG1391816	30594
OG2966537	30590
OG1987396	30586
OG1068879	30584
OG2369284	30582
OG370627	30576
OG155959	30568
OG3010757	30564
OG3230085	30562
OG3038103	30536
OG1965709	30532
OG1328098	30528
OG2203284	30524
OG572431	30520
OG3273840	30512
OG3172724	30510
OG992680	30508
OG1915443	30504
OG676567	30502
OG2273495	30496
OG267183	30496
OG1221942	30494
OG302938	30488
OG2950183	30482
OG800740	30478
OG1238263	30462
OG1457253	30462
OG2312469	30462
OG1278183	30458
OG506482	30458
OG1153247	30452
OG2431235	30452
OG3368326	30446
OG1276703	30442
OG0560576	30438
OG2114395	30438
OG1848032	30436
OG1880645	30428
OG961286	30428
OG2574329	30422
OG1404937	30420
OG2553166	30420
OG1375686	30418
OG174863	30416
OG855077	30414
OG1586048	30410
OG2176524	30410
OG573665	30410
OG2975857	30402
OG1236106	30398
OG2000020	30396
OG2716306	30396
OG2368378	30394
OG236491	30392
OG624327	30390
OG2369774	30386
OG3088276	30386
OG2735087	30384
OG736792	30384
OG10204	30382
OG2687508	30380
OG1742605	30378
OG650965	30376
OG2657819	30374
OG1151285	30372
OG3051151	30370
OG2459832	30368
OG0578293	30366
OG37122	30366
OG2526290	30362
OG362870	30358
OG3125530	30356
OG2945552	30354
OG1012129	30348
OG2270459	30348
OG1584127	30344
OG798976	30344
OG515017	30342
OG3031164	30340
OG359267	30340
OG1708650	30336
OG0071608	30332
OG627678	30332
OG717712	30332
OG200516	30326
OG1604709	30322
OG1994468	30322
OG306128	30322
OG2686352	30320
OG285175	30320
OG3370507	30316
OG1800987	30314
OG0576649	30306
OG1396005	30304
OG0404868	30300
OG1661357	30294
OG1675675	30294
OG75013	30294
OG553433	30292
OG548989	30288
OG992326	30288
OG1745270	30286
OG0116145	30284
OG1710010	30280
OG2857236	30276
OG3397532	30270
OG838792	30270
OG260818	30268
OG1120558	30264
OG2402668	30264
OG497310	30264
OG575941	30264
OG1179080	30262
OG0037988	30260
OG1047844	30260
OG523793	30256
OG1720583	30254
OG2507981	30250
OG2232897	30246
OG427838	30246
OG0102576	30240
OG2556807	30238
OG2761047	30232
OG621324	30230
OG1154101	30228
OG1285529	30226
OG3117737	30226
OG2079511	30224
OG2083603	30220
OG2225753	30216
OG3203528	30216
OG1668779	30210
OG904774	30210
OG1972996	30206
OG1105915	30204
OG2296869	30204
OG2771123	30202
OG1781732	30200
OG0441007	30198
OG600425	30198
OG2535176	30196
OG3385029	30196
OG1940650	30192
OG2200641	30192
OG15239	30190
OG2360049	30190
OG641933	30188
OG1366429	30184
OG3351850	30184
OG371572	30182
OG2953730	30176
OG2837237	30172
OG2973773	30172
OG876440	30172
OG962473	30172
OG0113479	30170
OG1325129	30166
OG3103973	30166
OG2469235	30164
OG2822916	30164
OG406449	30162
OG1524122	30158
OG748328	30146
OG1069684	30144
OG1490003	30138
OG2798279	30138
OG0092234	30136
OG2815290	30136
OG1656218	30134
OG1027795	30130
OG1589290	30130
OG528783	30130
OG0188978	30126
OG1904967	30126
OG3284408	30124
OG388622	30124
OG1452330	30122
OG1605480	30120
OG3325172	30118
OG2901748	30108
OG1280073	30106
OG2473834	30106
OG992667	30106
OG2153660	30104
OG3045991	30102
OG263449	30100
OG774854	30100
OG2708982	30098
OG3331463	30094
OG2401246	30092
OG0341629	30090
OG2455201	30088
OG0454058	30086
OG2908603	30082
OG927778	30078
OG2884305	30074
OG2142173	30072
OG1367788	30068
OG860562	30066
OG3356707	30060
OG2233574	30058
OG3271362	30058
OG1873744	30050
OG239928	30048
OG252677	30048
OG1986867	30046
OG2104452	30046
OG3020562	30042
OG165530	30040
OG3361706	30038
OG2291911	30036
OG1453989	30032
OG514273	30032
OG1349349	30030
OG2331668	30030
OG255601	30030
OG3393055	30024
OG3380840	30022
OG3122306	30020
OG1025628	30018
OG1066044	30018
OG119490	30018
OG1482270	30018
OG2535667	30018
OG630286	30018
OG1638621	30016
OG3018992	30016
OG3343818	30016
OG588094	30016
OG349640	30012
OG84554	30010
OG1983644	30008
OG2272295	30000
OG2370233	30000
OG2065699	29990
OG1877962	29988
OG2988797	29988
OG0065485	29986
OG2152391	29984
OG1174674	29976
OG2217279	29974
OG2487714	29974
OG737656	29974
OG824961	29970
OG1319405	29968
OG0186822	29962
OG113107	29962
OG2403383	29960
OG1920796	29956
OG2392467	29956
OG1077189	29952
OG114093	29952
OG1329577	29950
OG1019831	29948
OG3389484	29936
OG753308	29934
OG840927	29934
OG688815	29928
OG2154810	29926
OG2994036	29924
OG1042080	29920
OG470552	29920
OG1045902	29918
OG1294673	29918
OG3020798	29918
OG2235393	29914
OG2759766	29914
OG717809	29912
OG1597565	29908
OG3017530	29908
OG3212240	29906
OG408303	29906
OG3096057	29904
OG434793	29902
OG1292717	29900
OG1649342	29898
OG1809624	29898
