Name,low_value_proportion (< 0.084980)
OG0367925,0.0
OG0368075,0.0
OG0368349,0.0
OG0368370,0.0
OG0368432,0.0
OG0369033,0.0
OG0380307,0.0
OG0380309,0.0
OG0380444,0.0
OG0383870,0.0
OG0383960,0.0
OG0383980,0.0
OG0384112,0.0
OG0384290,0.0
OG0384343,0.0
OG0384553,0.0
OG0385145,0.0
OG0385227,0.0
OG0385496,0.0
OG0385607,0.0
OG0385666,0.0
OG0385702,0.0
OG0385707,0.0
OG0385920,0.0
OG0385945,0.0
OG0386105,0.0
OG0386237,0.0
OG0386327,0.0
OG0386361,0.0
OG0386672,0.0
OG0386793,0.0
OG0386824,0.0
OG0387209,0.0
OG0387247,0.0
OG0387337,0.0
OG0387801,0.0
OG0383691,0.0
OG0383654,0.0
OG0383341,0.0
OG0383243,0.0
OG0380649,0.0
OG0380667,0.0
OG0380696,0.0
OG0380714,0.0
OG0380750,0.0
OG0380820,0.0
OG0380847,0.0
OG0380887,0.0
OG0380889,0.0
OG0381041,0.0
OG0381072,0.0
OG0381126,0.0
OG0381335,0.0
OG0389904,0.0
OG0381360,0.0
OG0381432,0.0
OG0381434,0.0
OG0381558,0.0
OG0382067,0.0
OG0382071,0.0
OG0382243,0.0
OG0382346,0.0
OG0382379,0.0
OG0382392,0.0
OG0382462,0.0
OG0382502,0.0
OG0382704,0.0
OG0382912,0.0
OG0381362,0.0
OG0326357,0.0
OG0326328,0.0
OG0326315,0.0
OG0269855,0.0
OG0269881,0.0
OG0270029,0.0
OG0270360,0.0
OG0270374,0.0
OG0270569,0.0
OG0270640,0.0
OG0271052,0.0
OG0271146,0.0
OG0271762,0.0
OG0271887,0.0
OG0272049,0.0
OG0272151,0.0
OG0272363,0.0
OG0272528,0.0
OG0272631,0.0
OG0272663,0.0
OG0272696,0.0
OG0273043,0.0
OG0273219,0.0
OG0273464,0.0
OG0273765,0.0
OG0273849,0.0
OG0273887,0.0
OG0273991,0.0
OG0274095,0.0
OG0274310,0.0
OG0269842,0.0
OG0274873,0.0
OG0269833,0.0
OG0269529,0.0
OG0262191,0.0
OG0262933,0.0
OG0262946,0.0
OG0263010,0.0
OG0263463,0.0
OG0263553,0.0
OG0263618,0.0
OG0263771,0.0
OG0264048,0.0
OG0264304,0.0
OG0264387,0.0
OG0264490,0.0
OG0264538,0.0
OG0264720,0.0
OG0265561,0.0
OG0265919,0.0
OG0265981,0.0
OG0266322,0.0
OG0266323,0.0
OG0266387,0.0
OG0266488,0.0
OG0266560,0.0
OG0266621,0.0
OG0269049,0.0
OG0269085,0.0
OG0269471,0.0
OG0269506,0.0
OG0269600,0.0
OG0274953,0.0
OG0275352,0.0
OG0275512,0.0
OG0281488,0.0
OG0281549,0.0
OG0281854,0.0
OG0281950,0.0
OG0282268,0.0
OG0282360,0.0
OG0282613,0.0
OG0282624,0.0
OG0282629,0.0
OG0282861,0.0
OG0282900,0.0
OG0282973,0.0
OG0283265,0.0
OG0283270,0.0
OG0283334,0.0
OG0283377,0.0
OG0283457,0.0
OG0283724,0.0
OG0283831,0.0
OG0283846,0.0
OG0284015,0.0
OG0284172,0.0
OG0284247,0.0
OG0284834,0.0
OG0284896,0.0
OG0284968,0.0
OG0285036,0.0
OG0281312,0.0
OG0281140,0.0
OG0281088,0.0
OG0281024,0.0
OG0275521,0.0
OG0275554,0.0
OG0275690,0.0
OG0275702,0.0
OG0275759,0.0
OG0275769,0.0
OG0275875,0.0
OG0275931,0.0
OG0276158,0.0
OG0276193,0.0
OG0276220,0.0
OG0276382,0.0
OG0276704,0.0
OG0261797,0.0
OG0276978,0.0
OG0277087,0.0
OG0277601,0.0
OG0278279,0.0
OG0278637,0.0
OG0278655,0.0
OG0278935,0.0
OG0279142,0.0
OG0279526,0.0
OG0280102,0.0
OG0280240,0.0
OG0280492,0.0
OG0280701,0.0
OG0280871,0.0
OG0277047,0.0
OG0285079,0.0
OG0261790,0.0
OG0261728,0.0
OG0247355,0.0
OG0247467,0.0
OG0247627,0.0
OG0247778,0.0
OG0248262,0.0
OG0248318,0.0
OG0248388,0.0
OG0248530,0.0
OG0248603,0.0
OG0248642,0.0
OG0249441,0.0
OG0249507,0.0
OG0249769,0.0
OG0250087,0.0
OG0250216,0.0
OG0250395,0.0
OG0250482,0.0
OG0250590,0.0
OG0250663,0.0
OG0250742,0.0
OG0250833,0.0
OG0250844,0.0
OG0250865,0.0
OG0251075,0.0
OG0251156,0.0
OG0251261,0.0
OG0251294,0.0
OG0247289,0.0
OG0251365,0.0
OG0247024,0.0
OG0246839,0.0
OG0241228,0.0
OG0241249,0.0
OG0241611,0.0
OG0241667,0.0
OG0241690,0.0
OG0242260,0.0
OG0242390,0.0
OG0242560,0.0
OG0243515,0.0
OG0243631,0.0
OG0243674,0.0
OG0243876,0.0
OG0243932,0.0
OG0244284,0.0
OG0244285,0.0
OG0244641,0.0
OG0244718,0.0
OG0244737,0.0
OG0244774,0.0
OG0244790,0.0
OG0244847,0.0
OG0244999,0.0
OG0245406,0.0
OG0245452,0.0
OG0245940,0.0
OG0246145,0.0
OG0246150,0.0
OG0246847,0.0
OG0251454,0.0
OG0251516,0.0
OG0251854,0.0
OG0256878,0.0
OG0257184,0.0
OG0257296,0.0
OG0257318,0.0
OG0257861,0.0
OG0257907,0.0
OG0257973,0.0
OG0258813,0.0
OG0258879,0.0
OG0258914,0.0
OG0258955,0.0
OG0259090,0.0
OG0259530,0.0
OG0259610,0.0
OG0259621,0.0
OG0259778,0.0
OG0260045,0.0
OG0260183,0.0
OG0260206,0.0
OG0260569,0.0
OG0260601,0.0
OG0260733,0.0
OG0260950,0.0
OG0261074,0.0
OG0261363,0.0
OG0261515,0.0
OG0261709,0.0
OG0256664,0.0
OG0256451,0.0
OG0256358,0.0
OG0256308,0.0
OG0252095,0.0
OG0252189,0.0
OG0252195,0.0
OG0252487,0.0
OG0252541,0.0
OG0252612,0.0
OG0252771,0.0
OG0252963,0.0
OG0253133,0.0
OG0253589,0.0
OG0253886,0.0
OG0254033,0.0
OG0254359,0.0
OG0261774,0.0
OG0254363,0.0
OG0254601,0.0
OG0254688,0.0
OG0254953,0.0
OG0255022,0.0
OG0255216,0.0
OG0255223,0.0
OG0255288,0.0
OG0255331,0.0
OG0255462,0.0
OG0255772,0.0
OG0255817,0.0
OG0255997,0.0
OG0256097,0.0
OG0254558,0.0
OG0413532,0.0
OG0285215,0.0
OG0285898,0.0
OG0309489,0.0
OG0309945,0.0
OG0310119,0.0
OG0310929,0.0
OG0311016,0.0
OG0311064,0.0
OG0311160,0.0
OG0311305,0.0
OG0311757,0.0
OG0311827,0.0
OG0312020,0.0
OG0312039,0.0
OG0312589,0.0
OG0312754,0.0
OG0312968,0.0
OG0313081,0.0
OG0313104,0.0
OG0313360,0.0
OG0313448,0.0
OG0314466,0.0
OG0314509,0.0
OG0314597,0.0
OG0314604,0.0
OG0314995,0.0
OG0315141,0.0
OG0315195,0.0
OG0315449,0.0
OG0309487,0.0
OG0315560,0.0
OG0309307,0.0
OG0309139,0.0
OG0305654,0.0
OG0305888,0.0
OG0305916,0.0
OG0305947,0.0
OG0306085,0.0
OG0306174,0.0
OG0306247,0.0
OG0306866,0.0
OG0307112,0.0
OG0307211,0.0
OG0307289,0.0
OG0307393,0.0
OG0307523,0.0
OG0307685,0.0
OG0307692,0.0
OG0307725,0.0
OG0307731,0.0
OG0307829,0.0
OG0308073,0.0
OG0308171,0.0
OG0308331,0.0
OG0308360,0.0
OG0308402,0.0
OG0308470,0.0
OG0308555,0.0
OG0308715,0.0
OG0308916,0.0
OG0309147,0.0
OG0315605,0.0
OG0315819,0.0
OG0315903,0.0
OG0321794,0.0
OG0321913,0.0
OG0322002,0.0
OG0322045,0.0
OG0322995,0.0
OG0323055,0.0
OG0323080,0.0
OG0323332,0.0
OG0323421,0.0
OG0323561,0.0
OG0324075,0.0
OG0324496,0.0
OG0324608,0.0
OG0324660,0.0
OG0324680,0.0
OG0324919,0.0
OG0324976,0.0
OG0325041,0.0
OG0325064,0.0
OG0325078,0.0
OG0325521,0.0
OG0325554,0.0
OG0325678,0.0
OG0325835,0.0
OG0326143,0.0
OG0326272,0.0
OG0326307,0.0
OG0321705,0.0
OG0321450,0.0
OG0321211,0.0
OG0321207,0.0
OG0315999,0.0
OG0316108,0.0
OG0316287,0.0
OG0316302,0.0
OG0316470,0.0
OG0316824,0.0
OG0316922,0.0
OG0316925,0.0
OG0317153,0.0
OG0317298,0.0
OG0317546,0.0
OG0317568,0.0
OG0317727,0.0
OG0305607,0.0
OG0318311,0.0
OG0318846,0.0
OG0319246,0.0
OG0319268,0.0
OG0319523,0.0
OG0319834,0.0
OG0320087,0.0
OG0320099,0.0
OG0320167,0.0
OG0320256,0.0
OG0320270,0.0
OG0320281,0.0
OG0320594,0.0
OG0320903,0.0
OG0318820,0.0
OG0285635,0.0
OG0305559,0.0
OG0305370,0.0
OG0289900,0.0
OG0290035,0.0
OG0290061,0.0
OG0290194,0.0
OG0290270,0.0
OG0290613,0.0
OG0290830,0.0
OG0290856,0.0
OG0290858,0.0
OG0291044,0.0
OG0291156,0.0
OG0291218,0.0
OG0291295,0.0
OG0291388,0.0
OG0291470,0.0
OG0291580,0.0
OG0291732,0.0
OG0291762,0.0
OG0292347,0.0
OG0292356,0.0
OG0292555,0.0
OG0292557,0.0
OG0292623,0.0
OG0292654,0.0
OG0292904,0.0
OG0292947,0.0
OG0293181,0.0
OG0289641,0.0
OG0293227,0.0
OG0289484,0.0
OG0289025,0.0
OG0285907,0.0
OG0286064,0.0
OG0286154,0.0
OG0286630,0.0
OG0286745,0.0
OG0286781,0.0
OG0286786,0.0
OG0286858,0.0
OG0286998,0.0
OG0287077,0.0
OG0287124,0.0
OG0287299,0.0
OG0287444,0.0
OG0287459,0.0
OG0287467,0.0
OG0287563,0.0
OG0287593,0.0
OG0287705,0.0
OG0287730,0.0
OG0287852,0.0
OG0288154,0.0
OG0288286,0.0
OG0288551,0.0
OG0288561,0.0
OG0288628,0.0
OG0288728,0.0
OG0288745,0.0
OG0289426,0.0
OG0293677,0.0
OG0293844,0.0
OG0294024,0.0
OG0300419,0.0
OG0300421,0.0
OG0300531,0.0
OG0300580,0.0
OG0300930,0.0
OG0301086,0.0
OG0301439,0.0
OG0302174,0.0
OG0302304,0.0
OG0302355,0.0
OG0302691,0.0
OG0303270,0.0
OG0303321,0.0
OG0303464,0.0
OG0303490,0.0
OG0303581,0.0
OG0303645,0.0
OG0303833,0.0
OG0304119,0.0
OG0304350,0.0
OG0304688,0.0
OG0304789,0.0
OG0304845,0.0
OG0304932,0.0
OG0304969,0.0
OG0305028,0.0
OG0305292,0.0
OG0299905,0.0
OG0299898,0.0
OG0299638,0.0
OG0299617,0.0
OG0294839,0.0
OG0295087,0.0
OG0295390,0.0
OG0295471,0.0
OG0295776,0.0
OG0296050,0.0
OG0296178,0.0
OG0296429,0.0
OG0296484,0.0
OG0296505,0.0
OG0296518,0.0
OG0297132,0.0
OG0297440,0.0
OG0305402,0.0
OG0297850,0.0
OG0298096,0.0
OG0298283,0.0
OG0298369,0.0
OG0298413,0.0
OG0298437,0.0
OG0298524,0.0
OG0298533,0.0
OG0298627,0.0
OG0298675,0.0
OG0299105,0.0
OG0299224,0.0
OG0299356,0.0
OG0299594,0.0
OG0298013,0.0
OG0241163,0.0
OG0413802,0.0
OG0414033,0.0
OG0508754,0.0
OG0508953,0.0
OG0508964,0.0
OG0509049,0.0
OG0509170,0.0
OG0509186,0.0
OG0509189,0.0
OG0509750,0.0
OG0509793,0.0
OG0509930,0.0
OG0510023,0.0
OG0510781,0.0
OG0510924,0.0
OG0510939,0.0
OG0511253,0.0
OG0511284,0.0
OG0511464,0.0
OG0511484,0.0
OG0511609,0.0
OG0511694,0.0
OG0511699,0.0
OG0511937,0.0
OG0511965,0.0
OG0512089,0.0
OG0512225,0.0
OG0512352,0.0
OG0512556,0.0
OG0508339,0.0
OG0512799,0.0
OG0508290,0.0
OG0508037,0.0
OG0505426,0.0
OG0505448,0.0
OG0505554,0.0
OG0505774,0.0
OG0505843,0.0
OG0505967,0.0
OG0506112,0.0
OG0506123,0.0
OG0506134,0.0
OG0506484,0.0
OG0506592,0.0
OG0506627,0.0
OG0506658,0.0
OG0506704,0.0
OG0506793,0.0
OG0506869,0.0
OG0506888,0.0
OG0506929,0.0
OG0506955,0.0
OG0507027,0.0
OG0507294,0.0
OG0507606,0.0
OG0507811,0.0
OG0507846,0.0
OG0507920,0.0
OG0508031,0.0
OG0508034,0.0
OG0508286,0.0
OG0505380,0.0
OG0512906,0.0
OG0513105,0.0
OG0517060,0.0
OG0517167,0.0
OG0517263,0.0
OG0517395,0.0
OG0517447,0.0
OG0517462,0.0
OG0517464,0.0
OG0517607,0.0
OG0517614,0.0
OG0517626,0.0
OG0517743,0.0
OG0518003,0.0
OG0518379,0.0
OG0518415,0.0
OG0518430,0.0
OG0518468,0.0
OG0518809,0.0
OG0518935,0.0
OG0519391,0.0
OG0519797,0.0
OG0520167,0.0
OG0520183,0.0
OG0520209,0.0
OG0520265,0.0
OG0520515,0.0
OG0520532,0.0
OG0520609,0.0
OG0516973,0.0
OG0512953,0.0
OG0516932,0.0
OG0516743,0.0
OG0513400,0.0
OG0513454,0.0
OG0513524,0.0
OG0513673,0.0
OG0513709,0.0
OG0514139,0.0
OG0514143,0.0
OG0514228,0.0
OG0514253,0.0
OG0514304,0.0
OG0514371,0.0
OG0515170,0.0
OG0515193,0.0
OG0515345,0.0
OG0515361,0.0
OG0515712,0.0
OG0515924,0.0
OG0516216,0.0
OG0516292,0.0
OG0516351,0.0
OG0516424,0.0
OG0516458,0.0
OG0516491,0.0
OG0516501,0.0
OG0516519,0.0
OG0516655,0.0
OG0516710,0.0
OG0516812,0.0
OG0505286,0.0
OG0505255,0.0
OG0505219,0.0
OG0490480,0.0
OG0490483,0.0
OG0490976,0.0
OG0491617,0.0
OG0492354,0.0
OG0492830,0.0
OG0492947,0.0
OG0493298,0.0
OG0493432,0.0
OG0493598,0.0
OG0493807,0.0
OG0493981,0.0
OG0494091,0.0
OG0494165,0.0
OG0494292,0.0
OG0494552,0.0
OG0494694,0.0
OG0494897,0.0
OG0494979,0.0
OG0495297,0.0
OG0495310,0.0
OG0495343,0.0
OG0495464,0.0
OG0495525,0.0
OG0495548,0.0
OG0495779,0.0
OG0495944,0.0
OG0490466,0.0
OG0496148,0.0
OG0490459,0.0
OG0490083,0.0
OG0485950,0.0
OG0486166,0.0
OG0486453,0.0
OG0486621,0.0
OG0486662,0.0
OG0487063,0.0
OG0487139,0.0
OG0487181,0.0
OG0487482,0.0
OG0487623,0.0
OG0487702,0.0
OG0488044,0.0
OG0488304,0.0
OG0488309,0.0
OG0488596,0.0
OG0488645,0.0
OG0488754,0.0
OG0488813,0.0
OG0488832,0.0
OG0488839,0.0
OG0488867,0.0
OG0489087,0.0
OG0489294,0.0
OG0489773,0.0
OG0489791,0.0
OG0489937,0.0
OG0490022,0.0
OG0490314,0.0
OG0496254,0.0
OG0496723,0.0
OG0496854,0.0
OG0501321,0.0
OG0501649,0.0
OG0501739,0.0
OG0501749,0.0
OG0502036,0.0
OG0502406,0.0
OG0502678,0.0
OG0502771,0.0
OG0503204,0.0
OG0503225,0.0
OG0503253,0.0
OG0503295,0.0
OG0503574,0.0
OG0503581,0.0
OG0503847,0.0
OG0503855,0.0
OG0503860,0.0
OG0504098,0.0
OG0504180,0.0
OG0504255,0.0
OG0504273,0.0
OG0504312,0.0
OG0504336,0.0
OG0504347,0.0
OG0504448,0.0
OG0504477,0.0
OG0504919,0.0
OG0501197,0.0
OG0500893,0.0
OG0500662,0.0
OG0500463,0.0
OG0496963,0.0
OG0496987,0.0
OG0497001,0.0
OG0497493,0.0
OG0497556,0.0
OG0497703,0.0
OG0497827,0.0
OG0497907,0.0
OG0497971,0.0
OG0498272,0.0
OG0498309,0.0
OG0498420,0.0
OG0498504,0.0
OG0520647,0.0
OG0498681,0.0
OG0498802,0.0
OG0499030,0.0
OG0499146,0.0
OG0499278,0.0
OG0499380,0.0
OG0500002,0.0
OG0500146,0.0
OG0500159,0.0
OG0500211,0.0
OG0500244,0.0
OG0500356,0.0
OG0500360,0.0
OG0500453,0.0
OG0498782,0.0
OG0520902,0.0
OG0520929,0.0
OG0520942,0.0
OG0542833,0.0
OG0542873,0.0
OG0542920,0.0
OG0542962,0.0
OG0543198,0.0
OG0543324,0.0
OG0543332,0.0
OG0543410,0.0
OG0543510,0.0
OG0543837,0.0
OG0543997,0.0
OG0544568,0.0
OG0544717,0.0
OG0544791,0.0
OG0544825,0.0
OG0545208,0.0
OG0545293,0.0
OG0545479,0.0
OG0545497,0.0
OG0545712,0.0
OG0546036,0.0
OG0546153,0.0
OG0546286,0.0
OG0546291,0.0
OG0546398,0.0
OG0546569,0.0
OG0546630,0.0
OG0542565,0.0
OG0546649,0.0
OG0542520,0.0
OG0542399,0.0
OG0537386,0.0
OG0537390,0.0
OG0537777,0.0
OG0537829,0.0
OG0537928,0.0
OG0538274,0.0
OG0538404,0.0
OG0538505,0.0
OG0538668,0.0
OG0538733,0.0
OG0539176,0.0
OG0539331,0.0
OG0539443,0.0
OG0539570,0.0
OG0539647,0.0
OG0539670,0.0
OG0539907,0.0
OG0540710,0.0
OG0541182,0.0
OG0541221,0.0
OG0541246,0.0
OG0541273,0.0
OG0541405,0.0
OG0541477,0.0
OG0542169,0.0
OG0542296,0.0
OG0542303,0.0
OG0542452,0.0
OG0546719,0.0
OG0546723,0.0
OG0547161,0.0
OG0551932,0.0
OG0551991,0.0
OG0552488,0.0
OG0552491,0.0
OG0552916,0.0
OG0553183,0.0
OG0554267,0.0
OG0555054,0.0
OG0556202,0.0
OG0556387,0.0
OG0556757,0.0
OG0558741,0.0
OG0558832,0.0
OG0558910,0.0
OG0558921,0.0
OG0559053,0.0
OG0559057,0.0
OG0559212,0.0
OG0559296,0.0
OG0559304,0.0
OG0559448,0.0
OG0559847,0.0
OG0559897,0.0
OG0559989,0.0
OG0560102,0.0
OG0560111,0.0
OG0560179,0.0
OG0551625,0.0
OG0551274,0.0
OG0551264,0.0
OG0551227,0.0
OG0547187,0.0
OG0547243,0.0
OG0547611,0.0
OG0547623,0.0
OG0547694,0.0
OG0547735,0.0
OG0547789,0.0
OG0547944,0.0
OG0548051,0.0
OG0548090,0.0
OG0548238,0.0
OG0548268,0.0
OG0548375,0.0
OG0537344,0.0
OG0548866,0.0
OG0549353,0.0
OG0550150,0.0
OG0550171,0.0
OG0550662,0.0
OG0550728,0.0
OG0550770,0.0
OG0550795,0.0
OG0550830,0.0
OG0550895,0.0
OG0550934,0.0
OG0550958,0.0
OG0551042,0.0
OG0551164,0.0
OG0548972,0.0
OG0485820,0.0
OG0537315,0.0
OG0537082,0.0
OG0524998,0.0
OG0525020,0.0
OG0525033,0.0
OG0525340,0.0
OG0525411,0.0
OG0525526,0.0
OG0525576,0.0
OG0525671,0.0
OG0525781,0.0
OG0525785,0.0
OG0526061,0.0
OG0526258,0.0
OG0526436,0.0
OG0526552,0.0
OG0526590,0.0
OG0526666,0.0
OG0526879,0.0
OG0526884,0.0
OG0527120,0.0
OG0527136,0.0
